,month_year,totalmemory,tool_name_version
31, 2020-01 ,   278123083552.0000000,tab2fasta/1.1.0                                                                  
32, 2020-01 ,   277991271156.0000000, CONVERTER_fastq_to_fqtoc0                                                                                                              / CONVERTER_fastq_to_fqtoc0                                                                                                              
33, 2020-01 ,   275355033916.0000000,tp_cut_tool/1.1.0                                                               
34, 2020-01 ,   258614924052.0000000,fastq_dump/2.10.4                                                                           
35, 2020-01 ,   256374121652.0000000, Grouping1                                                                                                                              / Grouping1                                                                                                                              
36, 2020-01 ,   246751854172.0000000, join1                                                                                                                                  / join1                                                                                                                                  
37, 2020-01 ,   241874814388.0000000,mothur_classify_seqs/1.39.5.0                                                    
38, 2020-01 ,   224212021400.0000000,Add_a_column1/1.2.0                                                                  
39, 2020-01 ,   209712713484.0000000,deeptools_plot_heatmap/3.3.0.0.1                                         
40, 2020-01 ,   207867762988.0000000,deeptools_compute_matrix/3.3.0.0.0                                     
41, 2020-01 ,   200881316888.0000000,bedtools_intersectbed/2.29.0                                                                 
42, 2020-01 ,   196663336680.0000000,macs2_callpeak/2.1.1.20160309.6                                                                 
43, 2020-01 ,   195345376340.0000000,snpEff/4.3+T.galaxy1                                                                           
44, 2020-01 ,   194949782072.0000000,gops_join_1/1.0.0                                                                            
45, 2020-01 ,   191786296984.0000000,tp_easyjoin_tool/1.1.1                                                          
46, 2020-01 ,   178341755840.0000000,bowtie_wrapper/1.2.0                                                              
47, 2020-01 ,   177418801092.0000000,cshl_fastx_collapser/1.0.0                                                        
48, 2020-01 ,   175177998844.0000000,samtools_flagstat/2.0.3                                                         
49, 2020-01 ,   173464444576.0000000,mothur_unique_seqs/1.39.5.0                                                        
50, 2020-01 ,   170037643800.0000000,prokka/1.13                                                                                   
51, 2020-01 ,   169378275988.0000000,annotatemyids/3.7.0+galaxy1                                                             
52, 2020-01 ,   168455592812.0000000, Convert characters1                                                                                                                    / Convert characters1                                                                                                                    
53, 2020-01 ,   166478414324.0000000, cat1                                                                                                                                   / cat1                                                                                                                                   
54, 2020-01 ,   163314929088.0000000,fastq_combiner/1.1.1                                                               
55, 2020-01 ,   156856375428.0000000,freebayes/1.1.0.46-0                                                                    
56, 2020-01 ,   155801651472.0000000,multiqc/1.7                                                                                   
57, 2020-01 ,   155274404052.0000000,datamash_ops/1.1.0                                                                       
58, 2020-01 ,   149606492772.0000000,fasterq_dump/2.10.4                                                                         
59, 2020-01 ,   149474680908.0000000,edger/3.24.1+galaxy1                                                                            
60, 2020-01 ,   148551997688.0000000,tp_sort_header_tool/1.1.1                                                       
61, 2020-01 ,   144049417388.0000000,cufflinks/2.2.1.2                                                                       
62, 2020-01 ,   143543149320.0000000,tp_sed_tool/1.1.1                                                               
63, 2020-01 ,   141697779584.0000000,bedtools_genomecoveragebed/2.29.0                                                            
64, 2020-01 ,   139720601020.0000000,samtool_filter2/1.8+galaxy1                                                       
65, 2020-01 ,   133657254284.0000000,vcffilter2/1.0.0_rc1+galaxy3                                                            
66, 2020-01 ,   131943699712.0000000,bamFilter/2.4.1                                                                   
67, 2020-01 ,   124034986596.0000000,bedtools_bamtofastq/2.27.1                                                                   
68, 2020-01 ,   123645366324.0000000,tophat2/2.1.1                                                                             
69, 2020-01 ,   122716867704.0000000,mothur_align_seqs/1.39.5.0                                                          
70, 2020-01 ,   121794184452.0000000,fastq_filter/1.1.1                                                                   
71, 2020-01 ,   120080629900.0000000,picard_MarkDuplicates/2.18.2.2                                                             
72, 2020-01 ,   117444392144.0000000, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  / CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
73, 2020-01 ,   113490035560.0000000, wig_to_bigWig                                                                                                                          / wig_to_bigWig                                                                                                                          
74, 2020-01 ,   109140243196.0000000,salmon/0.14.1.2                                                                          
75, 2020-01 ,   104526827076.0000000,gops_intersect_1/1.0.0                                                                  
76, 2020-01 ,   104131391520.0000000, param_value_from_file                                                                                                                  / param_value_from_file                                                                                                                  
77, 2020-01 ,   103999579528.0000000,samtools_rmdup/2.0.1                                                               
78, 2020-01 ,   102417836956.0000000,mothur_summary_seqs/1.39.5.0                                                      
79, 2020-01 ,   100440658520.0000000, sort1                                                                                                                                  / sort1                                                                                                                                  
80, 2020-01 ,    99649787236.0000000,bam_to_sam/2.0.1                                                                       
81, 2020-01 ,    97277173196.0000000,ggplot2_heatmap2/3.0.1                                                               
82, 2020-01 ,    94123458268.0000000,bwa/0.7.17.4                                                                                  
83, 2020-01 ,    93850064256.0000000,picard_DownsampleSam/2.18.2.1                                                              
84, 2020-01 ,    93718252288.0000000, comp1                                                                                                                                  / comp1                                                                                                                                  
85, 2020-01 ,    91872885872.0000000, csv_to_tabular                                                                                                                         / csv_to_tabular                                                                                                                         
86, 2020-01 ,    90950202688.0000000,fastqc/0.72                                                                                
87, 2020-01 ,    86600410192.0000000,tabular_to_fastq/1.1.1                                                           
88, 2020-01 ,    85809539072.0000000, mergeCols1                                                                                                                             / mergeCols1                                                                                                                             
89, 2020-01 ,    85809538904.0000000,fastp/0.19.5+galaxy1                                                                            
90, 2020-01 ,    85545915048.0000000,cshl_fastq_to_fasta/1.0.2                                                          
91, 2020-01 ,    82646053764.0000000,fastq_join/1.1.2-806.1                                                                
92, 2020-01 ,    81986993496.0000000,lastz_wrapper_2/1.3.2                                                                       
93, 2020-01 ,    81459746716.0000000,samtools_slice_bam/2.0.1                                                       
94, 2020-01 ,    80141627760.0000000,ncbi_blastn_wrapper/0.3.3                                                         
95, 2020-01 ,    79087132720.0000000,cshl_fastx_trimmer/1.0.2                                                            
96, 2020-01 ,    78428073356.0000000,gops_basecoverage_1/1.0.0                                                            
97, 2020-01 ,    76978142436.0000000,tp_find_and_replace/1.1.1                                                       
98, 2020-01 ,    75923647440.0000000,cshl_fastq_quality_filter/1.0.2                                              
99, 2020-01 ,    72628350264.0000000,bedtools_multicovtbed/2.29.0                                                                 
100, 2020-01 ,    70914795680.0000000,tp_cat/0.1.0                                                                    
101, 2020-01 ,    70651171912.0000000,deeptools_plot_profile/3.3.0.0.0                                         
102, 2020-01 ,    70255736304.0000000,mothur_trim_seqs/1.39.5.0                                                            
103, 2020-01 ,    69728488684.0000000, CONVERTER_interval_to_bed_0                                                                                                            / CONVERTER_interval_to_bed_0                                                                                                            
104, 2020-01 ,    69333052780.0000000,minimap2/2.17+galaxy0                                                                        
105, 2020-01 ,    68146745964.0000000,trimmomatic/0.36.5                                                                   
106, 2020-01 ,    67751310312.0000000,featurecounts/1.6.3+galaxy2                                                             
107, 2020-01 ,    67224062832.0000000, addValue                                                                                                                               / addValue                                                                                                                               
108, 2020-01 ,    66576708432.0000000,star_fusion/0.5.4-3                                                                       
109, 2020-01 ,    66565003440.0000000,mothur_filter_seqs/1.39.5.0                                                        
110, 2020-01 ,    66301379548.0000000,limma_voom/3.38.3+galaxy3                                                                  
111, 2020-01 ,    65642320120.0000000,rseqc_infer_experiment/2.6.4.1                                                               
112, 2020-01 ,    64983262632.0000000, CONVERTER_bam_to_bigwig_0                                                                                                              / CONVERTER_bam_to_bigwig_0                                                                                                              
113, 2020-01 ,    63006082280.0000000,snpSift_filter/4.3+t.galaxy0                                                                  
114, 2020-01 ,    62083399164.0000000,fastq_to_tabular/1.1.1                                                           
115, 2020-01 ,    61951587288.0000000,deeptools_plot_correlation/3.3.0.0.0                                 
116, 2020-01 ,    61819940876.0000000,kraken/1.3.0                                                                               
117, 2020-01 ,    60369936764.0000000,bwa_wrapper/1.2.3                                                                    
118, 2020-01 ,    60369844700.0000000,mothur_make_fastq/1.39.5.0                                                          
119, 2020-01 ,    59051725704.0000000,tp_awk_tool/1.1.1                                                               
120, 2020-01 ,    58656290160.0000000,mothur_summary_tax/1.39.5.0                                                        
121, 2020-01 ,    58260854484.0000000,pileup_parser/1.0.2                                                                 
122, 2020-01 ,    57733606904.0000000,bamtools/2.4.0                                                                           
123, 2020-01 ,    56810923704.0000000, tabular_to_csv                                                                                                                         / tabular_to_csv                                                                                                                         
124, 2020-01 ,    56151864288.0000000,vsearch_clustering/1.9.7.0                                                                    
125, 2020-01 ,    54965557244.0000000,tp_head_tool/1.1.0                                                              
126, 2020-01 ,    54965557216.0000000,peakcalling_macs/1.0.1                                                                       
127, 2020-01 ,    54570121572.0000000,table_annovar/0.2                                                                   
128, 2020-01 ,    54174685936.0000000,samtools_idxstats/2.0.3                                                         
129, 2020-01 ,    54042874044.0000000,samtools_sort/2.0.3                                                                 
130, 2020-01 ,    53911062188.0000000,seqtk_sample/1.3.2                                                                              
131, 2020-01 ,    53895427856.0000000,unicycler/0.4.6.0                                                                           
132, 2020-01 ,    53515626496.0000000,kallisto_quant/0.46.0.4                                                                
133, 2020-01 ,    52988378940.0000000,samtools_stats/2.0.2+galaxy2                                                       
134, 2020-01 ,    52988378864.0000000,samtools_mpileup/2.1.4                                                           
135, 2020-01 ,    52856567020.0000000,trim_galore/0.4.3.1                                                                 
136, 2020-01 ,    52592943212.0000000, Paste1                                                                                                                                 / Paste1                                                                                                                                 
137, 2020-01 ,    51670260096.0000000,sam_to_bam/2.1.1                                                                       
138, 2020-01 ,    51670260024.0000000,cshl_fastx_barcode_splitter/1.0.1                                          
139, 2020-01 ,    50615764948.0000000,varscan/2.4.2                                                                   
140, 2020-01 ,    50484096580.0000000,tp_replace_in_line/1.1.2                                                        
141, 2020-01 ,    48506774752.0000000,rseqc_bam2wig/2.6.4                                                                          
142, 2020-01 ,    45079665664.0000000,bedtools_bamtobed/2.29.0                                                                     
143, 2020-01 ,    44816126484.0000000,cuffdiff/2.2.1.5                                                                         
144, 2020-01 ,    42575239824.0000000,fastq_groomer/1.0.4                                                                 
145, 2020-01 ,    41520744712.0000000,sam_pileup/1.1.2                                                                       
146, 2020-01 ,    40202625840.0000000,picard_QualityScoreDistribution/2.18.2.1                                                   
147, 2020-01 ,    39675378240.0000000, CONVERTER_interval_to_bedstrict_0                                                                                                      / CONVERTER_interval_to_bedstrict_0                                                                                                      
148, 2020-01 ,    39411754500.0000000,samtools_view/1.9                                                                       
149, 2020-01 ,    39411754404.0000000,sam_to_bam/2.1                                                                         
150, 2020-01 ,    39016318844.0000000,flash/1.2.11.4                                                                                  
151, 2020-01 ,    38093635588.0000000,tp_grep_tool/1.1.1                                                              
152, 2020-01 ,    38093635536.0000000,sequence_content_trimmer/0.1                                                
153, 2020-01 ,    37137901500.0000000,deeptools_bam_compare/3.3.0.0.0                                           
154, 2020-01 ,    36775516672.0000000,tp_sorted_uniq/1.1.0                                                            
155, 2020-01 ,    36643704840.0000000, Extract genomic DNA 1                                                                                                                  / Extract genomic DNA 1                                                                                                                  
156, 2020-01 ,    36643704824.0000000,gatk_unified_genotyper/0.0.6                                                    
157, 2020-01 ,    36643704796.0000000,collapse_dataset/4.1                                                             
158, 2020-01 ,    36380081056.0000000,quast/5.0.2+galaxy0                                                                             
159, 2020-01 ,    36116457228.0000000,sam_merge2/1.2.0                                                                        
160, 2020-01 ,    35589209744.0000000,fastq_quality_trimmer/1.1.1                                              
161, 2020-01 ,    35589209740.0000000,bedtools_getfastabed/2.29.0                                                                  
162, 2020-01 ,    35589209700.0000000,fasta_filter_by_length/1.1                                                 
163, 2020-01 ,    35457397872.0000000,fastqc/0.65                                                                                
164, 2020-01 ,    35193774056.0000000,fastq_paired_end_joiner/2.0.1.1                                           
165, 2020-01 ,    34666563800.0000000,deeptools_bam_coverage/3.1.2.0.0                                         
166, 2020-01 ,    34666526404.0000000,tp_replace_in_line/1.1.1                                                        
167, 2020-01 ,    34402902724.0000000,Extract genomic DNA 1/3.0.3                                                       
168, 2020-01 ,    34271090864.0000000,naive_variant_caller/0.0.4                                               
169, 2020-01 ,    34139278900.0000000,tp_multijoin_tool/1.1.1                                                         
170, 2020-01 ,    34007467096.0000000,cshl_fastx_artifacts_filter/1.0.0                                          
171, 2020-01 ,    34007467088.0000000, Count1                                                                                                                                 / Count1                                                                                                                                 
172, 2020-01 ,    33875655200.0000000,fastq_stats/1.1.1                                                                     
173, 2020-01 ,    33612031412.0000000,vcf2tsv/1.0.0_rc1+galaxy0                                                                 
174, 2020-01 ,    32952987056.0000000,tp_find_and_replace/1.1.2                                                       
175, 2020-01 ,    32952971972.0000000,picard_CollectInsertSizeMetrics/2.18.2.1                                                   
176, 2020-01 ,    32952971928.0000000,picard_CollectRnaSeqMetrics/2.18.2.1                                                       
177, 2020-01 ,    32557536316.0000000,goseq/1.36.0+galaxy0                                                                            
178, 2020-01 ,    32162100672.0000000,tp_sort_header_tool/1.1.0                                                       
179, 2020-01 ,    32162100644.0000000,collection_column_join/0.0.3                                                   
180, 2020-01 ,    32030288676.0000000,mimodd_reheader/0.1.9                                                                   
181, 2020-01 ,    30975793632.0000000,clustalw/2.1                                                                             
182, 2020-01 ,    30448546104.0000000,picard_AddOrReplaceReadGroups/2.18.2.1                                                     
183, 2020-01 ,    30448546100.0000000,samtools_fastx/1.9+galaxy1                                                             
184, 2020-01 ,    30184922328.0000000,bedtools_mergebed/2.29.0                                                                     
185, 2020-01 ,    30053110460.0000000,fastq_paired_end_deinterlacer/1.1.2                                 
186, 2020-01 ,    29789486616.0000000,ncbi_blastp_wrapper/0.3.3                                                         
187, 2020-01 ,    29657716092.0000000,deeptools_multi_bigwig_summary/3.3.0.0.0                         
188, 2020-01 ,    29394101796.0000000,deeptools_multi_bam_summary/3.3.0.0.0                               
189, 2020-01 ,    29320020556.0000000,hisat2/2.1.0+galaxy4                                                                           
190, 2020-01 ,    29262239132.0000000,ncbi_blastx_wrapper/0.3.3                                                         
191, 2020-01 ,    29262239112.0000000,ngsutils_bam_filter/0.5.9                                                         
192, 2020-01 ,    29130427232.0000000,rseqc_FPKM_count/2.6.4.1                                                                     
193, 2020-01 ,    28734991584.0000000,snpSift_extractFields/4.3+t.galaxy0                                                           
194, 2020-01 ,    28603179680.0000000, __EXPORT_HISTORY__                                                                                                                     / __EXPORT_HISTORY__                                                                                                                     
195, 2020-01 ,    28471367780.0000000,chipseeker/1.18.0+galaxy1                                                              
196, 2020-01 ,    28339555920.0000000,fastq_trimmer/1.0.0                                                                 
197, 2020-01 ,    27548684584.0000000, Remove beginning1                                                                                                                      / Remove beginning1                                                                                                                      
198, 2020-01 ,    27548684568.0000000, CONVERTER_fasta_to_tabular                                                                                                             / CONVERTER_fasta_to_tabular                                                                                                             
199, 2020-01 ,    27021437040.0000000,cshl_fastq_quality_filter/1.0.1                                              
200, 2020-01 ,    26757813244.0000000, CONVERTER_interval_to_bed12_0                                                                                                          / CONVERTER_interval_to_bed12_0                                                                                                          
201, 2020-01 ,    26626001372.0000000,cutadapt/1.16.5                                                                         
202, 2020-01 ,    26494189432.0000000,mimodd_sort/0.1.9                                                                       
203, 2020-01 ,    26230565708.0000000,gops_coverage_1/1.0.0                                                                    
204, 2020-01 ,    26230565592.0000000,presto_parselog/0.5.4                                                                 
205, 2020-01 ,    25835186216.0000000,prokka/1.14.5                                                                                 
206, 2020-01 ,    25703318120.0000000,bedtools_sortbed/2.29.0                                                                      
207, 2020-01 ,    25571506244.0000000, Show beginning1                                                                                                                        / Show beginning1                                                                                                                        
208, 2020-01 ,    25439739416.0000000,rbc_mafft/7.221.3                                                                           
209, 2020-01 ,    25307882424.0000000,picard_CASM/2.18.2.1                                                                       
210, 2020-01 ,    25176070608.0000000,dexseq_count/1.28.1.0                                                                          
211, 2020-01 ,    25176070576.0000000,stringtie_merge/1.3.6                                                                       
212, 2020-01 ,    24780634944.0000000,taxonomy_krona_chart/2.6.1.1                                                    
213, 2020-01 ,    24648823028.0000000,mothur_count_seqs/1.39.5.0                                                          
214, 2020-01 ,    24517050668.0000000,deeptools_bigwig_compare/3.3.0.0.0                                     
215, 2020-01 ,    23857951712.0000000, trimmer                                                                                                                                / trimmer                                                                                                                                
216, 2020-01 ,    23857951696.0000000,sra_pileup/2.10.3                                                                           
217, 2020-01 ,    23857951676.0000000,EMBOSS: transeq101/5.0.0                                                                 
218, 2020-01 ,    23726139808.0000000,Kraken2Tax/1.2                                                                         
219, 2020-01 ,    23462516064.0000000, CONVERTER_bedgraph_to_bigwig                                                                                                           / CONVERTER_bedgraph_to_bigwig                                                                                                           
220, 2020-01 ,    23330704172.0000000,tp_replace_in_column/1.1.3                                                      
221, 2020-01 ,    23330704152.0000000,fastq_trimmer/1.1.1                                                                 
222, 2020-01 ,    23330704148.0000000,cshl_fastq_quality_boxplot/1.0.1                                            
223, 2020-01 ,    22935321252.0000000,cuffmerge/2.2.1.1                                                                       
224, 2020-01 ,    22935268508.0000000,sam_bw_filter/1.0.0                                                       
225, 2020-01 ,    22935268496.0000000, CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   / CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   
226, 2020-01 ,    22803456624.0000000,samtools_merge/1.9                                                                     
227, 2020-01 ,    22803456620.0000000,rseqc_geneBody_coverage/2.6.4.3                                                              
228, 2020-01 ,    22539832848.0000000,cshl_fastx_reverse_complement/1.0.0                                      
229, 2020-01 ,    22539832840.0000000,picard_MergeSamFiles/2.18.2.1                                                              
230, 2020-01 ,    22539832836.0000000,bedtools_subtractbed/2.29.0                                                                  
231, 2020-01 ,    22539832824.0000000,cshl_fastx_clipper/1.0.3                                                            
232, 2020-01 ,    22539832816.0000000,sam_dump/2.10.4                                                                             
233, 2020-01 ,    22012585280.0000000,ncbi_makeblastdb/0.3.3                                                            
234, 2020-01 ,    21880773396.0000000,fastqc/0.69                                                                                
235, 2020-01 ,    21748991536.0000000,bowtie_wrapper/1.1.2                                                              
236, 2020-01 ,    21617149620.0000000,bcftools_plugin_counts/1.9+galaxy1                                             
237, 2020-01 ,    21485337704.0000000,mothur_taxonomy_to_krona/1.0                                                 
238, 2020-01 ,    21353525852.0000000,mothur_cluster_split/1.39.5.0                                                    
239, 2020-01 ,    21353525828.0000000,diffbind/2.10.0                                                                        
240, 2020-01 ,    21221713904.0000000,picard_SortSam/2.18.2.1                                                                    
241, 2020-01 ,    21089902080.0000000,fastq_paired_end_interlacer/1.2.0.1                                   
242, 2020-01 ,    20826278296.0000000,gops_subtract_1/1.0.0                                                                    
243, 2020-01 ,    20562654524.0000000,mothur_pre_cluster/1.39.5.0                                                        
244, 2020-01 ,    20430842632.0000000,allele_counts_1/1.2                                                                    
245, 2020-01 ,    20167218860.0000000,vcfcombine/1.0.0_rc1+galaxy0                                                           
246, 2020-01 ,    20167218848.0000000, CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           / CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           
247, 2020-01 ,    20035406868.0000000,seqtk_sample/1.3.1                                                                              
248, 2020-01 ,    19903595084.0000000,snpEff/1.0                                                                                
249, 2020-01 ,    19903595068.0000000, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         / CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
250, 2020-01 ,    19639971312.0000000,rseqc_read_distribution/2.6.4.1                                                              
251, 2020-01 ,    19639971296.0000000,bcftools_stats/1.9+galaxy1                                                             
252, 2020-01 ,    19376347484.0000000,dunovo/2.14                                                                                   
253, 2020-01 ,    18849099980.0000000,mothur_remove_seqs/1.39.5.0                                                        
254, 2020-01 ,    18849099972.0000000,cshl_fastx_quality_statistics/1.0.1                                      
255, 2020-01 ,    18849099924.0000000, wc_gnu                                                                                                                                 / wc_gnu                                                                                                                                 
256, 2020-01 ,    18585476208.0000000,picard_ARRG/1.56.0                                                                         
257, 2020-01 ,    18535655780.0000000,hisat2/2.1.0+galaxy3                                                                           
258, 2020-01 ,    17926437408.0000000,deeptools_compute_matrix/3.1.2.0.0                                     
259, 2020-01 ,    17926416732.0000000,snpEff_download/4.3+T.galaxy2                                                                  
260, 2020-01 ,    17794604832.0000000,snpEff_build_gb/4.3+T.galaxy4                                                                  
261, 2020-01 ,    17662792992.0000000,precheck/2.14                                                                                 
262, 2020-01 ,    17662792992.0000000,mothur_chimera_vsearch/1.39.5.1                                                
263, 2020-01 ,    17662792992.0000000,make_families/2.14                                                                            
264, 2020-01 ,    17003733540.0000000,macs2_predictd/2.1.1.20160309.1                                                                 
265, 2020-01 ,    17003733524.0000000,vcfallelicprimitives/1.0.0_rc1+galaxy0                                       
266, 2020-01 ,    16871921636.0000000, gff2bed1                                                                                                                               / gff2bed1                                                                                                                               
267, 2020-01 ,    16476485996.0000000,tp_tail_tool/1.1.0                                                              
268, 2020-01 ,    16476485988.0000000,charts/1.0.1                                                                                   
269, 2020-01 ,    16476485980.0000000,samtools_depth/1.9                                                                     
270, 2020-01 ,    16344674096.0000000,sailfish/0.10.1.1                                                                      
271, 2020-01 ,    16189882668.0000000,bowtie2/2.3.4.2                                                                           
272, 2020-01 ,    16081050336.0000000,fastq_filter/1.0.0                                                                   
273, 2020-01 ,    16081050332.0000000,bamleftalign/1.1.0.46-0                                                                 
274, 2020-01 ,    16081050304.0000000,kraken-report/1.2.4                                                                 
275, 2020-01 ,    15949238432.0000000,table_annovar/0.1                                                                   
276, 2020-01 ,    15817426552.0000000, CONVERTER_gff_to_bed_0                                                                                                                 / CONVERTER_gff_to_bed_0                                                                                                                 
277, 2020-01 ,    15553802768.0000000,get_flanks1/1.0.0                                                                      
278, 2020-01 ,    15421990892.0000000,deeptools_plot_pca/3.3.0.0.0                                                 
279, 2020-01 ,    15158367112.0000000,fastq_manipulation/1.1.1                                                       
280, 2020-01 ,    14762931456.0000000,correct_barcodes/2.14                                                                         
281, 2020-01 ,    14762931448.0000000,gatk_variant_select/0.0.3                                                          
282, 2020-01 ,    14762931448.0000000,vcfannotate/1.0.0_rc1+galaxy0                                                         
283, 2020-01 ,    14631119564.0000000,sam_to_bam/1.1.2                                                                       
284, 2020-01 ,    14631119564.0000000, CONVERTER_fasta_to_fai                                                                                                                 / CONVERTER_fasta_to_fai                                                                                                                 
285, 2020-01 ,    14499307664.0000000,snippy/4.4.5+galaxy1                                                                           
286, 2020-01 ,    14367495792.0000000,featurecounts/1.6.2                                                                     
287, 2020-01 ,    14235683904.0000000,bedtools_coveragebed/2.29.0                                                                  
288, 2020-01 ,    14235683860.0000000,samtools_sort/2.0.2                                                                 
289, 2020-01 ,    14103872016.0000000,lastz_wrapper_2/1.2.2                                                                       
290, 2020-01 ,    13840248232.0000000,gops_merge_1/1.0.0                                                                          
291, 2020-01 ,    13840248212.0000000,fasta_compute_length/1.0.2                                                   
292, 2020-01 ,    13840248188.0000000,presto_parseheaders/0.5.4                                                         
293, 2020-01 ,    13708436352.0000000,bedtools_slopbed/2.29.0                                                                      
294, 2020-01 ,    13708436352.0000000,rseqc_read_GC/2.6.4                                                                          
295, 2020-01 ,    13708436348.0000000,picard_SamToFastq/2.18.2.1                                                                 
296, 2020-01 ,    13708436328.0000000,gffread/2.2.1.2                                                                           
297, 2020-01 ,    13576624460.0000000, bed2gff1                                                                                                                               / bed2gff1                                                                                                                               
298, 2020-01 ,    13313036504.0000000,deeptools_plot_fingerprint/3.3.0.0.0                                 
299, 2020-01 ,    13313000688.0000000,bcftools_filter/1.9+galaxy1                                                           
300, 2020-01 ,    13181188800.0000000, CONVERTER_wig_to_bigwig                                                                                                                / CONVERTER_wig_to_bigwig                                                                                                                
