,month_year,total_cpu_time,tool_name_version
264,2021-08,23478,EMBOSS: einverted28/5.0.0.1
265,2021-08,23378,CONVERTER_vcf_to_bgzip_0/CONVERTER_vcf_to_bgzip_0
266,2021-08,22877,mummer_nucmer/4.0.0beta2+galaxy1
267,2021-08,22701,picard_CollectInsertSizeMetrics/2.18.2.1
268,2021-08,22454,rseqc_infer_experiment/2.6.4.1
269,2021-08,22420,samtools_depth/1.9
270,2021-08,22381,deeptools_compute_matrix/3.0.2.0
271,2021-08,21762,deeptools_bam_compare/3.1.2.0.0
272,2021-08,21497,vcfcombine/1.0.0_rc3+galaxy0
273,2021-08,21413,snpSift_filter/4.3+t.galaxy1
274,2021-08,20997,fastq_dump/2.10.9+galaxy0
275,2021-08,20888,pe_histogram/1.0.1
276,2021-08,20465,salmon/1.3.0+galaxy1
277,2021-08,20391,tp_cut_tool/1.1.0
278,2021-08,20194,macs2_predictd/2.1.1.20160309.1
279,2021-08,20045,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
280,2021-08,19615,fasta2tab/1.1.1
281,2021-08,19547,prinseq/0.20.4
282,2021-08,19529,mothur_summary_seqs/1.39.5.0
283,2021-08,19385,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
284,2021-08,19168,msaboot/0.1.2
285,2021-08,19161,trimmomatic/0.36.5
286,2021-08,19134,hisat2/2.1.0
287,2021-08,19108,snpSift_extractFields/4.3+t.galaxy0
288,2021-08,19065,annotatemyids/3.12.0
289,2021-08,18852,seurat/3.2.2+galaxy0
290,2021-08,18383,table_annovar/0.2
291,2021-08,17933,deeptools_plot_profile/3.3.2.0.0
292,2021-08,17795,picard_SamToFastq/2.18.2.2
293,2021-08,17439,picard_CASM/2.18.2.1
294,2021-08,17293,samtools_view/1.9+galaxy1
295,2021-08,17229,cshl_fastx_barcode_splitter/1.0.1
296,2021-08,17199,kpca1/1.0.0
297,2021-08,17043,CONVERTER_gff_to_bgzip_0/CONVERTER_gff_to_bgzip_0
298,2021-08,17020,bamtools_split/2.4.0
299,2021-08,16298,meme_meme/5.0.5.0
300,2021-08,16178,trimmomatic/0.36.6
301,2021-08,16123,mothur_screen_seqs/1.39.5.1
302,2021-08,15975,seqtk_sample/1.3.2
303,2021-08,15866,cshl_fastq_to_fasta/1.0.0
304,2021-08,15858,hyphy_fubar/2.5.31+galaxy1
305,2021-08,15856,bamtools/0.0.1
306,2021-08,15772,fastq_to_tabular/1.1.5
307,2021-08,15574,tab2fasta/1.1.1
308,2021-08,15456,seq_filter_by_id/0.2.7
309,2021-08,15283,bamtools/2.4.0
310,2021-08,15213,mothur_filter_seqs/1.39.5.0
311,2021-08,15058,EMBOSS: transeq101/5.0.0
312,2021-08,14978,mlst/2.19.0
313,2021-08,14948,samtools_flagstat/2.0.3
314,2021-08,14898,idr/2.0.3
315,2021-08,14717,kallisto_pseudo/0.46.2+galaxy0
316,2021-08,14634,ivar_consensus/1.3.1+galaxy0
317,2021-08,14410,deeptools_compute_matrix/2.5.0.0
318,2021-08,14343,deeptools_multi_bam_summary/2.5.0.0
319,2021-08,14105,rseqc_FPKM_count/2.6.4.1
320,2021-08,13992,fastqc/0.72
321,2021-08,13959,edger/3.34.0+galaxy1
322,2021-08,13938,picard_FastqToSam/2.18.2.1
323,2021-08,13824,bedtools_intersectbed/2.30.0
324,2021-08,13821,progressivemauve/2015_02_13.0
325,2021-08,13801,cshl_fastx_collapser/1.0.0
326,2021-08,13747,gatk4_mutect2/4.1.7.0+galaxy02
327,2021-08,13662,scpipe/1.0.0+galaxy2
328,2021-08,13608,EMBOSS: extractseq35/5.0.0
329,2021-08,13430,length_and_gc_content/0.1.1
330,2021-08,13312,bellerophon/1.0+galaxy0
331,2021-08,13282,macs2_filterdup/2.1.1.20160309.1
332,2021-08,13160,gops_intersect_1/1.0.0
333,2021-08,13060,deeptools_plot_enrichment/3.3.2.0.0
334,2021-08,13057,cuffnorm/2.2.1.3
335,2021-08,12915,tximport/0.1
336,2021-08,12778,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
337,2021-08,12510,cuffmerge/2.2.1.2
338,2021-08,12477,mothur_make_group/1.39.5.0
339,2021-08,12344,deeptools_bam_coverage/2.5.0.0
340,2021-08,12129,anndata_export/0.7.5+galaxy0
341,2021-08,12094,dada2_learnErrors/1.20+galaxy0
342,2021-08,12044,vsearch_alignment/2.8.3.0
343,2021-08,11777,csv_to_tabular/csv_to_tabular
344,2021-08,11776,peakcalling_sicer/1.1
345,2021-08,11732,samtools_slice_bam/2.0.1
346,2021-08,11554,bp_genbank2gff3/1.1
347,2021-08,11435,macs2_bdgcmp/2.1.1.20160309.0
348,2021-08,11433,rseqc_tin/2.6.4.1
349,2021-08,11425,Grouping1/Grouping1
350,2021-08,11272,velveth/1.2.10.2
351,2021-08,11214,mothur_fastq_info/1.39.5.0
352,2021-08,11028,medaka_variant_pipeline/1.3.2+galaxy0
353,2021-08,10636,limma_voom/3.48.0+galaxy1
354,2021-08,10054,mothur_count_seqs/1.39.5.0
355,2021-08,10013,genrich/0.5+galaxy2
356,2021-08,9833,vcfallelicprimitives/1.0.0_rc3+galaxy0
357,2021-08,9811,augustus_training/3.4.0
358,2021-08,9615,snpEff_build_gb/4.3+T.galaxy4
359,2021-08,9569,unicycler/0.4.6.0
360,2021-08,9527,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
361,2021-08,9459,gops_subtract_1/1.0.0
362,2021-08,9391,dada2_removeBimeraDenovo/1.18+galaxy0
363,2021-08,9355,featurecounts/1.6.4+galaxy2
364,2021-08,9273,blastxml_to_tabular/2.10.1+galaxy0
365,2021-08,9175,bedtools_bamtofastq/2.27.1
366,2021-08,9115,maker/2.31.11+galaxy1
367,2021-08,9047,stringtie_merge/2.1.1
368,2021-08,8985,sort1/sort1
369,2021-08,8941,seq_composition/0.0.5
370,2021-08,8889,maf_stats1/maf_stats1
371,2021-08,8529,bowtie_wrapper/1.1.2
372,2021-08,8489,picard_CleanSam/2.18.2.1
373,2021-08,8447,dada2_plotQualityProfile/1.18+galaxy0
374,2021-08,8409,__IMPORT_HISTORY__/__IMPORT_HISTORY__
375,2021-08,8095,tp_cat/0.1.0
376,2021-08,8071,snpSift_annotate/4.3+t.galaxy1
377,2021-08,8065,presto_assemblepairs/0.5.4
378,2021-08,7908,salmon/0.14.1.2+galaxy1
379,2021-08,7832,Kraken2Tax/1.2
380,2021-08,7781,fgsea/1.8.0+galaxy1
381,2021-08,7759,bcftools_merge/1.10
382,2021-08,7735,featurecounts/1.6.4+galaxy1
383,2021-08,7649,pilon/1.20.1
384,2021-08,7632,medaka_consensus_pipeline/1.3.2+galaxy0
385,2021-08,7631,addName/0.2.0
386,2021-08,7405,fastq_dump/2.10.8+galaxy0
387,2021-08,7402,wiggle2simple1/wiggle2simple1
388,2021-08,7386,cat_multiple/0.2
389,2021-08,7308,CONVERTER_fasta_to_bowtie_base_index/CONVERTER_fasta_to_bowtie_base_index
390,2021-08,7127,mergeCols1/mergeCols1
391,2021-08,7122,kraken/1.3.1
392,2021-08,6972,bacteria_tradis/1.4.5+galaxy2
393,2021-08,6932,pileup_parser/1.0.2
394,2021-08,6849,fasta-stats/1.0.1
395,2021-08,6788,vsearch_chimera_detection/2.8.3.0
396,2021-08,6682,samtools_split/1.9
397,2021-08,6679,kallisto_pseudo/0.46.0.2
398,2021-08,6642,trinity_super_transcripts/2.9.1
399,2021-08,6552,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
400,2021-08,6524,filtlong/0.2.0+galaxy1
401,2021-08,6384,gmx_em/2020.2+galaxy0
402,2021-08,6362,rseqc_bam_stat/2.6.4
403,2021-08,6348,mimodd_sort/0.1.9
404,2021-08,6288,cshl_fastq_quality_boxplot/1.0.1
405,2021-08,6259,samtool_filter2/1.1.2
406,2021-08,6166,prinseq/0.20.4+galaxy1
407,2021-08,6165,ggplot2_heatmap/2.2.1
408,2021-08,6020,picard_MarkDuplicatesWithMateCigar/2.18.2.1
409,2021-08,6014,Convert characters1/Convert characters1
410,2021-08,6010,cuffdiff/2.2.1.3
411,2021-08,5963,cshl_fastx_trimmer/1.0.0
412,2021-08,5930,cshl_fastx_reverse_complement/1.0.2+galaxy0
413,2021-08,5878,tp_easyjoin_tool/1.1.2
414,2021-08,5859,bcftools_filter/1.10
415,2021-08,5834,picard_MarkDuplicates/2.18.2.1
416,2021-08,5670,samtools_mpileup/2.1.3
417,2021-08,5665,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
418,2021-08,5477,mothur_seq_error/1.39.5.0
419,2021-08,5385,mothur_cluster/1.39.5.0
420,2021-08,5330,samtools_fixmate/1.9
421,2021-08,5253,bioext_bam2msa/0.19.7.0
422,2021-08,5215,bwa_mem/0.1
423,2021-08,5198,goenrichment/2.0.1
424,2021-08,5135,vcf2tsv/1.0.0_rc3+galaxy0
425,2021-08,5131,meme_fimo/5.0.5.0
426,2021-08,5127,bedtools_getfastabed/2.30.0
427,2021-08,5093,deeptools_plot_correlation/3.3.2.0.0
428,2021-08,5084,tp_replace_in_line/1.1.2
429,2021-08,5061,rgweblogo3/3.5.0
430,2021-08,4969,fastq_combiner/1.1.5
431,2021-08,4949,anndata_inspect/0.7.5+galaxy0
432,2021-08,4940,vcfvcfintersect/1.0.0_rc3+galaxy0
433,2021-08,4869,pizzly/0.37.3.1
434,2021-08,4796,ncbi_makeblastdb/2.10.1+galaxy0
435,2021-08,4701,lofreq_alnqual/2.1.5+galaxy0
436,2021-08,4695,volcanoplot/0.0.3
437,2021-08,4654,plant_tribes_assembly_post_processor/1.0.3.0
438,2021-08,4643,macs2_bdgdiff/2.1.1.20160309.1
439,2021-08,4625,jvarkit_wgscoverageplotter/20201223+galaxy0
440,2021-08,4569,fastq_to_fasta_python/1.1.1
441,2021-08,4557,samtools_phase/2.0.1
442,2021-08,4539,gffcompare/0.11.2
443,2021-08,4520,cshl_fasta_nucleotides_changer/1.0.2
444,2021-08,4466,ggplot2_pca/2.2.1
445,2021-08,4449,snpeff_sars_cov_2/4.5covid19
446,2021-08,4312,fastq_filter/1.1.1
447,2021-08,4250,qualimap_bamqc/2.2.2d+galaxy1
448,2021-08,4170,gops_merge_1/1.0.0
449,2021-08,4168,scanpy_inspect/1.7.1+galaxy0
450,2021-08,4122,Extract genomic DNA 1/3.0.3+galaxy2
451,2021-08,4097,tabular_to_csv/tabular_to_csv
452,2021-08,4097,annotatemyids/3.12.0+galaxy1
453,2021-08,4086,mothur_unique_seqs/1.39.5.0
454,2021-08,4081,picard_DownsampleSam/2.18.2.1
455,2021-08,4071,bcftools_consensus/1.10+galaxy1
456,2021-08,4070,bed2gff1/bed2gff1
457,2021-08,4024,fastq_paired_end_joiner/2.0.1.1
458,2021-08,4003,gops_concat_1/1.0.1
459,2021-08,3978,cat1/cat1
460,2021-08,3956,jbrowse/1.16.11+galaxy1
461,2021-08,3915,bwa_wrapper/1.2.3
462,2021-08,3891,samtools_idxstats/2.0.3
463,2021-08,3858,Add_a_column1/1.6
464,2021-08,3772,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
465,2021-08,3768,cuffquant/2.2.1.1
466,2021-08,3728,picard_MarkDuplicates/2.7.1.1
467,2021-08,3694,lofreq_filter/2.1.5+galaxy0
468,2021-08,3660,seqtk_mergepe/1.3.1
469,2021-08,3626,trimmer/trimmer
470,2021-08,3611,circgraph/0.9-RC2
471,2021-08,3542,samtools_sort/2.0.1
472,2021-08,3512,bedtools_genomecoveragebed/2.29.0
473,2021-08,3444,bedtools_sortbed/2.30.0
474,2021-08,3435,mothur_merge_files/1.39.5.0
475,2021-08,3425,vcfannotategenotypes/1.0.0_rc3+galaxy0
476,2021-08,3413,hhsearch/3.2.0+galaxy0
477,2021-08,3333,kraken-report/1.3.1
478,2021-08,3327,collection_column_join/0.0.3
479,2021-08,3272,tetyper/1.1+galaxy1
480,2021-08,3248,samtools_markdup/1.9+galaxy3
481,2021-08,3242,cshl_fastq_quality_filter/1.0.0
482,2021-08,3183,kraken-translate/1.3.1
483,2021-08,3179,kraken-filter/1.3.1
484,2021-08,3163,ruvseq/1.16.0+galaxy1
485,2021-08,3123,fasta_filter_by_length/1.1
486,2021-08,3111,EMBOSS: palindrome65/5.0.0.1
487,2021-08,3072,fastq_paired_end_joiner/2.0.1.0
488,2021-08,3049,exomedepth/1.1.0
489,2021-08,3009,dada2_makeSequenceTable/1.18+galaxy0
490,2021-08,2990,mummer_dnadiff/4.0.0beta2+galaxy1
491,2021-08,2948,table_annovar/0.1
492,2021-08,2944,tp_multijoin_tool/1.1.1
493,2021-08,2913,allele_counts_1/1.3.2
494,2021-08,2887,ncbi_acc_download/0.2.5+galaxy0
495,2021-08,2845,pretext_map/0.1.6+galaxy0
496,2021-08,2802,macs2_callpeak/2.1.1.20160309.0
497,2021-08,2752,tp_sort_header_tool/1.1.1
498,2021-08,2736,samtools_split/1.1
499,2021-08,2734,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
