,num_jobs,consumed_mem_gb,allocated_mem_gb,pct_mem_consumed,tool_name_version
96,5966,15207,45632,33.3,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
97,63465,14762,486761,3.0,seqtk_subseq/1.3.1
98,63433,14728,484954,3.0,tp_find_and_replace/1.1.3
99,1320,14498,40181,36.1,velvetoptimiser/2.2.6
100,4805,14120,36751,38.4,picard_SortSam/2.18.2.1
101,1877,13702,56603,24.2,sailfish/0.10.1.1
102,6269,13406,191017,7.0,rbc_mafft/7.221.3
103,2394,13259,18297,72.5,diffbind/2.10.0
104,6186,13148,187996,7.0,mothur_make_contigs/1.39.5.1
105,3806,13119,115333,11.4,deeptools_bam_compare/3.3.2.0.0
106,6280,12469,47977,26.0,bam_to_sam/2.0.1
107,12178,12435,93092,13.4,dada2_filterAndTrim/1.20+galaxy0
108,3454,12429,26416,47.1,sam_dump/2.11.0+galaxy0
109,925,12383,31223,39.7,flye/2.9+galaxy0
110,5960,12300,180261,6.8,deeptools_bam_coverage/3.5.1.0.0
111,49802,12247,380004,3.2,snpSift_extractFields/4.3+t.galaxy0
112,426,12236,12882,95.0,repeatmasker_wrapper/4.1.2-p1+galaxy1
113,10939,11858,331735,3.6,mothur_summary_seqs/1.39.5.0
114,2808,11735,85201,13.8,shovill/1.1.0+galaxy0
115,24219,11343,185263,6.1,cshl_fastx_trimmer/1.0.2+galaxy0
116,18816,11298,143484,7.9,medaka_variant/1.3.2+galaxy1
117,1645,11189,49761,22.5,deeptools_multi_bam_summary/3.3.2.0.0
118,2068,11123,127000,8.8,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
119,33384,11027,254926,4.3,bedtools_intersectbed/2.30.0
120,34441,10918,263450,4.1,Grep1/Grep1
121,24144,10742,183734,5.8,samtools_view/1.9+galaxy2
122,12596,10372,382716,2.7,prokka/1.14.5+galaxy0
123,7987,10288,70919,14.5,ncbi_tblastn_wrapper/2.10.1+galaxy0
124,10256,10194,78472,13.0,samtools_flagstat/2.0.3
125,4051,10057,30954,32.5,samtools_mpileup/2.1.4
126,3187,9634,24342,39.6,jbrowse/1.16.11+galaxy1
127,3966,9534,120606,7.9,minimap2/2.23+galaxy0
128,16158,9530,123362,7.7,lofreq_indelqual/2.1.5+galaxy0
129,38683,9410,295694,3.2,fastq_combiner/1.1.5
130,2602,9375,19869,47.2,fastq_paired_end_deinterlacer/1.1.5
131,1420,9311,42783,21.8,flye/2.6
132,23440,9296,359766,2.6,join1/join1
133,2220,9151,16980,53.9,samtools_merge/1.13
134,3558,9150,41162,22.2,bedtools_bamtobed/2.30.0+galaxy2
135,2777,8985,21252,42.3,picard_MergeSamFiles/2.18.2.1
136,10337,8974,79027,11.4,cshl_fastq_quality_filter/1.0.2+galaxy0
137,3150,8935,95933,9.3,deseq2/2.11.40.6+galaxy1
138,9053,8876,274955,3.2,lofreq_call/2.1.5+galaxy1
139,3388,8695,25909,33.6,bedtools_genomecoveragebed/2.30.0
140,22402,8683,682732,1.3,rbc_mafft/7.489+galaxy0
141,3923,8607,30052,28.6,picard_CollectInsertSizeMetrics/2.18.2.1
142,4439,8566,33890,25.3,fastq_trimmer/1.1.5
143,11387,8330,347427,2.4,medaka_consensus/1.0.3+galaxy2
144,1666,8289,12701,65.3,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
145,2694,8220,41322,19.9,seqtk_sample/1.3.2
146,4169,8212,58458,14.0,bwa_mem2/2.2.1+galaxy0
147,4317,8153,33030,24.7,samtools_view/1.13+galaxy1
148,8365,7989,63983,12.5,dada2_mergePairs/1.20+galaxy0
149,451,7813,13634,57.3,rnaspades/3.9.0.2
150,879,7792,26898,29.0,bg_diamond/2.0.15+galaxy0
151,860,7761,26075,29.8,metaspades/3.9.0
152,6046,7704,183516,4.2,ivar_trim/1.2.2+galaxy1
153,11701,7611,89584,8.5,deeptools_plot_profile/3.3.2.0.0
154,26923,7610,205919,3.7,tp_cut_tool/1.1.0
155,1444,7606,11013,69.1,qualimap_rnaseq/2.2.2d+galaxy1
156,443,7524,14805,50.8,metaspades/3.15.3+galaxy2
157,1950,7430,59320,12.5,megahit/1.1.3.5
158,11770,7327,180787,4.1,ggplot2_heatmap2/3.0.1
159,1783,7183,54669,13.1,megahit/1.2.9+galaxy0
160,12875,7137,409342,1.7,lofreq_call/2.1.5+galaxy0
161,23083,7131,176718,4.0,Grouping1/Grouping1
162,813,7015,24360,28.8,varscan_somatic/2.4.3.6
163,3560,7007,119495,5.9,ivar_trim/1.3.1+galaxy0
164,573,6972,16925,41.2,hisat2/2.1.0+galaxy4
165,25625,6844,195680,3.5,fasta_merge_files_and_filter_unique_sequences/1.2.0
166,13987,6840,106545,6.4,bamleftalign/1.3.1
167,336,6808,10723,63.5,rnaspades/3.15.3+galaxy2
168,1625,6807,12396,54.9,bcftools_norm/1.10
169,24422,6657,186699,3.6,snpeff_sars_cov_2/4.5covid19
170,4254,6561,32531,20.2,bcftools_mpileup/1.10
171,20190,6506,154553,4.2,multiqc/1.11+galaxy0
172,9931,6455,75983,8.5,ivar_consensus/1.3.1+galaxy0
173,1193,6446,36104,17.9,pilon/1.20.1
174,6326,6430,48419,13.3,limma_voom/3.48.0+galaxy2
175,2458,6421,18774,34.2,samtools_fastx/1.13
176,22298,6340,170338,3.7,fasta_filter_by_length/1.2
177,4843,6335,146581,4.3,deeptools_compute_matrix/3.5.1.0.0
178,4527,6170,34616,17.8,goseq/1.44.0+galaxy0
179,2448,6067,18712,32.4,dexseq_count/1.28.1.0
180,1176,6032,35540,17.0,sam_to_bam/2.1.1
181,1308,5984,9977,60.0,samtools_merge/1.9
182,949,5942,28662,20.7,egsea/1.20.0
183,264,5942,7969,74.6,bwameth/0.2.2
184,19705,5927,150335,3.9,cshl_fastx_collapser/1.0.1
185,2139,5866,16837,34.8,bedtools_bamtobed/2.30.0+galaxy1
186,3191,5801,96769,6.0,deeptools_bigwig_compare/3.3.2.0.0
187,2606,5765,78864,7.3,samtools_slice_bam/2.0.1
188,24261,5579,185424,3.0,lofreq_filter/2.1.5+galaxy0
189,14346,5569,109584,5.1,fastq_join/1.1.2-806.1
190,19753,5458,150647,3.6,bcftools_consensus/1.10+galaxy1
191,4192,5429,100562,5.4,trim_galore/0.4.3.1
192,3200,5375,49152,10.9,varscan/2.4.2
193,21931,5347,167792,3.2,sra_source/sra_source
194,2641,5345,20201,26.5,rseqc_read_distribution/2.6.4.1
195,4917,5283,37399,14.1,samtools_view/1.9+galaxy3
196,1292,5255,9886,53.2,__EXPORT_HISTORY__/__EXPORT_HISTORY__
197,10940,5255,159119,3.3,porechop/0.2.4
198,7298,5253,55829,9.4,deg_annotate/1.1.0
199,1987,5189,15194,34.2,ngsutils_bam_filter/0.5.9
200,7297,5187,55792,9.3,bedtools_getfastabed/2.30.0
201,486,5187,14696,35.3,bwameth/0.2.2+galaxy1
202,1850,5126,55433,9.2,cutadapt/1.16.6
203,12243,5120,374142,1.4,ivar_trim/1.3.1+galaxy2
204,807,5017,6171,81.3,picard_MarkDuplicates/2.18.2.3
205,4390,4999,33586,14.9,ivar_variants/1.3.1+galaxy2
206,6388,4999,182595,2.7,nanoplot/1.28.2+galaxy1
207,5088,4963,38768,12.8,scanpy_plot/1.7.1+galaxy1
208,10423,4952,79726,6.2,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
209,717,4940,9769,50.6,genrich/0.5+galaxy2
210,1614,4878,49254,9.9,mothur_cluster_split/1.39.5.0
211,1799,4850,54636,8.9,mothur_filter_seqs/1.39.5.0
212,3285,4830,31705,15.2,bamtools/2.4.0.0
213,1062,4828,32170,15.0,gatk4_mutect2/4.1.7.0+galaxy1
214,11916,4729,91037,5.2,sort1/sort1
215,3634,4719,27829,17.0,picard_AddOrReplaceReadGroups/2.18.2.1
216,2413,4688,18487,25.4,picard_SamToFastq/2.18.2.2
217,13358,4628,102231,4.5,fasta2tab/1.1.1
218,472,4534,14240,31.8,tophat2/0.9
219,2149,4527,65228,6.9,mothur_classify_seqs/1.39.5.0
220,3823,4474,29173,15.3,fastq_quality_trimmer/1.1.5
221,4771,4437,36425,12.2,fastq_filter/1.1.5
222,6495,4419,49705,8.9,tp_grep_tool/1.1.1
223,2974,4364,22757,19.2,varscan_mpileup/2.4.3.1
224,6532,4328,49872,8.7,cshl_fastx_barcode_splitter/1.0.1
225,919,4328,27741,15.6,repeatmasker_wrapper/4.0.9
226,465,4324,13979,30.9,maxquant/1.6.10.43+galaxy3
227,3430,4276,26238,16.3,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
228,16887,4266,128726,3.3,gops_subtract_1/1.0.0
229,2642,4265,79849,5.3,dada2_dada/1.20+galaxy0
230,2810,4249,21484,19.8,collapse_dataset/5.1.0
231,962,4239,29133,14.6,deeptools_plot_fingerprint/3.3.2.0.0
232,15816,4189,120670,3.5,bedtools_genomecoveragebed/2.29.2
233,17709,4188,135163,3.1,datamash_ops/1.1.0
234,7588,4180,57980,7.2,tp_sed_tool/1.1.1
235,17181,4161,131387,3.2,samtools_idxstats/2.0.3
236,7538,4157,57727,7.2,mothur_unique_seqs/1.39.5.0
237,3709,4145,56901,7.3,fastq_paired_end_joiner/2.0.1.1+galaxy0
238,447,4125,13541,30.5,rnaspades/3.9.0.3
239,1020,3947,7787,50.7,snpSift_annotate/4.3+t.galaxy1
240,15923,3929,121376,3.2,gops_concat_1/1.0.1
241,8902,3923,68128,5.8,vcffilter2/1.0.0_rc3+galaxy3
242,13263,3870,402309,1.0,lastz_wrapper_2/1.3.3
243,9681,3860,148608,2.6,annotatemyids/3.12.0+galaxy1
244,2508,3788,19166,19.8,rseqc_geneBody_coverage/2.6.4.3
245,8290,3757,63392,5.9,rseqc_infer_experiment/2.6.4.1
246,5040,3736,38596,9.7,seq_filter_by_id/0.2.7
247,12277,3686,374982,1.0,minimap2/2.17+galaxy2
248,15747,3656,120028,3.0,gops_merge_1/1.0.0
249,2677,3643,81344,4.5,cuffmerge/0.0.5
250,1249,3639,9427,38.6,samtools_fastx/1.9+galaxy1
251,4763,3632,49879,7.3,fastqc/0.72
252,10216,3631,78118,4.6,gops_intersect_1/1.0.0
253,402,3626,12096,30.0,kallisto_quant/0.46.0.4
254,94,3525,4977,70.8,rna_star/2.5.2b-0
255,4385,3514,33544,10.5,deeptools_plot_heatmap/3.5.1.0.1
256,517,3506,15606,22.5,dada2_assignTaxonomyAddspecies/1.20+galaxy0
257,7271,3503,87085,4.0,gops_join_1/1.0.0
258,781,3482,23706,14.7,snippy/4.5.0
259,163,3461,4934,70.1,rnaspades/3.15.4+galaxy0
260,4464,3454,34097,10.1,fastq_paired_end_interlacer/1.2.0.1+galaxy0
261,5415,3427,41419,8.3,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
262,11727,3425,89789,3.8,tab2fasta/1.1.1
263,10859,3418,83033,4.1,multiqc/1.9+galaxy1
264,11637,3361,88757,3.8,tp_replace_in_column/1.1.3
265,6900,3361,52655,6.4,fgsea/1.8.0+galaxy1
266,7250,3361,55485,6.1,mimodd_reheader/0.1.9
267,1316,3308,39881,8.3,bg_diamond/2.0.8.0
268,8225,3304,62753,5.3,comp1/comp1
269,3618,3274,27678,11.8,dada2_filterAndTrim/1.18+galaxy0
270,783,3255,23697,13.7,deeptools_bam_compare/3.5.1.0.0
271,6101,3237,46657,6.9,tp_easyjoin_tool/1.1.2
272,3511,3236,106299,3.0,quast/5.0.2+galaxy4
273,7717,3214,58923,5.5,filter_by_fasta_ids/2.3
274,3378,3173,25898,12.3,kraken-report/1.3.1
275,1353,3172,10329,30.7,tp_cat/0.1.1
276,1164,3167,8889,35.6,sam_pileup/1.1.3
277,4005,3143,30591,10.3,rbc_mirdeep2_quantifier/2.0.0
278,3454,3141,27297,11.5,pangolin/3.1.14+galaxy0
279,4510,3141,34537,9.1,Count1/Count1
280,1856,3111,14188,21.9,bedtools_multicovtbed/2.30.0
281,3237,3096,24742,12.5,bcftools_call/1.10
282,612,3046,4678,65.1,diffbind/2.10.0+galaxy0
283,892,3034,6578,46.1,fastq_groomer/1.1.1
284,13519,3002,103211,2.9,replace_column_with_key_value_file/0.2
285,10573,2951,80876,3.6,volcanoplot/0.0.5
286,8309,2951,252161,1.2,iqtree/2.1.2+galaxy2
287,2747,2919,20755,14.1,alphafold/2.1.2+galaxy0
288,3391,2902,25921,11.2,Extract genomic DNA 1/3.0.3+galaxy2
289,5404,2888,41258,7.0,cshl_fastq_to_fasta/1.0.2
290,11758,2824,89813,3.1,sdf_to_tab/2020.03.4+galaxy0
291,1667,2815,12750,22.1,pe_histogram/1.0.1
292,1020,2799,30899,9.1,featurecounts/1.6.4+galaxy2
293,2377,2730,18145,15.0,anndata_manipulate/0.7.5+galaxy0
294,147,2693,4255,63.3,bwa/0.7.15.1
295,1740,2662,26715,10.0,seqtk_sample/1.2.0
296,292,2661,8856,30.0,maxbin2/2.2.7+galaxy2
297,50,2640,2744,96.2,rna_star/2.7.2b
298,382,2637,5868,44.9,rseqc_read_duplication/2.6.4
299,219,2626,6168,42.6,orfipy/0.0.4+galaxy0
300,3036,2616,23162,11.3,mothur_fastq_info/1.39.5.0
301,360,2601,10381,25.1,cutadapt/1.16.5
302,1327,2600,10150,25.6,picard_CASM/2.18.2.1
303,8616,2571,65778,3.9,vcfvcfintersect/1.0.0_rc3+galaxy0
304,180,2548,5442,46.8,bwameth/0.2.3+galaxy0
305,9859,2533,75468,3.4,csv_to_tabular/csv_to_tabular
306,4785,2525,36629,6.9,presto_parselog/0.5.4
307,8505,2513,65069,3.9,fasttree/2.1.10+galaxy1
308,4716,2511,36109,7.0,Kraken2Tax/1.2
309,9582,2501,73256,3.4,bcftools_annotate/1.10
310,9088,2496,69419,3.6,tp_replace_in_line/1.1.2
311,1070,2492,8183,30.5,picard_CleanSam/2.18.2.1
312,1128,2483,8618,28.8,bedtools_bamtofastq/2.27.1
313,2384,2471,18190,13.6,fastq_paired_end_splitter/1.1.5
314,2531,2456,19371,12.7,CONVERTER_uncompressed_to_gz/CONVERTER_uncompressed_to_gz
315,364,2445,10933,22.4,dexseq/1.28.1+galaxy1
316,137,2438,4079,59.8,ncbi_tblastx_wrapper/2.10.1+galaxy0
317,2817,2422,21568,11.2,dada2_mergePairs/1.18+galaxy0
318,212,2409,6557,36.7,bg_diamond_makedb/2.0.15+galaxy0
319,10176,2397,77921,3.1,ctb_alignit/1.0.4+galaxy0
320,401,2387,12135,19.7,deeptools_multi_bam_summary/3.5.1.0.0
321,1996,2383,15288,15.6,table_annovar/0.2
322,777,2349,5919,39.7,microsatellite/1.0.0
323,1682,2343,50929,4.6,presto_maskprimers/0.5.4
324,219,2327,6663,34.9,bwa_mem/0.1
325,1966,2260,59482,3.8,stringtie_merge/2.1.7+galaxy1
326,1106,2240,8463,26.5,macs2_predictd/2.1.1.20160309.1
327,1326,2211,10123,21.8,samtools_bedcov/2.0.2
328,1097,2183,33424,6.5,roary/3.13.0+galaxy2
329,5974,2168,45717,4.7,edger/3.34.0+galaxy2
330,1618,2167,12384,17.5,rseqc_bam_stat/2.6.4
331,820,2165,19033,11.4,mimodd_varcall/0.1.9
332,939,2161,7174,30.1,seacr/1.3+galaxy1
333,2803,2156,21367,10.1,augustus/3.4.0+galaxy0
334,572,2128,16288,13.1,trimmomatic/0.36.6
335,2108,2126,16119,13.2,snpEff_download/4.3+T.galaxy2
336,1703,2120,12974,16.3,scanpy_inspect/1.7.1+galaxy0
337,247,2116,7034,30.1,bowtie2/2.3.4.2
338,190,2115,2918,72.5,rseqc_RPKM_saturation/2.6.4.1
339,4043,2099,122907,1.7,velveth/1.2.10.2
340,690,2093,20852,10.0,dada2_learnErrors/1.20+galaxy0
341,706,2046,5262,38.9,samtools_view/1.9+galaxy1
342,1461,2035,43992,4.6,featurecounts/1.6.4+galaxy1
343,1674,2002,12814,15.6,samtools_depth/1.13
344,1846,2001,56058,3.6,mothur_pre_cluster/1.39.5.0
345,6218,1996,47547,4.2,clustalw/2.1
346,1992,1982,15207,13.0,limma_voom/3.48.0+galaxy1
347,553,1976,4230,46.7,snippy_core/4.6.0+galaxy0
348,574,1961,17270,11.4,featurecounts/1.6.3+galaxy2
349,749,1950,22613,8.6,tb_profiler_profile/2.8.14+galaxy1
350,75,1940,2174,89.2,tophat2/0.6
351,1921,1927,58138,3.3,presto_filterseq/0.5.4
352,161,1921,4496,42.7,hisat2/2.1.0+galaxy3
353,407,1908,12286,15.5,tb_profiler_profile/3.0.8+galaxy0
354,2513,1905,19195,9.9,addValue/addValue
355,5131,1895,39259,4.8,cshl_fastx_reverse_complement/1.0.2+galaxy0
356,5267,1868,40288,4.6,tabular_to_csv/tabular_to_csv
357,1145,1867,8752,21.3,picard_FastqToSam/2.18.2.1
358,3584,1864,27425,6.8,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
359,8048,1863,61543,3.0,fasta_concatenate0/0.0.1
360,3178,1861,24287,7.7,filtlong/0.2.0+galaxy1
361,2728,1837,20889,8.8,ncbi_makeblastdb/2.10.1+galaxy0
362,2555,1790,19528,9.2,fastq_stats/1.1.5
363,574,1785,17344,10.3,mothur_dist_seqs/1.39.5.0
364,982,1782,7498,23.8,rseqc_FPKM_count/2.6.4.1
365,3014,1770,23023,7.7,fastq_to_tabular/1.1.5
366,770,1745,5833,29.9,fastqc/0.69
367,2481,1740,18936,9.2,mergeCols1/mergeCols1
368,1459,1726,11100,15.5,scanpy_filter/1.7.1+galaxy0
369,1290,1724,9842,17.5,prinseq/0.20.4+galaxy1
370,824,1721,6275,27.4,mixcr_analyze/3.0.5.0
371,5016,1708,38357,4.5,circos/0.69.8+galaxy7
372,87,1704,3235,52.7,ncbi_blastn_wrapper/0.3.3
373,3584,1699,27441,6.2,jvarkit_wgscoverageplotter/20201223+galaxy0
374,555,1675,4184,40.0,bg_find_subsequences/0.2
375,4253,1674,32550,5.1,tp_sort_header_tool/1.1.1
376,1291,1668,9854,16.9,cshl_fastx_clipper/1.0.3+galaxy0
377,1819,1668,13882,12.0,sickle/1.33.2
378,6618,1659,50764,3.3,fasta_compute_length/1.0.3
379,78,1638,2207,74.2,tophat2/2.1.0
380,3510,1632,26874,6.1,mothur_count_seqs/1.39.5.0
381,866,1627,25967,6.3,flash/1.2.11.4
382,1608,1627,12284,13.2,snpEff_build_gb/4.3+T.galaxy4
383,1949,1616,59109,2.7,deeptools_multi_bigwig_summary/3.3.2.0.0
384,5350,1615,40842,4.0,ncbi_acc_download/0.2.7+galaxy0
385,94,1614,2843,56.8,slamdunk/0.4.3+galaxy1
386,2604,1601,19878,8.1,tp_awk_tool/1.1.2
387,3267,1600,25003,6.4,deeptools_plot_correlation/3.3.2.0.0
388,3501,1592,26741,6.0,bedtools_sortbed/2.30.0
389,870,1583,6641,23.8,gffcompare/0.11.2
390,4178,1582,31933,5.0,regex1/1.0.1
391,2715,1569,20685,7.6,anndata_inspect/0.7.5+galaxy0
392,6530,1557,49863,3.1,param_value_from_file/param_value_from_file
393,394,1536,10808,14.2,trimmomatic/0.36.5
394,1961,1528,14922,10.2,pygenomeTracks/3.6
395,762,1526,5717,26.7,fastq_manipulation/1.1.5
396,1826,1526,13946,10.9,cshl_fastx_quality_statistics/1.0.1
397,798,1523,6108,24.9,tximport/1.22.0
398,353,1518,2700,56.2,picard_MarkDuplicates/2.18.2.1
399,1143,1513,34632,4.4,quast/5.0.2+galaxy5
400,585,1509,17500,8.6,minimap2/2.20+galaxy1
401,1714,1500,13000,11.5,split_file_to_collection/0.5.0
402,4001,1484,61444,2.4,collection_column_join/0.0.3
403,2237,1482,67816,2.2,quast/5.0.2+galaxy1
404,2457,1468,18768,7.8,deeptools_plot_profile/3.5.1.0.0
405,2559,1467,19388,7.6,Summary_Statistics1/Summary_Statistics1
406,970,1461,29308,5.0,quast/5.0.2+galaxy3
407,553,1456,4225,34.5,bacteria_tradis/1.4.5+galaxy2
408,1584,1446,12125,11.9,trimmer/trimmer
409,4338,1443,33160,4.4,Remove beginning1/Remove beginning1
410,24,1435,5947,24.1,trinity/2.9.1
411,369,1421,2820,50.4,macs2_bdgdiff/2.1.1.20160309.1
412,1096,1415,8348,17.0,dada2_plotQualityProfile/1.20+galaxy0
413,551,1399,4222,33.1,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
414,2705,1399,20628,6.8,ivar_removereads/1.3.1+galaxy0
415,592,1393,17918,7.8,deeptools_bigwig_compare/3.5.1.0.0
416,1293,1375,9855,14.0,regexColumn1/1.0.1
417,777,1373,23483,5.8,bioext_bealign/0.20.4+galaxy0
418,3026,1340,23151,5.8,taxonomy_krona_chart/2.7.1
419,99,1334,2628,50.8,fasterq_dump/2.10.9+galaxy0
420,360,1320,2751,48.0,macs2_bdgcmp/2.1.1.20160309.0
421,113,1313,3403,38.6,bwa_mem/0.7.12.1
422,210,1295,1605,80.7,picard_FilterSamReads/2.18.2.1
423,1913,1295,14643,8.8,gffread/2.2.1.3+galaxy0
424,985,1289,15130,8.5,rseqc_bam2wig/2.6.4
425,1070,1283,8192,15.7,presto_pairseq/0.5.4
426,164,1246,2150,58.0,alevin/1.3.0+galaxy2
427,206,1232,5803,21.2,cutadapt/1.16.3
428,1588,1228,12119,10.1,naive_variant_caller/0.0.4
429,696,1209,5317,22.7,samtools_calmd/2.0.2
