,total_cpu_time,num_jobs,tool_name_version
41,   947491661634759873831.00000000000000 ,3447.0,freebayes/1.1.0.46-0
42,   893576581858927981760.00000000000000 ,392.0,trinity_align_and_estimate_abundance/2.9.1+galaxy1
43,   881069161109159982626.00000000000000 ,13213.0,fastq_dump/2.10.4+galaxy1
44,   868604454434781476709.00000000000000 ,1444.0,trinity_align_and_estimate_abundance/2.9.1
45,   833772168668536005699.00000000000000 ,8039.0,lofreq_call/2.1.5+galaxy1
46,   819779871966671104860.00000000000000 ,20546.0,prokka/1.14.5+galaxy0
47,   818139375430274332576.00000000000000 ,976.0,tophat2/0.9
48,   725773156196792296388.00000000000000 ,1020.0,rnaspades/3.9.0.1
49,   702547859748813794890.00000000000000 ,57256.0,cutadapt/1.16.6
50,   683403049149479268189.00000000000000 ,193.0,plant_tribes_gene_family_classifier/1.0.3.0
51,   681446703681201966234.00000000000000 ,31239.0,deeptools_compute_matrix/3.3.2.0.0
52,   673155863744785743035.00000000000000 ,21741.0,rbc_mafft/7.221.3
53,   671513568636582168748.00000000000000 ,6178.0,naive_variant_caller/0.0.4
54,   629665004617802838546.00000000000000 ,4608.0,ncbi_blastn_wrapper/2.10.1+galaxy0
55,   598393031145795588966.00000000000000 ,392.0,align_families/2.14
56,   572793910820087577832.00000000000000 ,1395.0,megahit/1.1.3.5
57,   571122559962485633545.00000000000000 ,3669.0,fastq_paired_end_deinterlacer/1.1.5
58,   567849419016878924413.00000000000000 ,932.0,spades/3.12.0+galaxy1
59,   557102592381663700046.00000000000000 ,2371.0,metaspades/3.9.0
60,   524547212875618756529.00000000000000 ,1878.0,bwa_wrapper/1.2.3
61,   518362231193522416649.00000000000000 ,135012.0,trimmomatic/0.38.0
62,   496497049795925968087.00000000000000 ,516.0,flye/2.6
63,   475457385814894329152.00000000000000 ,41931.0,deseq2/2.11.40.6+galaxy1
64,   466928574509171195959.00000000000000 ,6131.0,deeptools_bam_compare/3.3.2.0.0
65,   461363466320856647160.00000000000000 ,2294.0,augustus/3.3.3
66,   448997520006829699283.00000000000000 ,6028.0,__EXPORT_HISTORY__/__EXPORT_HISTORY__
67,   431084311637140796661.00000000000000 ,9413.0,minimap2/2.17+galaxy2
68,   421152488916532200431.00000000000000 ,3402.0,velvetoptimiser/2.2.6
69,   414342642886530302629.00000000000000 ,103.0,hyphy_absrel/2.5.17+galaxy1
70,   412776658828116104952.00000000000000 ,615.0,roary/3.13.0
71,   411696506985132589539.00000000000000 ,248.0,tophat2/2.1.0
72,   401027950736130139397.00000000000000 ,6888.0,fastq_dump/2.10.7+galaxy2
73,   395010558495199837231.00000000000000 ,114.0,align_families/2.15
74,   385655021489704546504.00000000000000 ,938.0,varscan_somatic/2.4.3.6
75,   381775166483758939996.00000000000000 ,3074.0,deeptools_multi_bam_summary/3.3.2.0.0
76,   378165963756345592345.00000000000000 ,2354.0,rna_star/2.6.0b-1
77,   370824325596172530025.00000000000000 ,156.0,mothur_chimera_uchime/1.39.5.0
78,   370505980109172949445.00000000000000 ,4468.0,fasterq_dump/2.10.4+galaxy1
79,   370012676752075493478.00000000000000 ,252.0,disco/1.2.0
80,   354050019447614176164.00000000000000 ,5799.0,fastq_dump/2.10.4
81,   344107052256778756653.00000000000000 ,25550.0,gops_join_1/1.0.0
82,   343559148987501926008.00000000000000 ,448.0,deeptools_bigwig_compare/3.3.0.0.0
83,   331871879424237395772.00000000000000 ,2505.0,fasterq_dump/2.10.7+galaxy2
84,   296432339954408875500.00000000000000 ,1818.0,deeptools_multi_bigwig_summary/3.3.2.0.0
85,   291224280219822386552.00000000000000 ,454.0,repeatmasker_wrapper/4.0.9
86,   285327257331615316598.00000000000000 ,112.0,gmx_sim/2020.2+galaxy0
87,   284293602078441748343.00000000000000 ,871.0,mimodd_varcall/0.1.9
88,   283560653465417549607.00000000000000 ,367.0,rseqc_geneBody_coverage2/2.6.4.1
89,   283417467273029889174.00000000000000 ,92.0,cuffdiff/0.0.7
90,   279723079849276493026.00000000000000 ,501.0,busco/4.1.4
91,   263370654221713657801.00000000000000 ,3028.0,ncbi_blastn_wrapper/0.3.3
92,   260418281120150113474.00000000000000 ,1203.0,pilon/1.20.1
93,   245414961013194037906.00000000000000 ,15533.0,samtools_rmdup/2.0.1
94,   242802283613574432059.00000000000000 ,1451.0,megahit/1.1.3.4
95,   231572926757147757555.00000000000000 ,1018.0,deeptools_compute_matrix/3.1.2.0.0
96,   230865966775076136768.00000000000000 ,668.0,bwa_mem/0.7.15.1
97,   229910013417537148969.00000000000000 ,523141.0,fastqc/0.72+galaxy1
98,   229605355839102057858.00000000000000 ,11494.0,fasterq_dump/2.10.4+galaxy2
99,   229554394942289799282.00000000000000 ,3601.0,dexseq_count/1.28.1.0
100,   226484196878924644530.00000000000000 ,89.0,maxquant/1.6.10.43+galaxy3
101,   223577015971524895283.00000000000000 ,1377.0,bowtie2/2.3.4.2
102,   218903724205408121204.00000000000000 ,2787.0,varscan_mpileup/2.4.3.1
103,   209985078797833548855.00000000000000 ,1598.0,meme_chip/4.11.2+galaxy1
104,   204558772061459755583.00000000000000 ,227.0,presto_assemblepairs/0.5.4
105,   199528858527599896289.00000000000000 ,1473.0,minimap2/2.17+galaxy4
106,   194482890824732924885.00000000000000 ,1683.0,lofreq_call/2.1.4+galaxy2
107,   193845533039102613501.00000000000000 ,133.0,hyphy_absrel/2.5.14+galaxy0
108,   190777029687650412857.00000000000000 ,1703.0,deeptools_plot_fingerprint/3.3.2.0.0
109,   188789961694414158996.00000000000000 ,6427.0,fastq_trimmer/1.1.5
110,   188145780020462581179.00000000000000 ,703.0,dexseq/1.28.1+galaxy1
111,   183557338886924681487.00000000000000 ,7671.0,mothur_align_seqs/1.39.5.0
112,   181170536281704941477.00000000000000 ,3468.0,fasterq_dump/2.10.4
113,   178481271766098602780.00000000000000 ,378.0,dada2_assignTaxonomyAddspecies/1.16+galaxy0
114,   178032882252042162394.00000000000000 ,6263.0,fastq_paired_end_joiner/2.0.1.1+galaxy0
115,   176393849237937413870.00000000000000 ,4236.0,pileup_parser/1.0.2
116,   175524549216558233996.00000000000000 ,3261.0,fastq_paired_end_splitter/1.1.5
117,   162423974610456244974.00000000000000 ,468.0,ncbi_blastx_wrapper/0.3.3
118,   162146137504030038173.00000000000000 ,7550.0,fastq_quality_trimmer/1.1.5
119,   161713862919149401676.00000000000000 ,3936.0,fastq_paired_end_interlacer/1.2.0.1+galaxy0
120,   157988030692605475704.00000000000000 ,256.0,rnaspades/3.9.0.2
121,   157703490539646939156.00000000000000 ,4151.0,bcftools_mpileup/1.10
122,   156602714757161933764.00000000000000 ,1142.0,roary/3.13.0+galaxy0
123,   154663459761754695127.00000000000000 ,697.0,augustus_training/3.3.3
124,   150221603110218536413.00000000000000 ,17816.0,prokka/1.14.5
125,   146864872243632558670.00000000000000 ,152.0,multigps/0.74.0
126,   145866216509874758154.00000000000000 ,3890.0,fastq_stats/1.1.5
127,   140969971065011813706.00000000000000 ,1726623.0,upload1/upload1
128,   132684432553785114179.00000000000000 ,8810.0,snippy/4.5.0
129,   131317257681574096246.00000000000000 ,8457.0,fastq_filter/1.1.5
130,   130911793617115111573.00000000000000 ,118.0,td/1.0.2
131,   128894105765252889840.00000000000000 ,2813.0,pipelign/0.2+galaxy0
132,   126324454471391227905.00000000000000 ,633.0,fastqe/0.2.6+galaxy0
133,   122542254909044868572.00000000000000 ,4496.0,mothur_classify_seqs/1.39.5.0
134,   120767288445561676501.00000000000000 ,10749.0,volcanoplot/0.0.3
135,   117762969676175142702.00000000000000 ,3645.0,mothur_pre_cluster/1.39.5.0
136,   117156732174749645277.00000000000000 ,5917.0,bowtie_wrapper/1.2.0
137,   116300854162813812109.00000000000000 ,461.0,mothur_seq_error/1.39.5.0
138,   116256771319814764446.00000000000000 ,141.0,hyphy_busted/2.5.14+galaxy0
139,   110027624375365330277.00000000000000 ,752.0,deeptools_plot_coverage/3.3.2.0.0
140,   106586187020146267907.00000000000000 ,35062.0,macs2_callpeak/2.1.1.20160309.6
141,    97920851560446527582.00000000000000 ,1131.0,rseqc_tin/2.6.4.1
142,    97236423045770638865.00000000000000 ,225.0,spaln/2.3.2+galaxy0
143,    95678886615906378834.00000000000000 ,3417.0,charts/1.0.1
144,    92831251944784769819.00000000000000 ,3996.0,varscan/2.4.2
145,    92782793177884382796.00000000000000 ,2935.0,mothur_cluster_split/1.39.5.0
146,    92705095108914024788.00000000000000 ,1462.0,shovill/1.0.4+galaxy0
147,    92430877499061830446.00000000000000 ,10581.0,salmon/1.3.0+galaxy1
148,    89119586702102093184.00000000000000 ,335.0,kc-align/0.2
149,    88785034404369699797.00000000000000 ,787.0,cshl_fastx_renamer/0.0.14+galaxy1
150,    86332851157781498230.00000000000000 ,238.0,repeatmasker_wrapper/4.0.7+galaxy2
151,    86000207485865632041.00000000000000 ,5327.0,deeptools_compute_matrix/3.3.0.0.0
152,    85723111300517877266.00000000000000 ,2932.0,sam_pileup/1.1.3
153,    84618660226338700394.00000000000000 ,347.0,maker/2.31.11
154,    84478413282304104703.00000000000000 ,938.0,gd_raxml/1.0.0
155,    83871205531230098923.00000000000000 ,1706.0,lofreq_call/2.1.3.1+galaxy2
156,    81937438261567736793.00000000000000 ,2091.0,mothur_dist_seqs/1.39.5.0
157,    79424927722903373824.00000000000000 ,80791.0,picard_MarkDuplicates/2.18.2.2
158,    78531206557127254909.00000000000000 ,107.0,rna_starsolo/2.7.8a
159,    78291336538724422528.00000000000000 ,1146.0,gatk4_mutect2/4.1.7.0+galaxy02
160,    77717830219130810360.00000000000000 ,9158.0,mothur_make_contigs/1.39.5.0
161,    74547271212239063006.00000000000000 ,189.0,cuffdiff/2.2.1.3
162,    73568144924821432049.00000000000000 ,1377.0,sam_dump/2.10.4+galaxy1
163,    72669280824188996678.00000000000000 ,1366.0,prokka/1.13
164,    72055103634772249133.00000000000000 ,190.0,bowtie2/0.4
165,    70529480546896960273.00000000000000 ,754.0,cuffquant/2.2.1.1
166,    70413088643877277105.00000000000000 ,482.0,megablast_wrapper/1.2.0
167,    70017942181221974428.00000000000000 ,14054.0,ggplot2_heatmap2/3.0.1
168,    69834721432875662620.00000000000000 ,1172.0,sam_dump/2.10.8+galaxy0
169,    68850630952420786689.00000000000000 ,1887.0,fastq_manipulation/1.1.5
170,    66327445255841704744.00000000000000 ,105.0,bwa/0.7.15.1
171,    66317454382996484085.00000000000000 ,50566.0,stringtie/2.1.1
172,    65616922266411400031.00000000000000 ,15609.0,bamtools/2.4.0.0
173,    63249690846470143449.00000000000000 ,10533.0,cshl_fastq_quality_filter/1.0.2+galaxy0
174,    59379845193600159564.00000000000000 ,3941.0,shovill/1.1.0+galaxy0
175,    59074622429929321375.00000000000000 ,373.0,roary/3.13.0+galaxy1
176,    58868003562253038703.00000000000000 ,531.0,fastq_stats/1.1.1
177,    58739267845581814572.00000000000000 ,489.0,spaln/2.4.03+galaxy0
178,    58352343785280720999.00000000000000 ,9453.0,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
179,    57361963834441116766.00000000000000 ,1050.0,sam_dump/2.10.9+galaxy0
180,    57317007480987781345.00000000000000 ,41405.0,join1/join1
181,    55311466512828495690.00000000000000 ,374.0,presto_maskprimers/0.5.4
182,    55152220554175731737.00000000000000 ,27450.0,bamFilter/2.4.1
183,    53985954161371786836.00000000000000 ,638.0,progressivemauve/2015_02_13.0
184,    53584944071012235804.00000000000000 ,579.0,sam_dump/2.10.4
185,    53054212203620364384.00000000000000 ,1.0,hyphy_gard/2.5.29+galaxy0
186,    52122826561145118021.00000000000000 ,5944.0,lofreq_call/2.1.3.1+galaxy0
187,    50557879296958033821.00000000000000 ,131.0,hyphy_gard/2.5.14+galaxy0
188,    49807614925204675399.00000000000000 ,90.0,feelnc/0.1.1.1
189,    49384147250458289574.00000000000000 ,539.0,transdecoder/3.0.1
190,    48558394170825260901.00000000000000 ,2940.0,velveth/1.2.10.1
191,    48200005377355423392.00000000000000 ,1489.0,shovill/1.0.4+galaxy1
192,    48137140683536681683.00000000000000 ,636.0,snippy/4.4.5+galaxy0
193,    47809391206763874581.00000000000000 ,658.0,ncbi_blastp_wrapper/0.3.3
194,    47774881305501115576.00000000000000 ,99862.0,lastz_wrapper_2/1.3.2
195,    46668548367325693351.00000000000000 ,345.0,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
196,    45844476695350817292.00000000000000 ,1616.0,samtools_bedcov/2.0.2
197,    44712751855930481459.00000000000000 ,79.0,kc-align/0.1.7
198,    44692912301113804029.00000000000000 ,1240.0,hisat2/2.1.0+galaxy4
199,    43107731002557903994.00000000000000 ,89.0,dada2_learnErrors/1.18+galaxy0
200,    42705276561601185595.00000000000000 ,5425.0,picard_MergeSamFiles/2.18.2.1
201,    42219740139750930456.00000000000000 ,1829.0,bg_diamond/0.9.29.0
202,    41939759991568041693.00000000000000 ,122289.0,fasterq_dump/2.10.7+galaxy0
203,    41117035703319047681.00000000000000 ,37110.0,Grouping1/Grouping1
204,    40785312368603571669.00000000000000 ,1185.0,bedtools_multicovtbed/2.29.0
205,    39705147397273434053.00000000000000 ,14.0,scpipe/1.0.0+galaxy2
206,    39548700136405308783.00000000000000 ,1273.0,bedtools_multicovtbed/2.29.2
207,    39292998247564467705.00000000000000 ,9286.0,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
208,    38263464103256049352.00000000000000 ,726.0,deeptools_bam_compare/3.3.0.0.0
209,    37776205660804901868.00000000000000 ,5942.0,porechop/0.2.3
210,    37296848052064023952.00000000000000 ,4355.0,fasttree/2.1.10+galaxy1
211,    37089633869043113634.00000000000000 ,214.0,abyss-pe/2.2.3
212,    35998225215178713542.00000000000000 ,2109.0,samtools_depth/1.9
213,    35784071153854446768.00000000000000 ,160.0,iterative_map_pipeline/1.0
214,    35239253446222797123.00000000000000 ,1022.0,bedtools_coveragebed/2.29.2
215,    34783197466573227204.00000000000000 ,224.0,meme_meme/4.12.0.0
216,    33806555324462281615.00000000000000 ,168.0,lofreq_alnqual/2.1.5+galaxy0
217,    33187625687013770860.00000000000000 ,16.0,tophat/1.5.0
218,    33127570835833481353.00000000000000 ,257.0,vegan_rarefaction/2.4-3
219,    32873244794935863844.00000000000000 ,2585.0,trim_galore/0.4.3.1
220,    32751116093082718848.00000000000000 ,147.0,macs2_refinepeak/2.1.1.20160309.1
221,    32486034293640236804.00000000000000 ,688.0,random_lines1/random_lines1
222,    32385099060787117084.00000000000000 ,1547.0,egsea/1.10.0
223,    31427013438542972696.00000000000000 ,699.0,minimap2/2.17+galaxy3
224,    31413824098265066717.00000000000000 ,5018.0,quast/5.0.2+galaxy1
225,    31092142581223652743.00000000000000 ,16489.0,edger/3.24.1+galaxy1
226,    30785213396074683069.00000000000000 ,1853.0,liftOver1/liftOver1
227,    30727837542241091426.00000000000000 ,432.0,deeptools_multi_bam_summary/3.3.0.0.0
228,    30707350356062960106.00000000000000 ,6.0,hyphy_gard/2.5.17+galaxy0
229,    30642009649302374125.00000000000000 ,5377.0,samtools_fastx/1.9+galaxy1
230,    30568974167887979091.00000000000000 ,138.0,cuffnorm/2.2.1.2
231,    30567233315873494198.00000000000000 ,5088.0,minimap2/2.17+galaxy0
232,    30211353146741927610.00000000000000 ,456.0,fastq_paired_end_joiner/2.0.1.1
233,    30064590347438262184.00000000000000 ,1043.0,fastq_groomer/1.0.4
234,    29689574117517939340.00000000000000 ,1302.0,mummer_dnadiff/4.0.0beta2+galaxy0
235,    29286320494702918652.00000000000000 ,104.0,medaka_variant_pipeline/1.0.3+galaxy1
236,    28827997436956270558.00000000000000 ,8641.0,cshl_fastx_barcode_splitter/1.0.1
237,    28807042133723860994.00000000000000 ,2202.0,lofreq_call/2.1.3.1+galaxy1
238,    28573892292209968054.00000000000000 ,23241.0,sort1/sort1
239,    28206216128126810113.00000000000000 ,3474.0,salmon/0.14.1.2+galaxy1
240,    27337492122422293834.00000000000000 ,1673.0,vsearch_chimera_detection/1.9.7.0
241,    26941863091919993653.00000000000000 ,62.0,ncbi_tblastx_wrapper/0.3.3
242,    26866495573683642215.00000000000000 ,66.0,plant_tribes_gene_family_phylogeny_builder/1.0.3.1
243,    26642167752491799208.00000000000000 ,723.0,fastq_dump/2.10.7+galaxy0
244,    26510814374452249246.00000000000000 ,599.0,gubbins/0.1.0
245,    25862965541639931329.00000000000000 ,195.0,bwa/0.7.12.1
246,    25838642551711644411.00000000000000 ,480.0,gatk_indel_realigner/0.0.6
247,    25287302325017874119.00000000000000 ,139.0,cuffnorm/2.2.1.3
248,    25248813161326438708.00000000000000 ,607.0,fastq_paired_end_deinterlacer/1.1.2
249,    24620394118048854106.00000000000000 ,2683.0,cuffmerge/2.2.1.2
250,    24295149707663612296.00000000000000 ,5227.0,sam_merge2/1.2.0
251,    24146604886060329048.00000000000000 ,7630.0,salmon/0.14.1.2
252,    24014621451464306396.00000000000000 ,9045.0,kraken/1.3.1
253,    22868196386887989405.00000000000000 ,2687.0,fastq_filter/1.1.1
254,    22666967414425527440.00000000000000 ,1604.0,mothur_rarefaction_single/1.39.5.0
255,    22569605140971100953.00000000000000 ,70.0,rna_starsolo/2.7.7a
256,    22529548157553253682.00000000000000 ,44.0,hyphy_gard/2.5.8+galaxy0
257,    22466663686371445463.00000000000000 ,2017.0,mothur_make_contigs/1.39.5.1
258,    22307712361433604279.00000000000000 ,440.0,presto_filterseq/0.5.4
259,    22267051670014768439.00000000000000 ,47102.0,cshl_fastx_trimmer/1.0.2+galaxy0
260,    22020382553680555137.00000000000000 ,73.0,crossmap_bam/0.3.7+galaxy1
261,    21925760653329649556.00000000000000 ,72.0,fastq_paired_end_splitter/1.1.1
262,    21846815853691346830.00000000000000 ,516.0,bamtools_split/2.4.0
263,    21698059578061059967.00000000000000 ,1215.0,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
264,    21555643119982271774.00000000000000 ,4997.0,samtools_view/1.9+galaxy3
265,    21503053028577866516.00000000000000 ,220.0,bcftools_mpileup/1.9+galaxy2
266,    21428907273264711000.00000000000000 ,3299.0,gffread/2.2.1.2
267,    21364507903740483461.00000000000000 ,58.0,hyphy_prime/2.5.12+galaxy0
268,    21272679867707024970.00000000000000 ,4174.0,samtools_merge/1.9
269,    21144479493554800905.00000000000000 ,30544.0,vcffilter2/1.0.0_rc3+galaxy3
270,    21054266485007530425.00000000000000 ,225.0,kc-align/0.1.4
271,    20845920735323608282.00000000000000 ,323.0,sina/1.5.0+galaxy1
272,    20320997165203715042.00000000000000 ,1696.0,cuffmerge/0.0.5
273,    20288399949442864759.00000000000000 ,57792.0,featurecounts/1.6.4+galaxy1
274,    19944951036212175353.00000000000000 ,1433.0,fastq_quality_trimmer/1.1.1
275,    19688020339340774485.00000000000000 ,325.0,bowtie2/2.3.2.2
276,    19252180271351344864.00000000000000 ,333.0,trinity_align_and_estimate_abundance/2.8.5
277,    19208908741084827150.00000000000000 ,57.0,plant_tribes_gene_family_aligner/1.0.3.0
278,    18788670645018462666.00000000000000 ,409.0,deeptools_compute_matrix/2.5.0.0
279,    18742570830741557800.00000000000000 ,641.0,sam_dump/2.10.7+galaxy2
280,    18644754142025921008.00000000000000 ,55.0,hyphy_prime/2.5.15+galaxy0
281,    17736510545188057736.00000000000000 ,381.0,plant_tribes_assembly_post_processor/1.0.3.0
282,    17603688505480895024.00000000000000 ,911.0,fastq_trimmer/1.1.1
283,    17030961252105923308.00000000000000 ,9257.0,cshl_fastq_to_fasta/1.0.2
284,    16819154572089244065.00000000000000 ,33.0,EMBOSS: est2genome32/5.0.0.1
285,    16699177594691718064.00000000000000 ,77647.0,__SET_METADATA__/__SET_METADATA__
286,    16524597887163245896.00000000000000 ,27.0,cuffdiff/0.0.6
287,    16507267678224777350.00000000000000 ,110.0,hyphy_meme/2.5.15+galaxy0
288,    16180660107454220532.00000000000000 ,357.0,split_file_to_collection/0.5.0
289,    15826215679988549148.00000000000000 ,272.0,fastqe/0.2.6+galaxy1
290,    15700784102915591441.00000000000000 ,56845.0,ebi_sra_main/ebi_sra_main
291,    15318599348533508551.00000000000000 ,83.0,hisat2/2.1.0
292,    15012620185443696106.00000000000000 ,29.0,maf_stats1/1.0.1
293,    14753794149601697406.00000000000000 ,945.0,gatk_depth_of_coverage/0.0.2
294,    14575033942545657833.00000000000000 ,1351.0,vcfcombine/1.0.0_rc3+galaxy0
295,    14560138283739176492.00000000000000 ,106.0,mothur_rarefaction_shared/1.39.5.0
296,    14532667154611537192.00000000000000 ,160.0,roary/3.12.0+galaxy0
297,    14530779559895907919.00000000000000 ,16.0,unicycler/0.4.6.0
298,    14398587723782129354.00000000000000 ,587.0,bowtie2/2.2.6.2
299,    14183485062701551080.00000000000000 ,212.0,correct_barcodes/2.15
300,    13956844528433830000.00000000000000 ,787.0,mothur_venn/1.39.5.0
301,    13684419792303849153.00000000000000 ,32.0,hyphy_gard/2.5.12+galaxy0
302,    13621198417826329472.00000000000000 ,148.0,mothur_clearcut/1.39.5.0
303,    13580147396324608378.00000000000000 ,503.0,exonerate/2.4.0+galaxy2
304,    13502652220798602419.00000000000000 ,23136.0,fastp/0.19.5+galaxy1
305,    13450905341185103228.00000000000000 ,51.0,xmfa2gff3/2015_02_13.1
306,    13433833983291352541.00000000000000 ,1802.0,cuffmerge/2.2.1.1
307,    13408303018209137225.00000000000000 ,9899.0,kallisto_quant/0.46.0.4
308,    13343346371108789098.00000000000000 ,475.0,maxbin2/2.2.7+galaxy2
309,    13307798264582381067.00000000000000 ,371.0,dada2_learnErrors/1.16+galaxy0
310,    13144447298933641496.00000000000000 ,146.0,hyphy_prime/2.5.14+galaxy0
311,    13126267548057145379.00000000000000 ,38.0,cuffdiff/2.2.1.2
312,    13051818938093433780.00000000000000 ,1165.0,deeptools_bam_coverage/3.1.2.0.0
313,    12865334729415626474.00000000000000 ,32828.0,snpEff/4.3+T.galaxy1
314,    12790093243502493715.00000000000000 ,421.0,idba_ud/1.1.3+galaxy1
315,    12660855576825923472.00000000000000 ,184.0,snpSift_geneSets/4.3.0
316,    12630360876662485158.00000000000000 ,2986.0,mummer_nucmer/4.0.0beta2+galaxy0
317,    12488442075377416570.00000000000000 ,65.0,tophat2/0.6
318,    12358127180486793076.00000000000000 ,13.0,kc-align/0.1.6
319,    12282147617301173258.00000000000000 ,5529.0,bamleftalign/1.3.1
320,    12046835068183920997.00000000000000 ,2113.0,sickle/1.33.2
321,    12026015267040481763.00000000000000 ,586.0,snippy/4.4.5+galaxy2
322,    11982001842127304051.00000000000000 ,406.0,transdecoder/5.5.0+galaxy0
323,    11918024723096177004.00000000000000 ,3734.0,sam_to_bam/2.1.1
324,    11870752429282013127.00000000000000 ,894.0,microsatellite/1.0.0
325,    11833840342331056181.00000000000000 ,94.0,__EXPORT_HISTORY_TO_URI__/__EXPORT_HISTORY_TO_URI__
326,    11814653925595836009.00000000000000 ,3317.0,mothur_chimera_vsearch/1.39.5.1
327,    11770346803414628443.00000000000000 ,388.0,rapidnj/2.3.2
328,    11506370736564015646.00000000000000 ,72.0,wtavg/1.0.1
329,    11208130730912870276.00000000000000 ,526.0,hisat2/2.1.0+galaxy3
330,    11112516628275428648.00000000000000 ,5305.0,qualimap_bamqc/2.2.2d+galaxy1
331,    11101751656834064200.00000000000000 ,263.0,deeptools_plot_fingerprint/3.3.0.0.0
332,    11026683902199739552.00000000000000 ,2424.0,prinseq/0.20.4
333,    10909645260145556454.00000000000000 ,1389.0,gatk_unified_genotyper/0.0.6
334,    10739231137450721522.00000000000000 ,285.0,deeptools_plot_coverage/3.3.0.0.0
335,    10686427197837341644.00000000000000 ,833.0,gatk_realigner_target_creator/0.0.4
336,    10667399131974718476.00000000000000 ,71.0,medaka_consensus/1.0.3+galaxy2
337,    10629955306068154314.00000000000000 ,2139.0,ggplot2_pca/2.2.1
338,    10290735194000390231.00000000000000 ,319.0,bamSplit/2.4.0
339,    10182934815824800461.00000000000000 ,2244.0,mummer_mummer/4.0.0beta2+galaxy0
340,    10167850816005892518.00000000000000 ,230.0,CONVERTER_cram_to_bam_0/CONVERTER_cram_to_bam_0
341,    10054820801763455447.00000000000000 ,383.0,deeptools_multi_bigwig_summary/3.3.0.0.0
342,    10019943242939701211.00000000000000 ,55156.0,lofreq_viterbi/2.1.5+galaxy0
343,     9643036461741371574.00000000000000 ,186.0,presto_buildconsensus/0.5.4
