,month_year,avg_memory,tool_name_version
31, 2020-01 ,131812123.5,lofreq_viterbi/2.1.3.1+galaxy0
32, 2020-01 ,131812121.32642488,rbc_mafft/7.221.3
33, 2020-01 ,131812115.67713004,deeptools_multi_bam_summary/3.3.0.0.0
34, 2020-01 ,131812100.3655914,deeptools_bigwig_compare/3.3.0.0.0
35, 2020-01 ,131812095.11111112,cufflinks/0.0.6
36, 2020-01 ,131812089.0043668,bwa_wrapper/1.2.3
37, 2020-01 ,131812088.57354029,bowtie_wrapper/1.2.0
38, 2020-01 ,131812080.19159664,freebayes/1.1.0.46-0
39, 2020-01 ,131812071.52,deeptools_multi_bigwig_summary/3.3.0.0.0
40, 2020-01 ,131812069.91515152,bowtie_wrapper/1.1.2
41, 2020-01 ,131812059.63636364,kraken/1.2.3
42, 2020-01 ,131812045.33333331,deeptools_bam_compare/3.1.2.0.0
43, 2020-01 ,131812039.76470588,deeptools_compute_matrix/3.1.2.0.0
44, 2020-01 ,131812029.65779468,deeptools_bam_coverage/3.1.2.0.0
45, 2020-01 ,131812021.14285713,freebayes/0.4.1
46, 2020-01 ,131812013.86666667,stringtie/1.3.4
47, 2020-01 ,131812013.86666667,deeptools_bigwig_compare/3.1.2.0.0
48, 2020-01 ,131812013.33333331,cuffdiff/2.2.1.3
49, 2020-01 ,131812012.8,cuffnorm/2.2.1.2
50, 2020-01 ,131811994.83130904,snpEff/4.3+T.galaxy1
51, 2020-01 ,131811992.8988764,dexseq/1.28.1+galaxy1
52, 2020-01 ,131811948.224,tp_find_and_replace/1.1.2
53, 2020-01 ,131811891.7484787,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
54, 2020-01 ,131811891.01928376,tp_sed_tool/1.1.1
55, 2020-01 ,131811888.44960754,ucsc_table_direct1/ucsc_table_direct1
56, 2020-01 ,131811888.0,ncbi_dustmasker_wrapper/0.3.3
57, 2020-01 ,131811888.0,CONVERTER_interval_to_bigwig_0/CONVERTER_interval_to_bigwig_0
58, 2020-01 ,131811888.0,CONVERTER_interval_to_tabix_0/CONVERTER_interval_to_tabix_0
59, 2020-01 ,131811888.0,CONVERTER_maf_to_fasta_0/CONVERTER_maf_to_fasta_0
60, 2020-01 ,131811888.0,CONVERTER_maf_to_interval_0/CONVERTER_maf_to_interval_0
61, 2020-01 ,131811888.0,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
62, 2020-01 ,131811888.0,CONVERTER_sam_to_unsorted_bam/CONVERTER_sam_to_unsorted_bam
63, 2020-01 ,131811888.0,CONVERTER_vcf_to_tabix_0/CONVERTER_vcf_to_tabix_0
64, 2020-01 ,131811888.0,CONVERTER_wig_to_bigwig/CONVERTER_wig_to_bigwig
65, 2020-01 ,131811888.0,CONVERTER_wiggle_to_interval_0/CONVERTER_wiggle_to_interval_0
66, 2020-01 ,131811888.0,ChangeCase/ChangeCase
67, 2020-01 ,131811888.0,Interval2Maf1/Interval2Maf1
68, 2020-01 ,131811888.0,Interval2Maf_pairwise1/Interval2Maf_pairwise1
69, 2020-01 ,131811888.0,Interval_Maf_Merged_Fasta2/Interval_Maf_Merged_Fasta2
70, 2020-01 ,131811888.0,MAF_To_BED1/MAF_To_BED1
71, 2020-01 ,131811888.0,MAF_To_Fasta1/MAF_To_Fasta1
72, 2020-01 ,131811888.0,MAF_filter/MAF_filter
73, 2020-01 ,131811888.0,Sff_extractor/Sff_extractor
74, 2020-01 ,131811888.0,__DATA_FETCH__/__DATA_FETCH__
75, 2020-01 ,131811888.0,__IMPORT_HISTORY__/__IMPORT_HISTORY__
76, 2020-01 ,131811888.0,bed_to_bigBed/bed_to_bigBed
77, 2020-01 ,131811888.0,flymine/flymine
78, 2020-01 ,131811888.0,gene2exon1/gene2exon1
79, 2020-01 ,131811888.0,gff_filter_by_attribute/gff_filter_by_attribute
80, 2020-01 ,131811888.0,hgv_david/hgv_david
81, 2020-01 ,131811888.0,hgv_ldtools/hgv_ldtools
82, 2020-01 ,131811888.0,hgv_linkToGProfile/hgv_linkToGProfile
83, 2020-01 ,131811888.0,hgv_pass/hgv_pass
84, 2020-01 ,131811888.0,hgv_sift/hgv_sift
85, 2020-01 ,131811888.0,intermine/intermine
86, 2020-01 ,131811888.0,maf_limit_size1/maf_limit_size1
87, 2020-01 ,131811888.0,maf_stats1/maf_stats1
88, 2020-01 ,131811888.0,master2pgSnp/master2pgSnp
89, 2020-01 ,131811888.0,modENCODEfly/modENCODEfly
90, 2020-01 ,131811888.0,modENCODEworm/modENCODEworm
91, 2020-01 ,131811888.0,param_value_from_file/param_value_from_file
92, 2020-01 ,131811888.0,qual_stats_boxplot/qual_stats_boxplot
93, 2020-01 ,131811888.0,secure_hash_message_digest/secure_hash_message_digest
94, 2020-01 ,131811888.0,bedtools_bamtobed/0.1.0
95, 2020-01 ,131811888.0,bedtools_genomecoveragebed_bedgraph/0.1.0
96, 2020-01 ,131811888.0,bedtools_multiintersectbed/0.1.0
97, 2020-01 ,131811888.0,GenotypeSTR/2.0.0
98, 2020-01 ,131811888.0,PEsortedSAM2readprofile/1.1.0
99, 2020-01 ,131811888.0,Profilegenerator/2.0.0
100, 2020-01 ,131811888.0,combineproballelecom/2.0.0
101, 2020-01 ,131811888.0,fetchflank/1.0.0
102, 2020-01 ,131811888.0,heteroprob/2.0.0
103, 2020-01 ,131811888.0,microsatcompat/1.0.0
104, 2020-01 ,131811888.0,microsatellite/1.0.0
105, 2020-01 ,131811888.0,microsatpurity/1.0.0
106, 2020-01 ,131811888.0,readdepth2seqdepth/1.0.0
107, 2020-01 ,131811888.0,space2underscore_readname/1.0.0
108, 2020-01 ,131811888.0,augustus/3.3.3
109, 2020-01 ,131811888.0,deeptools_bam_coverage/3.0.2.0
110, 2020-01 ,131811888.0,deeptools_multi_bam_summary/2.5.0.0
111, 2020-01 ,131811888.0,deeptools_multi_bam_summary/3.1.2.0.0
112, 2020-01 ,131811888.0,deeptools_plot_correlation/3.1.2.0.0
113, 2020-01 ,131811888.0,deeptools_plot_enrichment/3.3.0.0.0
114, 2020-01 ,131811888.0,deeptools_plot_heatmap/2.2.2.0
115, 2020-01 ,131811888.0,deeptools_plot_heatmap/2.3.5.0
116, 2020-01 ,131811888.0,deeptools_plot_profile/2.5.0.0
117, 2020-01 ,131811888.0,bg_diamond/0.8.24.1
118, 2020-01 ,131811888.0,bg_diamond/0.9.21.0
119, 2020-01 ,131811888.0,bg_diamond_makedb/0.8.24
120, 2020-01 ,131811888.0,bg_diamond_makedb/0.9.21
121, 2020-01 ,131811888.0,bg_diamond_view/0.9.21
122, 2020-01 ,131811888.0,diffbind/2.0.2
123, 2020-01 ,131811888.0,diffbind/2.6.5.0
124, 2020-01 ,131811888.0,diffbind/2.6.6.4
125, 2020-01 ,131811888.0,bg_find_subsequences/0.2
126, 2020-01 ,131811888.0,keras_batch_models/0.4.2
127, 2020-01 ,131811888.0,keras_model_builder/0.4.2
128, 2020-01 ,131811888.0,keras_model_config/0.4.2
129, 2020-01 ,131811888.0,model_prediction/1.0.7.12
130, 2020-01 ,131811888.0,plotly_ml_performance_plots/0.1
131, 2020-01 ,131811888.0,plotly_parallel_coordinates_plot/0.1
132, 2020-01 ,131811888.0,plotly_regression_performance_plots/0.1
133, 2020-01 ,131811888.0,salmon/0.11.2
134, 2020-01 ,131811888.0,sklearn_build_pipeline/1.0.7.12
135, 2020-01 ,131811888.0,sklearn_clf_metrics/1.0.7.12
136, 2020-01 ,131811888.0,sklearn_data_preprocess/1.0.7.12
137, 2020-01 ,131811888.0,sklearn_discriminant_classifier/1.0.7.12
138, 2020-01 ,131811888.0,sklearn_ensemble/1.0.7.12
139, 2020-01 ,131811888.0,sklearn_estimator_attributes/1.0.7.12
140, 2020-01 ,131811888.0,sklearn_feature_selection/1.0.7.12
141, 2020-01 ,131811888.0,sklearn_fitted_model_eval/1.0.7.12
142, 2020-01 ,131811888.0,sklearn_generalized_linear/1.0.7.12
143, 2020-01 ,131811888.0,sklearn_model_fit/1.0.7.12
144, 2020-01 ,131811888.0,sklearn_model_validation/1.0.7.12
145, 2020-01 ,131811888.0,sklearn_nn_classifier/1.0.7.12
146, 2020-01 ,131811888.0,sklearn_pairwise_metrics/1.0.7.12
147, 2020-01 ,131811888.0,sklearn_regression_metrics/1.0.7.12
148, 2020-01 ,131811888.0,sklearn_sample_generator/1.0.7.12
149, 2020-01 ,131811888.0,sklearn_searchcv/1.0.7.12
150, 2020-01 ,131811888.0,sklearn_stacking_ensemble_models/0.2.0
151, 2020-01 ,131811888.0,sklearn_svm_classifier/1.0.7.12
152, 2020-01 ,131811888.0,sklearn_train_test_eval/1.0.7.12
153, 2020-01 ,131811888.0,sklearn_train_test_split/1.0.7.12
154, 2020-01 ,131811888.0,tp_cut_tool/1.0.0
155, 2020-01 ,131811888.0,tp_head_tool/1.0.0
156, 2020-01 ,131811888.0,tp_replace_in_line/1.1.0
157, 2020-01 ,131811888.0,tp_sort_header_tool/1.1.0
158, 2020-01 ,131811888.0,tp_sort_rows/1.1.0
159, 2020-01 ,131811888.0,tp_tac/1.1.0
160, 2020-01 ,131811888.0,tp_text_file_with_recurring_lines/1.1.0
161, 2020-01 ,131811888.0,tp_unfold_column_tool/1.1.1
162, 2020-01 ,131811888.0,uniprot/0.2
163, 2020-01 ,131811888.0,naive_variant_caller/0.0.2
164, 2020-01 ,131811888.0,MDtag_filter/1.0.2
165, 2020-01 ,131811888.0,getalleleseq/0.0.1
166, 2020-01 ,131811888.0,hetbox/1.0
167, 2020-01 ,131811888.0,phylorelatives/0.0.1
168, 2020-01 ,131811888.0,taxonomy_krona_chart/2.6.1.1
169, 2020-01 ,131811888.0,gatk_analyze_covariates/0.0.5
170, 2020-01 ,131811888.0,Annotation_Profiler_0/1.0.0
171, 2020-01 ,131811888.0,bamtools/0.0.2
172, 2020-01 ,131811888.0,bamFilter/0.0.1
173, 2020-01 ,131811888.0,bamSplit/2.4.0
174, 2020-01 ,131811888.0,bwa/0.7.12.1
175, 2020-01 ,131811888.0,cca1/1.0.0
176, 2020-01 ,131811888.0,cd_hit_dup/0.0.1
177, 2020-01 ,131811888.0,clustalw/0.1
178, 2020-01 ,131811888.0,gops_cluster_1/1.0.0
179, 2020-01 ,131811888.0,Add_a_column1/1.1.0
180, 2020-01 ,131811888.0,gops_complement_1/1.0.0
181, 2020-01 ,131811888.0,cor2/1.0.0
182, 2020-01 ,131811888.0,count_gff_features/0.2
183, 2020-01 ,131811888.0,cuffcompare/2.2.1.0
184, 2020-01 ,131811888.0,cummeRbund/2.16.0
185, 2020-01 ,131811888.0,cummerbund_to_cuffdiff/1.0.1
186, 2020-01 ,131811888.0,dgidb_annotator/0.1
187, 2020-01 ,131811888.0,dividePgSnp/1.0.0
188, 2020-01 ,131811888.0,EMBOSS: antigenic1/5.0.0.1
189, 2020-01 ,131811888.0,EMBOSS: backtranseq2/6.6.0
190, 2020-01 ,131811888.0,EMBOSS: banana3/5.0.0
191, 2020-01 ,131811888.0,EMBOSS: cai6/5.0.0
192, 2020-01 ,131811888.0,EMBOSS: cai_custom6/5.0.0
193, 2020-01 ,131811888.0,EMBOSS: charge8/5.0.0.1
194, 2020-01 ,131811888.0,EMBOSS: chips10/5.0.0
195, 2020-01 ,131811888.0,EMBOSS: codcmp12/5.0.0
196, 2020-01 ,131811888.0,EMBOSS: compseq14/5.0.0.1
197, 2020-01 ,131811888.0,EMBOSS: cpgplot15/5.0.0
198, 2020-01 ,131811888.0,EMBOSS: cpgreport16/5.0.0.1
199, 2020-01 ,131811888.0,EMBOSS: cusp17/5.0.0
200, 2020-01 ,131811888.0,EMBOSS: cutseq18/5.0.0.1
201, 2020-01 ,131811888.0,EMBOSS: diffseq22/5.0.0.1
202, 2020-01 ,131811888.0,EMBOSS: dotmatcher24/5.0.0.1
203, 2020-01 ,131811888.0,EMBOSS: dreg27/5.0.0
204, 2020-01 ,131811888.0,EMBOSS: einverted28/5.0.0.1
205, 2020-01 ,131811888.0,EMBOSS: epestfind29/5.0.0.1
206, 2020-01 ,131811888.0,EMBOSS: equicktandem31/5.0.0.1
207, 2020-01 ,131811888.0,EMBOSS: est2genome32/5.0.0.1
208, 2020-01 ,131811888.0,EMBOSS: etandem33/5.0.0.1
209, 2020-01 ,131811888.0,EMBOSS: extractfeat34/5.0.0.1
210, 2020-01 ,131811888.0,EMBOSS: extractseq35/5.0.0
211, 2020-01 ,131811888.0,EMBOSS: freak36/5.0.0.1
212, 2020-01 ,131811888.0,EMBOSS: fuzznuc37/5.0.2
213, 2020-01 ,131811888.0,EMBOSS: fuzztran39/5.0.0.1
214, 2020-01 ,131811888.0,EMBOSS: garnier40/5.0.0
215, 2020-01 ,131811888.0,EMBOSS: geecee41/5.0.0
216, 2020-01 ,131811888.0,EMBOSS: getorf42/5.0.0
217, 2020-01 ,131811888.0,EMBOSS: helixturnhelix43/5.0.0.1
218, 2020-01 ,131811888.0,EMBOSS: hmoment44/5.0.0.1
219, 2020-01 ,131811888.0,EMBOSS: iep45/5.0.0.1
220, 2020-01 ,131811888.0,EMBOSS: lindna48/5.0.0.1
221, 2020-01 ,131811888.0,EMBOSS: matcher52/5.0.0.1
222, 2020-01 ,131811888.0,EMBOSS: merger54/5.0.0.1
223, 2020-01 ,131811888.0,EMBOSS: msbar55/5.0.0.1
224, 2020-01 ,131811888.0,EMBOSS: newcpgreport57/5.0.0.1
225, 2020-01 ,131811888.0,EMBOSS: newcpgseek58/5.0.0.1
226, 2020-01 ,131811888.0,EMBOSS: newseq59/5.0.0
227, 2020-01 ,131811888.0,EMBOSS: nthseq62/5.0.0.1
228, 2020-01 ,131811888.0,EMBOSS: octanol63/5.0.0.1
229, 2020-01 ,131811888.0,EMBOSS: oddcomp64/5.0.0.1
230, 2020-01 ,131811888.0,EMBOSS: palindrome65/5.0.0.1
231, 2020-01 ,131811888.0,EMBOSS: pasteseq66/5.0.0.1
232, 2020-01 ,131811888.0,EMBOSS: pepcoil68/5.0.0.1
233, 2020-01 ,131811888.0,EMBOSS: pepnet70/5.0.0
234, 2020-01 ,131811888.0,EMBOSS: pepstats71/5.0.0
235, 2020-01 ,131811888.0,EMBOSS: pepwheel72/5.0.0.1
236, 2020-01 ,131811888.0,EMBOSS: pepwindow73/5.0.0.1
237, 2020-01 ,131811888.0,EMBOSS: polydot77/5.0.0.1
238, 2020-01 ,131811888.0,EMBOSS: prettyplot79/5.0.0.1
239, 2020-01 ,131811888.0,EMBOSS: prettyseq80/5.0.0.1
240, 2020-01 ,131811888.0,EMBOSS: primersearch81/5.0.0.1
241, 2020-01 ,131811888.0,EMBOSS: revseq82/5.0.0
242, 2020-01 ,131811888.0,EMBOSS: seqmatchall83/5.0.0.1
243, 2020-01 ,131811888.0,EMBOSS: seqret84/5.0.0
244, 2020-01 ,131811888.0,EMBOSS: shuffleseq87/5.0.0.1
245, 2020-01 ,131811888.0,EMBOSS: sigcleave88/5.0.0.1
246, 2020-01 ,131811888.0,EMBOSS: sixpack90/5.0.0+galaxy2
247, 2020-01 ,131811888.0,EMBOSS: splitter92/5.0.0.1
248, 2020-01 ,131811888.0,EMBOSS: supermatcher95/5.0.0.1
249, 2020-01 ,131811888.0,EMBOSS: trimest102/5.0.0.1
250, 2020-01 ,131811888.0,EMBOSS: trimseq103/5.0.0.1
251, 2020-01 ,131811888.0,EMBOSS: wobble108/5.0.0.1
252, 2020-01 ,131811888.0,EMBOSS: wordcount109/5.0.0.1
253, 2020-01 ,131811888.0,fasta_compute_length/1.0.0
254, 2020-01 ,131811888.0,fasta_concatenate0/0.0.0
255, 2020-01 ,131811888.0,cshl_fasta_formatter/1.0.1
256, 2020-01 ,131811888.0,cshl_fasta_nucleotides_changer/1.0.2
257, 2020-01 ,131811888.0,fastq_filter/1.0.0
258, 2020-01 ,131811888.0,fastq_groomer/1.0.4
259, 2020-01 ,131811888.0,fastq_manipulation/1.0.1
260, 2020-01 ,131811888.0,fastq_masker_by_quality/1.1.1
261, 2020-01 ,131811888.0,fastq_paired_end_interlacer/1.2.0.1
262, 2020-01 ,131811888.0,fastq_paired_end_splitter/1.1.1
263, 2020-01 ,131811888.0,cshl_fastq_quality_converter/1.0.1
264, 2020-01 ,131811888.0,cshl_fastq_quality_filter/1.0.0
265, 2020-01 ,131811888.0,cshl_fastq_quality_filter/1.0.1
266, 2020-01 ,131811888.0,cshl_fastq_to_fasta/1.0.0
267, 2020-01 ,131811888.0,cshl_fastq_to_fasta/1.0.1
268, 2020-01 ,131811888.0,fastq_to_tabular/1.1.0
269, 2020-01 ,131811888.0,fastq_trimmer/1.0.0
270, 2020-01 ,131811888.0,fastq_quality_trimmer/1.0.0
271, 2020-01 ,131811888.0,fastqc/0.63
272, 2020-01 ,131811888.0,fastqc/0.64
273, 2020-01 ,131811888.0,fastqc/0.65
274, 2020-01 ,131811888.0,fastqc/0.67
275, 2020-01 ,131811888.0,fastq_to_fasta_python/1.0.0
276, 2020-01 ,131811888.0,cshl_fastx_artifacts_filter/1.0.1
277, 2020-01 ,131811888.0,cshl_fastx_barcode_splitter/1.0.0
278, 2020-01 ,131811888.0,cshl_fastx_clipper/1.0.2
279, 2020-01 ,131811888.0,cshl_fastx_reverse_complement/1.0.0
280, 2020-01 ,131811888.0,cshl_fastx_trimmer/1.0.1
281, 2020-01 ,131811888.0,featureCoverage1/2.0.0
282, 2020-01 ,131811888.0,filter_combined_via_tracking/0.1
283, 2020-01 ,131811888.0,flanking_features_1/4.0.1
284, 2020-01 ,131811888.0,freebayes/0.0.2
285, 2020-01 ,131811888.0,freebayes/freebayes-0.9.14
286, 2020-01 ,131811888.0,generate_matrix_for_pca_and_lda1/1.0.0
287, 2020-01 ,131811888.0,indelRates_3way/1.0.0
288, 2020-01 ,131811888.0,getIndels_2way/1.0.0
289, 2020-01 ,131811888.0,gffread/2.2.1.0
290, 2020-01 ,131811888.0,gmaj_1/2.0.1
291, 2020-01 ,131811888.0,hgv_funDo/1.0.0
292, 2020-01 ,131811888.0,hgv_hilbertvis/1.0.0
293, 2020-01 ,131811888.0,indels_3way/1.0.3
294, 2020-01 ,131811888.0,kcca1/1.0.0
295, 2020-01 ,131811888.0,kpca1/1.0.0
296, 2020-01 ,131811888.0,kraken-filter/1.2.3
297, 2020-01 ,131811888.0,kraken-report/1.2.3
298, 2020-01 ,131811888.0,lastz_d_wrapper/1.3.2
299, 2020-01 ,131811888.0,lastz_wrapper_2/1.2.2
300, 2020-01 ,131811888.0,lda_analy1/1.0.1
301, 2020-01 ,131811888.0,LinearRegression1/1.0.1
302, 2020-01 ,131811888.0,LogisticRegression/1.0.1
303, 2020-01 ,131811888.0,cpgFilter/1.0.0
304, 2020-01 ,131811888.0,megablast_xml_parser/1.0.0
305, 2020-01 ,131811888.0,microsats_align1/1.0.0
306, 2020-01 ,131811888.0,mutate_snp_codon_1/1.0.0
307, 2020-01 ,131811888.0,blastxml_to_tabular/0.3.3
308, 2020-01 ,131811888.0,ncbi_blastdbcmd_info/0.3.3
309, 2020-01 ,131811888.0,ncbi_blastdbcmd_wrapper/0.3.3
310, 2020-01 ,131811888.0,ncbi_makeblastdb/0.3.0
311, 2020-01 ,131811888.0,ncbi_tblastx_wrapper/0.3.3
312, 2020-01 ,131811888.0,partialRsq/1.0.0
313, 2020-01 ,131811888.0,picard_ARRG/1.56.0
314, 2020-01 ,131811888.0,picard_AddCommentsToBam/2.18.2.1
315, 2020-01 ,131811888.0,picard_AddOrReplaceReadGroups/1.126.0
316, 2020-01 ,131811888.0,picard_AddOrReplaceReadGroups/1.136.0
317, 2020-01 ,131811888.0,picard_AddOrReplaceReadGroups/2.7.1.0
318, 2020-01 ,131811888.0,picard_BedToIntervalList/2.18.2.1
319, 2020-01 ,131811888.0,picard_CleanSam/1.126.0
320, 2020-01 ,131811888.0,picard_CollectBaseDistributionByCycle/2.18.2.1
321, 2020-01 ,131811888.0,picard_CollectGcBiasMetrics/2.18.2.1
322, 2020-01 ,131811888.0,picard_CollectHsMetrics/2.18.2
323, 2020-01 ,131811888.0,picard_CollectInsertSizeMetrics/1.136.0
324, 2020-01 ,131811888.0,picard_CollectWgsMetrics/2.18.2.1
325, 2020-01 ,131811888.0,picard_DownsampleSam/2.18.2.1
326, 2020-01 ,131811888.0,picard_EstimateLibraryComplexity/2.18.2.1
327, 2020-01 ,131811888.0,picard_FilterSamReads/2.18.2.1
328, 2020-01 ,131811888.0,picard_FixMateInformation/2.18.2.1
329, 2020-01 ,131811888.0,picard_MarkDuplicates/1.126.0
330, 2020-01 ,131811888.0,picard_MarkDuplicates/1.136.0
331, 2020-01 ,131811888.0,picard_MarkDuplicates/2.7.1.1
332, 2020-01 ,131811888.0,picard_MarkDuplicatesWithMateCigar/2.18.2.1
333, 2020-01 ,131811888.0,picard_MeanQualityByCycle/2.18.2.1
334, 2020-01 ,131811888.0,picard_MergeBamAlignment/2.18.2.1
335, 2020-01 ,131811888.0,picard_MergeSamFiles/1.126.0
336, 2020-01 ,131811888.0,picard_MergeSamFiles/1.136.0
337, 2020-01 ,131811888.0,picard_QualityScoreDistribution/2.18.2.1
338, 2020-01 ,131811888.0,picard_ReorderSam/2.18.2.1
339, 2020-01 ,131811888.0,picard_ReplaceSamHeader/2.18.2.1
340, 2020-01 ,131811888.0,picard_RevertOriginalBaseQualitiesAndAddMateCigar/2.18.2.1
341, 2020-01 ,131811888.0,picard_RevertSam/2.18.2.1
342, 2020-01 ,131811888.0,picard_SamToFastq/1.126.0
343, 2020-01 ,131811888.0,picard_SamToFastq/1.56.1
344, 2020-01 ,131811888.0,picard_SamToFastq/2.7.1.0
345, 2020-01 ,131811888.0,picard_SortSam/1.126.0
346, 2020-01 ,131811888.0,picard_SortSam/2.7.1.1
347, 2020-01 ,131811888.0,picard_artifact_metrics/2.18.2.1
348, 2020-01 ,131811888.0,rgPicardMarkDups/1.56.0
349, 2020-01 ,131811888.0,pileup_interval/1.0.2
350, 2020-01 ,131811888.0,plot_for_lda_output1/1.0.1
351, 2020-01 ,131811888.0,gatk_print_reads/0.0.2
352, 2020-01 ,131811888.0,qualityFilter/1.0.1
353, 2020-01 ,131811888.0,rcve1/1.0.0
354, 2020-01 ,131811888.0,sam_to_bam/1.1.3
355, 2020-01 ,131811888.0,sam_to_bam/2.1.1
356, 2020-01 ,131811888.0,samtool_filter2/1.1.2
357, 2020-01 ,131811888.0,samtool_filter2/1.8
358, 2020-01 ,131811888.0,samtools_calmd/2.0.2
359, 2020-01 ,131811888.0,samtools_flagstat/1.0.0
360, 2020-01 ,131811888.0,samtools_idxstats/2.0
361, 2020-01 ,131811888.0,samtools_mpileup/0.0.1
362, 2020-01 ,131811888.0,samtools_mpileup/2.0
363, 2020-01 ,131811888.0,samtools_mpileup/2.1.3
364, 2020-01 ,131811888.0,samtools_reheader/2.0.1
365, 2020-01 ,131811888.0,samtools_rmdup/2.0
366, 2020-01 ,131811888.0,samtools_sort/2.0.1
367, 2020-01 ,131811888.0,samtools_stats/2.0.1
368, 2020-01 ,131811888.0,scatterplot_rpy/1.0.3
369, 2020-01 ,131811888.0,quality_score_distribution/1.0.2
370, 2020-01 ,131811888.0,trim_reads/1.0.0
371, 2020-01 ,131811888.0,hgv_snpFreq/1.0.1
372, 2020-01 ,131811888.0,subRate1/1.0.0
373, 2020-01 ,131811888.0,substitutions1/1.0.0
374, 2020-01 ,131811888.0,t_test_two_samples/1.0.1
375, 2020-01 ,131811888.0,tabular_to_fastq/1.0.0
376, 2020-01 ,131811888.0,tophat/1.5.0
377, 2020-01 ,131811888.0,gatk_variant_annotator/0.0.5
378, 2020-01 ,131811888.0,gatk_variant_combine/0.0.4
379, 2020-01 ,131811888.0,gatk_variant_eval/0.0.8
380, 2020-01 ,131811888.0,gatk_variant_filtration/0.0.5
381, 2020-01 ,131811888.0,gatk_variant_select/0.0.2
382, 2020-01 ,131811888.0,gatk_validate_variants/0.0.4
383, 2020-01 ,131811888.0,varscan/0.1
384, 2020-01 ,131811888.0,vcf2pgSnp/1.0.0
385, 2020-01 ,131811888.0,vcf2tsv/0.0.3
386, 2020-01 ,131811888.0,vcfaddinfo/1.0.0_rc1+galaxy0
387, 2020-01 ,131811888.0,vcfannotategenotypes/1.0.0_rc1+galaxy0
388, 2020-01 ,131811888.0,vcfbreakcreatemulti/1.0.0_rc1+galaxy0
389, 2020-01 ,131811888.0,vcfcheck/1.0.0_rc1+galaxy0
390, 2020-01 ,131811888.0,vcfcommonsamples/1.0.0_rc1+galaxy0
391, 2020-01 ,131811888.0,vcfdistance/0.0.3
392, 2020-01 ,131811888.0,vcffilter2/1.0.0_rc1+galaxy1
393, 2020-01 ,131811888.0,vcfflatten2/1.0.0_rc1+galaxy0
394, 2020-01 ,131811888.0,vcfgeno2haplo/1.0.0_rc1+galaxy0
395, 2020-01 ,131811888.0,vcfgenotypes/1.0.0_rc1+galaxy0
396, 2020-01 ,131811888.0,vcfhethom/1.0.0_rc1+galaxy0
397, 2020-01 ,131811888.0,vcfleftalign/1.0.0_rc1+galaxy0
398, 2020-01 ,131811888.0,vcfrandomsample/1.0.0_rc1+galaxy0
399, 2020-01 ,131811888.0,vcfselectsamples/1.0.0_rc1+galaxy0
400, 2020-01 ,131811888.0,vcfsort/1.0.0_rc1+galaxy0
401, 2020-01 ,131811888.0,vcftools_slice/0.1
402, 2020-01 ,131811888.0,wtavg/1.0.1
403, 2020-01 ,131811888.0,winSplitter/1.0.0
404, 2020-01 ,131811888.0,multiqc/1.0.0.0
405, 2020-01 ,131811888.0,multigps/0.74.0
406, 2020-01 ,131811888.0,plant_tribes_assembly_post_processor/1.0.3.0
407, 2020-01 ,131811888.0,plant_tribes_gene_family_aligner/1.0.3.0
