,totalmemory,num_jobs,tool_name_version
171,826003105060.0,7338.0,bedtools_genomecoveragebed/2.29.2
172,825694949268.0,8048.0,lofreq_call/2.1.5+galaxy1
173,813400895380.0,6852.0,deg_annotate/1.1.0
174,812719146156.0,7024.0,EMBOSS: transeq101/5.0.0
175,810768722308.0,6266.0,deeptools_plot_heatmap/3.3.0.0.1
176,808048017368.0,6263.0,fastq_paired_end_joiner/2.0.1.1+galaxy0
177,796968382452.0,7627.0,addName/0.1.2
178,794417683868.0,6178.0,naive_variant_caller/0.0.4
179,793522127780.0,6975.0,ivar_trim/1.2.2+galaxy1
180,790742100276.0,6032.0,multiqc/1.7.1
181,780659112736.0,5944.0,lofreq_call/2.1.3.1+galaxy0
182,776589269192.0,6427.0,fastq_trimmer/1.1.5
183,770114583580.0,6756.0,fasta_filter_by_length/1.2
184,767699423180.0,5917.0,bowtie_wrapper/1.2.0
185,763194685072.0,5800.0,fastq_dump/2.10.4
186,749086892592.0,5683.0,dada2_filterAndTrim/1.14+galaxy0
187,748765088004.0,6028.0,__EXPORT_HISTORY__/__EXPORT_HISTORY__
188,733091208956.0,6018.0,tp_head_tool/1.1.0
189,728751592996.0,5959.0,tp_replace_in_column/1.1.3
190,711780718364.0,5627.0,qualimap_bamqc/2.2.2d+galaxy3
191,711346251080.0,5942.0,porechop/0.2.3
192,709347464272.0,6002.0,Paste1/Paste1
193,705111270572.0,5818.0,mothur_filter_seqs/1.39.5.0
194,701662392256.0,5788.0,annotatemyids/3.7.0+galaxy2
195,698054405212.0,5529.0,bamleftalign/1.3.1
196,696380972776.0,5751.0,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
197,694935373516.0,5332.0,seqtk_sample/1.3.2
198,691779124964.0,5746.0,multiqc/1.8+galaxy0
199,691474972320.0,5272.0,deseq2/2.11.40.6
200,679883392780.0,5864.0,ncbi_blastn_wrapper/0.3.3
201,672649436616.0,5426.0,picard_MergeSamFiles/2.18.2.1
202,671548796928.0,5377.0,samtools_fastx/1.9+galaxy1
203,670624705848.0,5337.0,deeptools_compute_matrix/3.3.0.0.0
204,668995966616.0,9204.0,rna_star/2.7.8a
205,654786873412.0,5088.0,minimap2/2.17+galaxy0
206,650710686568.0,6172.0,deeptools_bam_compare/3.3.2.0.0
207,650407656492.0,5189.0,addValue/addValue
208,648238626384.0,5227.0,sam_merge2/1.2.0
209,645927736100.0,5369.0,Extract genomic DNA 1/3.0.3+galaxy2
210,644287550124.0,4891.0,tp_easyjoin_tool/1.1.1
211,641389487848.0,5162.0,mothur_fastq_info/1.39.5.0
212,635469841940.0,5305.0,qualimap_bamqc/2.2.2d+galaxy1
213,634955702488.0,5466.0,allele_counts_1/1.3.2
214,633136283524.0,4969.0,collection_column_join/0.0.3
215,632377818600.0,5178.0,picard_SortSam/2.18.2.1
216,616014628288.0,4744.0,mothur_trim_seqs/1.39.5.0
217,614911805676.0,5554.0,multiqc/1.9+galaxy1
218,597904683200.0,4997.0,samtools_view/1.9+galaxy3
219,593353209256.0,4546.0,fastq_to_fasta_python/1.1.1
220,589560318908.0,4892.0,samtools_slice_bam/2.0.1
221,588777570280.0,4871.0,rseqc_read_distribution/2.6.4.1
222,588622558276.0,4472.0,fasterq_dump/2.10.4+galaxy1
223,586239501804.0,4660.0,mergeCols1/mergeCols1
224,579543021000.0,4781.0,goseq/1.36.0+galaxy0
225,573218050028.0,5105.0,picard_CollectInsertSizeMetrics/2.18.2.1
226,557726791568.0,4232.0,annotatemyids/3.7.0+galaxy1
227,550278759644.0,5497.0,__DATA_FETCH__/__DATA_FETCH__
228,550024849960.0,5232.0,lastz_wrapper_2/1.3.3
229,549617709348.0,4465.0,deeptools_plot_correlation/3.3.2.0.0
230,549319342208.0,5028.0,quast/5.0.2+galaxy1
231,546431985400.0,4855.0,velveth/1.2.10.2
232,545511785032.0,4147.0,vcftools_slice/0.1
233,542570097144.0,4331.0,wc_gnu/wc_gnu
234,541848539872.0,4426.0,ncbi_acc_download/0.2.5+galaxy0
235,541418670704.0,4491.0,nanoplot/1.28.2+galaxy1
236,540965681484.0,4496.0,mothur_classify_seqs/1.39.5.0
237,540330147444.0,4811.0,stringtie/1.3.6
238,532380288264.0,4595.0,bedtools_bamtobed/2.29.2
239,529138102904.0,4236.0,pileup_parser/1.0.2
240,525974464924.0,4133.0,table_compute/0.9.2
241,524312110484.0,6113.0,ivar_removereads/1.2.2+galaxy1
242,518438336924.0,4174.0,samtools_merge/1.9
243,514386441008.0,3996.0,varscan/2.4.2
244,513888045000.0,4355.0,fasttree/2.1.10+galaxy1
245,512520849700.0,4113.0,mothur_count_seqs/1.39.5.0
246,506805438348.0,5789.0,ncbi_blastn_wrapper/2.10.1+galaxy0
247,503404213624.0,4119.0,kc-align/1.0
248,501859671476.0,4151.0,bcftools_mpileup/1.10
249,500025420912.0,3930.0,mothur_make_shared/1.39.5.0
250,498571943800.0,4067.0,tp_sorted_uniq/1.1.0
251,494302561076.0,3928.0,vcf2tsv/1.0.0_rc3+galaxy0
252,491734235420.0,3953.0,rgweblogo3/3.5.0
253,485348461564.0,3936.0,fastq_paired_end_interlacer/1.2.0.1+galaxy0
254,482216927320.0,3890.0,fastq_stats/1.1.5
255,477079499052.0,4200.0,fasta-stats/1.0.1
256,473824810764.0,3992.0,cshl_fastx_collapser/1.0.0
257,473751198760.0,3644.0,cshl_fastx_trimmer/1.0.2
258,473443102444.0,3815.0,picard_CleanSam/2.18.2.1
259,472638189012.0,3825.0,Show beginning1/Show beginning1
260,467345183344.0,3758.0,rseqc_geneBody_coverage/2.6.4.3
261,460136579728.0,3757.0,multiqc/1.9
262,459376576840.0,3831.0,ivar_consensus/1.2.2+galaxy0
263,455999562660.0,3473.0,fasterq_dump/2.10.4
264,454638608808.0,3578.0,Summary_Statistics1/Summary_Statistics1
265,449067468064.0,3943.0,picard_SamToFastq/2.18.2.2
266,448674581508.0,4502.0,kraken2/2.1.1+galaxy0
267,447633130896.0,3396.0,lofreq_indelqual/2.1.4+galaxy0
268,446439570524.0,3604.0,fastqc/0.63
269,443415617804.0,3601.0,dexseq_count/1.28.1.0
270,443176220620.0,3557.0,tabular_to_fastq/1.1.5
271,442376807300.0,4549.0,cuffdiff/2.2.1.6
272,441724892456.0,4145.0,dada2_filterAndTrim/1.16+galaxy0
273,441293505056.0,3420.0,miniasm/0.3+galaxy0
274,435697825824.0,3669.0,fastq_paired_end_deinterlacer/1.1.5
275,435590560704.0,3784.0,sam_to_bam/2.1.1
276,433590843944.0,3370.0,createInterval/createInterval
277,430457530504.0,3449.0,freebayes/1.1.0.46-0
278,428389366500.0,3645.0,mothur_pre_cluster/1.39.5.0
279,422316918116.0,3523.0,ngsutils_bam_filter/0.5.9
280,419971008108.0,3417.0,charts/1.0.1
281,416563645624.0,3678.0,fastq_quality_trimmer/1.0.0
282,415636235816.0,3797.0,stringtie_merge/2.1.1
283,408764373916.0,3299.0,gffread/2.2.1.2
284,406870099080.0,3132.0,cshl_fastq_quality_filter/1.0.2
285,406823003708.0,3272.0,mothur_heatmap_sim/1.39.5.0
286,402643452100.0,3261.0,fastq_paired_end_splitter/1.1.5
287,399358479104.0,3944.0,shovill/1.1.0+galaxy0
288,399103678076.0,3205.0,trimmer/trimmer
289,398684007872.0,3244.0,snpEff_download/4.3+T.galaxy2
290,394253796956.0,3317.0,mothur_chimera_vsearch/1.39.5.1
291,392057850108.0,5462.0,rna_star/2.7.7a
292,390534640328.0,3005.0,cuffdiff/2.2.1.5
293,383393824932.0,3128.0,qualimap_rnaseq/2.2.2d+galaxy1
294,382979401640.0,3233.0,annotatemyids/3.12.0
295,382569921880.0,3246.0,cshl_fastx_reverse_complement/1.0.2+galaxy0
296,381933083924.0,3482.0,salmon/0.14.1.2+galaxy1
297,381466210412.0,2927.0,fastq_combiner/1.1.1
298,377217806940.0,3052.0,fgsea/1.8.0+galaxy1
299,377191411948.0,3298.0,mothur_make_biom/1.39.5.0
300,376476480756.0,2860.0,dada2_dada/1.14+galaxy0
301,376193874692.0,2966.0,snpSift_annotate/4.3+t.galaxy1
302,374097662676.0,118.0,star_fusion/0.5.4-3
303,373676638508.0,2940.0,velveth/1.2.10.1
304,371857198800.0,3098.0,bcftools_call/1.10
305,370995793360.0,3014.0,newick_display/1.6+galaxy1
306,369820912376.0,2956.0,rseqc_bam_stat/2.6.4
307,369703299372.0,3018.0,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
308,368087952956.0,2814.0,bedtools_bamtobed/2.29.0
309,367880456528.0,3403.0,velvetoptimiser/2.2.6
310,367100246180.0,2953.0,macs2_predictd/2.1.1.20160309.1
311,365868896392.0,2801.0,multiqc/1.7
312,363160084540.0,2986.0,mummer_nucmer/4.0.0beta2+galaxy0
313,357644204748.0,2813.0,Add_a_column1/1.5
314,357090264148.0,2897.0,snpEff_build_gb/4.3+T.galaxy4
315,351897271472.0,2932.0,sam_pileup/1.1.3
316,349642271140.0,2852.0,get_flanks1/1.0.0
317,349346851164.0,2951.0,Kraken2Tax/1.2
318,346114320224.0,2815.0,pipelign/0.2+galaxy0
319,345400205980.0,2941.0,bedtools_sortbed/2.29.2
320,343238435588.0,2762.0,kraken-report/1.3.1
321,342855674012.0,2687.0,fastq_filter/1.1.1
322,341185589204.0,3080.0,deeptools_multi_bam_summary/3.3.2.0.0
323,340576737692.0,2807.0,tp_awk_tool/1.1.1
324,340528418024.0,2970.0,trimmomatic/0.36.5
325,339962431104.0,2787.0,varscan_mpileup/2.4.3.1
326,337965654868.0,2564.0,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
327,336218291864.0,2935.0,mothur_cluster_split/1.39.5.0
328,335782142636.0,3036.0,deeptools_bigwig_compare/3.3.2.0.0
329,331730051064.0,2779.0,bcftools_plugin_counts/1.10+galaxy1
330,331521735828.0,2894.0,bwa_mem/0.1
331,331234321368.0,2516.0,mothur_split_abund/1.39.5.0
332,330552695004.0,2767.0,bedtools_mergebed/2.29.2
333,326311414100.0,2596.0,mothur_classify_otu/1.39.5.0
334,325943077764.0,138.0,star_fusion/0.5.4-3+galaxy1
335,325569171688.0,2585.0,trim_galore/0.4.3.1
336,325027014364.0,2778.0,iqtree/1.5.5.3
337,324558958464.0,2980.0,mothur_tree_shared/1.39.5.0
338,320624362636.0,2582.0,picard_AddOrReplaceReadGroups/1.126.0
339,320052046560.0,2435.0,mothur_list_seqs/1.39.5.0
340,317000316004.0,2622.0,collapse_dataset/4.1
341,314749163900.0,2552.0,circos/0.69.8+galaxy4
342,308579630660.0,2519.0,cshl_fastx_clipper/1.0.3+galaxy0
343,307513561588.0,2481.0,venn_list/0.1.1
344,306929978424.0,2462.0,cshl_fastx_quality_statistics/1.0.1
345,306183863644.0,2441.0,mothur_remove_lineage/1.39.5.0
346,306024181936.0,2506.0,fasterq_dump/2.10.7+galaxy2
347,305423705496.0,2436.0,meme_fimo/5.0.5.0
348,304686704928.0,2491.0,diffbind/2.10.0
349,301096913208.0,2384.0,bandage_image/0.8.1+galaxy2
350,300809060756.0,2424.0,prinseq/0.20.4
351,299897949984.0,2447.0,tp_tail_tool/1.1.0
352,298039771364.0,2426.0,ggplot2_heatmap/2.2.1
353,292285419048.0,2683.0,cuffmerge/2.2.1.2
354,288699039252.0,2349.0,picard_CASM/2.18.2.1
355,288607967740.0,2244.0,mummer_mummer/4.0.0beta2+galaxy0
356,287659985548.0,2693.0,ncbi_blastp_wrapper/0.3.3
357,287115758840.0,2202.0,lofreq_call/2.1.3.1+galaxy1
358,284071574912.0,2330.0,taxonomy_krona_chart/2.6.1.1
359,282759933540.0,2363.0,goenrichment/2.0.1
360,279865320300.0,2407.0,fastq_to_tabular/1.1.5
361,278820858464.0,2294.0,augustus/3.3.3
362,277985084672.0,2224.0,bedtools_bamtofastq/2.27.1
363,277038164040.0,2259.0,vcfallelicprimitives/1.0.0_rc3+galaxy0
364,275763568144.0,2257.0,CONVERTER_interval_to_bed12_0/CONVERTER_interval_to_bed12_0
365,273100319044.0,2167.0,mothur_remove_seqs/1.39.5.0
366,272125313644.0,2234.0,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
367,270937459160.0,2090.0,gfa_to_fa/0.1.1
368,270936233848.0,2113.0,sickle/1.33.2
369,269404645560.0,2231.0,fasta_compute_length/1.0.3
370,268570246096.0,2217.0,bcftools_norm/1.10
371,267477011500.0,2030.0,dada2_mergePairs/1.14+galaxy0
372,265601090004.0,2094.0,gops_coverage_1/1.0.0
373,265167531244.0,2228.0,vcfsort/1.0.0_rc3+galaxy0
374,265099310488.0,2025.0,rseqc_bam2wig/2.6.4
375,262768987852.0,2038.0,bamleftalign/1.1.0.46-0
376,262071643280.0,2091.0,mothur_dist_seqs/1.39.5.0
377,261907884216.0,2112.0,bedtools_closestbed/2.29.0
378,261716033148.0,2165.0,flash/1.2.11.4
379,260383564104.0,2013.0,cshl_fastx_artifacts_filter/1.0.1+galaxy0
380,259502083920.0,2139.0,ggplot2_pca/2.2.1
381,258045822732.0,2164.0,tp_awk_tool/1.1.2
382,256740365536.0,2082.0,CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0
383,255345536436.0,2109.0,samtools_depth/1.9
384,254334414632.0,2030.0,gff2bed1/gff2bed1
385,252055333792.0,2071.0,cshl_fastq_quality_boxplot/1.0.1
386,251228653416.0,2077.0,sailfish/0.10.1.1
387,250005606068.0,2261.0,cshl_fastq_to_fasta/1.0.0
388,247261481832.0,2040.0,taxonomy_krona_chart/2.7.1
389,247123647848.0,2233.0,circos/0.69.8+galaxy7
390,246874375212.0,2373.0,metaspades/3.9.0
391,243713987588.0,1964.0,XY_Plot_1/1.0.2
392,243345864264.0,2189.0,cat_multiple/0.2
393,240160566424.0,1879.0,bwa_wrapper/1.2.3
394,239745891488.0,2108.0,cshl_fastx_trimmer/1.0.0
395,237532872912.0,1901.0,picard_MarkDuplicatesWithMateCigar/2.18.2.1
396,235041258584.0,1889.0,fastq_manipulation/1.1.5
397,234537009644.0,1866.0,mothur_sub_sample/1.39.5.0
398,233582362944.0,1802.0,cuffmerge/2.2.1.1
399,233145885864.0,1824.0,bedtools_windowbed/2.29.0
400,232964071236.0,1772.0,bedtools_sortbed/2.29.0
401,232906502836.0,1780.0,bedtools_mergebed/2.29.0
402,231898758788.0,2129.0,bedtools_bedtobam/2.29.2
403,231807243932.0,1787.0,tp_find_and_replace/1.1.1
404,231012812516.0,1929.0,velvetg/1.2.10.2
405,228673383860.0,1866.0,fastq_paired_end_joiner/2.0.1.0
406,228363767724.0,1902.0,gtftobed12/357
407,227826179560.0,1845.0,CONVERTER_ref_to_seq_taxomony/CONVERTER_ref_to_seq_taxomony
408,226314816744.0,1832.0,meme_meme/5.0.5.0
409,224769964736.0,1706.0,lofreq_call/2.1.3.1+galaxy2
410,223894821252.0,1796.0,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
411,223776920392.0,1700.0,vcffilter2/1.0.0_rc1+galaxy3
412,223421440036.0,1853.0,liftOver1/liftOver1
413,220525127080.0,1683.0,lofreq_call/2.1.4+galaxy2
414,218983210224.0,1748.0,tp_uniq_tool/1.1.1
415,216875758552.0,1867.0,bcftools_view/1.10
416,216060202664.0,1666.0,picard_DownsampleSam/2.18.2.1
417,215940262988.0,1853.0,ncbi_makeblastdb/2.10.1+galaxy0
418,215000613564.0,1671.0,gops_basecoverage_1/1.0.0
419,214169290316.0,1927.0,dada2_mergePairs/1.16+galaxy0
420,209856841628.0,2017.0,mothur_make_contigs/1.39.5.1
421,206208100096.0,1862.0,filter_tabular/3.1.2
422,204418764308.0,1705.0,bcftools_annotate/1.10
423,203911468452.0,2363.0,kraken2/2.1.1+galaxy1
424,202821595644.0,1653.0,featurecounts/1.6.3+galaxy2
425,198995188040.0,1614.0,fastqc/0.65
426,197467635868.0,1821.0,deeptools_multi_bigwig_summary/3.3.2.0.0
427,197296912764.0,1562.0,vcfbedintersect/1.0.0_rc3+galaxy0
428,196529192520.0,1616.0,samtools_bedcov/2.0.2
429,196131286024.0,1659.0,bcftools_stats/1.10
430,195875227428.0,1598.0,meme_chip/4.11.2+galaxy1
431,195871215976.0,1509.0,velvetg/1.2.10.1
432,194969667328.0,1845.0,bg_diamond/0.9.29.0
433,194742633012.0,1571.0,vcfvcfintersect/1.0.0_rc1+galaxy0
434,194207667564.0,1547.0,column_remove_by_header/0.0.1
435,192653387968.0,1842.0,mothur_screen_seqs/1.39.5.1
436,192208729952.0,1528.0,gffcompare/0.11.2
437,191405349756.0,1673.0,vsearch_chimera_detection/1.9.7.0
438,191192514532.0,1462.0,shovill/1.0.4+galaxy0
439,190150382700.0,1710.0,deeptools_plot_fingerprint/3.3.2.0.0
440,189205300240.0,1552.0,bed2gff1/bed2gff1
441,189006819004.0,1483.0,bed_to_bigBed/bed_to_bigBed
442,188947863764.0,1435.0,fastq_quality_trimmer/1.1.1
