,month_year,num_jobs,tool_name_version
130, 2020-01 ,      451,mothur_summary_tax/1.39.5.0                                                        
131, 2020-01 ,      436,peakcalling_macs/1.0.1                                                                       
132, 2020-01 ,      432,samtools_sort/2.0.3                                                                 
133, 2020-01 ,      430,varscan/2.4.2                                                                   
134, 2020-01 ,      426,vsearch_clustering/1.9.7.0                                                                    
135, 2020-01 ,      423,sam_to_bam/2.1.1                                                                       
136, 2020-01 ,      422,samtools_idxstats/2.0.3                                                         
137, 2020-01 ,      420,tp_multijoin_tool/1.1.1                                                         
138, 2020-01 ,      419,samtools_stats/2.0.2+galaxy2                                                       
139, 2020-01 ,      418,rseqc_bam2wig/2.6.4                                                                          
140, 2020-01 ,      412,seqtk_sample/1.3.2                                                                              
141, 2020-01 ,      408,trim_galore/0.4.3.1                                                                 
142, 2020-01 ,      403,sequence_content_trimmer/0.1                                                
143, 2020-01 ,      402,cshl_fastx_barcode_splitter/1.0.1                                          
144, 2020-01 ,      397,cshl_fastx_collapser/1.0.1                                                        
145, 2020-01 ,      395,tp_replace_in_line/1.1.2                                                        
146, 2020-01 ,      391,deeptools_bam_coverage/3.1.2.0.0                                         
147, 2020-01 ,      389,ncbi_blastx_wrapper/0.3.3                                                         
148, 2020-01 ,      385,quast/5.0.2+galaxy0                                                                             
149, 2020-01 ,      383,fastq_groomer/1.0.4                                                                 
150, 2020-01 ,      370,cuffdiff/2.2.1.5                                                                         
151, 2020-01 ,      365,allele_counts_1/1.2                                                                    
152, 2020-01 ,      360,tp_replace_in_line/1.1.1                                                        
153, 2020-01 ,      353,bedtools_bamtobed/2.29.0                                                                     
154, 2020-01 ,      346,sam_pileup/1.1.2                                                                       
155, 2020-01 ,      342, __BUILD_LIST__                                                                                                                         / __BUILD_LIST__                                                                                                                         
156, 2020-01 ,      336,sam_to_bam/2.1                                                                         
157, 2020-01 ,      332,hisat2/2.1.0+galaxy4                                                                           
158, 2020-01 ,      318,presto_parselog/0.5.4                                                                 
159, 2020-01 ,      314,deeptools_bam_compare/3.3.0.0.0                                           
160, 2020-01 ,      314,picard_QualityScoreDistribution/2.18.2.1                                                   
161, 2020-01 ,      314,fasta_filter_by_length/1.1                                                 
162, 2020-01 ,      313,gatk_variant_select/0.0.3                                                          
163, 2020-01 ,      312,fastq_stats/1.1.1                                                                     
164, 2020-01 ,      305, CONVERTER_interval_to_bedstrict_0                                                                                                      / CONVERTER_interval_to_bedstrict_0                                                                                                      
165, 2020-01 ,      304,fastq_paired_end_joiner/2.0.1.1                                           
166, 2020-01 ,      303,samtools_view/1.9                                                                       
167, 2020-01 ,      301,tp_grep_tool/1.1.1                                                              
168, 2020-01 ,      298,flash/1.2.11.4                                                                                  
169, 2020-01 ,      297,rseqc_read_GC/2.6.4                                                                          
170, 2020-01 ,      296, Count1                                                                                                                                 / Count1                                                                                                                                 
171, 2020-01 ,      295,collapse_dataset/4.1                                                             
172, 2020-01 ,      291,sam_merge2/1.2.0                                                                        
173, 2020-01 ,      291,fastq_quality_trimmer/1.1.1                                              
174, 2020-01 ,      288, Extract genomic DNA 1                                                                                                                  / Extract genomic DNA 1                                                                                                                  
175, 2020-01 ,      287,tp_sorted_uniq/1.1.0                                                            
176, 2020-01 ,      287,bedtools_getfastabed/2.29.0                                                                  
177, 2020-01 ,      272,fastqc/0.65                                                                                
178, 2020-01 ,      271,clustalw/2.1                                                                             
179, 2020-01 ,      271,vcf2tsv/1.0.0_rc1+galaxy0                                                                 
180, 2020-01 ,      268,Extract genomic DNA 1/3.0.3                                                       
181, 2020-01 ,      267, __EXPORT_HISTORY__                                                                                                                     / __EXPORT_HISTORY__                                                                                                                     
182, 2020-01 ,      264,snpEff/1.0                                                                                
183, 2020-01 ,      263,picard_AddOrReplaceReadGroups/2.18.2.1                                                     
184, 2020-01 ,      262,picard_CollectRnaSeqMetrics/2.18.2.1                                                       
185, 2020-01 ,      260,prokka/1.14.5                                                                                 
186, 2020-01 ,      259,collection_column_join/0.0.3                                                   
187, 2020-01 ,      259,goseq/1.36.0+galaxy0                                                                            
188, 2020-01 ,      258,cshl_fastx_artifacts_filter/1.0.0                                          
189, 2020-01 ,      257, __MERGE_COLLECTION__                                                                                                                   / __MERGE_COLLECTION__                                                                                                                   
190, 2020-01 ,      257,tp_find_and_replace/1.1.2                                                       
191, 2020-01 ,      254,picard_CollectInsertSizeMetrics/2.18.2.1                                                   
192, 2020-01 ,      253,bedtools_mergebed/2.29.0                                                                     
193, 2020-01 ,      250,snpSift_extractFields/4.3+t.galaxy0                                                           
194, 2020-01 ,      244,rseqc_FPKM_count/2.6.4.1                                                                     
195, 2020-01 ,      244,deeptools_multi_bam_summary/3.3.0.0.0                               
196, 2020-01 ,      243,mimodd_reheader/0.1.9                                                                   
197, 2020-01 ,      242,deeptools_multi_bigwig_summary/3.3.0.0.0                         
198, 2020-01 ,      242, Show beginning1                                                                                                                        / Show beginning1                                                                                                                        
199, 2020-01 ,      242,sam_bw_filter/1.0.0                                                       
200, 2020-01 ,      241,ngsutils_bam_filter/0.5.9                                                         
201, 2020-01 ,      241,chipseeker/1.18.0+galaxy1                                                              
202, 2020-01 ,      240,rbc_mafft/7.221.3                                                                           
203, 2020-01 ,      237,samtools_fastx/1.9+galaxy1                                                             
204, 2020-01 ,      235,fastq_paired_end_deinterlacer/1.1.2                                 
205, 2020-01 ,      233,ncbi_blastp_wrapper/0.3.3                                                         
206, 2020-01 ,      231, CONVERTER_fasta_to_tabular                                                                                                             / CONVERTER_fasta_to_tabular                                                                                                             
207, 2020-01 ,      230,fastq_trimmer/1.1.1                                                                 
208, 2020-01 ,      230,cutadapt/1.16.5                                                                         
209, 2020-01 ,      226,sra_pileup/2.10.3                                                                           
210, 2020-01 ,      217,fastq_trimmer/1.0.0                                                                 
211, 2020-01 ,      217,dunovo/2.14                                                                                   
212, 2020-01 ,      216, trimmer                                                                                                                                / trimmer                                                                                                                                
213, 2020-01 ,      216,EMBOSS: transeq101/5.0.0                                                                 
214, 2020-01 ,      212,dexseq_count/1.28.1.0                                                                          
215, 2020-01 ,      210, Remove beginning1                                                                                                                      / Remove beginning1                                                                                                                      
216, 2020-01 ,      210,bedtools_sortbed/2.29.0                                                                      
217, 2020-01 ,      209,cshl_fastq_quality_boxplot/1.0.1                                            
218, 2020-01 ,      208,picard_MergeSamFiles/2.18.2.1                                                              
219, 2020-01 ,      207,cshl_fastq_quality_filter/1.0.1                                              
220, 2020-01 ,      207,picard_CASM/2.18.2.1                                                                       
221, 2020-01 ,      205,stringtie_merge/1.3.6                                                                       
222, 2020-01 ,      205,picard_ARRG/1.56.0                                                                         
223, 2020-01 ,      204, CONVERTER_interval_to_bed12_0                                                                                                          / CONVERTER_interval_to_bed12_0                                                                                                          
224, 2020-01 ,      202,fastqc/0.69                                                                                
225, 2020-01 ,      201,mimodd_sort/0.1.9                                                                       
226, 2020-01 ,      201,gops_coverage_1/1.0.0                                                                    
227, 2020-01 ,      199,rseqc_geneBody_coverage/2.6.4.3                                                              
228, 2020-01 ,      199,sam_dump/2.10.4                                                                             
229, 2020-01 ,      198,deeptools_bigwig_compare/3.3.0.0.0                                     
230, 2020-01 ,      197,samtools_merge/1.9                                                                     
231, 2020-01 ,      195,taxonomy_krona_chart/2.6.1.1                                                    
232, 2020-01 ,      193,diffbind/2.10.0                                                                        
233, 2020-01 ,      192,mothur_count_seqs/1.39.5.0                                                          
234, 2020-01 ,      191,hisat2/2.1.0+galaxy3                                                                           
235, 2020-01 ,      190, CONVERTER_bedgraph_to_bigwig                                                                                                           / CONVERTER_bedgraph_to_bigwig                                                                                                           
236, 2020-01 ,      190,cuffmerge/2.2.1.1                                                                       
237, 2020-01 ,      190,presto_parseheaders/0.5.4                                                         
238, 2020-01 ,      190,bowtie_wrapper/1.1.2                                                              
239, 2020-01 ,      189,tp_replace_in_column/1.1.3                                                      
240, 2020-01 ,      188,cshl_fastx_clipper/1.0.3                                                            
241, 2020-01 ,      184,Kraken2Tax/1.2                                                                         
242, 2020-01 ,      178,ncbi_makeblastdb/0.3.3                                                            
243, 2020-01 ,      178,bcftools_plugin_counts/1.9+galaxy1                                             
244, 2020-01 ,      177, CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   / CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   
245, 2020-01 ,      176,picard_SortSam/2.18.2.1                                                                    
246, 2020-01 ,      174,fastq_filter/1.0.0                                                                   
247, 2020-01 ,      172,cshl_fastx_reverse_complement/1.0.0                                      
248, 2020-01 ,      172,bedtools_subtractbed/2.29.0                                                                  
249, 2020-01 ,      172, __UNZIP_COLLECTION__                                                                                                                   / __UNZIP_COLLECTION__                                                                                                                   
250, 2020-01 ,      171,mothur_cluster_split/1.39.5.0                                                    
251, 2020-01 ,      171,mothur_pre_cluster/1.39.5.0                                                        
252, 2020-01 ,      166,gops_subtract_1/1.0.0                                                                    
253, 2020-01 ,      164,fastq_paired_end_interlacer/1.2.0.1                                   
254, 2020-01 ,      164, wc_gnu                                                                                                                                 / wc_gnu                                                                                                                                 
255, 2020-01 ,      164,vcfcombine/1.0.0_rc1+galaxy0                                                           
256, 2020-01 ,      163,sam_to_bam/1.1.2                                                                       
257, 2020-01 ,      163,mothur_taxonomy_to_krona/1.0                                                 
258, 2020-01 ,      162,rseqc_read_distribution/2.6.4.1                                                              
259, 2020-01 ,      162,cshl_fastx_quality_statistics/1.0.1                                      
260, 2020-01 ,      160,charts/1.0.1                                                                                   
261, 2020-01 ,      158, CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           / CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           
262, 2020-01 ,      158, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         / CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
263, 2020-01 ,      157,sailfish/0.10.1.1                                                                      
264, 2020-01 ,      156,bowtie2/2.3.4.2                                                                           
265, 2020-01 ,      153,bcftools_stats/1.9+galaxy1                                                             
266, 2020-01 ,      152,seqtk_sample/1.3.1                                                                              
267, 2020-01 ,      152,bamleftalign/1.1.0.46-0                                                                 
268, 2020-01 ,      151,table_annovar/0.1                                                                   
269, 2020-01 ,      151,rseqc_bam_stat/2.6.4                                                                         
270, 2020-01 ,      147,deeptools_compute_matrix/3.1.2.0.0                                     
271, 2020-01 ,      147,gatk_realigner_target_creator/0.0.4                                      
272, 2020-01 ,      143,mothur_remove_seqs/1.39.5.0                                                        
273, 2020-01 ,      141,cshl_fastx_reverse_complement/1.0.2                                      
274, 2020-01 ,      140,snpSift_filter/1.0                                                                        
275, 2020-01 ,      140,snpEff_download/4.3+T.galaxy2                                                                  
276, 2020-01 ,      140,snpEff_build_gb/4.3+T.galaxy4                                                                  
277, 2020-01 ,      140,macs2_predictd/2.1.1.20160309.1                                                                 
278, 2020-01 ,      139,fastq_manipulation/1.1.1                                                       
279, 2020-01 ,      139,vcfallelicprimitives/1.0.0_rc1+galaxy0                                       
280, 2020-01 ,      138,gatk_depth_of_coverage/0.0.2                                                    
281, 2020-01 ,      135,gatk_indel_realigner/0.0.6                                                        
282, 2020-01 ,      135,tp_tail_tool/1.1.0                                                              
283, 2020-01 ,      135,align_families/2.14                                                                           
284, 2020-01 ,      135,mothur_chimera_vsearch/1.39.5.1                                                
285, 2020-01 ,      134,correct_barcodes/2.14                                                                         
286, 2020-01 ,      134,precheck/2.14                                                                                 
287, 2020-01 ,      134,make_families/2.14                                                                            
288, 2020-01 ,      132,samtools_sort/2.0.2                                                                 
289, 2020-01 ,      131,deeptools_plot_pca/3.3.0.0.0                                                 
290, 2020-01 ,      130,samtools_depth/1.9                                                                     
291, 2020-01 ,      129, gff2bed1                                                                                                                               / gff2bed1                                                                                                                               
292, 2020-01 ,      128, CONVERTER_gff_to_bed_0                                                                                                                 / CONVERTER_gff_to_bed_0                                                                                                                 
293, 2020-01 ,      127,rseqc_tin/2.6.4.1                                                                            
294, 2020-01 ,      125,kraken-report/1.2.4                                                                 
295, 2020-01 ,      125,snpsift_vartype/4.3+t.galaxy0                                                                 
296, 2020-01 ,      124,vcfannotate/1.0.0_rc1+galaxy0                                                         
297, 2020-01 ,      120,picard_SamToFastq/2.18.2.1                                                                 
298, 2020-01 ,      120,get_flanks1/1.0.0                                                                      
299, 2020-01 ,      119,deeptools_plot_fingerprint/3.3.0.0.0                                 
300, 2020-01 ,      118,gops_merge_1/1.0.0                                                                          
301, 2020-01 ,      117,presto_filterseq/0.5.4                                                               
302, 2020-01 ,      117,featurecounts/1.6.2                                                                     
303, 2020-01 ,      116,ncbi_blastn_wrapper/0.3.0                                                         
304, 2020-01 ,      116,bedtools_coveragebed/2.29.0                                                                  
305, 2020-01 ,      115,snippy/4.4.5+galaxy1                                                                           
306, 2020-01 ,      115,presto_maskprimers/0.5.4                                                           
307, 2020-01 ,      113,snpSift_annotate/4.3+t.galaxy1                                                                
308, 2020-01 ,      113, CONVERTER_fasta_to_fai                                                                                                                 / CONVERTER_fasta_to_fai                                                                                                                 
309, 2020-01 ,      111,snippy/4.4.5+galaxy0                                                                           
310, 2020-01 ,      109, bed2gff1                                                                                                                               / bed2gff1                                                                                                                               
311, 2020-01 ,      109,lastz_wrapper_2/1.2.2                                                                       
312, 2020-01 ,      108,fasta_compute_length/1.0.2                                                   
313, 2020-01 ,      108,picard_CleanSam/2.18.2.1                                                                   
314, 2020-01 ,      106,bedtools_slopbed/2.29.0                                                                      
315, 2020-01 ,      105,gffread/2.2.1.2                                                                           
316, 2020-01 ,      104,bedtools_multiintersectbed/2.29.0                                                            
317, 2020-01 ,      103,bcftools_filter/1.9+galaxy1                                                           
318, 2020-01 ,      103,tp_uniq_tool/1.1.1                                                              
319, 2020-01 ,      102,bcftools_norm/1.9+galaxy1                                                               
320, 2020-01 ,      102,bcftools_mpileup/1.9+galaxy2                                                         
321, 2020-01 ,      101, CONVERTER_bed_to_gff_0                                                                                                                 / CONVERTER_bed_to_gff_0                                                                                                                 
322, 2020-01 ,      101,bedtools_intersectbed/2.27.1                                                                 
323, 2020-01 ,      101, CONVERTER_wig_to_bigwig                                                                                                                / CONVERTER_wig_to_bigwig                                                                                                                
324, 2020-01 ,      101,rgPicardMarkDups/1.56.0                                                                    
325, 2020-01 ,      101,cshl_fasta_formatter/1.0.1                                                        
326, 2020-01 ,      100,mimodd_vcf_filter/0.1.9                                                                 
327, 2020-01 ,       99,dexseq/1.28.1+galaxy1                                                                          
328, 2020-01 ,       98, Summary_Statistics1                                                                                                                    / Summary_Statistics1                                                                                                                    
