,month_year,total_cpu_time,tool_name_version
39, 2020-01 ,   19246291894164510259.00000000000000,fastq_filter/1.1.1
40, 2020-01 ,   19076052530991016215.00000000000000,naive_variant_caller/0.0.4
41, 2020-01 ,   18819912310456030279.00000000000000,random_lines1/random_lines1
42, 2020-01 ,   17884712275088895847.00000000000000,bcftools_mpileup/1.9+galaxy2
43, 2020-01 ,   17843637090010394100.00000000000000,presto_filterseq/0.5.4
44, 2020-01 ,   16941214051190425947.00000000000000,edger/3.24.1+galaxy1
45, 2020-01 ,   16540729889558505944.00000000000000,fastq_paired_end_joiner/2.0.1.1
46, 2020-01 ,   16431889240595337312.00000000000000,pileup_parser/1.0.2
47, 2020-01 ,   16321682690333846330.00000000000000,gops_join_1/1.0.0
48, 2020-01 ,   16170800908692225258.00000000000000,bedtools_multicovtbed/2.29.0
49, 2020-01 ,   14135657080797168383.00000000000000,mothur_align_seqs/1.39.5.0
50, 2020-01 ,   13899952105177660743.00000000000000,fastq_paired_end_deinterlacer/1.1.2
51, 2020-01 ,   12052272202880724233.00000000000000,liftOver1/liftOver1
52, 2020-01 ,   12048465950085920251.00000000000000,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
53, 2020-01 ,   11085411000335151392.00000000000000,sam_dump/2.10.4
54, 2020-01 ,   10405743537086220609.00000000000000,fastq_quality_trimmer/1.1.1
55, 2020-01 ,   10311885131236802585.00000000000000,dexseq/1.28.1+galaxy1
56, 2020-01 ,   10174195898925703281.00000000000000,rseqc_tin/2.6.4.1
57, 2020-01 ,    9888213874781594673.00000000000000,megahit/1.1.3.4
58, 2020-01 ,    9874671718874128222.00000000000000,iterative_map_pipeline/1.0
59, 2020-01 ,    9668275056277166786.00000000000000,tophat2/0.9
60, 2020-01 ,    9571470436330687943.00000000000000,velvetoptimiser/2.2.6
61, 2020-01 ,    9431267936366815117.00000000000000,presto_buildconsensus/0.5.4
62, 2020-01 ,    8238099375153707271.00000000000000,upload1/upload1
63, 2020-01 ,    8231764959487309178.00000000000000,deeptools_multi_bam_summary/3.3.0.0.0
64, 2020-01 ,    8094039155590799233.00000000000000,__SET_METADATA__/__SET_METADATA__
65, 2020-01 ,    7562207763421670401.00000000000000,gatk_depth_of_coverage/0.0.2
66, 2020-01 ,    7493453514282653509.00000000000000,transit_hmm/3.0.1+galaxy2
67, 2020-01 ,    7153179258402980853.00000000000000,hisat2/2.1.0+galaxy4
68, 2020-01 ,    6967772250580109626.00000000000000,lofreq_call/2.1.3.1+galaxy0
69, 2020-01 ,    6888642010746353225.00000000000000,bwameth/0.2.2
70, 2020-01 ,    6711814737369859612.00000000000000,fastqc/0.72+galaxy1
71, 2020-01 ,    6661104961500207087.00000000000000,presto_assemblepairs/0.5.4
72, 2020-01 ,    6203066246490960679.00000000000000,mothur_make_contigs/1.39.5.0
73, 2020-01 ,    5922738991649914359.00000000000000,dexseq_count/1.28.1.0
74, 2020-01 ,    5842957877396073328.00000000000000,Grouping1/Grouping1
75, 2020-01 ,    5733298983838296715.00000000000000,cshl_fastq_quality_filter/1.0.2
76, 2020-01 ,    5722238074146541393.00000000000000,mothur_cluster_split/1.39.5.0
77, 2020-01 ,    5471091821416606229.00000000000000,deeptools_plot_fingerprint/3.3.0.0.0
78, 2020-01 ,    5446036094629553859.00000000000000,gatk_unified_genotyper/0.0.6
79, 2020-01 ,    5399302193240818052.00000000000000,deeptools_plot_coverage/3.3.0.0.0
80, 2020-01 ,    5396665571127705289.00000000000000,bowtie2/0.4
81, 2020-01 ,    5260661647389659028.00000000000000,bowtie2/2.3.2.2
82, 2020-01 ,    5055618778376812027.00000000000000,macs2_callpeak/2.1.1.20160309.6
83, 2020-01 ,    4978879821439219275.00000000000000,tophat2/2.1.0
84, 2020-01 ,    4724298635435637492.00000000000000,bamtools/2.4.0
85, 2020-01 ,    4709484241007220183.00000000000000,fastq_paired_end_interlacer/1.2.0.1
86, 2020-01 ,    4638151040904939066.00000000000000,deeptools_multi_bigwig_summary/3.3.0.0.0
87, 2020-01 ,    4486644875313105316.00000000000000,lastz_wrapper_2/1.3.2
88, 2020-01 ,    4413775270481711535.00000000000000,minimap2/2.17+galaxy0
89, 2020-01 ,    4340197914839364130.00000000000000,sam_merge2/1.2.0
90, 2020-01 ,    4269256471836887755.00000000000000,shovill/1.0.4+galaxy0
91, 2020-01 ,    3996587578982438424.00000000000000,varscan/2.4.2
92, 2020-01 ,    3764036010305199760.00000000000000,comp1/comp1
93, 2020-01 ,    3493866514333157288.00000000000000,fastq_trimmer/1.1.1
94, 2020-01 ,    3364379153963020114.00000000000000,hisat2/2.1.0+galaxy3
95, 2020-01 ,    3217911673776225235.00000000000000,fastq_manipulation/1.1.1
96, 2020-01 ,    3087504564225215489.00000000000000,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
97, 2020-01 ,    3032015839552347599.00000000000000,salmon/0.14.1.2
98, 2020-01 ,    2961489842567128597.00000000000000,circos/0.69.8+galaxy1
99, 2020-01 ,    2888256185882320253.00000000000000,kraken/1.3.0
100, 2020-01 ,    2810049825108929253.00000000000000,picard_MarkDuplicates/2.18.2.2
101, 2020-01 ,    2457194765054967464.00000000000000,augustus/3.3.3
102, 2020-01 ,    2369382258111987179.00000000000000,gatk_count_covariates/0.0.5
103, 2020-01 ,    2314278923452040724.00000000000000,peakcalling_macs/1.0.1
104, 2020-01 ,    2307935125466003967.00000000000000,deeptools_bigwig_compare/3.3.0.0.0
105, 2020-01 ,    2161361683923970930.00000000000000,cutadapt/1.16.5
106, 2020-01 ,    2137463095967292340.00000000000000,sam_to_bam/2.1.1
107, 2020-01 ,    2070250303234611522.00000000000000,varscan_mpileup/2.4.3.1
108, 2020-01 ,    2056696644857942327.00000000000000,bedtools_genomecoveragebed/2.29.0
109, 2020-01 ,    1838296905218834282.00000000000000,charts/1.0.1
110, 2020-01 ,    1835582183123783606.00000000000000,gd_raxml/1.0.0
111, 2020-01 ,    1785330404971505898.00000000000000,sort1/sort1
112, 2020-01 ,    1770257844690343448.00000000000000,samtools_fastx/1.9+galaxy1
113, 2020-01 ,    1745239133395232676.00000000000000,ebi_sra_main/ebi_sra_main
114, 2020-01 ,    1733551930672570187.00000000000000,gatk_table_recalibration/0.0.5
115, 2020-01 ,    1678600458669050955.00000000000000,ggplot2_heatmap2/3.0.1
116, 2020-01 ,    1660169803815024740.00000000000000,cshl_fastx_barcode_splitter/1.0.0
117, 2020-01 ,    1645929267222338738.00000000000000,deeptools_bam_coverage/3.1.2.0.0
118, 2020-01 ,    1602549208792274092.00000000000000,ncbi_tblastx_wrapper/0.3.3
119, 2020-01 ,    1542905627117701990.00000000000000,bamFilter/2.4.1
120, 2020-01 ,    1432384144685447175.00000000000000,dexseq/1.20.1
121, 2020-01 ,    1396467611995175706.00000000000000,samtools_mpileup/0.0.1
122, 2020-01 ,    1266715990228403498.00000000000000,samtools_sort/2.0.3
123, 2020-01 ,    1200090191226585943.00000000000000,bamSplit/2.4.0
124, 2020-01 ,    1193874355425075981.00000000000000,cshl_fastx_trimmer/1.0.2
125, 2020-01 ,    1105238339138148941.00000000000000,deeptools_plot_enrichment/3.3.0.0.0
126, 2020-01 ,    1096900131321382263.00000000000000,samtools_view/1.9
127, 2020-01 ,    1064384931414007497.00000000000000,picard_MergeSamFiles/2.18.2.1
128, 2020-01 ,    1051081260020767479.00000000000000,sam_to_bam/2.1
129, 2020-01 ,     997941272653516802.00000000000000,gatk_indel_realigner/0.0.6
130, 2020-01 ,     969421084697466892.00000000000000,cshl_fastx_clipper/1.0.3
131, 2020-01 ,     962257272031048962.00000000000000,CONVERTER_interval_to_bgzip_0/CONVERTER_interval_to_bgzip_0
132, 2020-01 ,     953426076268927977.00000000000000,cshl_fastx_quality_statistics/1.0.1
133, 2020-01 ,     942098580529261403.00000000000000,cshl_fastq_to_fasta/1.0.0
134, 2020-01 ,     940017350562886836.00000000000000,bcftools_mpileup/1.4.0.0
135, 2020-01 ,     921717258384463337.00000000000000,samtools_phase/2.0.1
136, 2020-01 ,     876667015297240847.00000000000000,cufflinks/2.2.1.0
137, 2020-01 ,     856516395355595429.00000000000000,varscan/0.1
138, 2020-01 ,     825736509687789519.00000000000000,rgPicardMarkDups/1.56.0
139, 2020-01 ,     816352685072021157.00000000000000,seqtk_sample/1.3.2
140, 2020-01 ,     805648211872592822.00000000000000,pe_histogram/1.0.1
141, 2020-01 ,     770055274916410419.00000000000000,deeptools_compute_matrix/3.1.2.0.0
142, 2020-01 ,     767262257840712180.00000000000000,deeptools_multi_bam_summary/3.1.2.0.0
143, 2020-01 ,     760968825469938906.00000000000000,trimmomatic/0.36.5
144, 2020-01 ,     754555399869288896.00000000000000,peakcalling_sicer/0.0.2
145, 2020-01 ,     739750534113032735.00000000000000,deeptools_bam_compare/3.1.2.0.0
146, 2020-01 ,     708893261689362238.00000000000000,ncbi_makeblastdb/0.3.3
147, 2020-01 ,     701246917693984715.00000000000000,mothur_pre_cluster/1.39.5.0
148, 2020-01 ,     693512736529247639.00000000000000,salmon/0.11.2
149, 2020-01 ,     654130109632746177.00000000000000,bamleftalign/1.1.0.46-0
150, 2020-01 ,     634087746179178236.00000000000000,sam_to_bam/1.1.3
151, 2020-01 ,     629080546845994162.00000000000000,dunovo/2.14
152, 2020-01 ,     628452862615404936.00000000000000,trimmomatic/0.36.6
153, 2020-01 ,     622362823443233454.00000000000000,trim_galore/0.4.3.1
154, 2020-01 ,     607691713154018664.00000000000000,fastp/0.19.5+galaxy1
155, 2020-01 ,     564814901526962594.00000000000000,kallisto_quant/0.46.0.4
156, 2020-01 ,     558845392471945023.00000000000000,vcffilter2/1.0.0_rc1+galaxy3
157, 2020-01 ,     554613921268204110.00000000000000,cuffnorm/2.2.1.2
158, 2020-01 ,     534609831407606696.00000000000000,ncbi_blastp_wrapper/0.3.3
159, 2020-01 ,     513305244155911352.00000000000000,mothur_dist_seqs/1.39.5.0
160, 2020-01 ,     506882441050378307.00000000000000,picard_SortSam/2.18.2.1
161, 2020-01 ,     505238947567617419.00000000000000,meme_chip/4.11.2+galaxy1
162, 2020-01 ,     504817537428010818.00000000000000,rseqc_FPKM_count/2.6.4.1
163, 2020-01 ,     480987214516081810.00000000000000,picard_MarkDuplicatesWithMateCigar/2.18.2.1
164, 2020-01 ,     462091610481304093.00000000000000,stringtie/1.3.6
165, 2020-01 ,     448234102731991092.00000000000000,varscan_somatic/2.4.3.5
166, 2020-01 ,     447748068308168793.00000000000000,gatk_realigner_target_creator/0.0.4
167, 2020-01 ,     438218654686261647.00000000000000,metaspades/3.9.0
168, 2020-01 ,     436008510085685347.00000000000000,rseqc_bam2wig/2.6.4
169, 2020-01 ,     411706681067538602.00000000000000,sailfish/0.10.1.1
170, 2020-01 ,     407109530242381932.00000000000000,samtools_rmdup/2.0.1
171, 2020-01 ,     406949197040358068.00000000000000,rseqc_RPKM_saturation/2.6.4.1
172, 2020-01 ,     397182515202889346.00000000000000,cshl_fastx_artifacts_filter/1.0.1
173, 2020-01 ,     392373636537899167.00000000000000,bedtools_coveragebed/2.22.1
174, 2020-01 ,     354213192356922919.00000000000000,correct_barcodes/2.14
175, 2020-01 ,     336551601537927417.00000000000000,fastq_stats/1.0.0
176, 2020-01 ,     330618877261500906.00000000000000,tp_grep_tool/1.1.1
177, 2020-01 ,     329319115156451537.00000000000000,mothur_filter_seqs/1.39.5.0
178, 2020-01 ,     328354140320153923.00000000000000,cshl_fastq_to_fasta/1.0.2
179, 2020-01 ,     323357775438442987.00000000000000,cshl_fastx_barcode_splitter/1.0.1
180, 2020-01 ,     319282772987165869.00000000000000,fastq_filter/1.0.0
181, 2020-01 ,     310761429561021815.00000000000000,mothur_seq_error/1.39.5.0
182, 2020-01 ,     288998987098032399.00000000000000,snpEff/4.3+T.galaxy1
183, 2020-01 ,     280912916736232307.00000000000000,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
184, 2020-01 ,     267747908714689004.00000000000000,samtools_slice_bam/2.0.1
185, 2020-01 ,     265137376802942386.00000000000000,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
186, 2020-01 ,     258278940912239175.00000000000000,picard_ARRG/1.56.0
187, 2020-01 ,     256122144641784248.00000000000000,sam_to_bam/1.1.2
188, 2020-01 ,     250538446038842720.00000000000000,abyss-pe/2.2.3
189, 2020-01 ,     246969698079860440.00000000000000,deeptools_multi_bigwig_summary/3.1.2.0.0
190, 2020-01 ,     245545259108159346.00000000000000,bowtie2/2.2.6.2
191, 2020-01 ,     239035673790736606.00000000000000,deeptools_bam_pe_fragmentsize/3.3.0.0.0
192, 2020-01 ,     233803624099520092.00000000000000,sra_pileup/2.10.3
193, 2020-01 ,     231498721972404952.00000000000000,bcftools_call/1.4.0
194, 2020-01 ,     229606084844312633.00000000000000,fastq_paired_end_splitter/1.1.1
195, 2020-01 ,     226357642160519374.00000000000000,mothur_screen_seqs/1.39.5.0
196, 2020-01 ,     219419495063145307.00000000000000,plant_tribes_kaks_analysis/1.0.3.0
197, 2020-01 ,     209174499851867848.00000000000000,prinseq/0.20.4
198, 2020-01 ,     209044414540740435.00000000000000,bowtie2/0.2
199, 2020-01 ,     204211502815123327.00000000000000,deeptools_compute_gc_bias/3.3.0.0.0
200, 2020-01 ,     204033772676497323.00000000000000,fastq_to_tabular/1.1.1
201, 2020-01 ,     199506689722432951.00000000000000,cuffmerge/2.2.1.1
202, 2020-01 ,     183010406242840920.00000000000000,samtool_filter2/1.8+galaxy1
203, 2020-01 ,     180134036973571375.00000000000000,fastq_quality_trimmer/1.0.0
204, 2020-01 ,     173856508832195754.00000000000000,rseqc_geneBody_coverage/2.6.4.3
205, 2020-01 ,     173671259734561875.00000000000000,samtools_stats/2.0.2+galaxy2
206, 2020-01 ,     172725052380329880.00000000000000,fastq_trimmer/1.0.0
207, 2020-01 ,     171391899059500951.00000000000000,bowtie2/2.3.4.1
208, 2020-01 ,     168521307437217971.00000000000000,Count1/Count1
209, 2020-01 ,     161218840358489907.00000000000000,diffbind/2.6.6.4
210, 2020-01 ,     159372248912698182.00000000000000,featurecounts/1.6.4+galaxy1
211, 2020-01 ,     151593430802818204.00000000000000,deseq2/2.11.40.6
212, 2020-01 ,     137031448893767714.00000000000000,pilon/1.20.1
213, 2020-01 ,     133102047588925373.00000000000000,samtools_depth/1.9
214, 2020-01 ,     132645928997712000.00000000000000,crossmap_wig/0.3.7
215, 2020-01 ,     130294842468190292.00000000000000,ngsutils_bam_filter/0.5.9
216, 2020-01 ,     128628463645725052.00000000000000,mothur_pairwise_seqs/1.39.5.0
217, 2020-01 ,     128131820390828938.00000000000000,mothur_summary_seqs/1.39.5.0
218, 2020-01 ,     126356113396728776.00000000000000,mothur_pcr_seqs/1.39.5.0
219, 2020-01 ,     125977565550656747.00000000000000,macs2_refinepeak/2.1.1.20160309.1
220, 2020-01 ,     125943520240166868.00000000000000,rbc_mafft/7.221.3
221, 2020-01 ,     122758020487664230.00000000000000,maf_stats1/maf_stats1
222, 2020-01 ,     118684226190309766.00000000000000,qualimap_bamqc/2.2.2d+galaxy1
223, 2020-01 ,     116558620253294185.00000000000000,freebayes/0.4.1
224, 2020-01 ,     114992310746631269.00000000000000,macs2_predictd/2.1.1.20160309.1
225, 2020-01 ,     111016455921981258.00000000000000,samtools_bedcov/2.0.2
226, 2020-01 ,     108446336176425412.00000000000000,rnaspades/3.9.0.1
227, 2020-01 ,     106248334773397945.00000000000000,bedtools_intersectbed/2.29.0
228, 2020-01 ,      97105185376247581.00000000000000,diffbind/2.10.0
229, 2020-01 ,      91839771612868577.00000000000000,flash/1.2.11.4
230, 2020-01 ,      91523007325694237.00000000000000,fastq_manipulation/1.0.1
231, 2020-01 ,      91159224416495503.00000000000000,make_families/2.14
232, 2020-01 ,      89689846727811418.00000000000000,samtools_merge/1.9
233, 2020-01 ,      88909069412795259.00000000000000,allele_counts_1/1.2
234, 2020-01 ,      87745048315956138.00000000000000,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
235, 2020-01 ,      84242226554072820.00000000000000,cuffdiff/2.2.1.3
236, 2020-01 ,      76461028731952085.00000000000000,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
237, 2020-01 ,      76458506144030654.00000000000000,mothur_make_fastq/1.39.5.0
238, 2020-01 ,      72220371880094334.00000000000000,mimodd_varextract/0.1.9
239, 2020-01 ,      69998556604997596.00000000000000,bwa_mem/0.7.12.1
240, 2020-01 ,      67592000305339632.00000000000000,deeptools_plot_coverage/3.1.2.0.0
241, 2020-01 ,      67265665712045721.00000000000000,rseqc_junction_annotation/2.6.4.1
242, 2020-01 ,      63144998624623916.00000000000000,fastq_to_fasta_python/1.1.1
243, 2020-01 ,      61457111982345590.00000000000000,fastq_dump/2.9.1.3
244, 2020-01 ,      57449712228055670.00000000000000,align_families/2.15
245, 2020-01 ,      55737083462577191.00000000000000,varscan_copynumber/2.4.3.2
246, 2020-01 ,      54630609573146898.00000000000000,prokka/1.14.5
247, 2020-01 ,      53980511896638261.00000000000000,porechop/0.2.3
248, 2020-01 ,      52983450126123035.00000000000000,gops_subtract_1/1.0.0
249, 2020-01 ,      52420326490837528.00000000000000,ncbi_blastn_wrapper/0.3.0
250, 2020-01 ,      50401893029785300.00000000000000,kraken/1.2.3
251, 2020-01 ,      49175004874098265.00000000000000,cshl_fastx_clipper/1.0.1
252, 2020-01 ,      49133737471853975.00000000000000,picard_ReorderSam/1.56.0
253, 2020-01 ,      47685425038891459.00000000000000,picard_SamToFastq/2.18.2.1
254, 2020-01 ,      44474514960144624.00000000000000,EMBOSS: supermatcher95/5.0.0.1
255, 2020-01 ,      43779889232955329.00000000000000,bwa/0.7.12.1
256, 2020-01 ,      43115073083646208.00000000000000,bg_diamond/0.9.21.0
257, 2020-01 ,      42865879859843192.00000000000000,bedtools_multicovtbed/2.27.0.0
258, 2020-01 ,      42716882864776860.00000000000000,samtools_split/1.9
259, 2020-01 ,      40050439453236328.00000000000000,bam_to_sam/2.0.1
260, 2020-01 ,      39564883696726503.00000000000000,hisat2/2.0.5.2
261, 2020-01 ,      38060522046135410.00000000000000,fastqc/0.72
262, 2020-01 ,      37059789924317226.00000000000000,rseqc_bam_stat/2.6.4
263, 2020-01 ,      37027469818372288.00000000000000,vcfcombine/1.0.0_rc1+galaxy0
264, 2020-01 ,      36078806393500595.00000000000000,picard_MarkDuplicates/2.18.2.1
265, 2020-01 ,      35352931466619937.00000000000000,mothur_cluster/1.39.5.0
266, 2020-01 ,      34604082513756700.00000000000000,bedtools_bamtofastq/2.27.1
267, 2020-01 ,      34063120460198346.00000000000000,cshl_fastx_clipper/1.0.2
268, 2020-01 ,      33799576120305725.00000000000000,cat1/cat1
269, 2020-01 ,      33712160941781178.00000000000000,gops_intersect_1/1.0.0
270, 2020-01 ,      32999838296771565.00000000000000,bowtie_wrapper/1.1.2
271, 2020-01 ,      32899218156678556.00000000000000,picard_SortSam/1.126.0
272, 2020-01 ,      32843685240794507.00000000000000,bedtools_bamtobed/2.29.0
273, 2020-01 ,      32482200611985173.00000000000000,rseqc_read_GC/2.6.4
274, 2020-01 ,      31598406143695446.00000000000000,rseqc_read_distribution/2.6.4.1
275, 2020-01 ,      31477366547390007.00000000000000,quast/5.0.2+galaxy0
276, 2020-01 ,      30706691721623277.00000000000000,samtools_sort/2.0.2
277, 2020-01 ,      30325146504356723.00000000000000,sam2interval/1.0.1
278, 2020-01 ,      30022467891811099.00000000000000,Cut1/Cut1
279, 2020-01 ,      27523844062342982.00000000000000,tp_cut_tool/1.1.0
280, 2020-01 ,      26478967622980000.00000000000000,snpEff_build_gb/4.3+T.galaxy4
281, 2020-01 ,      25860900764376640.00000000000000,mimodd_covstats/0.1.9
282, 2020-01 ,      25396749057132781.00000000000000,deeptools_correct_gc_bias/3.3.0.0.0
283, 2020-01 ,      24273612979125367.00000000000000,vcf2tsv/1.0.0_rc1+galaxy0
284, 2020-01 ,      23104882850936983.00000000000000,vcfallelicprimitives/1.0.0_rc1+galaxy0
285, 2020-01 ,      23103097813450905.00000000000000,annotatemyids/3.7.0+galaxy1
286, 2020-01 ,      22436097749012878.00000000000000,presto_pairseq/0.5.4
287, 2020-01 ,      22323987368213048.00000000000000,table_annovar/0.2
288, 2020-01 ,      22213341902454709.00000000000000,transit_gumbel/3.0.1+galaxy1
289, 2020-01 ,      22038300860801215.00000000000000,samtools_rmdup/2.0
290, 2020-01 ,      21647325941087764.00000000000000,mimodd_delcall/0.1.9
291, 2020-01 ,      20690511413994235.00000000000000,mimodd_convert/0.1.9
292, 2020-01 ,      20352387284479651.00000000000000,hgv_add_scores/hgv_add_scores
293, 2020-01 ,      19513937583560572.00000000000000,fastqc/0.52
294, 2020-01 ,      19494573793240629.00000000000000,plotdexseq/1.28.1.0
295, 2020-01 ,      18767495945581034.00000000000000,fastq_combiner/1.1.1
296, 2020-01 ,      18731068039134567.00000000000000,correct_barcodes/2.15
297, 2020-01 ,      18212687941965365.00000000000000,mothur_pca/1.39.5.0
298, 2020-01 ,      18119406128128068.00000000000000,tp_tail_tool/1.1.0
299, 2020-01 ,      17450892848100075.00000000000000,meme_meme/4.11.1.0
300, 2020-01 ,      17120555798856795.00000000000000,cufflinks/0.0.6
301, 2020-01 ,      17102639605623210.00000000000000,limma_voom/3.38.3+galaxy3
302, 2020-01 ,      16700941511246997.00000000000000,freebayes/0.4
303, 2020-01 ,      16175839146151726.00000000000000,chipseeker/1.18.0+galaxy1
304, 2020-01 ,      15712133315027617.00000000000000,samtools_fixmate/1.9
305, 2020-01 ,      15561482350106218.00000000000000,deeptools_compute_matrix/2.5.0.0
306, 2020-01 ,      15085583932033924.00000000000000,microsatellite/1.0.0
307, 2020-01 ,      14516377828835293.00000000000000,picard_FastqToSam/2.18.2.1
308, 2020-01 ,      14211179912570482.00000000000000,vcf2pgSnp/1.0.0
309, 2020-01 ,      14192942059699664.00000000000000,ucsc_table_direct1/ucsc_table_direct1
310, 2020-01 ,      14023941939440718.00000000000000,vcfbreakcreatemulti/1.0.0_rc1+galaxy0
311, 2020-01 ,      14004016702552234.00000000000000,picard_CleanSam/2.18.2.1
312, 2020-01 ,      13833551350967744.00000000000000,multigps/0.74.0
313, 2020-01 ,      13367056191927011.00000000000000,featurecounts/1.6.3+galaxy2
314, 2020-01 ,      13353431080372689.00000000000000,picard_FixMateInformation/2.18.2.1
315, 2020-01 ,      13083798200626105.00000000000000,wig_to_bigWig/wig_to_bigWig
316, 2020-01 ,      12861539111169343.00000000000000,fastq_to_tabular/1.1.0
317, 2020-01 ,      12724941816603501.00000000000000,kallisto_quant/0.43.1.3
318, 2020-01 ,      12706997742694210.00000000000000,sequence_content_trimmer/0.1
319, 2020-01 ,      12658404847100512.00000000000000,sam_pileup/1.1.2
320, 2020-01 ,      12346339384109203.00000000000000,CONVERTER_sam_to_unsorted_bam/CONVERTER_sam_to_unsorted_bam
321, 2020-01 ,      12102656587833598.00000000000000,Interval_Maf_Merged_Fasta2/Interval_Maf_Merged_Fasta2
322, 2020-01 ,      11921549987915674.00000000000000,macs2_bdgdiff/2.1.1.20160309.1
323, 2020-01 ,      11899019943757632.00000000000000,htseq_count/0.6.1galaxy3
324, 2020-01 ,      11712521931192315.00000000000000,trimmomatic/0.36.3
325, 2020-01 ,      11547032978134765.00000000000000,samtools_flagstat/2.0.3
326, 2020-01 ,      11368602852885510.00000000000000,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
327, 2020-01 ,      10948564791472069.00000000000000,picard_AddOrReplaceReadGroups/2.18.2.1
328, 2020-01 ,      10796310235968283.00000000000000,mergeCols1/mergeCols1
329, 2020-01 ,      10659347328171083.00000000000000,sam_bw_filter/1.0.0
330, 2020-01 ,      10509953133718803.00000000000000,genetrack/1.0.1
331, 2020-01 ,      10484347213328800.00000000000000,mothur_fastq_info/1.39.5.0
332, 2020-01 ,      10453444146144601.00000000000000,tp_cat/0.1.0
333, 2020-01 ,      10369688871881627.00000000000000,kallisto_pseudo/0.46.0.1
334, 2020-01 ,      10144514726265904.00000000000000,bg_find_subsequences/0.2
335, 2020-01 ,      10115921081858217.00000000000000,mothur_chimera_vsearch/1.39.5.1
336, 2020-01 ,      10075060064763608.00000000000000,rseqc_read_quality/2.6.4
337, 2020-01 ,      10023753386220673.00000000000000,macs2_callpeak/2.1.1.20160309.0
338, 2020-01 ,       9864016692328232.00000000000000,bcftools_view/1.9+galaxy1
339, 2020-01 ,       9744844832644134.00000000000000,deeptools_plot_heatmap/3.3.0.0.1
340, 2020-01 ,       9475197887808922.00000000000000,samtool_filter2/1.8
