,month_year,avg_memory,tool_name_version
67,2021-08,8,unicycler/0.4.6.0
68,2021-08,8,bamtools/0.0.1
69,2021-08,8,megahit/1.1.3.5
70,2021-08,8,picard_ValidateSamFile/2.18.2.1
71,2021-08,7,seqtk_seq/1.3.3
72,2021-08,7,maxquant/1.6.10.43+galaxy3
73,2021-08,7,macs2_callpeak/2.1.1.20160309.4
74,2021-08,7,medaka_variant/1.3.2+galaxy0
75,2021-08,7,bwameth/0.2.2+galaxy1
76,2021-08,7,sam_to_bam/2.1.1
77,2021-08,7,bwa_mem/0.7.17.2
78,2021-08,7,exomedepth/1.1.0
79,2021-08,7,flash/1.2.11.4
80,2021-08,7,pilon/1.20.1
81,2021-08,6,unicycler/0.4.8.0
82,2021-08,6,deeptools_bam_coverage/3.1.2.0.0
83,2021-08,6,dada2_assignTaxonomyAddspecies/1.18+galaxy0
84,2021-08,6,bowtie_wrapper/1.2.0
85,2021-08,6,trimmomatic/0.36.5
86,2021-08,6,snippy_core/4.5.0
87,2021-08,6,maxbin2/2.2.7+galaxy2
88,2021-08,6,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
89,2021-08,6,bcftools_plugin_fill_an_ac/1.10
90,2021-08,6,bedtools_bamtobed/2.26.0.0
91,2021-08,6,salmon/1.5.1+galaxy0
92,2021-08,6,picard_CollectRnaSeqMetrics/2.18.2.2
93,2021-08,6,deeptools_multi_bam_summary/3.3.2.0.0
94,2021-08,6,bowtie2/0.3
95,2021-08,6,tabular_to_dbnsfp/tabular_to_dbnsfp
96,2021-08,6,rbc_mafft/7.221.3
97,2021-08,6,dexseq/1.28.1+galaxy1
98,2021-08,5,diffbind/2.10.0
99,2021-08,5,salmon/1.3.0+galaxy1
100,2021-08,5,bg_diamond_makedb/2.0.8
101,2021-08,5,mothur_dist_seqs/1.39.5.0
102,2021-08,5,ococo/0.1.2.6
103,2021-08,5,deeptools_compute_matrix/2.5.0.0
104,2021-08,5,maf_stats1/maf_stats1
105,2021-08,5,bg_diamond/2.0.8.0
106,2021-08,5,trimmomatic/0.38.0
107,2021-08,5,qualimap_rnaseq/2.2.2d+galaxy1
108,2021-08,5,bwa_wrapper/1.2.3
109,2021-08,5,samtool_filter2/1.8
110,2021-08,5,bwa/0.4.2
111,2021-08,5,macs2_filterdup/2.1.1.20160309.1
112,2021-08,5,bedtools_unionbedgraph/2.30.0
113,2021-08,5,picard_CollectGcBiasMetrics/2.18.2.1
114,2021-08,5,megablast_wrapper/1.2.0
115,2021-08,5,disco/1.2.0
116,2021-08,5,macs2_bdgdiff/2.1.1.20160309.1
117,2021-08,5,macs2_bdgcmp/2.1.1.20160309.0
118,2021-08,5,cutadapt/1.16.5
119,2021-08,5,samtools_reheader/2.0.1+galaxy1
120,2021-08,5,picard_MarkDuplicates/2.18.2.1
121,2021-08,5,picard_MarkDuplicates/2.18.2.2
122,2021-08,5,picard_MarkDuplicates/2.7.1.1
123,2021-08,5,khmer_abundance_distribution_single/3.0.0a3+galaxy2
124,2021-08,5,khmer_abundance_distribution_single/3.0.0a3+galaxy1
125,2021-08,5,freebayes/1.1.0.46-0
126,2021-08,5,repeatmasker_wrapper/4.0.9
127,2021-08,5,egsea/1.10.0
128,2021-08,4,cutadapt/1.16.6
129,2021-08,4,fastq_paired_end_joiner/2.0.1.1
130,2021-08,4,bcftools_norm/1.9+galaxy1
131,2021-08,4,bcftools_norm/1.10
132,2021-08,4,cshl_fastq_quality_filter/1.0.0
133,2021-08,4,__IMPORT_HISTORY__/__IMPORT_HISTORY__
134,2021-08,4,stringtie/2.1.1
135,2021-08,4,stringtie/1.3.4
136,2021-08,4,sam_dump/2.11.0+galaxy0
137,2021-08,4,scanpy_find_markers/1.7.2+galaxy0
138,2021-08,4,vcftools_slice/0.1
139,2021-08,4,kpca1/1.0.0
140,2021-08,4,samtools_mpileup/2.1.3
141,2021-08,4,samtools_calmd/2.0.2
142,2021-08,4,secure_hash_message_digest/secure_hash_message_digest
143,2021-08,4,ncbi_blastx_wrapper/2.10.1+galaxy0
144,2021-08,4,snippy/4.5.0
145,2021-08,4,microsatellite/1.0.0
146,2021-08,4,alleyoop/0.4.1+galaxy1
147,2021-08,4,shovill/1.1.0+galaxy0
148,2021-08,4,deeptools_bam_coverage/3.3.0.0.0
149,2021-08,4,scanpy_plot/1.7.1+galaxy1
150,2021-08,4,scanpy_inspect/1.7.1+galaxy0
151,2021-08,4,deeptools_plot_enrichment/3.3.2.0.0
152,2021-08,4,__EXPORT_HISTORY_TO_URI__/__EXPORT_HISTORY_TO_URI__
153,2021-08,4,__EXPORT_HISTORY__/__EXPORT_HISTORY__
154,2021-08,4,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
155,2021-08,4,samtools_merge/1.9
156,2021-08,4,wc_gnu/wc_gnu
157,2021-08,4,sklearn_numeric_clustering/1.0.8.3
158,2021-08,4,pretext_map/0.1.6+galaxy0
159,2021-08,4,ngsutils_bam_filter/0.5.9
160,2021-08,4,spades/3.12.0+galaxy1
161,2021-08,4,rseqc_read_distribution/2.6.4.1
162,2021-08,4,mothur_align_seqs/1.39.5.0
163,2021-08,4,minimap2/2.20+galaxy1
164,2021-08,4,bam_to_sam/2.0
165,2021-08,4,bwa_mem/0.7.17.1
166,2021-08,4,macs2_callpeak/2.1.1.20160309.6
167,2021-08,4,khmer_normalize_by_median/3.0.0a3+galaxy1
168,2021-08,4,vsearch_search/2.8.3.1
169,2021-08,4,varscan_somatic/2.4.3.6
170,2021-08,4,varscan_copynumber/2.4.3.2
171,2021-08,4,featurecounts/2.0.1+galaxy1
172,2021-08,4,featurecounts/2.0.1
173,2021-08,4,featurecounts/1.6.3+galaxy2
174,2021-08,4,dropletutils/1.2.1+2
175,2021-08,4,fastqc/0.68
176,2021-08,3,tp_cat/0.1.0
177,2021-08,3,tb_profiler_profile/2.8.14+galaxy1
178,2021-08,3,pizzly/0.37.3.1
179,2021-08,3,seqtk_sample/1.3.2
180,2021-08,3,deeptools_bigwig_compare/3.3.2.0.0
181,2021-08,3,mothur_make_fastq/1.39.5.0
182,2021-08,3,seq_composition/0.0.5
183,2021-08,3,fastq_paired_end_deinterlacer/1.1.5
184,2021-08,3,trim_galore/0.6.3
185,2021-08,3,mothur_deunique_seqs/1.39.5.0
186,2021-08,3,mothur_cluster/1.39.5.0
187,2021-08,3,mothur_classify_seqs/1.39.5.0
188,2021-08,3,crossmap_gff/0.3.7+galaxy1
189,2021-08,3,deeptools_bam_compare/3.3.2.0.0
190,2021-08,3,rseqc_geneBody_coverage/2.6.4.3
191,2021-08,3,bamtools/2.4.0
192,2021-08,3,miniasm/0.3+galaxy0
193,2021-08,3,bam_to_sam/2.0.1
194,2021-08,3,picard_MergeSamFiles/2.18.2.1
195,2021-08,3,picard_DownsampleSam/2.18.2.1
196,2021-08,3,cutadapt/3.4+galaxy0
197,2021-08,3,picard_CASM/2.18.2.1
198,2021-08,3,picard_SortSam/2.18.2.1
199,2021-08,3,bwa/0.7.12.1
200,2021-08,3,picard_artifact_metrics/2.18.2.1
201,2021-08,3,snpEff/4.3+T.galaxy1
202,2021-08,3,macs2_refinepeak/2.1.1.20160309.1
203,2021-08,3,samtools_mpileup/2.1.4
204,2021-08,3,length_and_gc_content/0.1.1
205,2021-08,3,samtools_rmdup/2.0.1
206,2021-08,3,samtools_slice_bam/2.0.1
207,2021-08,3,kraken2/2.1.1+galaxy1
208,2021-08,3,samtools_split/1.9
209,2021-08,3,cufflinks/2.2.1.3
210,2021-08,3,freebayes/1.3.1
211,2021-08,3,bamleftalign/1.3.1
212,2021-08,3,samtools_stats/2.0.1
213,2021-08,3,jbrowse/1.16.11+galaxy1
214,2021-08,3,hyphy_fel/2.5.31+galaxy1
215,2021-08,3,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
216,2021-08,3,fastq_dump/2.11.0+galaxy0
217,2021-08,3,feelnc/0.2
218,2021-08,3,bellerophon/1.0+galaxy0
219,2021-08,3,featurecounts/1.6.4+galaxy1
220,2021-08,3,bedtools_genomecoveragebed/2.30.0
221,2021-08,3,anndata_manipulate/0.7.5+galaxy0
222,2021-08,3,featurecounts/1.6.0.3
223,2021-08,3,featurecounts/1.6.0.2
224,2021-08,3,basil/1.2.0
225,2021-08,3,bcftools_filter/1.10
226,2021-08,3,dropletutils/1.10.0+galaxy1
227,2021-08,3,fastq_paired_end_splitter/1.1.5
228,2021-08,3,deseq2/2.11.40.6+galaxy2
229,2021-08,3,deseq2/2.11.40.6+galaxy1
230,2021-08,3,deseq2/2.11.40.6
231,2021-08,3,dada2_plotComplexity/1.18+galaxy0
232,2021-08,3,samtools_fastx/1.9+galaxy1
233,2021-08,3,mimodd_varcall/0.1.9
234,2021-08,3,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
235,2021-08,3,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
236,2021-08,3,scanpy_filter/1.7.1+galaxy0
237,2021-08,3,qualimap_bamqc/2.2.2d+galaxy1
238,2021-08,3,deeptools_plot_fingerprint/3.3.2.0.0
239,2021-08,3,chipseeker/1.18.0+galaxy1
240,2021-08,3,prinseq/0.20.4
241,2021-08,2,sam_bw_filter/1.0.0
242,2021-08,2,sam_pileup/1.1.3
243,2021-08,2,bacteria_tradis/1.4.5+galaxy2
244,2021-08,2,featurecounts/1.6.0.6
245,2021-08,2,snpEff_build_gb/4.3+T.galaxy4
246,2021-08,2,cd_hit_dup/0.0.1
247,2021-08,2,snpSift_annotate/4.3+t.galaxy1
248,2021-08,2,samtool_filter2/1.8+galaxy1
249,2021-08,2,roary/3.13.0+galaxy1
250,2021-08,2,samtools_bedcov/2.0.2
251,2021-08,2,fastqc/0.67
252,2021-08,2,samtools_depth/1.9
253,2021-08,2,snpSift_vcfCheck/4.3+t.galaxy0
254,2021-08,2,__DATA_FETCH__/__DATA_FETCH__
255,2021-08,2,lofreq_alnqual/2.1.5+galaxy0
256,2021-08,2,fastp/0.20.1+galaxy0
257,2021-08,2,kraken/1.3.1
258,2021-08,2,samtools_phase/2.0.1
259,2021-08,2,fastp/0.19.5+galaxy1
260,2021-08,2,wiggle2simple1/wiggle2simple1
261,2021-08,2,samtools_view/1.9+galaxy3
262,2021-08,2,bedtools_bedtobam/2.30.0
263,2021-08,2,edger/3.24.1+galaxy1
264,2021-08,2,transdecoder/5.5.0+galaxy1
265,2021-08,2,tximport/0.1
266,2021-08,2,samtools_stats/2.0
267,2021-08,2,bg_diamond/0.9.29.0
268,2021-08,2,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
269,2021-08,2,dada2_learnErrors/1.20+galaxy0
270,2021-08,2,dexseq_count/1.28.1.0
271,2021-08,2,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
272,2021-08,2,varscan_mpileup/2.4.3.1
273,2021-08,2,table_annovar/0.1
274,2021-08,2,master2pgSnp/master2pgSnp
275,2021-08,2,trinotate/3.2.1
276,2021-08,2,fastq_paired_end_joiner/2.0.1.1+galaxy0
277,2021-08,2,fastq_dump/2.10.8+galaxy0
278,2021-08,2,EMBOSS: cpgplot15/5.0.0
279,2021-08,2,ivar_trim/1.3.1+galaxy0
280,2021-08,2,deeptools_multi_bam_summary/2.5.0.0
281,2021-08,2,CONVERTER_interval_to_bgzip_0/CONVERTER_interval_to_bgzip_0
282,2021-08,2,CONVERTER_tar_to_directory/CONVERTER_tar_to_directory
283,2021-08,2,ebi_sra_main/ebi_sra_main
284,2021-08,2,pe_histogram/1.0.1
285,2021-08,2,ivar_trim/1.2.2+galaxy1
286,2021-08,2,bedtools_bamtobed/2.30.0+galaxy1
287,2021-08,2,mothur_screen_seqs/1.39.5.1
288,2021-08,2,hyphy_meme/2.5.31+galaxy2
289,2021-08,2,mothur_remove_rare/1.39.5.0
290,2021-08,2,mothur_merge_files/1.39.5.0
291,2021-08,2,samtools_view/1.9+galaxy1
292,2021-08,2,mothur_make_contigs/1.39.5.0
293,2021-08,2,mothur_get_oturep/1.39.5.0
294,2021-08,2,tp_uniq_tool/1.1.1
295,2021-08,2,hyphy_bgm/2.5.31+galaxy2
296,2021-08,2,vcfannotategenotypes/1.0.0_rc3+galaxy0
297,2021-08,2,velveth/1.2.10.2
298,2021-08,2,mothur_filter_seqs/1.39.5.0
299,2021-08,2,deeptools_bam_coverage/3.3.2.0.0
300,2021-08,2,cat1/cat1
301,2021-08,2,collapse_dataset/5.1.0
302,2021-08,2,mothur_deunique_tree/1.39.5.0
303,2021-08,2,fastq_dump/2.10.9+galaxy0
304,2021-08,2,mothur_cluster_split/1.39.5.0
305,2021-08,2,search_gui/3.3.10.1
306,2021-08,2,fastq_trimmer/1.1.5
307,2021-08,2,deeptools_multi_bigwig_summary/3.3.2.0.0
308,2021-08,2,bedtools_bed12tobed6/2.30.0
309,2021-08,2,ctsm_fates/2.0.1
310,2021-08,2,ggplot2_heatmap2/2.2.1+galaxy0
311,2021-08,2,dada2_learnErrors/1.18+galaxy0
312,2021-08,2,sickle/1.33.2
313,2021-08,2,cat_multiple/0.2
314,2021-08,2,mlst/2.19.0
315,2021-08,2,CONVERTER_vcf_to_bgzip_0/CONVERTER_vcf_to_bgzip_0
316,2021-08,2,tetyper/1.1+galaxy1
317,2021-08,2,Profilegenerator/2.0.0
318,2021-08,2,GenotypeSTR/2.0.0
319,2021-08,2,fastq_to_tabular/1.1.1
320,2021-08,2,picard_MeanQualityByCycle/2.18.2.1
321,2021-08,2,anndata_inspect/0.7.5+galaxy0
322,2021-08,2,meme_psp_gen/5.0.5.0
323,2021-08,2,bamFilter/2.4.1
324,2021-08,2,bamSplit/2.4.0
325,2021-08,2,bamtools_split/2.4.0
326,2021-08,2,busco/5.0.0+galaxy0
327,2021-08,2,dada2_plotQualityProfile/1.20+galaxy0
328,2021-08,2,dada2_plotQualityProfile/1.18+galaxy0
329,2021-08,2,snippy/4.6.0+galaxy0
330,2021-08,2,snippy_clean_full_aln/4.5.0
331,2021-08,2,fastq_manipulation/1.1.5
332,2021-08,2,picard_CollectWgsMetrics/2.18.2.1
333,2021-08,2,picard_CollectInsertSizeMetrics/2.18.2.1
334,2021-08,2,picard_MergeSamFiles/2.7.1.0
335,2021-08,2,picard_CollectBaseDistributionByCycle/2.18.2.1
336,2021-08,2,featurecounts/1.6.4+galaxy2
337,2021-08,2,dada2_plotComplexity/1.20+galaxy0
338,2021-08,2,prinseq/0.20.4+galaxy1
339,2021-08,2,raceid_filtnormconf/3.1
340,2021-08,2,featurecounts/1.6.2
341,2021-08,2,snippy_core/4.6.0+galaxy0
342,2021-08,1,sklearn_feature_selection/1.0.8.3
343,2021-08,1,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
344,2021-08,1,bed2gff1/bed2gff1
345,2021-08,1,CONVERTER_Bam_Bai_0/CONVERTER_Bam_Bai_0
346,2021-08,1,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
347,2021-08,1,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
348,2021-08,1,CONVERTER_fasta_to_2bit/CONVERTER_fasta_to_2bit
349,2021-08,1,CONVERTER_fasta_to_bowtie_base_index/CONVERTER_fasta_to_bowtie_base_index
350,2021-08,1,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
351,2021-08,1,CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0
352,2021-08,1,CONVERTER_gff_to_bgzip_0/CONVERTER_gff_to_bgzip_0
353,2021-08,1,CONVERTER_gff_to_interval_index_0/CONVERTER_gff_to_interval_index_0
354,2021-08,1,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
355,2021-08,1,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
356,2021-08,1,CONVERTER_interval_to_bigwig_0/CONVERTER_interval_to_bigwig_0
357,2021-08,1,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
358,2021-08,1,CONVERTER_vcf_to_tabix_0/CONVERTER_vcf_to_tabix_0
359,2021-08,1,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
360,2021-08,1,CONVERTER_wig_to_bigwig/CONVERTER_wig_to_bigwig
361,2021-08,1,Count1/Count1
362,2021-08,1,Extract_features1/Extract_features1
363,2021-08,1,gff2bed1/gff2bed1
364,2021-08,1,gff_filter_by_attribute/gff_filter_by_attribute
365,2021-08,1,gtf_filter_by_attribute_values_list/gtf_filter_by_attribute_values_list
366,2021-08,1,mergeCols1/mergeCols1
367,2021-08,1,Paste1/Paste1
368,2021-08,1,augustus/3.4.0+galaxy0
369,2021-08,1,deeptools_bam_coverage/2.5.0.0
370,2021-08,1,deeptools_compute_matrix/3.0.2.0
371,2021-08,1,deeptools_compute_matrix/3.1.2.0.0
372,2021-08,1,deeptools_compute_matrix/3.3.2.0.0
373,2021-08,1,deeptools_plot_coverage/3.3.2.0.0
374,2021-08,1,deeptools_plot_fingerprint/2.5.0.0
375,2021-08,1,deeptools_plot_heatmap/2.5.0.0
376,2021-08,1,deeptools_plot_heatmap/3.3.2.0.1
377,2021-08,1,deeptools_plot_pca/3.3.2.0.0
378,2021-08,1,deeptools_plot_profile/3.1.2.0.0
379,2021-08,1,diffbind/2.6.6.4
380,2021-08,1,bg_find_subsequences/0.2
381,2021-08,1,sklearn_build_pipeline/1.0.8.3
382,2021-08,1,sklearn_lightgbm/1.0.8.3
383,2021-08,1,sklearn_pairwise_metrics/1.0.8.3
384,2021-08,1,sklearn_searchcv/1.0.8.3
385,2021-08,1,tp_split_on_column/0.2
386,2021-08,1,tp_awk_tool/1.1.2
387,2021-08,1,tp_find_and_replace/1.1.3
388,2021-08,1,tp_grep_tool/1.1.1
389,2021-08,1,tp_sort_header_tool/1.1.0
390,2021-08,1,trim_galore/0.4.2
391,2021-08,1,trim_galore/0.4.3.1
392,2021-08,1,naive_variant_caller/0.0.4
393,2021-08,1,getalleleseq/0.0.1
394,2021-08,1,gmx_sim/2020.2+galaxy0
395,2021-08,1,prokka/1.13
396,2021-08,1,prokka/1.14.5
397,2021-08,1,prokka/1.14.5+galaxy0
398,2021-08,1,taxonomy_krona_chart/2.7.1+galaxy0
399,2021-08,1,bamtools/2.4.0.0
400,2021-08,1,bowtie_wrapper/1.1.2
401,2021-08,1,cuffcompare/2.2.1.2
402,2021-08,1,cuffdiff/0.0.7
403,2021-08,1,cuffmerge/0.0.5
404,2021-08,1,cummeRbund/2.16.0+galaxy1
405,2021-08,1,dividePgSnp/1.0.0
406,2021-08,1,EMBOSS: biosed4/5.0.0
407,2021-08,1,EMBOSS: fuzznuc37/5.0.2
408,2021-08,1,EMBOSS: newcpgreport57/5.0.0.1
409,2021-08,1,cshl_fasta_formatter/1.0.1
410,2021-08,1,fastqc/0.69
411,2021-08,1,fastqc/0.72
412,2021-08,1,fastqc/0.72+galaxy1
413,2021-08,1,fastq_filter/1.1.5
414,2021-08,1,fastq_groomer/1.1.1
415,2021-08,1,fastq_groomer/1.1.5
416,2021-08,1,fastq_masker_by_quality/1.1.5
417,2021-08,1,fastq_paired_end_interlacer/1.2.0.1+galaxy0
418,2021-08,1,cshl_fastq_quality_filter/1.0.2
419,2021-08,1,cshl_fastq_quality_filter/1.0.2+galaxy0
420,2021-08,1,fastq_stats/1.1.5
421,2021-08,1,cshl_fastq_to_fasta/1.0.1
422,2021-08,1,fastq_to_tabular/1.1.5
423,2021-08,1,fastq_quality_trimmer/1.1.5
424,2021-08,1,cshl_fastx_clipper/1.0.3+galaxy0
425,2021-08,1,cshl_fastx_quality_statistics/1.0.1
426,2021-08,1,cshl_fastx_trimmer/1.0.2+galaxy0
427,2021-08,1,freebayes/0.4
428,2021-08,1,gffread/2.2.1.2
429,2021-08,1,kraken-mpa-report/1.2.4
430,2021-08,1,kraken-report/1.3.1
431,2021-08,1,kraken-translate/1.3.1
432,2021-08,1,blastxml_to_tabular/2.10.1+galaxy0
433,2021-08,1,ncbi_blastn_wrapper/2.10.1+galaxy0
434,2021-08,1,ncbi_blastp_wrapper/2.10.1+galaxy0
435,2021-08,1,ncbi_makeblastdb/2.10.1+galaxy0
436,2021-08,1,picard_AddOrReplaceReadGroups/2.18.2.1
437,2021-08,1,picard_CleanSam/2.18.2.1
438,2021-08,1,picard_EstimateLibraryComplexity/2.18.2.1
439,2021-08,1,picard_FastqToSam/2.18.2.1
440,2021-08,1,picard_FilterSamReads/2.18.2.1
441,2021-08,1,picard_MarkDuplicatesWithMateCigar/2.18.2.1
442,2021-08,1,picard_NormalizeFasta/2.18.2.1
443,2021-08,1,picard_QualityScoreDistribution/2.18.2.1
444,2021-08,1,picard_SamToFastq/2.18.2.2
445,2021-08,1,picard_SamToFastq/2.7.1.0
446,2021-08,1,sam2interval/1.0.2
447,2021-08,1,samtool_filter2/1.1.2
448,2021-08,1,samtools_flagstat/2.0.3
449,2021-08,1,samtools_sort/2.0.2
450,2021-08,1,samtools_split/1.1
451,2021-08,1,samtools_stats/2.0.2+galaxy2
452,2021-08,1,subtract_query1/0.1
453,2021-08,1,table_annovar/0.2
454,2021-08,1,tabular_to_fastq/1.0.0
455,2021-08,1,tabular_to_fastq/1.1.5
456,2021-08,1,varscan/2.4.2
457,2021-08,1,vcf2tsv/1.0.0_rc3+galaxy0
458,2021-08,1,vcfallelicprimitives/1.0.0_rc3+galaxy0
459,2021-08,1,vcfbedintersect/1.0.0_rc3+galaxy0
460,2021-08,1,vcfbreakcreatemulti/1.0.0_rc3+galaxy0
461,2021-08,1,vcfcheck/1.0.0_rc3+galaxy0
462,2021-08,1,vcfcombine/1.0.0_rc3+galaxy0
463,2021-08,1,vcfcommonsamples/1.0.0_rc3+galaxy0
464,2021-08,1,vcfrandomsample/1.0.0_rc3+galaxy0
465,2021-08,1,vcfsort/1.0.0_rc3+galaxy0
466,2021-08,1,scanpy_filter_genes/1.7.2+galaxy0
467,2021-08,1,scanpy_find_variable_genes/1.7.2+galaxy0
468,2021-08,1,fasta_merge_files_and_filter_unique_sequences/1.2.0
469,2021-08,1,gffcompare_to_bed/0.2.1
470,2021-08,1,plant_tribes_gene_family_classifier/1.0.3.0
471,2021-08,1,anndata_import/0.7.5+galaxy0
472,2021-08,1,bandage_image/0.8.1+galaxy2
473,2021-08,1,bcftools_call/1.10
474,2021-08,1,bcftools_convert_from_vcf/1.10
475,2021-08,1,bcftools_merge/1.10
476,2021-08,1,bcftools_mpileup/1.10
477,2021-08,1,bcftools_plugin_fixploidy/1.10
478,2021-08,1,bcftools_query_list_samples/1.10
479,2021-08,1,bcftools_view/1.10
480,2021-08,1,bedtools_annotatebed/2.30.0
481,2021-08,1,bedtools_bamtobed/2.29.0
482,2021-08,1,bedtools_bamtobed/2.29.2
483,2021-08,1,bedtools_bamtofastq/2.27.1
484,2021-08,1,bedtools_clusterbed/2.30.0
485,2021-08,1,bedtools_coveragebed/2.30.0
486,2021-08,1,bedtools_getfastabed/2.29.0
487,2021-08,1,bedtools_getfastabed/2.30.0
488,2021-08,1,bedtools_makewindowsbed/2.30.0
489,2021-08,1,bedtools_map/2.30.0.2
490,2021-08,1,bedtools_multicovtbed/2.29.2
491,2021-08,1,bedtools_multicovtbed/2.30.0
492,2021-08,1,bioext_bam2msa/0.19.7.0
493,2021-08,1,bioext_bam2msa/0.20.1+galaxy0
494,2021-08,1,bioext_bealign/0.19.7.0
495,2021-08,1,bioext_bealign/0.20.1+galaxy0
496,2021-08,1,busco/4.1.4
497,2021-08,1,circgraph/0.9-RC2
498,2021-08,1,circos/0.69.8+galaxy4
499,2021-08,1,circos_interval_to_tile/0.69.8+galaxy7
500,2021-08,1,dada2_dada/1.18+galaxy0
501,2021-08,1,dada2_dada/1.20+galaxy0
502,2021-08,1,dada2_filterAndTrim/1.18+galaxy0
503,2021-08,1,dada2_filterAndTrim/1.20+galaxy0
504,2021-08,1,dada2_learnErrors/1.12+galaxy1
505,2021-08,1,dada2_makeSequenceTable/1.18+galaxy0
506,2021-08,1,dada2_makeSequenceTable/1.20+galaxy0
507,2021-08,1,dada2_mergePairs/1.18+galaxy0
508,2021-08,1,dada2_mergePairs/1.20+galaxy0
