,month_year,num_jobs,tool_name_version
146,2021-08,461,rna_star/2.7.8a+galaxy0
147,2021-08,456,samtools_idxstats/2.0.3
148,2021-08,449,ncbi_blastp_wrapper/2.10.1+galaxy0
149,2021-08,448,fastq_filter/1.1.5
150,2021-08,445,cuffmerge/0.0.5
151,2021-08,443,samtools_sort/2.0.3
152,2021-08,442,lofreq_call/2.1.5+galaxy1
153,2021-08,442,fastq_paired_end_interlacer/1.2.0.1+galaxy0
154,2021-08,434,Kraken2Tax/1.2
155,2021-08,428,abricate/1.0.1
156,2021-08,424,cshl_fastx_trimmer/1.0.0
157,2021-08,420,bcftools_mpileup/1.10
158,2021-08,419,fastq_stats/1.1.5
159,2021-08,417,goseq/1.44.0+galaxy0
160,2021-08,400,quast/5.0.2+galaxy1
161,2021-08,397,table_annovar/0.2
162,2021-08,395,CONVERTER_gff_to_bgzip_0/CONVERTER_gff_to_bgzip_0
163,2021-08,391,comp1/comp1
164,2021-08,387,fasta_filter_by_length/1.1
165,2021-08,387,busco/5.0.0+galaxy0
166,2021-08,385,collection_column_join/0.0.3
167,2021-08,372,bcftools_consensus/1.10+galaxy1
168,2021-08,372,bamtools/2.4.0.0
169,2021-08,367,samtools_markdup/1.9+galaxy3
170,2021-08,366,picard_CollectInsertSizeMetrics/2.18.2.1
171,2021-08,360,picard_MergeSamFiles/2.18.2.1
172,2021-08,353,bedtools_getfastabed/2.30.0
173,2021-08,353,bedtools_sortbed/2.30.0
174,2021-08,348,sam_dump/2.11.0+galaxy0
175,2021-08,346,bedtools_bamtobed/2.30.0+galaxy1
176,2021-08,344,__ZIP_COLLECTION__/__ZIP_COLLECTION__
177,2021-08,338,fastq_trimmer/1.1.5
178,2021-08,334,EMBOSS: transeq101/5.0.0
179,2021-08,327,cshl_fasta_nucleotides_changer/1.0.2
180,2021-08,322,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
181,2021-08,321,bcftools_call/1.10
182,2021-08,317,deeptools_bigwig_compare/3.3.2.0.0
183,2021-08,316,cshl_fastx_trimmer/1.0.2+galaxy0
184,2021-08,312,naive_variant_caller/0.0.4
185,2021-08,309,fgsea/1.8.0+galaxy1
186,2021-08,308,picard_SortSam/2.18.2.1
187,2021-08,307,diffbind/2.10.0
188,2021-08,305,datamash_ops/1.1.0
189,2021-08,304,cuffdiff/2.2.1.6
190,2021-08,303,samtools_view/1.9+galaxy3
191,2021-08,303,mothur_summary_seqs/1.39.5.0
192,2021-08,303,stringtie_merge/2.1.1
193,2021-08,302,__BUILD_LIST__/__BUILD_LIST__
194,2021-08,292,mothur_make_group/1.39.5.0
195,2021-08,291,bam_to_sam/2.0.1
196,2021-08,286,samtools_fastx/1.9+galaxy1
197,2021-08,281,allele_counts_1/1.3.2
198,2021-08,278,pe_histogram/1.0.1
199,2021-08,277,filtlong/0.2.0+galaxy1
200,2021-08,275,dada2_dada/1.18+galaxy0
201,2021-08,273,deeptools_plot_correlation/3.3.2.0.0
202,2021-08,270,snippy/4.6.0+galaxy0
203,2021-08,261,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
204,2021-08,261,circos/0.69.8+galaxy7
205,2021-08,256,kallisto_quant/0.46.2+galaxy0
206,2021-08,253,tp_sed_tool/1.1.1
207,2021-08,252,deeptools_bam_compare/3.3.2.0.0
208,2021-08,251,bcftools_plugin_counts/1.10+galaxy1
209,2021-08,245,picard_SamToFastq/2.18.2.2
210,2021-08,243,maker/2.31.11
211,2021-08,241,bedtools_subtractbed/2.30.0
212,2021-08,240,tp_sort_header_tool/1.1.1
213,2021-08,240,augustus/3.4.0+galaxy0
214,2021-08,238,ggplot2_heatmap/2.2.1
215,2021-08,238,Remove beginning1/Remove beginning1
216,2021-08,237,megahit/1.1.3.5
217,2021-08,237,ngsutils_bam_filter/0.5.9
218,2021-08,234,table_compute/0.9.2
219,2021-08,234,tp_multijoin_tool/1.1.1
220,2021-08,229,bamleftalign/1.3.1
221,2021-08,227,kraken/1.3.1
222,2021-08,226,bedtools_genomecoveragebed/2.30.0
223,2021-08,222,tab2fasta/1.1.0
224,2021-08,221,tb_profiler_profile/2.8.14+galaxy1
225,2021-08,221,cshl_fastx_reverse_complement/1.0.2+galaxy0
226,2021-08,221,fasta2tab/1.1.0
227,2021-08,218,fastq_paired_end_joiner/2.0.1.1+galaxy0
228,2021-08,217,addValue/addValue
229,2021-08,213,datamash_transpose/1.1.0
230,2021-08,203,tp_replace_in_column/1.1.3
231,2021-08,202,velvetoptimiser/2.2.6
232,2021-08,201,ggplot2_pca/2.2.1
233,2021-08,201,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
234,2021-08,201,Convert characters1/Convert characters1
235,2021-08,201,Show beginning1/Show beginning1
236,2021-08,200,bioext_bealign/0.20.1+galaxy0
237,2021-08,198,mothur_unique_seqs/1.39.5.0
238,2021-08,198,fasttree/2.1.10+galaxy1
239,2021-08,197,mergeCols1/mergeCols1
240,2021-08,197,samtools_fixmate/1.9
241,2021-08,196,gops_subtract_1/1.0.0
242,2021-08,195,rgweblogo3/3.5.0
243,2021-08,195,newick_display/1.6+galaxy1
244,2021-08,195,rseqc_bam2wig/2.6.4
245,2021-08,191,ivar_trim/1.2.2+galaxy1
246,2021-08,191,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
247,2021-08,191,mothur_screen_seqs/1.39.5.1
248,2021-08,185,meme_meme/5.0.5.0
249,2021-08,184,dexseq_count/1.28.1.0
250,2021-08,183,mothur_rename_seqs/1.39.5.0
251,2021-08,183,trimmer/trimmer
252,2021-08,182,ncbi_makeblastdb/2.10.1+galaxy0
253,2021-08,181,cshl_fastx_nucleotides_distribution/1.0.1
254,2021-08,178,ncbi_blastx_wrapper/2.10.1+galaxy0
255,2021-08,177,samtools_merge/1.9
256,2021-08,174,samtools_mpileup/2.1.4
257,2021-08,174,__EXTRACT_DATASET__/__EXTRACT_DATASET__
258,2021-08,172,picard_CleanSam/2.18.2.1
259,2021-08,172,bwa/0.7.12.1
260,2021-08,171,mothur_align_seqs/1.39.5.0
261,2021-08,171,roary/3.13.0+galaxy1
262,2021-08,168,rseqc_geneBody_coverage/2.6.4.3
263,2021-08,168,Extract genomic DNA 1/3.0.3+galaxy2
264,2021-08,165,picard_CASM/2.18.2.1
265,2021-08,165,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
266,2021-08,164,kraken-report/1.3.1
267,2021-08,161,EMBOSS: infoseq46/5.0.0
268,2021-08,160,featurecounts/1.6.4+galaxy2
269,2021-08,158,rseqc_read_distribution/2.6.4.1
270,2021-08,157,bwameth/0.2.2
271,2021-08,157,velveth/1.2.10.1
272,2021-08,155,vcfannotate/1.0.0_rc3+galaxy0
273,2021-08,155,velveth/1.2.10.2
274,2021-08,155,lastz_wrapper_2/1.3.3
275,2021-08,155,ncbi_acc_download/0.2.5+galaxy0
276,2021-08,151,bg_diamond/2.0.8.0
277,2021-08,149,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
278,2021-08,149,__EXPORT_HISTORY__/__EXPORT_HISTORY__
279,2021-08,149,ChangeCase/ChangeCase
280,2021-08,148,cufflinks/2.2.1.0
281,2021-08,148,Paste1/Paste1
282,2021-08,148,tophat2/0.9
283,2021-08,146,vsearch_search/1.9.7.0
284,2021-08,144,filter_by_fasta_ids/2.3
285,2021-08,143,charts/1.0.1
286,2021-08,143,gatk4_mutect2/4.1.7.0+galaxy02
287,2021-08,142,fastq_to_tabular/1.1.5
288,2021-08,142,bedtools_mergebed/2.30.0
289,2021-08,141,snpSift_annotate/4.3+t.galaxy1
290,2021-08,140,ivar_removereads/1.2.2+galaxy1
291,2021-08,140,pileup_parser/1.0.2
292,2021-08,140,varscan/2.4.2
293,2021-08,137,dada2_learnErrors/1.18+galaxy0
294,2021-08,136,fastqc/0.63
295,2021-08,134,bcftools_norm/1.10
296,2021-08,133,samtools_bedcov/2.0.2
297,2021-08,133,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
298,2021-08,131,mummer_nucmer/4.0.0beta2+galaxy1
299,2021-08,130,samtool_filter2/1.1.2
300,2021-08,129,limma_voom/3.48.0+galaxy1
301,2021-08,128,gffcompare/0.11.2
302,2021-08,127,gffread/2.2.1.2
303,2021-08,126,sam_to_bam/2.1.1
304,2021-08,126,gops_concat_1/1.0.1
305,2021-08,126,blastxml_to_tabular/2.10.1+galaxy0
306,2021-08,125,mummer_mummer/4.0.0beta2+galaxy1
307,2021-08,125,iqtree/1.5.5.3
308,2021-08,125,bandage_image/0.8.1+galaxy3
309,2021-08,124,liftOver1/liftOver1
310,2021-08,124,bedtools_bedtobam/2.30.0
311,2021-08,123,replace_column_with_key_value_file/0.2
312,2021-08,123,deeptools_multi_bigwig_summary/3.3.2.0.0
313,2021-08,122,sam_pileup/1.1.3
314,2021-08,122,cshl_fastx_quality_statistics/1.0.1
315,2021-08,120,tp_head_tool/1.1.0
316,2021-08,120,collapse_dataset/5.1.0
317,2021-08,120,tabular_to_fastq/1.1.5
318,2021-08,118,picard_FastqToSam/2.18.2.1
319,2021-08,118,deeptools_multi_bam_summary/3.3.2.0.0
320,2021-08,116,mothur_pre_cluster/1.39.5.0
321,2021-08,116,interactive_tool_rstudio/interactive_tool_rstudio
322,2021-08,116,deeptools_bam_coverage/2.5.0.0
323,2021-08,115,sam_merge2/1.2.0
324,2021-08,115,iqtree/2.1.2+galaxy0
325,2021-08,115,trim_galore/0.4.3.1
326,2021-08,114,augustus_training/3.4.0
327,2021-08,114,jbrowse/1.16.11+galaxy1
328,2021-08,113,bwa_mem/0.1
329,2021-08,112,fasta_compute_length/1.0.3
330,2021-08,112,kraken-translate/1.3.1
331,2021-08,111,gtftobed12/357
332,2021-08,111,mothur_count_seqs/1.39.5.0
333,2021-08,110,deeptools_bam_coverage/3.3.0.0.0
334,2021-08,110,bedtools_jaccard/2.30.0
335,2021-08,110,minimap2/2.20+galaxy2
336,2021-08,110,seqtk_sample/1.3.2
337,2021-08,109,kraken-filter/1.3.1
338,2021-08,109,bedtools_intersectbed/2.29.0
339,2021-08,108,tximport/0.1
340,2021-08,105,mothur_taxonomy_to_krona/1.0
341,2021-08,104,venn_list/0.1.1
342,2021-08,104,picard_NormalizeFasta/2.18.2.1
343,2021-08,103,edger/3.34.0+galaxy1
344,2021-08,103,gops_merge_1/1.0.0
345,2021-08,102,annotatemyids/3.12.0+galaxy1
346,2021-08,102,bedtools_map/2.30.0.2
347,2021-08,101,egsea/1.10.0
348,2021-08,101,CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0
349,2021-08,101,nanoplot/1.28.2+galaxy1
350,2021-08,99,cshl_fastx_clipper/1.0.3+galaxy0
351,2021-08,99,sina/1.7.2+galaxy0
352,2021-08,99,bedtools_bamtobed/2.29.2
353,2021-08,98,snpEff_download/4.3+T.galaxy2
354,2021-08,98,macs2_predictd/2.1.1.20160309.1
355,2021-08,97,seqtk_mergepe/1.3.1
356,2021-08,97,vsearch_chimera_detection/1.9.7.0
357,2021-08,96,pathview/1.24.0+galaxy0
358,2021-08,95,mothur_heatmap_sim/1.39.5.0
359,2021-08,95,fastq_paired_end_joiner/2.0.1.0
360,2021-08,94,mothur_classify_otu/1.39.5.0
361,2021-08,94,velvetg/1.2.10.2
362,2021-08,94,bcftools_merge/1.10
363,2021-08,94,rna_starsolo/2.7.8a
364,2021-08,94,bed2gff1/bed2gff1
365,2021-08,93,taxonomy_krona_chart/2.7.1
366,2021-08,93,regexColumn1/1.0.1
367,2021-08,92,fastq_filter/1.1.1
368,2021-08,91,rseqc_bam_stat/2.6.4
369,2021-08,91,vcf2tsv/1.0.0_rc3+galaxy0
370,2021-08,90,rseqc_FPKM_count/2.6.4.1
371,2021-08,90,bedtools_windowbed/2.30.0
372,2021-08,89,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
373,2021-08,87,bedtools_bamtofastq/2.27.1
374,2021-08,86,snpEff_build_gb/4.3+T.galaxy4
375,2021-08,86,meme_chip/4.11.2+galaxy1
376,2021-08,86,dada2_assignTaxonomyAddspecies/1.18+galaxy0
377,2021-08,85,tb_variant_filter/0.1.3+galaxy0
378,2021-08,85,rnaspades/3.9.0.2
379,2021-08,85,dada2_makeSequenceTable/1.18+galaxy0
380,2021-08,85,ggplot2_point/2.2.1+galaxy2
381,2021-08,85,vcfallelicprimitives/1.0.0_rc3+galaxy0
382,2021-08,84,flash/1.2.11.4
383,2021-08,84,ncbi_tblastn_wrapper/2.10.1+galaxy0
384,2021-08,84,goenrichment/2.0.1
385,2021-08,83,fastqe/0.2.6+galaxy1
386,2021-08,81,Show tail1/Show tail1
387,2021-08,81,sailfish/0.10.1.1
388,2021-08,81,taxonomy_krona_chart/2.6.1.1
389,2021-08,81,flye/2.6
390,2021-08,80,CONVERTER_fasta_to_len/CONVERTER_fasta_to_len
391,2021-08,80,mothur_filter_seqs/1.39.5.0
392,2021-08,80,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
393,2021-08,80,idr/2.0.3
394,2021-08,80,tp_awk_tool/1.1.2
395,2021-08,79,mothur_classify_seqs/1.39.5.0
396,2021-08,79,varscan_mpileup/2.4.3.1
397,2021-08,78,bcftools_stats/1.10
398,2021-08,78,cshl_fastx_artifacts_filter/1.0.0
399,2021-08,78,vcfcombine/1.0.0_rc3+galaxy0
400,2021-08,77,dada2_removeBimeraDenovo/1.18+galaxy0
401,2021-08,77,tp_sorted_uniq/1.1.0
402,2021-08,77,fastq_combiner/1.1.5
403,2021-08,76,bwameth/0.2.2+galaxy1
404,2021-08,76,cutadapt/1.16.6
405,2021-08,76,cuffmerge/2.2.1.2
406,2021-08,75,bioext_bam2msa/0.19.7.0
407,2021-08,74,CONVERTER_gff_to_interval_index_0/CONVERTER_gff_to_interval_index_0
408,2021-08,74,gmx_sim/2020.2+galaxy0
409,2021-08,74,vsearch_dereplication/2.8.3.0
410,2021-08,74,CONVERTER_gff_to_fli_0/CONVERTER_gff_to_fli_0
411,2021-08,74,genrich/0.5+galaxy2
412,2021-08,74,mothur_cluster_split/1.39.5.0
413,2021-08,73,CONVERTER_interval_to_bed12_0/CONVERTER_interval_to_bed12_0
414,2021-08,72,transdecoder/5.5.0+galaxy1
415,2021-08,72,deeptools_plot_pca/3.3.2.0.0
416,2021-08,72,CONVERTER_wig_to_bigwig/CONVERTER_wig_to_bigwig
417,2021-08,72,bedtools_multiintersectbed/2.30.0
418,2021-08,71,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
419,2021-08,71,PlasFlow/1.0
420,2021-08,71,table_annovar/0.1
421,2021-08,70,picard_AddOrReplaceReadGroups/1.126.0
422,2021-08,70,mothur_make_shared/1.39.5.0
423,2021-08,68,snpEff_databases/4.3+T.galaxy2
424,2021-08,68,featurecounts/1.6.4+galaxy1
425,2021-08,67,deeptools_plot_fingerprint/3.3.2.0.0
426,2021-08,67,tp_unfold_column_tool/1.1.1
427,2021-08,67,__SORTLIST__/__SORTLIST__
428,2021-08,65,ncbi_acc_download/0.2.7+galaxy0
429,2021-08,65,sickle/1.33.2
430,2021-08,65,scanpy_plot/1.7.1+galaxy1
431,2021-08,64,heinz_bum/1.0
432,2021-08,64,dada2_plotQualityProfile/1.18+galaxy0
433,2021-08,63,ncbi_blastdbcmd_wrapper/2.10.1+galaxy0
434,2021-08,62,mothur_count_groups/1.39.5.0
435,2021-08,62,gff2bed1/gff2bed1
436,2021-08,61,qualimap_rnaseq/2.2.2d+galaxy1
437,2021-08,59,bowtie2/2.3.4.2
438,2021-08,58,tp_tail_tool/1.1.0
439,2021-08,58,__FLATTEN__/__FLATTEN__
440,2021-08,57,__IMPORT_HISTORY__/__IMPORT_HISTORY__
441,2021-08,57,staramr_search/0.5.1
442,2021-08,57,column_remove_by_header/0.0.1
443,2021-08,57,volcanoplot/0.0.3
444,2021-08,56,tbvcfreport/0.1.7+galaxy0
445,2021-08,55,CONVERTER_len_to_linecount/CONVERTER_len_to_linecount
446,2021-08,55,rbc_splitfasta/0.4.0
447,2021-08,55,bcftools_view/1.10
448,2021-08,55,bed_to_bigBed/bed_to_bigBed
449,2021-08,54,CONVERTER_bed_to_fli_0/CONVERTER_bed_to_fli_0
450,2021-08,54,mimodd_vcf_filter/0.1.9
451,2021-08,54,star_fusion/0.5.4-3+galaxy1
452,2021-08,53,split_file_to_collection/0.5.0
453,2021-08,53,CONVERTER_ref_to_seq_taxomony/CONVERTER_ref_to_seq_taxomony
454,2021-08,53,intervene_upset/0.6.5
455,2021-08,52,mothur_remove_seqs/1.39.5.0
456,2021-08,52,mummer_dnadiff/4.0.0beta2+galaxy1
457,2021-08,52,trinotate/3.2.1
458,2021-08,51,uniprot/0.2
459,2021-08,51,EMBOSS: getorf42/5.0.0.1
460,2021-08,51,snap_training/2013_11_29+galaxy1
461,2021-08,51,trinity_align_and_estimate_abundance/2.9.1+galaxy1
462,2021-08,51,mothur_summary_tax/1.39.5.0
463,2021-08,51,microsatellite/1.0.0
464,2021-08,50,snippy_core/4.5.0
465,2021-08,49,vsearch_clustering/2.8.3.0
466,2021-08,49,Summary_Statistics1/Summary_Statistics1
467,2021-08,49,samtools_calmd/2.0.2
468,2021-08,49,vcffilter2/1.0.0_rc1+galaxy1
469,2021-08,49,samtools_slice_bam/2.0.1
470,2021-08,49,meme_fimo/5.0.5.0
471,2021-08,49,CONVERTER_bed_to_bgzip_0/CONVERTER_bed_to_bgzip_0
472,2021-08,49,picard_SamToFastq/2.7.1.0
473,2021-08,48,pizzly/0.37.3.1
474,2021-08,48,gmx_setup/2020.2+galaxy0
475,2021-08,48,anndata_import/0.7.5+galaxy0
476,2021-08,48,get_flanks1/1.0.0
477,2021-08,47,metaspades/3.9.0
478,2021-08,46,plant_tribes_assembly_post_processor/1.0.3.0
479,2021-08,46,mothur_fastq_info/1.39.5.0
480,2021-08,46,pygenomeTracks/3.6
481,2021-08,46,tbvcfreport/0.1.8+galaxy0
482,2021-08,46,deeptools_compute_matrix/3.0.2.0
483,2021-08,45,fastq_paired_end_splitter/1.1.5
484,2021-08,45,scanpy_inspect/1.7.1+galaxy0
485,2021-08,45,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
486,2021-08,45,mimodd_varcall/0.1.9
487,2021-08,45,length_and_gc_content/0.1.1
488,2021-08,45,edger/3.24.1+galaxy1
489,2021-08,44,hisat2/2.1.0+galaxy5
490,2021-08,44,vcfbedintersect/1.0.0_rc3+galaxy0
491,2021-08,44,trimmomatic/0.36.5
492,2021-08,43,mothur_tree_shared/1.39.5.0
493,2021-08,43,bcftools_gtcheck/1.10
494,2021-08,43,bedtools_coveragebed/2.30.0
495,2021-08,43,kraken_taxonomy_report/0.0.2
496,2021-08,43,dada2_seqCounts/1.18+galaxy0
497,2021-08,42,filter_tabular/3.1.2
498,2021-08,42,fastq_groomer/1.1.1
499,2021-08,42,Heatmap/2.2.2
500,2021-08,42,CONVERTER_vcf_to_bgzip_0/CONVERTER_vcf_to_bgzip_0
501,2021-08,41,anndata_inspect/0.7.5+galaxy0
502,2021-08,41,subtract_query1/0.1
503,2021-08,41,gatk4_mutect2/4.1.7.0+galaxy0
504,2021-08,41,fastq_manipulation/1.1.5
505,2021-08,41,hyphy_absrel/2.5.31+galaxy1
506,2021-08,41,tp_split_on_column/0.2
507,2021-08,40,vcfgenotypes/1.0.0_rc3+galaxy0
508,2021-08,40,mothur_remove_lineage/1.39.5.0
509,2021-08,40,bcftools_consensus/1.4.0
510,2021-08,40,__FILTER_FAILED_DATASETS__/__FILTER_FAILED_DATASETS__
511,2021-08,40,ruvseq/1.16.0+galaxy1
512,2021-08,40,samtools_split/1.9
513,2021-08,40,bedtools_closestbed/2.30.0
