,month_year,totalmemory,tool_name_version
105,2021-08,588,fasta_merge_files_and_filter_unique_sequences/1.2.0
106,2021-08,586,trinity_align_and_estimate_abundance/2.9.1+galaxy1
107,2021-08,574,bcftools_mpileup/1.10
108,2021-08,573,multiqc/1.9+galaxy1
109,2021-08,573,deeptools_bigwig_compare/3.3.2.0.0
110,2021-08,572,fastq_trimmer/1.1.5
111,2021-08,568,snippy/4.6.0+galaxy0
112,2021-08,567,genrich/0.5+galaxy2
113,2021-08,564,bwameth/0.2.2+galaxy1
114,2021-08,563,samtools_flagstat/2.0.3
115,2021-08,555,bg_diamond/2.0.8.0
116,2021-08,554,deeptools_bam_compare/3.3.2.0.0
117,2021-08,548,rseqc_read_distribution/2.6.4.1
118,2021-08,541,Cut1/Cut1
119,2021-08,536,bowtie2/2.3.4.2
120,2021-08,531,lofreq_call/2.1.5+galaxy0
121,2021-08,525,ngsutils_bam_filter/0.5.9
122,2021-08,522,deeptools_multi_bam_summary/3.3.2.0.0
123,2021-08,520,bamleftalign/1.3.1
124,2021-08,516,snpSift_filter/4.3+t.galaxy1
125,2021-08,513,egsea/1.10.0
126,2021-08,511,__EXPORT_HISTORY__/__EXPORT_HISTORY__
127,2021-08,509,tp_cut_tool/1.1.0
128,2021-08,508,CONVERTER_gff_to_bgzip_0/CONVERTER_gff_to_bgzip_0
129,2021-08,494,bcftools_norm/1.10
130,2021-08,494,vcffilter2/1.0.0_rc3+galaxy3
131,2021-08,483,fasta2tab/1.1.1
132,2021-08,482,tp_find_and_replace/1.1.3
133,2021-08,482,picard_CASM/2.18.2.1
134,2021-08,456,deeptools_plot_profile/3.3.2.0.0
135,2021-08,455,cshl_fastq_quality_filter/1.0.2+galaxy0
136,2021-08,452,fastq_paired_end_interlacer/1.2.0.1+galaxy0
137,2021-08,440,lofreq_indelqual/2.1.5+galaxy0
138,2021-08,439,mothur_align_seqs/1.39.5.0
139,2021-08,438,dada2_assignTaxonomyAddspecies/1.18+galaxy0
140,2021-08,437,limma_voom/3.48.0
141,2021-08,437,deg_annotate/1.1.0
142,2021-08,432,ggplot2_heatmap2/3.0.1
143,2021-08,425,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
144,2021-08,422,ncbi_blastp_wrapper/2.10.1+galaxy0
145,2021-08,418,goseq/1.44.0+galaxy0
146,2021-08,416,tb_profiler_profile/2.8.14+galaxy1
147,2021-08,414,mothur_make_contigs/1.39.5.1
148,2021-08,411,bedtools_intersectbed/2.30.0
149,2021-08,411,Count1/Count1
150,2021-08,407,mothur_screen_seqs/1.39.5.1
151,2021-08,391,bwa/0.7.12.1
152,2021-08,386,tab2fasta/1.1.1
153,2021-08,385,sra_source/sra_source
154,2021-08,383,bamtools/2.4.0.0
155,2021-08,382,samtools_mpileup/2.1.4
156,2021-08,380,cshl_fastq_to_fasta/1.0.0
157,2021-08,379,tp_grep_tool/1.1.1
158,2021-08,377,EMBOSS: extractseq35/5.0.0
159,2021-08,369,flye/2.6
160,2021-08,364,samtools_view/1.9+galaxy2
161,2021-08,357,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
162,2021-08,357,fastqc/0.72
163,2021-08,355,mothur_summary_seqs/1.39.5.0
164,2021-08,353,fastq_filter/1.1.5
165,2021-08,352,table_annovar/0.2
166,2021-08,352,pe_histogram/1.0.1
167,2021-08,347,bcftools_call/1.10
168,2021-08,345,fastq_paired_end_joiner/2.0.1.1+galaxy0
169,2021-08,342,cshl_fastx_barcode_splitter/1.0.1
170,2021-08,339,cuffmerge/0.0.5
171,2021-08,336,samtools_view/1.9+galaxy1
172,2021-08,327,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
173,2021-08,324,seqtk_sample/1.3.2
174,2021-08,318,rseqc_geneBody_coverage/2.6.4.3
175,2021-08,309,picard_AddOrReplaceReadGroups/2.18.2.1
176,2021-08,309,picard_SamToFastq/2.18.2.2
177,2021-08,306,featurecounts/1.6.4+galaxy2
178,2021-08,306,dexseq_count/1.28.1.0
179,2021-08,304,gatk4_mutect2/4.1.7.0+galaxy0
180,2021-08,302,seq_filter_by_id/0.2.7
181,2021-08,302,snippy_core/4.5.0
182,2021-08,300,hisat2/2.1.0+galaxy5
183,2021-08,300,lofreq_call/2.1.5+galaxy1
184,2021-08,298,cshl_fastq_to_fasta/1.0.2
185,2021-08,295,jbrowse/1.16.11+galaxy1
186,2021-08,289,cutadapt/1.16.6
187,2021-08,286,vegan_rarefaction/2.4-3
188,2021-08,283,bedtools_bedtobam/2.30.0
189,2021-08,277,snpSift_extractFields/4.3+t.galaxy0
190,2021-08,275,quast/5.0.2+galaxy1
191,2021-08,272,porechop/0.2.4
192,2021-08,272,Grouping1/Grouping1
193,2021-08,270,edger/3.34.0
194,2021-08,269,kraken/1.3.1
195,2021-08,267,stringtie_merge/2.1.1
196,2021-08,267,qualimap_bamqc/2.2.2d+galaxy1
197,2021-08,266,cshl_fastx_trimmer/1.0.2+galaxy0
198,2021-08,258,fastq_stats/1.1.5
199,2021-08,251,collapse_dataset/5.1.0
200,2021-08,250,dada2_dada/1.18+galaxy0
201,2021-08,249,metaspades/3.9.0
202,2021-08,246,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
203,2021-08,245,qualimap_rnaseq/2.2.2d+galaxy1
204,2021-08,242,ivar_consensus/1.3.1+galaxy0
205,2021-08,240,scanpy_plot/1.7.1+galaxy1
206,2021-08,239,csv_to_tabular/csv_to_tabular
207,2021-08,238,rseqc_infer_experiment/2.6.4.1
208,2021-08,234,tximport/0.1
209,2021-08,230,volcanoplot/0.0.5
210,2021-08,228,gops_join_1/1.0.0
211,2021-08,222,bedtools_getfastabed/2.30.0
212,2021-08,222,naive_variant_caller/0.0.4
213,2021-08,220,sam_pileup/1.1.3
214,2021-08,216,samtools_bedcov/2.0.2
215,2021-08,215,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
216,2021-08,207,flash/1.2.11.4
217,2021-08,203,roary/3.13.0+galaxy1
218,2021-08,199,microsatellite/1.0.0
219,2021-08,197,__IMPORT_HISTORY__/__IMPORT_HISTORY__
220,2021-08,194,snpSift_annotate/4.3+t.galaxy1
221,2021-08,191,featurecounts/1.6.4+galaxy1
222,2021-08,184,scanpy_inspect/1.7.1+galaxy0
223,2021-08,179,maxquant/1.6.10.43+galaxy3
224,2021-08,175,sort1/sort1
225,2021-08,173,deeptools_multi_bigwig_summary/3.3.2.0.0
226,2021-08,173,addName/0.2.0
227,2021-08,172,varscan/2.4.2
228,2021-08,171,Kraken2Tax/1.2
229,2021-08,166,seqtk_seq/1.3.3
230,2021-08,161,dada2_learnErrors/1.18+galaxy0
231,2021-08,159,snpEff_build_gb/4.3+T.galaxy4
232,2021-08,157,mothur_filter_seqs/1.39.5.0
233,2021-08,157,abricate/1.0.1
234,2021-08,156,tp_easyjoin_tool/1.1.2
235,2021-08,156,samtools_calmd/2.0.2
236,2021-08,155,deeptools_bam_coverage/3.3.0.0.0
237,2021-08,155,gffcompare/0.11.2
238,2021-08,154,gops_intersect_1/1.0.0
239,2021-08,154,annotatemyids/3.12.0
240,2021-08,150,cshl_fastq_quality_boxplot/1.0.1
241,2021-08,149,picard_FastqToSam/2.18.2.1
242,2021-08,148,trimmomatic/0.36.6
243,2021-08,146,pilon/1.20.1
244,2021-08,145,picard_ValidateSamFile/2.18.2.1
245,2021-08,144,ncbi_blastx_wrapper/2.10.1+galaxy0
246,2021-08,144,mothur_classify_seqs/1.39.5.0
247,2021-08,144,vcfvcfintersect/1.0.0_rc3+galaxy0
248,2021-08,143,trimmomatic/0.36.5
249,2021-08,142,velveth/1.2.10.2
250,2021-08,140,mimodd_varcall/0.1.9
251,2021-08,139,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
252,2021-08,137,deeptools_plot_fingerprint/3.3.2.0.0
253,2021-08,136,deeptools_bam_coverage/3.1.2.0.0
254,2021-08,134,fastq_paired_end_splitter/1.1.5
255,2021-08,131,Extract genomic DNA 1/3.0.3+galaxy2
256,2021-08,130,tp_replace_in_line/1.1.2
257,2021-08,130,egsea/1.20.0
258,2021-08,130,ivar_removereads/1.3.1+galaxy0
259,2021-08,130,deeptools_bam_coverage/2.5.0.0
260,2021-08,130,mothur_cluster_split/1.39.5.0
261,2021-08,129,bowtie2/2.3.4.3
262,2021-08,128,bcftools_consensus/1.10+galaxy1
263,2021-08,126,kallisto_pseudo/0.46.2+galaxy0
264,2021-08,126,filtlong/0.2.0+galaxy1
265,2021-08,125,mothur_make_group/1.39.5.0
266,2021-08,125,fastq_to_tabular/1.1.5
267,2021-08,124,pizzly/0.37.3.1
268,2021-08,123,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
269,2021-08,122,hisat2/2.1.0+galaxy3
270,2021-08,120,dada2_plotQualityProfile/1.18+galaxy0
271,2021-08,119,cshl_fastx_trimmer/1.0.0
272,2021-08,118,rseqc_bam2wig/2.6.4
273,2021-08,118,limma_voom/3.48.0+galaxy1
274,2021-08,117,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
275,2021-08,117,tabular_to_csv/tabular_to_csv
276,2021-08,116,fgsea/1.8.0+galaxy1
277,2021-08,116,comp1/comp1
278,2021-08,114,snpEff_download/4.3+T.galaxy2
279,2021-08,113,fastq_to_fasta_python/1.1.1
280,2021-08,112,collection_column_join/0.0.3
281,2021-08,111,megablast_wrapper/1.2.0
282,2021-08,111,augustus/3.4.0+galaxy0
283,2021-08,110,ncbi_makeblastdb/2.10.1+galaxy0
284,2021-08,110,mothur_unique_seqs/1.39.5.0
285,2021-08,110,varscan_mpileup/2.4.3.1
286,2021-08,109,macs2_predictd/2.1.1.20160309.1
287,2021-08,106,samtools_slice_bam/2.0.1
288,2021-08,106,samtools_idxstats/2.0.3
289,2021-08,105,sklearn_numeric_clustering/1.0.8.3
290,2021-08,104,maker/2.31.11
291,2021-08,104,lofreq_filter/2.1.5+galaxy0
292,2021-08,102,Remove beginning1/Remove beginning1
293,2021-08,100,transdecoder/5.5.0+galaxy1
294,2021-08,100,bp_genbank2gff3/1.1
295,2021-08,98,bedtools_bamtofastq/2.27.1
296,2021-08,98,deeptools_plot_correlation/3.3.2.0.0
297,2021-08,98,bedtools_sortbed/2.30.0
298,2021-08,97,varscan_somatic/2.4.3.6
299,2021-08,95,kraken-report/1.3.1
300,2021-08,95,kallisto_pseudo/0.46.0.2
301,2021-08,95,picard_CleanSam/2.18.2.1
302,2021-08,95,Add_a_column1/1.6
303,2021-08,94,trimmer/trimmer
304,2021-08,94,length_and_gc_content/0.1.1
305,2021-08,94,bcftools_filter/1.10
306,2021-08,94,mummer_nucmer/4.0.0beta2+galaxy1
307,2021-08,93,prinseq/0.20.4
308,2021-08,93,clustalw/2.1
309,2021-08,92,cshl_fastx_reverse_complement/1.0.2+galaxy0
310,2021-08,92,trim_galore/0.4.3.1
311,2021-08,92,bedtools_unionbedgraph/2.30.0
312,2021-08,92,dada2_assignTaxonomyAddspecies/1.20+galaxy0
313,2021-08,91,sickle/1.33.2
314,2021-08,90,macs2_filterdup/2.1.1.20160309.1
315,2021-08,90,mergeCols1/mergeCols1
316,2021-08,90,samtools_fixmate/1.9
317,2021-08,90,edger/3.24.1+galaxy1
318,2021-08,88,__EXPORT_HISTORY_TO_URI__/__EXPORT_HISTORY_TO_URI__
319,2021-08,87,mothur_count_seqs/1.39.5.0
320,2021-08,85,vcfcombine/1.0.0_rc3+galaxy0
321,2021-08,85,tabular_to_fastq/1.1.5
322,2021-08,84,circos/0.69.8+galaxy7
323,2021-08,84,snpeff_sars_cov_2/4.5covid19
324,2021-08,84,gtftobed12/357
325,2021-08,83,trinotate/3.2.1
326,2021-08,82,cshl_fasta_nucleotides_changer/1.0.2
327,2021-08,82,blastxml_to_tabular/2.10.1+galaxy0
328,2021-08,82,hhsearch/3.2.0+galaxy0
329,2021-08,81,addValue/addValue
330,2021-08,81,wc_gnu/wc_gnu
331,2021-08,80,bcftools_merge/1.10
332,2021-08,80,bcftools_plugin_counts/1.10+galaxy1
333,2021-08,80,bamtools/2.4.0
334,2021-08,79,salmon/0.14.1.2+galaxy1
335,2021-08,79,goenrichment/2.0.1
336,2021-08,79,Convert characters1/Convert characters1
337,2021-08,78,deeptools_bam_compare/3.1.2.0.0
338,2021-08,78,deeptools_compute_matrix/2.5.0.0
339,2021-08,77,rseqc_bam_stat/2.6.4
340,2021-08,77,samtools_markdup/1.9+galaxy3
341,2021-08,77,fasttree/2.1.10+galaxy1
342,2021-08,77,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
343,2021-08,76,Paste1/Paste1
344,2021-08,76,bg_diamond_makedb/2.0.8
345,2021-08,75,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
346,2021-08,75,fasta_filter_by_length/1.1
347,2021-08,75,EMBOSS: transeq101/5.0.0
348,2021-08,75,tp_sort_header_tool/1.1.1
349,2021-08,74,bedtools_map/2.30.0.2
350,2021-08,74,kraken-translate/1.3.1
351,2021-08,73,fasta-stats/1.0.1
352,2021-08,71,cshl_fastx_quality_statistics/1.0.1
353,2021-08,70,ococo/0.1.2.6
354,2021-08,69,samtool_filter2/1.1.2
355,2021-08,68,repeatmasker_wrapper/4.0.9
356,2021-08,68,bioext_bealign/0.20.1+galaxy0
357,2021-08,67,bwa_mem/0.7.12.1
358,2021-08,66,gatk4_mutect2/4.1.7.0+galaxy02
359,2021-08,66,dexseq/1.28.1+galaxy1
360,2021-08,66,rseqc_FPKM_count/2.6.4.1
361,2021-08,65,pathview/1.24.0+galaxy0
362,2021-08,65,ggplot2_heatmap/2.2.1
363,2021-08,65,bed2gff1/bed2gff1
364,2021-08,65,fasterq_dump/2.10.9+galaxy0
365,2021-08,64,anndata_inspect/0.7.5+galaxy0
366,2021-08,64,deeptools_multi_bam_summary/2.5.0.0
367,2021-08,63,tp_sed_tool/1.1.1
368,2021-08,63,vsearch_search/1.9.7.0
369,2021-08,63,table_compute/0.9.2
370,2021-08,63,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
371,2021-08,62,CONVERTER_gff_to_interval_index_0/CONVERTER_gff_to_interval_index_0
372,2021-08,62,CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0
373,2021-08,62,CONVERTER_vcf_to_bgzip_0/CONVERTER_vcf_to_bgzip_0
374,2021-08,62,mummer_dnadiff/4.0.0beta2+galaxy1
375,2021-08,61,fasta2tab/1.1.0
376,2021-08,61,cshl_fastx_clipper/1.0.3+galaxy0
377,2021-08,61,newick_display/1.6+galaxy1
378,2021-08,60,fastq_dump/2.10.9+galaxy0
379,2021-08,60,tp_awk_tool/1.1.2
380,2021-08,59,pipelign/0.2+galaxy0
381,2021-08,59,anndata_import/0.7.5+galaxy0
382,2021-08,59,liftOver1/liftOver1
383,2021-08,58,samtools_depth/1.9
384,2021-08,58,allele_counts_1/1.3.2
385,2021-08,58,dada2_makeSequenceTable/1.18+galaxy0
386,2021-08,57,samtools_sort/2.0.1
387,2021-08,57,fastq_manipulation/1.1.5
388,2021-08,56,filter_by_fasta_ids/2.3
389,2021-08,56,cutadapt/1.16.5
390,2021-08,56,table_annovar/0.1
391,2021-08,56,vcf2tsv/1.0.0_rc3+galaxy0
392,2021-08,55,gffread/2.2.1.2
393,2021-08,55,tp_replace_in_column/1.1.3
394,2021-08,55,samtools_split/1.9
395,2021-08,54,maxbin2/2.2.7+galaxy2
396,2021-08,53,picard_NormalizeFasta/2.18.2.1
397,2021-08,53,datamash_ops/1.1.0
398,2021-08,53,dada2_removeBimeraDenovo/1.18+galaxy0
399,2021-08,53,bedtools_subtractbed/2.30.0
400,2021-08,52,tp_multijoin_tool/1.1.1
401,2021-08,52,cshl_fastx_collapser/1.0.0
402,2021-08,52,bwa_wrapper/1.2.3
403,2021-08,52,fastqe/0.2.6+galaxy1
404,2021-08,52,meme_meme/5.0.5.0
405,2021-08,51,scpipe/1.0.0+galaxy2
406,2021-08,50,mothur_rename_seqs/1.39.5.0
407,2021-08,50,macs2_bdgdiff/2.1.1.20160309.1
408,2021-08,50,rgweblogo3/3.5.0
409,2021-08,49,kraken_taxonomy_report/0.0.2
410,2021-08,49,mothur_pre_cluster/1.39.5.0
411,2021-08,49,tab2fasta/1.1.0
412,2021-08,48,bamtools/0.0.1
413,2021-08,48,medaka_consensus_pipeline/1.3.2+galaxy0
414,2021-08,48,macs2_bdgcmp/2.1.1.20160309.0
415,2021-08,47,kraken-filter/1.3.1
416,2021-08,47,pileup_parser/1.0.2
417,2021-08,47,seurat/3.2.2+galaxy0
418,2021-08,47,bedtools_genomecoveragebed/2.29.0
419,2021-08,47,multigps/0.74.0
420,2021-08,47,salmon/1.3.0+galaxy1
421,2021-08,47,scanpy_filter/1.7.1+galaxy0
422,2021-08,46,ggplot2_pca/2.2.1
423,2021-08,46,vcfallelicprimitives/1.0.0_rc3+galaxy0
424,2021-08,46,sam_bw_filter/1.0.0
425,2021-08,46,edger/3.34.0+galaxy1
426,2021-08,45,datamash_transpose/1.1.0
427,2021-08,45,medaka_variant_pipeline/1.3.2+galaxy0
428,2021-08,45,gmx_sim/2020.2+galaxy0
429,2021-08,44,rna_star/2.7.7a
430,2021-08,44,fastq_groomer/1.1.1
431,2021-08,44,bcftools_view/1.10
432,2021-08,44,mothur_fastq_info/1.39.5.0
433,2021-08,43,ivar_trim/1.2.2+galaxy1
434,2021-08,43,bandage_image/0.8.1+galaxy3
435,2021-08,43,samtools_reheader/2.0.1+galaxy1
436,2021-08,42,cd_hit_dup/0.0.1
437,2021-08,42,iqtree/1.5.5.3
438,2021-08,42,picard_MarkDuplicates/2.18.2.1
439,2021-08,41,bacteria_tradis/1.4.5+galaxy2
440,2021-08,41,vcfbedintersect/1.0.0_rc3+galaxy0
441,2021-08,40,bedtools_bamtobed/2.29.2
442,2021-08,40,ncbi_acc_download/0.2.5+galaxy0
443,2021-08,40,gops_subtract_1/1.0.0
444,2021-08,40,cuffnorm/2.2.1.3
445,2021-08,40,anndata_manipulate/0.7.5+galaxy0
446,2021-08,40,nanoplot/1.28.2+galaxy1
447,2021-08,39,mummer_mummer/4.0.0beta2+galaxy1
448,2021-08,39,bioext_bam2msa/0.19.7.0
449,2021-08,39,Show beginning1/Show beginning1
450,2021-08,39,mothur_merge_files/1.39.5.0
451,2021-08,38,taxonomy_krona_chart/2.7.1
452,2021-08,38,fasta_compute_length/1.0.3
453,2021-08,38,rbc_splitfasta/0.4.0
454,2021-08,37,CONVERTER_wig_to_bigwig/CONVERTER_wig_to_bigwig
455,2021-08,37,charts/1.0.1
456,2021-08,37,freebayes/1.1.0.46-0
457,2021-08,36,tp_uniq_tool/1.1.1
458,2021-08,36,bedtools_multicovtbed/2.30.0
459,2021-08,35,ruvseq/1.16.0+galaxy1
460,2021-08,34,EMBOSS: infoseq46/5.0.0
461,2021-08,34,vcftools_slice/0.1
462,2021-08,34,mothur_dist_seqs/1.39.5.0
463,2021-08,34,bcftools_stats/1.10
464,2021-08,33,fastq_combiner/1.1.5
465,2021-08,33,vsearch_search/2.8.3.1
466,2021-08,33,bedtools_mergebed/2.30.0
467,2021-08,33,exomedepth/1.1.0
468,2021-08,33,bowtie_wrapper/1.1.2
469,2021-08,33,bamSplit/2.4.0
470,2021-08,33,snpfreqplot/1.0+galaxy3
471,2021-08,32,hisat2/2.1.0
472,2021-08,32,idr/2.0.3
473,2021-08,32,disco/1.2.0
474,2021-08,32,macs2_bdgpeakcall/2.1.1.20160309.0
475,2021-08,32,bwa_mem/0.7.15.1
476,2021-08,31,picard_DownsampleSam/2.18.2.1
477,2021-08,31,ChangeCase/ChangeCase
478,2021-08,31,gff2bed1/gff2bed1
479,2021-08,31,mlst/2.19.0
480,2021-08,31,deeptools_plot_pca/3.3.2.0.0
481,2021-08,31,sina/1.7.2+galaxy0
482,2021-08,31,secure_hash_message_digest/secure_hash_message_digest
483,2021-08,31,annotatemyids/3.12.0+galaxy1
484,2021-08,31,deeptools_compute_matrix/3.0.2.0
485,2021-08,31,CONVERTER_fasta_to_len/CONVERTER_fasta_to_len
486,2021-08,30,seqtk_mergepe/1.3.1
487,2021-08,30,slamdunk/0.4.1+galaxy2
488,2021-08,30,mimodd_varextract/0.1.9
489,2021-08,30,meme_chip/4.11.2+galaxy1
490,2021-08,30,jvarkit_wgscoverageplotter/20201223+galaxy0
491,2021-08,30,snpsift_vartype/4.3+t.galaxy0
492,2021-08,29,stringtie/1.3.4
493,2021-08,29,mothur_deunique_seqs/1.39.5.0
494,2021-08,29,picard_SamToFastq/2.7.1.0
495,2021-08,28,trinity_super_transcripts/2.9.1
496,2021-08,28,augustus_training/3.4.0
497,2021-08,28,cuffcompare/2.2.1.2
498,2021-08,27,fastq_filter/1.1.1
499,2021-08,27,dada2_dada/1.20+galaxy0
500,2021-08,27,fastqc/0.63
501,2021-08,27,dada2_seqCounts/1.18+galaxy0
502,2021-08,26,picard_CollectBaseDistributionByCycle/2.18.2.1
503,2021-08,26,mothur_chimera_vsearch/1.39.5.2
504,2021-08,26,deseq2/2.11.40.6
505,2021-08,26,cshl_fastq_quality_filter/1.0.0
506,2021-08,26,vcfannotate/1.0.0_rc3+galaxy0
507,2021-08,26,cshl_fastx_nucleotides_distribution/1.0.1
508,2021-08,26,dada2_plotQualityProfile/1.20+galaxy0
509,2021-08,26,bedtools_multiintersectbed/2.30.0
510,2021-08,25,ivar_variants/1.3.1+galaxy2
511,2021-08,25,bedtools_intersectbed/2.29.0
512,2021-08,25,tp_head_tool/1.1.0
513,2021-08,25,picard_MarkDuplicatesWithMateCigar/2.18.2.1
514,2021-08,25,venn_list/0.1.1
515,2021-08,25,picard_CollectRnaSeqMetrics/2.18.2.2
516,2021-08,25,picard_artifact_metrics/2.18.2.1
517,2021-08,25,vsearch_chimera_detection/1.9.7.0
518,2021-08,25,ncbi_blastdbcmd_wrapper/2.10.1+galaxy0
