,num_jobs,num_users,tool_name_version
111,12161,1052,lofreq_call/2.1.5+galaxy1
112,11942,623,minimap2/2.24+galaxy0
113,11936,1408,volcanoplot/0.0.5
114,11808,960,cutadapt/3.5+galaxy1
115,11775,9,sdf_to_tab/2020.03.4+galaxy0
116,11769,2426,multiqc/1.9+galaxy1
117,11709,1034,vcffilter2/1.0.0_rc3+galaxy3
118,11701,1082,cshl_fastq_quality_filter/1.0.2+galaxy0
119,11655,343,ivar_consensus/1.3.1+galaxy0
120,11413,1816,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
121,11403,1068,gops_intersect_1/1.0.0
122,11225,1324,samtools_flagstat/2.0.3
123,11042,1399,annotatemyids/3.12.0+galaxy1
124,10970,1280,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
125,10919,1633,csv_to_tabular/csv_to_tabular
126,10871,1184,samtools_sort/2.0.3
127,10466,101,__FILTER_FAILED_DATASETS__/__FILTER_FAILED_DATASETS__
128,10268,883,samtools_rmdup/2.0.1
129,10178,3,ctb_alignit/1.0.4+galaxy0
130,10085,855,clustalw/2.1
131,9993,447,iqtree/2.1.2+galaxy2
132,9969,515,fasttree/2.1.10+galaxy1
133,9777,676,qualimap_bamqc/2.2.2c
134,9689,181,mothur_fastq_info/1.39.5.0
135,9624,304,tp_sed_tool/1.1.1
136,9553,1215,unicycler/0.4.8.0
137,9286,1357,comp1/comp1
138,9285,1596,spades/3.12.0+galaxy1
139,9181,968,rseqc_infer_experiment/2.6.4.1
140,9177,507,rbc_mafft/7.221.3
141,9072,212,__UNZIP_COLLECTION__/__UNZIP_COLLECTION__
142,9010,182,ncbi_tblastn_wrapper/2.10.1+galaxy0
143,9005,420,featurecounts/2.0.1
144,8981,510,deeptools_bam_coverage/3.5.1.0.0
145,8892,473,hisat2/2.1.0+galaxy7
146,8847,59,ivar_trim/1.2.2+galaxy1
147,8798,162,dada2_mergePairs/1.20+galaxy0
148,8750,1020,mothur_unique_seqs/1.39.5.0
149,8644,805,cat_multiple/0.2
150,8628,29,presto_parselog/0.5.4
151,8501,123,fasta_concatenate0/0.0.1
152,8434,587,cutadapt/4.0+galaxy0
153,8209,1402,gops_join_1/1.0.0
154,8163,1484,deg_annotate/1.1.0
155,8127,343,deeptools_compute_matrix/3.5.1.0.0
156,8038,160,cshl_fastx_barcode_splitter/1.0.1
157,7981,504,bedtools_getfastabed/2.30.0
158,7924,21,mimodd_reheader/0.1.9
159,7909,605,chipseeker/1.18.0+galaxy1
160,7898,725,nanoplot/1.28.2+galaxy1
161,7860,1100,mothur_make_contigs/1.39.5.1
162,7795,197,fgsea/1.8.0+galaxy1
163,7587,154,minimap2/2.23+galaxy0
164,7400,1281,bam_to_sam/2.0.1
165,7354,957,mothur_screen_seqs/1.39.5.1
166,7341,859,limma_voom/3.48.0+galaxy2
167,7268,535,tp_easyjoin_tool/1.1.2
168,7214,500,tp_grep_tool/1.1.1
169,7098,692,wig_to_bigWig/wig_to_bigWig
170,6897,298,deeptools_plot_heatmap/3.5.1.0.1
171,6824,154,bowtie2/2.3.4.3+galaxy0
172,6746,237,fasta_compute_length/1.0.3
173,6707,1180,edger/3.34.0+galaxy2
174,6659,446,cshl_fastq_to_fasta/1.0.2
175,6644,26,param_value_from_file/param_value_from_file
176,6605,472,ncbi_blastp_wrapper/2.10.1+galaxy0
177,6585,2143,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
178,6521,907,mothur_align_seqs/1.39.5.0
179,6248,1146,tabular_to_csv/tabular_to_csv
180,6220,278,bwa_mem2/2.2.1+galaxy0
181,6191,1915,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
182,6070,861,tp_cat/0.1.0
183,6048,269,ivar_variants/1.3.1+galaxy2
184,5881,894,velveth/1.2.10.2
185,5877,1463,ncbi_acc_download/0.2.7+galaxy0
186,5846,120,fastqc/0.72
187,5841,773,bcftools_mpileup/1.10
188,5826,325,Count1/Count1
189,5811,418,samtools_view/1.9+galaxy3
190,5751,91,scanpy_plot/1.7.1+galaxy1
191,5741,291,seq_filter_by_id/0.2.7
192,5734,328,circos/0.69.8+galaxy7
193,5731,120,rbc_mirdeep2_mapper/2.0.0.8.1
194,5498,104,regex1/1.0.1
195,5433,577,mothur_taxonomy_to_krona/1.0
196,5418,118,cshl_fastx_reverse_complement/1.0.2+galaxy0
197,5350,427,Kraken2Tax/1.2
198,5298,682,picard_SortSam/2.18.2.1
199,5268,706,goseq/1.44.0+galaxy0
200,5175,68,rbc_mirdeep2_quantifier/2.0.0
201,5165,553,fastq_filter/1.1.5
202,5159,450,kraken/1.3.1
203,5140,895,mothur_count_seqs/1.39.5.0
204,5125,961,fastq_paired_end_interlacer/1.2.0.1+galaxy0
205,4988,298,rna_star/2.7.8a
206,4971,801,Remove beginning1/Remove beginning1
207,4902,666,tp_sort_header_tool/1.1.1
208,4883,1083,samtools_mpileup/2.1.4
209,4883,393,fastq_trimmer/1.1.5
210,4848,625,bcftools_call/1.10
211,4847,1132,collection_column_join/0.0.3
212,4814,250,__EXTRACT_DATASET__/__EXTRACT_DATASET__
213,4804,29,presto_parseheaders/0.5.4
214,4793,1098,spades/3.15.3+galaxy2
215,4746,72,trim_galore/0.4.3.1
216,4746,193,picard_CollectInsertSizeMetrics/2.18.2.1
217,4715,587,samtools_view/1.13+galaxy1
218,4707,361,bamtools/2.4.0.0
219,4638,551,bedtools_bamtobed/2.30.0+galaxy2
220,4624,38,ivar_trim/1.3.1+galaxy0
221,4578,38,ivar_removereads/1.3.1+galaxy0
222,4524,17,medaka_variant/1.0.3+galaxy3
223,4516,926,quast/5.0.2+galaxy4
224,4493,637,fastq_quality_trimmer/1.1.5
225,4408,457,fastq_paired_end_joiner/2.0.1.1+galaxy0
226,4396,914,cuffdiff/2.2.1.6
227,4392,1112,sam_dump/2.11.0+galaxy0
228,4376,392,deeptools_bam_compare/3.3.2.0.0
229,4342,89,pangolin/3.1.14+galaxy0
230,4321,449,tp_multijoin_tool/1.1.1
231,4196,355,kraken-report/1.3.1
232,4146,408,bedtools_genomecoveragebed/2.30.0
233,4127,55,addName/0.2.0
234,4126,628,picard_AddOrReplaceReadGroups/2.18.2.1
235,4098,491,fastq_paired_end_deinterlacer/1.1.5
236,4078,505,cuffmerge/0.0.5
237,4045,573,shovill/1.1.0+galaxy1
238,3975,789,bandage_image/0.8.1+galaxy3
239,3950,308,bedtools_sortbed/2.30.0
240,3924,97,vcfsort/1.0.0_rc3+galaxy0
241,3907,507,Extract genomic DNA 1/3.0.3+galaxy2
242,3859,227,jvarkit_wgscoverageplotter/20201223+galaxy0
243,3857,14,dada2_filterAndTrim/1.18+galaxy0
244,3792,454,Convert characters1/Convert characters1
245,3781,510,busco/5.2.2+galaxy2
246,3769,1332,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
247,3756,1456,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
248,3730,253,deeptools_bigwig_compare/3.3.2.0.0
249,3718,294,bedtools_mergebed/2.30.0
250,3718,954,tp_head_tool/1.1.0
251,3709,477,table_compute/1.2.4+galaxy0
252,3709,19,cshl_fastx_trimmer/1.0.0
253,3694,141,filter_tabular/3.3.0
254,3677,613,varscan/2.4.2
255,3644,472,shovill/1.1.0+galaxy0
256,3583,186,__BUILD_LIST__/__BUILD_LIST__
257,3567,139,deeptools_plot_profile/3.5.1.0.0
258,3563,1593,jbrowse/1.16.11+galaxy1
259,3552,560,deseq2/2.11.40.6+galaxy1
260,3531,326,tp_awk_tool/1.1.2
261,3525,503,deeptools_plot_correlation/3.3.2.0.0
262,3499,462,newick_display/1.6+galaxy1
263,3466,61,nextclade/1.4.1+galaxy0
264,3463,733,collapse_dataset/5.1.0
265,3450,1022,taxonomy_krona_chart/2.7.1
266,3427,515,varscan_mpileup/2.4.3.1
267,3414,582,edger/3.34.0+galaxy1
268,3414,323,rseqc_geneBody_coverage/2.6.4.3
269,3376,306,fastq_paired_end_splitter/1.1.5
270,3354,689,picard_MergeSamFiles/2.18.2.1
271,3318,87,fasplit/357
272,3316,203,dexseq_count/1.28.1.0
273,3305,271,EMBOSS: transeq101/5.0.0
274,3272,350,minimap2/2.20+galaxy2
275,3243,275,pilon/1.20.1
276,3221,108,filtlong/0.2.0+galaxy1
277,3218,212,addValue/addValue
278,3211,289,gprofiler_gost/0.1.7+galaxy11
279,3188,574,trinity/2.9.1+galaxy2
280,3174,132,fastq_to_tabular/1.1.5
281,3110,983,CONVERTER_uncompressed_to_gz/CONVERTER_uncompressed_to_gz
282,3108,87,anndata_inspect/0.7.5+galaxy0
283,3104,473,augustus/3.4.0+galaxy0
284,3099,294,rseqc_read_distribution/2.6.4.1
285,3084,295,bcftools_plugin_counts/1.10+galaxy1
286,3077,610,tp_sorted_uniq/1.1.0
287,3053,573,ncbi_makeblastdb/2.10.1+galaxy0
288,3041,404,samtools_fastx/1.13
289,2952,82,EMBOSS: extractseq35/5.0.0
290,2937,122,poretools_extract/0.6.1a1.0
291,2934,214,vcf2tsv/1.0.0_rc3+galaxy0
292,2930,176,dada2_dada/1.20+galaxy0
293,2912,497,fastq_stats/1.1.5
294,2900,29,presto_maskprimers/0.5.4
295,2895,29,presto_filterseq/0.5.4
296,2876,133,seqtk_sample/1.3.2
297,2863,297,diffbind/2.10.0
298,2855,11,dada2_mergePairs/1.18+galaxy0
299,2852,208,picard_SamToFastq/2.18.2.2
300,2842,1323,fastqe/0.2.6+galaxy2
301,2820,69,alphafold/2.1.2+galaxy0
302,2811,92,samtools_slice_bam/2.0.1
303,2808,132,tab2fasta/1.1.0
304,2797,272,Summary_Statistics1/Summary_Statistics1
305,2761,155,mergeCols1/mergeCols1
306,2700,945,Show beginning1/Show beginning1
307,2693,210,EMBOSS: geecee41/5.0.0
308,2686,227,trinity_align_and_estimate_abundance/2.9.1+galaxy1
309,2652,70,anndata_manipulate/0.7.5+galaxy0
310,2622,150,fasta2tab/1.1.0
311,2617,921,quast/5.0.2+galaxy1
312,2611,310,mothur_heatmap_sim/1.39.5.0
313,2611,21,cshl_fastx_collapser/1.0.0
314,2609,289,cshl_fastq_quality_boxplot/1.0.1
315,2548,737,fasta-stats/2.0
316,2533,417,samtools_merge/1.13
317,2513,166,PlasFlow/1.0
318,2490,59,cshl_fastx_renamer/0.0.14+galaxy1
319,2483,291,mothur_tree_shared/1.39.5.0
320,2451,140,bedtools_subtractbed/2.30.0
321,2447,70,filtlong/0.2.1+galaxy0
322,2446,698,mothur_classify_seqs/1.39.5.0
323,2445,548,tp_tail_tool/1.1.0
324,2424,766,velvetg/1.2.10.2
325,2421,605,stringtie_merge/2.1.7+galaxy1
326,2403,236,gd_raxml/1.0.0
327,2390,173,ngsutils_bam_filter/0.5.9
328,2384,738,mothur_pre_cluster/1.39.5.0
329,2368,334,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
330,2352,118,datamash_reverse/1.1.0
331,2333,447,table_annovar/0.2
332,2329,4,cshl_fastq_to_fasta/1.0.0
333,2328,283,deeptools_multi_bigwig_summary/3.3.2.0.0
334,2288,263,tp_cat/0.1.1
335,2287,332,rgweblogo3/3.5.0
336,2284,383,trinity/2.9.1+galaxy1
337,2265,65,cutadapt/1.16.6
338,2264,284,bedtools_bamtobed/2.30.0+galaxy1
339,2251,340,megahit/1.2.9+galaxy0
340,2246,802,snpEff_download/4.3+T.galaxy2
341,2226,141,sailfish/0.10.1.1
342,2219,241,picard_CASM/2.18.2.1
343,2207,473,gffread/2.2.1.3+galaxy0
344,2200,162,pygenomeTracks/3.6
345,2193,229,venn_list/0.1.1
346,2192,566,mothur_make_shared/1.39.5.0
347,2135,532,mothur_chimera_vsearch/1.39.5.2
348,2133,458,ChangeCase/ChangeCase
349,2130,192,megahit/1.1.3.5
350,2113,307,ncbi_blastx_wrapper/2.10.1+galaxy0
351,2073,45,ivar_removereads/1.2.2+galaxy1
352,2071,65,featurecounts/1.6.4+galaxy1
353,2071,317,limma_voom/3.48.0+galaxy1
354,2066,331,pathview/1.24.0+galaxy0
355,2058,216,bp_genbank2gff3/1.1
356,2050,198,datamash_transpose/1.1.0
357,2049,167,mummer_nucmer/4.0.0rc1+galaxy2
358,2045,396,flye/2.6
359,2037,180,split_file_to_collection/0.5.0
360,2036,287,pe_histogram/1.0.1
361,2033,122,bedtools_multicovtbed/2.30.0
362,2028,54,scanpy_inspect/1.7.1+galaxy0
363,2013,321,cshl_fastx_quality_statistics/1.0.1
364,2004,256,picard_MarkDuplicates/2.18.2.3
365,1997,36,docking/1.2.3+galaxy0
366,1996,254,pileup_parser/1.0.2
367,1992,593,mothur_cluster_split/1.39.5.0
368,1991,98,sickle/1.33.2
369,1977,720,mothur_filter_seqs/1.39.5.0
370,1967,341,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
371,1959,498,deeptools_multi_bam_summary/3.3.2.0.0
372,1958,333,bcftools_norm/1.10
373,1957,30,seqtk_sample/1.2.0
374,1950,265,prinseq/0.20.4+galaxy1
375,1931,424,get_flanks1/1.0.0
376,1930,100,regexColumn1/1.0.1
377,1925,29,presto_pairseq/0.5.4
378,1923,107,trimmer/trimmer
379,1921,30,presto_buildconsensus/0.5.4
380,1917,197,naive_variant_caller/0.0.4
381,1897,1190,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
382,1894,197,cshl_fastx_clipper/1.0.3+galaxy0
383,1890,10,mothur_chop_seqs/1.39.5.0
384,1888,60,poretools_tabular/0.6.1a1.0
385,1883,584,mothur_classify_otu/1.39.5.0
386,1883,159,qualimap_rnaseq/2.2.2d+galaxy1
387,1872,324,mothur_make_biom/1.39.5.0
388,1843,816,CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0
389,1809,539,velvetoptimiser/2.2.6
390,1806,263,samtools_depth/1.13
391,1805,329,rseqc_bam_stat/2.6.4
392,1793,456,snpEff_build_gb/4.3+T.galaxy4
393,1776,749,CONVERTER_interval_to_bed12_0/CONVERTER_interval_to_bed12_0
394,1753,224,bedtools_bedtobam/2.30.0
395,1740,754,gtftobed12/357
396,1704,273,bcftools_filter/1.10
397,1699,636,mothur_remove_seqs/1.39.5.0
398,1699,57,datamash_ops/1.1.0+galaxy2
399,1695,237,kraken-translate/1.3.1
400,1684,111,tp_uniq_tool/1.1.1
401,1652,266,meme_chip/4.11.2+galaxy1
402,1648,142,bedtools_coveragebed/2.30.0
403,1648,371,sam_to_bam/2.1.1
404,1638,288,gatk4_mutect2/4.1.7.0+galaxy1
405,1636,30,nextclade/1.2.3+galaxy0
406,1634,57,scanpy_filter/1.7.1+galaxy0
407,1613,275,vcfallelicprimitives/1.0.0_rc3+galaxy0
408,1596,167,liftOver1/liftOver1
409,1585,28,bcftools_consensus/1.10
410,1583,272,bedtools_multiintersectbed/2.30.0
411,1580,563,__FLATTEN__/__FLATTEN__
412,1573,370,quast/5.0.2+galaxy5
413,1553,156,bioext_bam2msa/0.20.4+galaxy0
414,1543,263,ggplot2_pca/3.3.5+galaxy0
415,1535,27,prepare_box/2021.03.5+galaxy0
416,1533,443,velveth/1.2.10.1
417,1525,353,roary/3.13.0+galaxy2
418,1514,100,compose_text_param/0.1.1
419,1505,765,__EXPORT_HISTORY__/__EXPORT_HISTORY__
420,1492,117,__ZIP_COLLECTION__/__ZIP_COLLECTION__
421,1489,422,sam_pileup/1.1.3
422,1484,230,samtools_fastx/1.9+galaxy1
423,1479,233,bcftools_view/1.10
424,1475,107,bg_diamond/2.0.8.0
425,1471,172,samtools_view/1.13+galaxy2
426,1460,553,mothur_remove_lineage/1.39.5.0
427,1454,252,flye/2.9+galaxy0
428,1452,231,meme_meme/5.0.5.0
429,1447,199,bed2gff1/bed2gff1
430,1443,96,createInterval/createInterval
431,1441,21,MAF_To_Fasta1/MAF_To_Fasta1
432,1437,40,vegan_rarefaction/2.4-3
433,1429,246,samtools_merge/1.9
434,1429,65,miniasm/0.3_r179+galaxy1
435,1428,130,EMBOSS: getorf42/5.0.0.1
436,1425,59,poretools_hist/0.6.1a1.1
437,1422,250,mummer_mummer/4.0.0rc1+galaxy2
438,1415,423,stringtie_merge/2.1.1
439,1415,91,samtools_bedcov/2.0.2
440,1395,14,vcfbreakcreatemulti/1.0.0_rc3+galaxy0
441,1387,163,bioext_bealign/0.20.4+galaxy0
442,1382,339,staramr_search/0.5.1
443,1380,41,samtools_view/1.9+galaxy1
444,1372,281,mothur_dist_seqs/1.39.5.0
445,1365,147,deeptools_bam_compare/3.5.1.0.0
446,1363,107,gfa_to_fa/0.1.2
447,1352,541,interactive_tool_rstudio/interactive_tool_rstudio
448,1350,46,racon/1.4.20+galaxy0
449,1334,61,hisat2/2.1.0+galaxy5
450,1331,396,maker/2.31.11+galaxy1
451,1331,173,dada2_plotQualityProfile/1.20+galaxy0
452,1329,592,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
453,1328,51,ivar_removereads/1.3.1+galaxy2
454,1328,178,allele_counts_1/1.3.2
455,1319,115,rseqc_FPKM_count/2.6.4.1
456,1316,262,macs2_predictd/2.1.1.20160309.1
457,1304,453,mothur_sub_sample/1.39.5.0
458,1296,652,CONVERTER_ref_to_seq_taxomony/CONVERTER_ref_to_seq_taxomony
459,1296,41,gd_phylogenetic_tree/1.1.0
460,1292,482,XY_Plot_1/1.0.2
461,1287,223,picard_CleanSam/2.18.2.1
462,1281,234,picard_FastqToSam/2.18.2.1
463,1280,295,fasta-stats/1.0.3
464,1274,200,snpSift_annotate/4.3+t.galaxy1
465,1260,144,bedtools_bamtofastq/2.27.1
466,1253,10,fastq_to_fasta_python/1.1.1
467,1249,21,bg_diamond/2.0.15+galaxy0
468,1247,308,quast/5.0.2+galaxy3
469,1244,250,gffread/2.2.1.2
470,1239,228,goenrichment/2.0.1
471,1239,224,ggplot2_point/3.3.5+galaxy0
472,1238,532,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
473,1229,88,nextclade/1.5.1+galaxy0
474,1227,159,bcftools_stats/1.10+galaxy1
475,1223,218,busco/5.2.2+galaxy0
476,1211,165,repeatmasker_wrapper/4.0.9
477,1203,41,featurecounts/1.6.4+galaxy2
478,1201,157,genrich/0.5+galaxy2
479,1188,284,deeptools_plot_pca/3.3.2.0.0
480,1188,102,flash/1.2.11.4
481,1182,112,openbabel_compound_convert/3.1.1+galaxy0
482,1175,184,deeptools_plot_correlation/3.5.1.0.0
483,1167,122,mummer_nucmer/4.0.0beta2+galaxy1
484,1165,131,column_remove_by_header/0.0.1
485,1164,472,mothur_count_groups/1.39.5.0
486,1161,137,Paste1/Paste1
487,1159,257,mothur_merge_files/1.39.5.0
488,1159,312,deeptools_plot_fingerprint/3.3.2.0.0
489,1156,136,rseqc_bam2wig/2.6.4
490,1151,67,anndata_import/0.7.5+galaxy0
491,1148,188,__MERGE_COLLECTION__/__MERGE_COLLECTION__
492,1146,308,ggplot2_heatmap/3.3.5+galaxy0
493,1146,231,metaspades/3.9.0
494,1140,162,ggplot2_point/2.2.1+galaxy2
495,1139,34,medaka_consensus/1.4.4+galaxy0
496,1139,126,mummer_mummer/4.0.0beta2+galaxy1
497,1133,205,dada2_learnErrors/1.20+galaxy0
498,1131,145,rna_starsolo/2.7.8a
499,1128,664,CONVERTER_interval_to_bgzip_0/CONVERTER_interval_to_bgzip_0
500,1125,236,picard_NormalizeFasta/2.18.2.1
501,1116,144,mothur_make_group/1.39.5.0
502,1107,195,egsea/1.20.0
503,1102,85,pangolin/3.1.17+galaxy1
504,1101,69,seacr/1.3+galaxy1
505,1101,47,snippy/4.5.0
506,1100,66,fasta-stats/1.0.1
507,1095,420,snpEff_databases/4.3+T.galaxy2
508,1090,47,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
509,1085,12,bedtools_bamtobed/2.29.2
510,1079,82,bedtools_closestbed/2.30.0
511,1066,91,mimodd_vcf_filter/0.1.9
512,1060,90,umi_tools_extract/1.1.2+galaxy2
513,1047,119,samtools_calmd/2.0.2
514,1044,525,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
515,1041,295,gff2bed1/gff2bed1
516,1039,266,histogram_rpy/1.0.4
517,1037,409,mothur_rarefaction_single/1.39.5.0
518,1027,118,diffbind/2.10.0+galaxy0
519,1024,153,mimodd_varcall/0.1.9
520,1023,36,fastq_groomer/1.0.4
521,1009,20,medaka_consensus/1.3.2+galaxy0
522,1008,158,tximport/1.22.0
523,999,131,vcfbedintersect/1.0.0_rc3+galaxy0
524,992,71,intervene_pairwise/0.6.5
525,991,93,intervene_upset/0.6.5
526,991,262,varscan_somatic/2.4.3.6
527,990,82,deeptools_bigwig_compare/3.5.1.0.0
528,981,60,fastq_groomer/1.1.1
529,980,135,EMBOSS: water107/5.0.0.1
530,978,372,gffcompare/0.11.2
531,969,29,prestor_abseq3/0.5.4
532,968,32,presto_assemblepairs/0.5.4
533,967,164,ggplot2_pca/2.2.1
534,967,103,EMBOSS: infoseq46/5.0.0
535,963,272,mothur_cluster/1.39.5.0
536,962,30,presto_collapseseq/0.5.4
537,961,189,fastq_manipulation/1.1.5
538,959,67,rna_star/2.6.0b-1
539,959,29,presto_partition/0.5.4
540,955,136,mummer_dnadiff/4.0.0rc1+galaxy2
541,955,184,circgraph/0.9-RC2
542,949,68,gff_filter_by_attribute/gff_filter_by_attribute
543,947,19,medaka_variant/1.4.4+galaxy0
544,945,45,microsatellite/1.0.0
545,937,3,bg_diamond_view/2.0.15+galaxy0
546,935,34,mixcr_analyze/3.0.5.0
547,931,154,dada2_removeBimeraDenovo/1.20+galaxy0
548,925,251,cuffmerge/2.2.1.2
549,922,188,transdecoder/5.5.0+galaxy2
550,917,49,gops_coverage_1/1.0.0
551,913,2,addName/0.1.2
552,905,104,random_lines1/random_lines1
553,904,88,EMBOSS: compseq14/5.0.0.1
554,904,27,bedtools_jaccard/2.30.0
555,896,108,wc_gnu/wc_gnu
556,892,156,picard_MarkDuplicatesWithMateCigar/2.18.2.1
557,874,608,CONVERTER_fasta_to_len/CONVERTER_fasta_to_len
558,871,7,bedtools_maskfastabed/2.29.2
559,868,156,busco/5.3.2+galaxy0
