,month_year,tool_id,numjobs,tool_name_version
16, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call/2.1.5+galaxy0,9977.0,lofreq_call/2.1.5+galaxy0
17, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc3+galaxy0,9909.0,vcfvcfintersect/1.0.0_rc3+galaxy0
18, 2021-05 ,CONVERTER_gz_to_uncompressed,9168.0,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
19, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/lofreq_viterbi/lofreq_viterbi/2.1.5+galaxy0,9000.0,lofreq_viterbi/2.1.5+galaxy0
20, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.2+galaxy2,8353.0,samtools_stats/2.0.2+galaxy2
21, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a,8166.0,rna_star/2.7.8a
22, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1/1.0.0,7559.0,gops_subtract_1/1.0.0
23, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.10.9+galaxy0,7471.0,fastq_dump/2.10.9+galaxy0
24, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,7463.0,bowtie2/2.4.2+galaxy0
25, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/merge/gops_merge_1/1.0.0,7387.0,gops_merge_1/1.0.0
26, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/concat/gops_concat_1/1.0.1,7357.0,gops_concat_1/1.0.1
27, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus/1.10,7347.0,bcftools_consensus/1.10
28, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.29.2,7338.0,bedtools_genomecoveragebed/2.29.2
29, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpeff_sars_cov_2/snpeff_sars_cov_2/4.5covid19,7042.0,snpeff_sars_cov_2/4.5covid19
30, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/datamash_ops/datamash_ops/1.1.0,6934.0,datamash_ops/1.1.0
31, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/lofreq_indelqual/lofreq_indelqual/2.1.5+galaxy0,6804.0,lofreq_indelqual/2.1.5+galaxy0
32, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.20.1+galaxy0,6399.0,fastp/0.20.1+galaxy0
33, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/replace_column_by_key_value_file/replace_column_with_key_value_file/0.2,6287.0,replace_column_with_key_value_file/0.2
34, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/2.10.9+galaxy0,5644.0,fasterq_dump/2.10.9+galaxy0
35, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.3,5401.0,trim_galore/0.6.3
36, 2021-05 ,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/1.16.6,5391.0,cutadapt/1.16.6
37, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3.3,5219.0,lastz_wrapper_2/1.3.3
38, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ivar_trim/ivar_trim/1.2.2+galaxy1,5163.0,ivar_trim/1.2.2+galaxy1
39, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/2.1.1,5110.0,stringtie/2.1.1
40, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.9+galaxy2,5028.0,samtools_view/1.9+galaxy2
41, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc/2.2.2d+galaxy3,5023.0,qualimap_bamqc/2.2.2d+galaxy3
42, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ivar_removereads/ivar_removereads/1.2.2+galaxy1,4931.0,ivar_removereads/1.2.2+galaxy1
43, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/0.19.5+galaxy1,4779.0,fastp/0.19.5+galaxy1
44, 2021-05 ,__SET_METADATA__,4417.0,__SET_METADATA__/__SET_METADATA__
45, 2021-05 ,__DATA_FETCH__,4397.0,__DATA_FETCH__/__DATA_FETCH__
46, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.11.40.6+galaxy1,3928.0,deseq2/2.11.40.6+galaxy1
47, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/2.10.1+galaxy0,3872.0,ncbi_blastn_wrapper/2.10.1+galaxy0
48, 2021-05 ,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.9.1,3279.0,htseq_count/0.9.1
49, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.18.2.2,3134.0,picard_MarkDuplicates/2.18.2.2
50, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/spaln/spaln/2.4.03+galaxy0,3071.0,spaln/2.4.03+galaxy0
51, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.3.1,3048.0,freebayes/1.3.1
52, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/3.3.2.0.0,2984.0,deeptools_bam_coverage/3.3.2.0.0
53, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/3.3.2.0.0,2889.0,deeptools_compute_matrix/3.3.2.0.0
54, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.1.5,2839.0,fastq_to_fasta_python/1.1.5
55, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.9+galaxy1,2709.0,multiqc/1.9+galaxy1
56, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length/1.2,2610.0,fasta_filter_by_length/1.2
57, 2021-05 ,join1,2543.0,join1/join1
58, 2021-05 ,Grep1,2515.0,Grep1/Grep1
59, 2021-05 ,toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka/1.14.5+galaxy0,2341.0,prokka/1.14.5+galaxy0
60, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.1,2246.0,tab2fasta/1.1.1
61, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer/1.1.5,2236.0,fastq_groomer/1.1.5
62, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.1,2212.0,cshl_fastx_collapser/1.0.1
63, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.1.20160309.6,2206.0,macs2_callpeak/2.1.1.20160309.6
64, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8+galaxy1,2152.0,samtool_filter2/1.8+galaxy1
65, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2/1.0.0_rc3+galaxy3,2142.0,vcffilter2/1.0.0_rc3+galaxy3
66, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.17.4,2027.0,bwa/0.7.17.4
67, 2021-05 ,sra_source,2007.0,sra_source/sra_source
68, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc/2.2.2c,2001.0,qualimap_bamqc/2.2.2c
69, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.3.2.0.1,1984.0,deeptools_plot_heatmap/3.3.2.0.1
70, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call/2.1.5+galaxy1,1961.0,lofreq_call/2.1.5+galaxy1
71, 2021-05 ,cat1,1872.0,cat1/cat1
72, 2021-05 ,ebi_sra_main,1745.0,ebi_sra_main/ebi_sra_main
73, 2021-05 ,__EXTRACT_DATASET__,1731.0,__EXTRACT_DATASET__/__EXTRACT_DATASET__
74, 2021-05 ,Grouping1,1669.0,Grouping1/Grouping1
75, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.3.0+galaxy1,1645.0,salmon/1.3.0+galaxy1
76, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.1,1625.0,tophat2/2.1.1
77, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.3.2.0.0,1578.0,deeptools_plot_profile/3.3.2.0.0
78, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3+T.galaxy1,1464.0,snpEff/4.3+T.galaxy1
79, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.1.0,1340.0,tp_cut_tool/1.1.0
80, 2021-05 ,sort1,1313.0,sort1/sort1
81, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,1273.0,cufflinks/2.2.1.3
82, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.1,1263.0,fasta2tab/1.1.1
83, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/2.1,1248.0,clustalw/2.1
84, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap2/ggplot2_heatmap2/3.0.1,1230.0,ggplot2_heatmap2/3.0.1
85, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1/1.0.0,1208.0,gops_join_1/1.0.0
86, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment/2.6.4.1,1200.0,rseqc_infer_experiment/2.6.4.1
87, 2021-05 ,toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join/1.1.2-806.1,1192.0,fastq_join/1.1.2-806.1
88, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0.3,1169.0,samtools_idxstats/2.0.3
89, 2021-05 ,toolshed.g2.bx.psu.edu/repos/nml/spades/spades/3.12.0+galaxy1,1146.0,spades/3.12.0+galaxy1
90, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.30.0,1145.0,bedtools_intersectbed/2.30.0
91, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/ivar_consensus/ivar_consensus/1.2.2+galaxy0,1103.0,ivar_consensus/1.2.2+galaxy0
92, 2021-05 ,CONVERTER_fastq_to_fqtoc0,1029.0,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
93, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/deg_annotate/deg_annotate/1.1.0,1028.0,deg_annotate/1.1.0
94, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.6,1003.0,cuffdiff/2.2.1.6
95, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/volcanoplot/volcanoplot/0.0.3,944.0,volcanoplot/0.0.3
96, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0.3,932.0,samtools_flagstat/2.0.3
97, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.9+galaxy3,915.0,samtools_view/1.9+galaxy3
98, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/edger/edger/3.24.1+galaxy1,905.0,edger/3.24.1+galaxy1
99, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.1,871.0,tp_sort_header_tool/1.1.1
100, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_biom/mothur_make_biom/1.39.5.0,852.0,mothur_make_biom/1.39.5.0
101, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.3,842.0,samtools_sort/2.0.3
102, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.18.2.2,821.0,picard_SamToFastq/2.18.2.2
103, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_contigs/mothur_make_contigs/1.39.5.1,815.0,mothur_make_contigs/1.39.5.1
104, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.1.2,806.0,tp_easyjoin_tool/1.1.2
105, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,801.0,bamFilter/2.4.1
106, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2/2.1.1+galaxy1,785.0,kraken2/2.1.1+galaxy1
107, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_mpileup/bcftools_mpileup/1.10,785.0,bcftools_mpileup/1.10
108, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/busco/busco/5.0.0+galaxy0,780.0,busco/5.0.0+galaxy0
109, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/annotatemyids/annotatemyids/3.12.0,766.0,annotatemyids/3.12.0
110, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.1.1,765.0,tp_sed_tool/1.1.1
111, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/jvarkit_wgscoverageplotter/jvarkit_wgscoverageplotter/20201223+galaxy0,761.0,jvarkit_wgscoverageplotter/20201223+galaxy0
112, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,747.0,samtools_rmdup/2.0.1
113, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.39.5.0,732.0,mothur_summary_seqs/1.39.5.0
114, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate/1.0.1,732.0,abricate/1.0.1
115, 2021-05 ,toolshed.g2.bx.psu.edu/repos/rnateam/chipseeker/chipseeker/1.18.0+galaxy1,688.0,chipseeker/1.18.0+galaxy1
116, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.8.0,685.0,unicycler/0.4.8.0
117, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/5.0.2+galaxy1,683.0,quast/5.0.2+galaxy1
118, 2021-05 ,comp1,681.0,comp1/comp1
119, 2021-05 ,csv_to_tabular,677.0,csv_to_tabular/csv_to_tabular
120, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy/4.5.0,661.0,snippy/4.5.0
121, 2021-05 ,Remove beginning1,648.0,Remove beginning1/Remove beginning1
122, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,641.0,tp_head_tool/1.1.0
123, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool/1.1.1,637.0,tp_grep_tool/1.1.1
124, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/2.18.2.1,627.0,picard_AddOrReplaceReadGroups/2.18.2.1
125, 2021-05 ,wig_to_bigWig,626.0,wig_to_bigWig/wig_to_bigWig
126, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0,621.0,gops_intersect_1/1.0.0
127, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.46.0.4,616.0,kallisto_quant/0.46.0.4
128, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_filter/cshl_fastq_quality_filter/1.0.2+galaxy0,611.0,cshl_fastq_quality_filter/1.0.2+galaxy0
129, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/limma_voom/limma_voom/3.38.3+galaxy3,595.0,limma_voom/3.38.3+galaxy3
130, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/goseq/goseq/1.36.0+galaxy0,578.0,goseq/1.36.0+galaxy0
131, 2021-05 ,CONVERTER_interval_to_bed_0,578.0,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
132, 2021-05 ,toolshed.g2.bx.psu.edu/repos/mvdbeek/concatenate_multiple_datasets/cat_multiple/0.2,559.0,cat_multiple/0.2
133, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,553.0,cshl_fastx_collapser/1.0.0
134, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/velvet/velveth/1.2.10.2,536.0,velveth/1.2.10.2
135, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.39.5.0,526.0,mothur_unique_seqs/1.39.5.0
136, 2021-05 ,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0,523.0,tp_cat/0.1.0
137, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta/1.0.0,519.0,cshl_fastq_to_fasta/1.0.0
138, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_sample/1.3.2,518.0,seqtk_sample/1.3.2
139, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc3+galaxy0,501.0,vcfannotate/1.0.0_rc3+galaxy0
140, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,501.0,minimap2/2.17+galaxy4
141, 2021-05 ,tabular_to_csv,500.0,tabular_to_csv/tabular_to_csv
142, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.1.5,488.0,fastq_quality_trimmer/1.1.5
143, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,486.0,compose_text_param/0.1.1
144, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/circos/circos/0.69.8+galaxy7,482.0,circos/0.69.8+galaxy7
145, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,481.0,table_annovar/0.2
146, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.3,477.0,sam_pileup/1.1.3
147, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs/1.39.5.1,477.0,mothur_screen_seqs/1.39.5.1
148, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer/fastq_trimmer/1.1.5,457.0,fastq_trimmer/1.1.5
149, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.39.5.0,457.0,mothur_make_group/1.39.5.0
150, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.39.5.0,451.0,mothur_make_shared/1.39.5.0
151, 2021-05 ,CONVERTER_bam_to_bigwig_0,450.0,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
152, 2021-05 ,CONVERTER_fasta_to_tabular,444.0,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
153, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.4.3+galaxy0,429.0,bowtie2/2.3.4.3+galaxy0
154, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.39.5.0,423.0,mothur_heatmap_sim/1.39.5.0
155, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/qualimap_rnaseq/qualimap_rnaseq/2.2.2d+galaxy1,419.0,qualimap_rnaseq/2.2.2d+galaxy1
156, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0.1,414.0,bam_to_sam/2.0.1
157, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.3.1,409.0,bamleftalign/1.3.1
158, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/0.0.5,404.0,cuffmerge/0.0.5
159, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/shovill/shovill/1.1.0+galaxy0,403.0,shovill/1.1.0+galaxy0
160, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_call/bcftools_call/1.10,400.0,bcftools_call/1.10
161, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/2.18.2.1,390.0,picard_SortSam/2.18.2.1
162, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join/0.0.3,388.0,collection_column_join/0.0.3
163, 2021-05 ,Count1,388.0,Count1/Count1
164, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot/1.28.2+galaxy1,387.0,nanoplot/1.28.2+galaxy1
165, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/qualimap_multi_bamqc/qualimap_multi_bamqc/2.2.2d,387.0,qualimap_multi_bamqc/2.2.2d
166, 2021-05 ,Convert characters1,383.0,Convert characters1/Convert characters1
167, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/2.10.1+galaxy0,383.0,ncbi_blastp_wrapper/2.10.1+galaxy0
168, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/extract_genomic_dna/Extract genomic DNA 1/3.0.3+galaxy2,382.0,Extract genomic DNA 1/3.0.3+galaxy2
169, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_view/bcftools_view/1.10,377.0,bcftools_view/1.10
170, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.2+galaxy0,376.0,cshl_fastx_trimmer/1.0.2+galaxy0
171, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/dada2_filterandtrim/dada2_filterAndTrim/1.18+galaxy0,375.0,dada2_filterAndTrim/1.18+galaxy0
172, 2021-05 ,Show beginning1,375.0,Show beginning1/Show beginning1
173, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/2.4.0.0,363.0,bamtools/2.4.0.0
174, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.1.5,362.0,fastq_paired_end_deinterlacer/1.1.5
175, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/trinity/trinity/2.9.1+galaxy1,359.0,trinity/2.9.1+galaxy1
176, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.18.2.1,356.0,picard_ValidateSamFile/2.18.2.1
177, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.18.2.1,352.0,picard_MergeSamFiles/2.18.2.1
178, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.4,352.0,samtools_mpileup/2.1.4
179, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_tree_shared/mothur_tree_shared/1.39.5.0,348.0,mothur_tree_shared/1.39.5.0
180, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastx_barcode_splitter/cshl_fastx_barcode_splitter/1.0.1,344.0,cshl_fastx_barcode_splitter/1.0.1
181, 2021-05 ,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.5,344.0,fastq_filter/1.1.5
182, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/newick_utils/newick_display/1.6+galaxy1,344.0,newick_display/1.6+galaxy1
183, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_filter/bcftools_filter/1.10,342.0,bcftools_filter/1.10
184, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.39.5.0,340.0,mothur_count_seqs/1.39.5.0
185, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_image/0.8.1+galaxy3,339.0,bandage_image/0.8.1+galaxy3
186, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.10.9+galaxy0,339.0,sam_dump/2.10.9+galaxy0
187, 2021-05 ,CONVERTER_interval_to_bedstrict_0,338.0,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
188, 2021-05 ,CONVERTER_vcf_to_vcf_bgzip_0,337.0,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
189, 2021-05 ,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.30.0,336.0,bedtools_bamtobed/2.30.0
