,month_year,total_cpu_time_seconds,num_jobs,tool_name_version
171,2021-08,79941,782,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
172,2021-08,75836,120,charts/1.0.1
173,2021-08,74244,2469,fastq_to_fasta_python/1.1.5
174,2021-08,72750,76,dada2_assignTaxonomyAddspecies/1.18+galaxy0
175,2021-08,72135,199,bedtools_genomecoveragebed/2.30.0
176,2021-08,71875,13,fastqe/0.2.6+galaxy2
177,2021-08,71872,1040,dada2_filterAndTrim/1.18+galaxy0
178,2021-08,71170,554,ivar_trim/1.3.1+galaxy0
179,2021-08,70963,63,sailfish/0.10.1.1
180,2021-08,70585,343,abricate/1.0.1
181,2021-08,68206,124,varscan/2.4.2
182,2021-08,67811,19,picard_ValidateSamFile/2.18.2.1
183,2021-08,67594,37,iqtree/2.1.2+galaxy0
184,2021-08,67245,4,pipelign/0.2+galaxy0
185,2021-08,66835,1231,samtools_stats/2.0.2+galaxy2
186,2021-08,64843,185,rseqc_bam2wig/2.6.4
187,2021-08,61551,279,bam_to_sam/2.0.1
188,2021-08,60255,280,bcftools_call/1.10
189,2021-08,59824,282,bamtools/2.4.0.0
190,2021-08,59601,32,mothur_chimera_vsearch/1.39.5.2
191,2021-08,58147,23,megablast_wrapper/1.2.0
192,2021-08,58011,5,feelnc/0.2
193,2021-08,56748,16,deeptools_compute_matrix/3.1.2.0.0
194,2021-08,55735,7,mothur_dist_seqs/1.39.5.0
195,2021-08,55572,588,wig_to_bigWig/wig_to_bigWig
196,2021-08,55257,1479,vcffilter2/1.0.0_rc3+galaxy3
197,2021-08,53925,1205,vegan_rarefaction/2.4-3
198,2021-08,53697,106,bioext_bealign/0.20.1+galaxy0
199,2021-08,53513,139,tb_profiler_profile/2.8.14+galaxy1
200,2021-08,53506,31,flash/1.2.11.4
201,2021-08,52218,92,pathview/1.24.0+galaxy0
202,2021-08,50208,118,cshl_fastx_quality_statistics/1.0.1
203,2021-08,49112,1091,fasta_merge_files_and_filter_unique_sequences/1.2.0
204,2021-08,49085,332,bedtools_bamtobed/2.30.0+galaxy1
205,2021-08,48765,34,deeptools_plot_coverage/3.3.2.0.0
206,2021-08,47099,52,transdecoder/5.5.0+galaxy1
207,2021-08,46889,47,trinotate/3.2.1
208,2021-08,46506,9,maxbin2/2.2.7+galaxy2
209,2021-08,46208,40,samtools_calmd/2.0.2
210,2021-08,46100,2,CONVERTER_cram_to_bam_0/CONVERTER_cram_to_bam_0
211,2021-08,45906,991,dada2_mergePairs/1.18+galaxy0
212,2021-08,45763,68,lastz_wrapper_2/1.3.3
213,2021-08,44748,4,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
214,2021-08,44119,113,trim_galore/0.4.3.1
215,2021-08,43693,635,edger/3.34.0
216,2021-08,43682,68,varscan_mpileup/2.4.3.1
217,2021-08,43272,11,cutadapt/1.16.5
218,2021-08,42159,529,picard_AddOrReplaceReadGroups/2.18.2.1
219,2021-08,41758,30,bedtools_multicovtbed/2.30.0
220,2021-08,41259,706,lofreq_indelqual/2.1.5+galaxy0
221,2021-08,41244,200,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
222,2021-08,40861,52,qualimap_rnaseq/2.2.2d+galaxy1
223,2021-08,40645,3893,fastq_join/1.1.2-806.1
224,2021-08,40544,390,qualimap_bamqc/2.2.2d+galaxy3
225,2021-08,40353,109,sam_pileup/1.1.3
226,2021-08,40220,9,nextclade/1.2.3+galaxy0
227,2021-08,40078,11,plant_tribes_kaks_analysis/1.0.3.0
228,2021-08,39336,2433,Filter1/Filter1
229,2021-08,38951,18,bedtools_unionbedgraph/2.30.0
230,2021-08,38282,4543,fasta_filter_by_length/1.2
231,2021-08,36731,842,ggplot2_heatmap2/3.0.1
232,2021-08,36533,353,comp1/comp1
233,2021-08,36070,4259,cshl_fastx_collapser/1.0.1
234,2021-08,35752,1231,ebi_sra_main/ebi_sra_main
235,2021-08,35676,1,bwa_mem/0.7.15.1
236,2021-08,35381,20,__EXPORT_HISTORY_TO_URI__/__EXPORT_HISTORY_TO_URI__
237,2021-08,35036,354,goseq/1.44.0+galaxy0
238,2021-08,34417,657,tp_grep_tool/1.1.1
239,2021-08,33148,857,cshl_fastq_to_fasta/1.0.2
240,2021-08,32368,451,limma_voom/3.48.0
241,2021-08,31065,333,quast/5.0.2+galaxy1
242,2021-08,30864,37,gatk4_mutect2/4.1.7.0+galaxy0
243,2021-08,30609,193,bcftools_plugin_counts/1.10+galaxy1
244,2021-08,30436,87,sam_to_bam/2.1.1
245,2021-08,29819,870,tp_find_and_replace/1.1.3
246,2021-08,29602,849,volcanoplot/0.0.5
247,2021-08,29454,116,bedtools_bedtobam/2.30.0
248,2021-08,29263,60,sickle/1.33.2
249,2021-08,28507,31,mimodd_varextract/0.1.9
250,2021-08,28458,1217,Cut1/Cut1
251,2021-08,28128,1,bowtie2/2.3.2.2
252,2021-08,27062,91,cshl_fastx_clipper/1.0.3+galaxy0
253,2021-08,26756,47,snippy_core/4.5.0
254,2021-08,26743,111,bcftools_norm/1.10
255,2021-08,26407,1675,sra_source/sra_source
256,2021-08,25663,4,multigps/0.74.0
257,2021-08,25545,321,Count1/Count1
258,2021-08,25545,2845,Grep1/Grep1
259,2021-08,24958,17,bamSplit/2.4.0
260,2021-08,24931,8,dada2_assignTaxonomyAddspecies/1.20+galaxy0
261,2021-08,24624,1619,multiqc/1.9+galaxy1
262,2021-08,24428,722,samtools_view/1.9+galaxy2
263,2021-08,23764,480,kraken2/2.1.1+galaxy1
264,2021-08,23478,7,EMBOSS: einverted28/5.0.0.1
265,2021-08,23378,38,CONVERTER_vcf_to_bgzip_0/CONVERTER_vcf_to_bgzip_0
266,2021-08,22877,110,mummer_nucmer/4.0.0beta2+galaxy1
267,2021-08,22701,298,picard_CollectInsertSizeMetrics/2.18.2.1
268,2021-08,22454,468,rseqc_infer_experiment/2.6.4.1
269,2021-08,22420,28,samtools_depth/1.9
270,2021-08,22381,38,deeptools_compute_matrix/3.0.2.0
271,2021-08,21762,3,deeptools_bam_compare/3.1.2.0.0
272,2021-08,21497,65,vcfcombine/1.0.0_rc3+galaxy0
273,2021-08,21413,411,snpSift_filter/4.3+t.galaxy1
274,2021-08,20997,24,fastq_dump/2.10.9+galaxy0
275,2021-08,20888,207,pe_histogram/1.0.1
276,2021-08,20465,10,salmon/1.3.0+galaxy1
277,2021-08,20391,2252,tp_cut_tool/1.1.0
278,2021-08,20194,87,macs2_predictd/2.1.1.20160309.1
279,2021-08,20045,188,CONVERTER_vcf_to_vcf_bgzip_0/CONVERTER_vcf_to_vcf_bgzip_0
280,2021-08,19615,1984,fasta2tab/1.1.1
281,2021-08,19547,31,prinseq/0.20.4
282,2021-08,19529,279,mothur_summary_seqs/1.39.5.0
283,2021-08,19385,367,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
284,2021-08,19168,11,msaboot/0.1.2
285,2021-08,19161,24,trimmomatic/0.36.5
286,2021-08,19134,1,hisat2/2.1.0
287,2021-08,19108,422,snpSift_extractFields/4.3+t.galaxy0
288,2021-08,19065,468,annotatemyids/3.12.0
289,2021-08,18852,36,seurat/3.2.2+galaxy0
290,2021-08,18383,358,table_annovar/0.2
291,2021-08,17933,1026,deeptools_plot_profile/3.3.2.0.0
292,2021-08,17795,224,picard_SamToFastq/2.18.2.2
293,2021-08,17439,156,picard_CASM/2.18.2.1
294,2021-08,17293,156,samtools_view/1.9+galaxy1
295,2021-08,17229,791,cshl_fastx_barcode_splitter/1.0.1
296,2021-08,17199,1,kpca1/1.0.0
297,2021-08,17043,393,CONVERTER_gff_to_bgzip_0/CONVERTER_gff_to_bgzip_0
298,2021-08,17020,5,bamtools_split/2.4.0
299,2021-08,16298,182,meme_meme/5.0.5.0
300,2021-08,16178,10,trimmomatic/0.36.6
301,2021-08,16123,187,mothur_screen_seqs/1.39.5.1
302,2021-08,15975,108,seqtk_sample/1.3.2
303,2021-08,15866,1867,cshl_fastq_to_fasta/1.0.0
304,2021-08,15858,9,hyphy_fubar/2.5.31+galaxy1
305,2021-08,15856,6,bamtools/0.0.1
306,2021-08,15772,136,fastq_to_tabular/1.1.5
307,2021-08,15574,1736,tab2fasta/1.1.1
308,2021-08,15456,646,seq_filter_by_id/0.2.7
309,2021-08,15283,23,bamtools/2.4.0
310,2021-08,15213,75,mothur_filter_seqs/1.39.5.0
311,2021-08,15058,256,EMBOSS: transeq101/5.0.0
312,2021-08,14978,18,mlst/2.19.0
313,2021-08,14948,463,samtools_flagstat/2.0.3
314,2021-08,14898,78,idr/2.0.3
315,2021-08,14717,13,kallisto_pseudo/0.46.2+galaxy0
316,2021-08,14634,805,ivar_consensus/1.3.1+galaxy0
317,2021-08,14410,16,deeptools_compute_matrix/2.5.0.0
318,2021-08,14343,29,deeptools_multi_bam_summary/2.5.0.0
319,2021-08,14105,90,rseqc_FPKM_count/2.6.4.1
320,2021-08,13992,440,fastqc/0.72
321,2021-08,13959,100,edger/3.34.0+galaxy1
322,2021-08,13938,110,picard_FastqToSam/2.18.2.1
323,2021-08,13824,1414,bedtools_intersectbed/2.30.0
324,2021-08,13821,17,progressivemauve/2015_02_13.0
325,2021-08,13801,202,cshl_fastx_collapser/1.0.0
326,2021-08,13747,123,gatk4_mutect2/4.1.7.0+galaxy02
327,2021-08,13662,3,scpipe/1.0.0+galaxy2
328,2021-08,13608,1779,EMBOSS: extractseq35/5.0.0
329,2021-08,13430,37,length_and_gc_content/0.1.1
330,2021-08,13312,3,bellerophon/1.0+galaxy0
331,2021-08,13282,18,macs2_filterdup/2.1.1.20160309.1
332,2021-08,13160,548,gops_intersect_1/1.0.0
333,2021-08,13060,4,deeptools_plot_enrichment/3.3.2.0.0
334,2021-08,13057,2,cuffnorm/2.2.1.3
335,2021-08,12915,103,tximport/0.1
336,2021-08,12778,48,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
337,2021-08,12510,50,cuffmerge/2.2.1.2
338,2021-08,12477,268,mothur_make_group/1.39.5.0
339,2021-08,12344,111,deeptools_bam_coverage/2.5.0.0
340,2021-08,12129,1,anndata_export/0.7.5+galaxy0
341,2021-08,12094,12,dada2_learnErrors/1.20+galaxy0
342,2021-08,12044,15,vsearch_alignment/2.8.3.0
343,2021-08,11777,1019,csv_to_tabular/csv_to_tabular
344,2021-08,11776,2,peakcalling_sicer/1.1
345,2021-08,11732,38,samtools_slice_bam/2.0.1
346,2021-08,11554,348,bp_genbank2gff3/1.1
347,2021-08,11435,9,macs2_bdgcmp/2.1.1.20160309.0
348,2021-08,11433,4,rseqc_tin/2.6.4.1
349,2021-08,11425,1006,Grouping1/Grouping1
350,2021-08,11272,90,velveth/1.2.10.2
351,2021-08,11214,41,mothur_fastq_info/1.39.5.0
352,2021-08,11028,4,medaka_variant_pipeline/1.3.2+galaxy0
353,2021-08,10636,127,limma_voom/3.48.0+galaxy1
354,2021-08,10054,98,mothur_count_seqs/1.39.5.0
355,2021-08,10013,53,genrich/0.5+galaxy2
356,2021-08,9833,79,vcfallelicprimitives/1.0.0_rc3+galaxy0
357,2021-08,9811,113,augustus_training/3.4.0
358,2021-08,9615,81,snpEff_build_gb/4.3+T.galaxy4
359,2021-08,9569,1,unicycler/0.4.6.0
360,2021-08,9527,160,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
361,2021-08,9459,124,gops_subtract_1/1.0.0
362,2021-08,9391,73,dada2_removeBimeraDenovo/1.18+galaxy0
363,2021-08,9355,146,featurecounts/1.6.4+galaxy2
364,2021-08,9273,125,blastxml_to_tabular/2.10.1+galaxy0
365,2021-08,9175,86,bedtools_bamtofastq/2.27.1
366,2021-08,9115,6,maker/2.31.11+galaxy1
367,2021-08,9047,221,stringtie_merge/2.1.1
368,2021-08,8985,512,sort1/sort1
369,2021-08,8941,3,seq_composition/0.0.5
370,2021-08,8889,4,maf_stats1/maf_stats1
371,2021-08,8529,37,bowtie_wrapper/1.1.2
372,2021-08,8489,136,picard_CleanSam/2.18.2.1
373,2021-08,8447,61,dada2_plotQualityProfile/1.18+galaxy0
374,2021-08,8409,53,__IMPORT_HISTORY__/__IMPORT_HISTORY__
375,2021-08,8095,453,tp_cat/0.1.0
376,2021-08,8071,118,snpSift_annotate/4.3+t.galaxy1
377,2021-08,8065,1,presto_assemblepairs/0.5.4
378,2021-08,7908,9,salmon/0.14.1.2+galaxy1
379,2021-08,7832,370,Kraken2Tax/1.2
380,2021-08,7781,295,fgsea/1.8.0+galaxy1
381,2021-08,7759,77,bcftools_merge/1.10
382,2021-08,7735,57,featurecounts/1.6.4+galaxy1
383,2021-08,7649,20,pilon/1.20.1
384,2021-08,7632,5,medaka_consensus_pipeline/1.3.2+galaxy0
385,2021-08,7631,828,addName/0.2.0
386,2021-08,7405,6,fastq_dump/2.10.8+galaxy0
387,2021-08,7402,11,wiggle2simple1/wiggle2simple1
388,2021-08,7386,698,cat_multiple/0.2
389,2021-08,7308,11,CONVERTER_fasta_to_bowtie_base_index/CONVERTER_fasta_to_bowtie_base_index
390,2021-08,7127,173,mergeCols1/mergeCols1
391,2021-08,7122,108,kraken/1.3.1
392,2021-08,6972,19,bacteria_tradis/1.4.5+galaxy2
393,2021-08,6932,136,pileup_parser/1.0.2
394,2021-08,6849,216,fasta-stats/1.0.1
395,2021-08,6788,7,vsearch_chimera_detection/2.8.3.0
396,2021-08,6682,19,samtools_split/1.9
397,2021-08,6679,12,kallisto_pseudo/0.46.0.2
398,2021-08,6642,27,trinity_super_transcripts/2.9.1
399,2021-08,6552,446,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
400,2021-08,6524,277,filtlong/0.2.0+galaxy1
401,2021-08,6384,21,gmx_em/2020.2+galaxy0
402,2021-08,6362,85,rseqc_bam_stat/2.6.4
403,2021-08,6348,3,mimodd_sort/0.1.9
404,2021-08,6288,732,cshl_fastq_quality_boxplot/1.0.1
405,2021-08,6259,128,samtool_filter2/1.1.2
406,2021-08,6166,7,prinseq/0.20.4+galaxy1
407,2021-08,6165,177,ggplot2_heatmap/2.2.1
408,2021-08,6020,21,picard_MarkDuplicatesWithMateCigar/2.18.2.1
409,2021-08,6014,172,Convert characters1/Convert characters1
410,2021-08,6010,1,cuffdiff/2.2.1.3
411,2021-08,5963,348,cshl_fastx_trimmer/1.0.0
412,2021-08,5930,194,cshl_fastx_reverse_complement/1.0.2+galaxy0
413,2021-08,5878,455,tp_easyjoin_tool/1.1.2
414,2021-08,5859,30,bcftools_filter/1.10
415,2021-08,5834,8,picard_MarkDuplicates/2.18.2.1
416,2021-08,5670,3,samtools_mpileup/2.1.3
417,2021-08,5665,140,CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0
418,2021-08,5477,4,mothur_seq_error/1.39.5.0
419,2021-08,5385,8,mothur_cluster/1.39.5.0
420,2021-08,5330,190,samtools_fixmate/1.9
421,2021-08,5253,37,bioext_bam2msa/0.19.7.0
422,2021-08,5215,95,bwa_mem/0.1
423,2021-08,5198,78,goenrichment/2.0.1
424,2021-08,5135,82,vcf2tsv/1.0.0_rc3+galaxy0
425,2021-08,5131,48,meme_fimo/5.0.5.0
426,2021-08,5127,330,bedtools_getfastabed/2.30.0
427,2021-08,5093,249,deeptools_plot_correlation/3.3.2.0.0
428,2021-08,5084,420,tp_replace_in_line/1.1.2
429,2021-08,5061,190,rgweblogo3/3.5.0
430,2021-08,4969,69,fastq_combiner/1.1.5
431,2021-08,4949,38,anndata_inspect/0.7.5+galaxy0
432,2021-08,4940,435,vcfvcfintersect/1.0.0_rc3+galaxy0
433,2021-08,4869,42,pizzly/0.37.3.1
434,2021-08,4796,167,ncbi_makeblastdb/2.10.1+galaxy0
435,2021-08,4701,5,lofreq_alnqual/2.1.5+galaxy0
436,2021-08,4695,52,volcanoplot/0.0.3
437,2021-08,4654,40,plant_tribes_assembly_post_processor/1.0.3.0
438,2021-08,4643,11,macs2_bdgdiff/2.1.1.20160309.1
439,2021-08,4625,35,jvarkit_wgscoverageplotter/20201223+galaxy0
440,2021-08,4569,503,fastq_to_fasta_python/1.1.1
441,2021-08,4557,5,samtools_phase/2.0.1
442,2021-08,4539,113,gffcompare/0.11.2
443,2021-08,4520,326,cshl_fasta_nucleotides_changer/1.0.2
444,2021-08,4466,168,ggplot2_pca/2.2.1
445,2021-08,4449,289,snpeff_sars_cov_2/4.5covid19
446,2021-08,4312,89,fastq_filter/1.1.1
447,2021-08,4250,98,qualimap_bamqc/2.2.2d+galaxy1
448,2021-08,4170,34,gops_merge_1/1.0.0
449,2021-08,4168,43,scanpy_inspect/1.7.1+galaxy0
450,2021-08,4122,163,Extract genomic DNA 1/3.0.3+galaxy2
451,2021-08,4097,466,tabular_to_csv/tabular_to_csv
452,2021-08,4097,101,annotatemyids/3.12.0+galaxy1
453,2021-08,4086,172,mothur_unique_seqs/1.39.5.0
454,2021-08,4081,10,picard_DownsampleSam/2.18.2.1
455,2021-08,4071,346,bcftools_consensus/1.10+galaxy1
456,2021-08,4070,85,bed2gff1/bed2gff1
457,2021-08,4024,4,fastq_paired_end_joiner/2.0.1.1
458,2021-08,4003,58,gops_concat_1/1.0.1
459,2021-08,3978,311,cat1/cat1
460,2021-08,3956,105,jbrowse/1.16.11+galaxy1
461,2021-08,3915,10,bwa_wrapper/1.2.3
462,2021-08,3891,440,samtools_idxstats/2.0.3
