,num_jobs,consumed_mem_gb,allocated_mem_gb,pct_mem_consumed,tool_name_version
259,12698,3757,97246,3.9,tab2fasta/1.1.1
260,12284,3750,375194,1.0,minimap2/2.17+galaxy2
261,7551,3685,91386,4.0,gops_join_1/1.0.0
262,253,3682,7669,48.0,bwameth/0.2.3+galaxy0
263,1254,3673,9466,38.8,samtools_fastx/1.9+galaxy1
264,5105,3673,39107,9.4,Count1/Count1
265,6563,3645,50206,7.3,tp_easyjoin_tool/1.1.2
266,402,3626,12096,30.0,kallisto_quant/0.46.0.4
267,5663,3607,43323,8.3,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
268,529,3585,15974,22.4,dada2_assignTaxonomyAddspecies/1.20+galaxy0
269,4535,3551,34642,10.3,fastq_paired_end_interlacer/1.2.0.1+galaxy0
270,94,3525,4977,70.8,rna_star/2.5.2b-0
271,4263,3513,32573,10.8,rbc_mirdeep2_quantifier/2.0.0
272,8735,3492,66670,5.2,comp1/comp1
273,783,3491,23767,14.7,snippy/4.5.0
274,3683,3456,28241,12.2,kraken-report/1.3.1
275,7142,3449,54514,6.3,fgsea/1.8.0+galaxy1
276,10876,3423,83164,4.1,multiqc/1.9+galaxy1
277,3880,3412,29680,11.5,bcftools_call/1.10
278,7250,3361,55485,6.1,mimodd_reheader/0.1.9
279,568,3355,17203,19.5,deeptools_multi_bam_summary/3.5.1.0.0
280,2927,3315,22413,14.8,CONVERTER_uncompressed_to_gz/CONVERTER_uncompressed_to_gz
281,1316,3308,39881,8.3,bg_diamond/2.0.8.0
282,1224,3278,9350,35.1,sam_pileup/1.1.3
283,3618,3274,27678,11.8,dada2_filterAndTrim/1.18+galaxy0
284,7820,3258,59714,5.5,filter_by_fasta_ids/2.3
285,3160,3252,24114,13.5,mothur_fastq_info/1.39.5.0
286,3511,3236,106299,3.0,quast/5.0.2+galaxy4
287,1939,3184,14826,21.5,bedtools_multicovtbed/2.30.0
288,919,3168,6786,46.7,fastq_groomer/1.1.1
289,3456,3144,27358,11.5,pangolin/3.1.14+galaxy0
290,11261,3132,86160,3.6,volcanoplot/0.0.5
291,3618,3079,27664,11.1,Extract genomic DNA 1/3.0.3+galaxy2
292,2498,3066,19074,16.1,anndata_manipulate/0.7.5+galaxy0
293,8510,3063,258336,1.2,iqtree/2.1.2+galaxy2
294,13823,3061,105545,2.9,replace_column_with_key_value_file/0.2
295,1833,3039,14025,21.7,pe_histogram/1.0.1
296,5580,2995,42610,7.0,cshl_fastq_to_fasta/1.0.2
297,1598,2953,12231,24.1,picard_CASM/2.18.2.1
298,424,2951,6513,45.3,rseqc_read_duplication/2.6.4
299,2813,2950,21262,13.9,alphafold/2.1.2+galaxy0
300,11758,2824,89813,3.1,sdf_to_tab/2020.03.4+galaxy0
301,1116,2815,33805,8.3,featurecounts/1.6.4+galaxy2
302,315,2793,9553,29.2,maxbin2/2.2.7+galaxy2
303,1842,2777,28282,9.8,seqtk_sample/1.2.0
304,10646,2738,81512,3.4,csv_to_tabular/csv_to_tabular
305,401,2736,12062,22.7,dexseq/1.28.1+galaxy1
306,2988,2731,22829,12.0,fastq_paired_end_splitter/1.1.5
307,148,2725,4286,63.6,bwa/0.7.15.1
308,4931,2701,37761,7.2,Kraken2Tax/1.2
309,5187,2680,39716,6.7,presto_parselog/0.5.4
310,297,2656,8562,31.0,orfipy/0.0.4+galaxy0
311,8860,2643,67651,3.9,vcfvcfintersect/1.0.0_rc3+galaxy0
312,50,2640,2744,96.2,rna_star/2.7.2b
313,139,2623,4267,61.5,ncbi_tblastx_wrapper/2.10.1+galaxy0
314,369,2608,10656,24.5,cutadapt/1.16.5
315,9454,2592,72230,3.6,tp_replace_in_line/1.1.2
316,1157,2582,8840,29.2,bedtools_bamtofastq/2.27.1
317,8664,2574,66290,3.9,fasttree/2.1.10+galaxy1
318,9765,2552,74662,3.4,bcftools_annotate/1.10
319,1109,2547,8482,30.0,picard_CleanSam/2.18.2.1
320,1829,2485,55398,4.5,presto_maskprimers/0.5.4
321,1240,2470,37780,6.5,roary/3.13.0+galaxy2
322,1242,2427,9512,25.5,samtools_view/1.13+galaxy2
323,264,2423,8149,29.7,bg_diamond_makedb/2.0.15+galaxy0
324,2817,2422,21568,11.2,dada2_mergePairs/1.18+galaxy0
325,1203,2408,9208,26.2,macs2_predictd/2.1.1.20160309.1
326,2122,2401,64238,3.7,stringtie_merge/2.1.7+galaxy1
327,10176,2397,77921,3.1,ctb_alignit/1.0.4+galaxy0
328,788,2390,6003,39.8,microsatellite/1.0.0
329,1797,2389,13696,17.4,scanpy_inspect/1.7.1+galaxy0
330,2001,2384,15327,15.6,table_annovar/0.2
331,6492,2360,49695,4.7,edger/3.34.0+galaxy2
332,222,2360,6756,34.9,bwa_mem/0.1
333,1022,2348,7811,30.1,seacr/1.3+galaxy1
334,3176,2347,24271,9.7,tp_awk_tool/1.1.2
335,1350,2253,10307,21.9,samtools_bedcov/2.0.2
336,715,2241,21618,10.4,dada2_learnErrors/1.20+galaxy0
337,896,2236,21343,10.5,mimodd_varcall/0.1.9
338,2797,2231,21376,10.4,addValue/addValue
339,1739,2228,13314,16.7,rseqc_bam_stat/2.6.4
340,576,2212,16411,13.5,trimmomatic/0.36.6
341,2162,2177,16534,13.2,snpEff_download/4.3+T.galaxy2
342,2803,2156,21367,10.1,augustus/3.4.0+galaxy0
343,1723,2145,13158,16.3,regexColumn1/1.0.1
344,194,2143,2980,71.9,rseqc_RPKM_saturation/2.6.4.1
345,249,2120,7095,29.9,bowtie2/2.3.4.2
346,1732,2114,13259,15.9,samtools_depth/1.13
347,4080,2108,124043,1.7,velveth/1.2.10.2
348,731,2100,5454,38.5,samtools_view/1.9+galaxy1
349,594,2095,4545,46.1,snippy_core/4.6.0+galaxy0
350,6439,2055,49244,4.2,clustalw/2.1
351,1877,2052,57011,3.6,mothur_pre_cluster/1.39.5.0
352,2065,2040,62521,3.3,presto_filterseq/0.5.4
353,79,2040,2297,88.8,tophat2/0.6
354,1461,2035,43992,4.6,featurecounts/1.6.4+galaxy1
355,1064,2006,8128,24.7,rseqc_FPKM_count/2.6.4.1
356,173,2004,4859,41.2,hisat2/2.1.0+galaxy3
357,1994,1984,15223,13.0,limma_voom/3.48.0+galaxy1
358,5709,1981,43683,4.5,tabular_to_csv/tabular_to_csv
359,574,1961,17270,11.4,featurecounts/1.6.3+galaxy2
360,3723,1955,28492,6.9,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
361,749,1950,22613,8.6,tb_profiler_profile/2.8.14+galaxy1
362,5221,1930,39950,4.8,cshl_fastx_reverse_complement/1.0.2+galaxy0
363,839,1927,25438,7.6,deeptools_bigwig_compare/3.5.1.0.0
364,422,1920,12743,15.1,tb_profiler_profile/3.0.8+galaxy0
365,988,1920,29959,6.4,bioext_bealign/0.20.4+galaxy0
366,2912,1917,22302,8.6,ncbi_makeblastdb/2.10.1+galaxy0
367,2603,1914,19873,9.6,mergeCols1/mergeCols1
368,1531,1903,11653,16.3,scanpy_filter/1.7.1+galaxy0
369,3228,1886,24690,7.6,deeptools_plot_profile/3.5.1.0.0
370,8143,1884,62272,3.0,fasta_concatenate0/0.0.1
371,1145,1867,8752,21.3,picard_FastqToSam/2.18.2.1
372,3178,1861,24287,7.7,filtlong/0.2.0+galaxy1
373,1685,1861,12880,14.4,cshl_fastx_clipper/1.0.3+galaxy0
374,1467,1841,11201,16.4,prinseq/0.20.4+galaxy1
375,2653,1839,20281,9.1,fastq_stats/1.1.5
376,5376,1825,41122,4.4,circos/0.69.8+galaxy7
377,84,1824,2391,76.3,tophat2/2.1.0
378,3074,1816,23484,7.7,fastq_to_tabular/1.1.5
379,590,1796,17836,10.1,mothur_dist_seqs/1.39.5.0
380,788,1778,5971,29.8,fastqc/0.69
381,586,1770,4422,40.0,bg_find_subsequences/0.2
382,4428,1760,33894,5.2,tp_sort_header_tool/1.1.1
383,945,1746,7237,24.1,tximport/1.22.0
384,842,1725,6413,26.9,mixcr_analyze/3.0.5.0
385,3611,1711,27648,6.2,jvarkit_wgscoverageplotter/20201223+galaxy0
386,1950,1705,14888,11.5,sickle/1.33.2
387,87,1704,3235,52.7,ncbi_blastn_wrapper/0.3.3
388,82,1699,2431,69.9,bwa_mem/0.7.15.1
389,5525,1691,42186,4.0,ncbi_acc_download/0.2.7+galaxy0
390,1025,1688,30817,5.5,flash/1.2.11.4
391,1738,1685,13283,12.7,snpEff_build_gb/4.3+T.galaxy4
392,6701,1681,51401,3.3,fasta_compute_length/1.0.3
393,1341,1680,40652,4.1,quast/5.0.2+galaxy5
394,2809,1678,21407,7.8,anndata_inspect/0.7.5+galaxy0
395,570,1662,4363,38.1,exomedepth/1.1.0
396,3554,1657,27212,6.1,mothur_count_seqs/1.39.5.0
397,96,1649,2904,56.8,slamdunk/0.4.3+galaxy1
398,910,1645,6949,23.7,gffcompare/0.11.2
399,2078,1639,15821,10.4,pygenomeTracks/3.6
400,3636,1638,27778,5.9,bedtools_sortbed/2.30.0
401,1976,1626,59937,2.7,deeptools_multi_bigwig_summary/3.3.2.0.0
402,419,1623,3204,50.7,macs2_bdgdiff/2.1.1.20160309.1
403,4216,1611,32225,5.0,regex1/1.0.1
404,411,1609,11330,14.2,trimmomatic/0.36.5
405,3271,1602,25034,6.4,deeptools_plot_correlation/3.3.2.0.0
406,243,1594,7247,22.0,kallisto_pseudo/0.46.2+galaxy0
407,807,1592,6063,26.3,fastq_manipulation/1.1.5
408,373,1590,2853,55.7,picard_MarkDuplicates/2.18.2.1
409,6571,1567,50178,3.1,param_value_from_file/param_value_from_file
410,1902,1558,14530,10.7,cshl_fastx_quality_statistics/1.0.1
411,1760,1544,13353,11.6,split_file_to_collection/0.5.0
412,4171,1538,64055,2.4,collection_column_join/0.0.3
413,4711,1531,36024,4.2,Remove beginning1/Remove beginning1
414,696,1527,20859,7.3,minimap2/2.20+galaxy1
415,1133,1525,8632,17.7,dada2_plotQualityProfile/1.20+galaxy0
416,1762,1524,13492,11.3,trimmer/trimmer
417,616,1520,4709,32.3,bacteria_tradis/1.4.5+galaxy2
418,2700,1513,20471,7.4,Summary_Statistics1/Summary_Statistics1
419,1842,1484,56270,2.6,mummer_nucmer/4.0.0rc1+galaxy2
420,2237,1482,67816,2.2,quast/5.0.2+galaxy1
421,971,1468,29338,5.0,quast/5.0.2+galaxy3
422,24,1435,5947,24.1,trinity/2.9.1
423,592,1427,4537,31.5,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
424,2139,1408,16379,8.6,gffread/2.2.1.3+galaxy0
425,386,1405,2950,47.6,macs2_bdgcmp/2.1.1.20160309.0
426,2705,1399,20628,6.8,ivar_removereads/1.3.1+galaxy0
427,3172,1395,24272,5.7,taxonomy_krona_chart/2.7.1
428,3508,1372,26528,5.2,table_compute/1.2.4+galaxy0
