month_year,avgmemory,tool_name,tool_version
 2020-1     ,131811888,bcftools_view,1.4.0                                                                     
 2020-1     ,131811888,bedtools_annotatebed,2.29.0                                                                  
 2020-1     ,131811888,bedtools_bamtobed,2.22.0                                                                     
 2020-1     ,131811888,bedtools_bamtobed,2.27.1                                                                     
 2020-1     ,131811888,bedtools_bed12tobed6,2.29.0                                                                  
 2020-1     ,131811888,bedtools_bedpetobam,2.29.0                                                                   
 2020-1     ,131811888,bedtools_bedtoigv,2.29.0                                                                     
 2020-1     ,131811888,bedtools_closestbed,2.27.0.0                                                                 
 2020-1     ,131811888,bedtools_closestbed,2.27.1                                                                   
 2020-1     ,131811888,bedtools_coveragebed,2.22.1                                                                  
 2020-1     ,131811888,bedtools_coveragebed,2.26.0.0                                                                
 2020-1     ,131811888,bedtools_coveragebed,2.29.0                                                                  
 2020-1     ,131811888,bedtools_expandbed,2.26.0.0                                                                  
 2020-1     ,131811888,bedtools_expandbed,2.29.0                                                                    
 2020-1     ,131811888,bedtools_fisher,2.27.1+galaxy1                                                               
 2020-1     ,131811888,bedtools_flankbed,2.29.0                                                                     
 2020-1     ,131811888,bedtools_genomecoveragebed,2.24.0                                                            
 2020-1     ,131811888,bedtools_genomecoveragebed,2.26.0.0                                                          
 2020-1     ,131811888,bedtools_genomecoveragebed,2.27.1                                                            
 2020-1     ,131811888,bedtools_getfastabed,2.27.1                                                                  
 2020-1     ,131811888,bedtools_groupbybed,2.27.1                                                                   
 2020-1     ,131811888,bedtools_groupbybed,2.29.0                                                                   
 2020-1     ,131811888,bedtools_intersectbed,2.27.0.1                                                               
 2020-1     ,131811888,bedtools_intersectbed,2.27.0.2                                                               
 2020-1     ,131811888,bedtools_intersectbed,2.27.1                                                                 
 2020-1     ,131811888,bedtools_intersectbed,2.27.1+galaxy1                                                         
 2020-1     ,131811888,bedtools_jaccard,2.29.0                                                                      
 2020-1     ,131811888,bedtools_links,2.29.0                                                                        
 2020-1     ,131811888,bedtools_multicovtbed,2.27.0.0                                                               
 2020-1     ,131811888,bedtools_nucbed,2.29.0                                                                       
 2020-1     ,131811888,bedtools_overlapbed,2.29.0                                                                   
 2020-1     ,131811888,bedtools_randombed,2.29.0                                                                    
 2020-1     ,131811888,bedtools_reldistbed,2.29.0                                                                   
 2020-1     ,131811888,bedtools_shufflebed,2.29.0                                                                   
 2020-1     ,131811888,bedtools_slopbed,2.27.1                                                                      
 2020-1     ,131811888,bedtools_slopbed,2.29.0                                                                      
 2020-1     ,131811888,bedtools_sortbed,2.27.1                                                                      
 2020-1     ,131811888,bedtools_spacingbed,2.29.0                                                                   
 2020-1     ,131811888,bedtools_tagbed,2.29.0                                                                       
 2020-1     ,131811888,bedtools_unionbedgraph,2.29.0                                                                
 2020-1     ,131811888,bedtools_windowbed,2.29.0                                                                    
 2020-1     ,131811888,biom_add_metadata,2.1.5.1                                                           
 2020-1     ,131811888,biom_convert,2.1.5.0                                                                     
 2020-1     ,131811888,biom_convert,2.1.5.2                                                                     
 2020-1     ,131811888,bwameth,0.2.2                                                                                 
 2020-1     ,131811888,circgraph,0.9-RC2                                                                              
 2020-1     ,131811888,circos,0.69.8+galaxy1                                                                          
 2020-1     ,131811888,circos_aln_to_links,0.69.8+galaxy1                                                             
 2020-1     ,131811888,circos_binlinks,0.69.8+galaxy1                                                                 
 2020-1     ,131811888,circos_bundlelinks,0.69.8+galaxy1                                                              
 2020-1     ,131811888,circos_gc_skew,0.69.8+galaxy1                                                                  
 2020-1     ,131811888,circos_interval_to_text,0.69.8+galaxy1                                                         
 2020-1     ,131811888,circos_interval_to_tile,0.69.8+galaxy1                                                         
 2020-1     ,131811888,circos_resample,0.69.8+galaxy1                                                                 
 2020-1     ,131811888,circos_tableviewer,0.69.8+galaxy1                                                              
 2020-1     ,131811888,column_order_header_sort,0.0.1                                               
 2020-1     ,131811888,crossmap_gff,0.3.7                                                                       
 2020-1     ,131811888,crossmap_vcf,0.3.7                                                                       
 2020-1     ,131811888,cwpair2,1.1.1                                                                                 
 2020-1     ,131811888,dada2_assignTaxonomyAddspecies,1.12+galaxy1                            
 2020-1     ,131811888,dada2_plotComplexity,1.12+galaxy1                                                
 2020-1     ,131811888,datamash_ops,1.0.6                                                                       
 2020-1     ,131811888,datamash_reverse,1.1.0                                                               
 2020-1     ,131811888,datamash_transpose,1.1.0                                                           
 2020-1     ,131811888,deseq2,2.1.8.3                                                                                 
 2020-1     ,131811888,deseq2,2.11.38                                                                                 
 2020-1     ,131811888,deseq2,2.11.40.1                                                                               
 2020-1     ,131811888,dexseq,1.20.1                                                                                  
 2020-1     ,131811888,dexseq_count,1.28.1.0                                                                          
 2020-1     ,131811888,plotdexseq,1.28.1.0                                                                            
 2020-1     ,131811888,fsd,1.0.0                                                             
 2020-1     ,131811888,fsd_beforevsafter,1.0.0                                               
 2020-1     ,131811888,fsd_regions,1.0.0                                                     
 2020-1     ,131811888,td,1.0.0                                                              
 2020-1     ,131811888,ebi_metagenomics_run_downloader,0.1.0                                 
 2020-1     ,131811888,edger,3.20.7.2                                                                                  
 2020-1     ,131811888,edger,3.24.1                                                                                    
 2020-1     ,131811888,fasta_nucleotide_color_plot,1.0.1                                         
 2020-1     ,131811888,fasttree,2.1.10+galaxy1                                                                      
 2020-1     ,131811888,featurecounts,1.4.6.p5                                                                  
 2020-1     ,131811888,featurecounts,1.6.0.2                                                                   
 2020-1     ,131811888,featurecounts,1.6.2                                                                     
 2020-1     ,131811888,filtlong,0.2.0                                                                               
 2020-1     ,131811888,flash,1.2.11.3                                                                                  
 2020-1     ,131811888,gatk4_mutect2,4.1.4.0+galaxy1                                                           
 2020-1     ,131811888,gfa_to_fa,0.1.0                                                                             
 2020-1     ,131811888,gff_to_prot,1.0.0                                                                         
 2020-1     ,131811888,ggplot2_heatmap2,2.2.1+galaxy0                                                       
 2020-1     ,131811888,goseq,1.26.0                                                                                    
 2020-1     ,131811888,hisat2,2.1.0                                                                                   
 2020-1     ,131811888,idba_hybrid,1.1.3                                                                         
 2020-1     ,131811888,idba_tran,1.1.3                                                                             
 2020-1     ,131811888,idba_ud,1.1.3+galaxy1                                                                         
 2020-1     ,131811888,galaxy_intermine_exchange,0.0.1                                             
 2020-1     ,131811888,iwtomics_loadandplot,1.0.0.0                                                     
 2020-1     ,131811888,iwtomics_plotwithscale,1.0.0.0                                                 
 2020-1     ,131811888,iwtomics_testandplot,1.0.0.0                                                     
 2020-1     ,131811888,kallisto_pseudo,0.43.1.1                                                              
 2020-1     ,131811888,kallisto_quant,0.43.1.3                                                                
 2020-1     ,131811888,khmer_abundance_distribution,3.0.0a3+galaxy1                             
 2020-1     ,131811888,length_and_gc_content,0.1.1                                                     
 2020-1     ,131811888,lofreq_alnqual,2.1.3.1+galaxy0                                                         
 2020-1     ,131811888,lofreq_indelqual,2.1.3.1+galaxy0                                                     
 2020-1     ,131811888,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2020-1     ,131811888,macs2_bdgdiff,2.1.1.20160309.0                                                                  
 2020-1     ,131811888,macs2_bdgpeakcall,2.1.1.20160309.0                                                              
 2020-1     ,131811888,macs2_callpeak,2.1.1.20160309.0                                                                 
 2020-1     ,131811888,macs2_callpeak,2.1.1.20160309.4                                                                 
 2020-1     ,131811888,macs2_filterdup,2.1.1.20160309.1                                                                
 2020-1     ,131811888,macs2_predictd,2.1.1.20160309.0                                                                 
 2020-1     ,131811888,macs2_randsample,2.1.1.20160309.1                                                               
 2020-1     ,131811888,macs2_refinepeak,2.1.1.20160309.1                                                               
 2020-1     ,131811888,meme_fimo,4.12.0.0                                                                          
 2020-1     ,131811888,meme_meme,4.11.1.0                                                                          
 2020-1     ,131811888,meme_psp_gen,5.0.5.0                                                                     
 2020-1     ,131811888,metagenomeseq_normalizaton,1.16.0-0.0.1                                   
 2020-1     ,131811888,migmap,1.0.2.2                                                                                 
 2020-1     ,131811888,mothur_align_check,1.39.5.0                                                        
 2020-1     ,131811888,mothur_amova,1.39.5.0                                                                    
 2020-1     ,131811888,mothur_anosim,1.39.5.0                                                                  
 2020-1     ,131811888,mothur_bin_seqs,1.39.5.0                                                              
 2020-1     ,131811888,mothur_biom_info,1.39.5.0                                                            
 2020-1     ,131811888,mothur_chimera_bellerophon,1.39.5.0                                        
 2020-1     ,131811888,mothur_chimera_ccode,1.39.5.0                                                    
