month_year,total_cpu_time,tool_name,tool_version
 2021-05 ,5.13186E+18,rnaspades,3.9.0.1                                                                           
 2021-05 ,5.03402E+18,plant_tribes_assembly_post_processor,1.0.3.0                    
 2021-05 ,4.92328E+18,fastqc,0.72+galaxy1                                                                        
 2021-05 ,4.8924E+18,snippy,4.5.0                                                                                   
 2021-05 ,4.6832E+18,mothur_align_seqs,1.39.5.0                                                          
 2021-05 ,4.63001E+18,mothur_classify_seqs,1.39.5.0                                                    
 2021-05 ,4.49991E+18,deeptools_plot_fingerprint,3.3.2.0.0                                 
 2021-05 ,4.14112E+18,samtools_bedcov,2.0.2                                                             
 2021-05 ,3.66051E+18,varscan_somatic,2.4.3.6                                                               
 2021-05 ,3.4947E+18,macs2_callpeak,2.1.1.20160309.6                                                                 
 2021-05 ,3.47289E+18,samtools_depth,1.9
 2021-05 ,3.29929E+18,picard_MergeSamFiles,2.18.2.1                                                              
 2021-05 ,3.05164E+18,hyphy_prime,2.5.31+galaxy1                                                                
 2021-05 ,2.99443E+18,fastq_trimmer,1.1.5                                                                 
 2021-05 ,2.97419E+18,split_file_to_collection,0.5.0                                         
 2021-05 ,2.64846E+18,trinity_align_and_estimate_abundance,2.9.1                       
 2021-05 ,2.57615E+18,egsea,1.10.0                                                                                    
 2021-05 ,2.5679E+18,vsearch_chimera_detection,1.9.7.0                                                             
 2021-05 ,2.55297E+18, CONVERTER_bam_to_qname_sorted_bam                                                                                                      , CONVERTER_bam_to_qname_sorted_bam                                                                                                      
 2021-05 ,2.46814E+18, upload1                                                                                                                                , upload1                                                                                                                                
 2021-05 ,2.42393E+18,mothur_make_contigs,1.39.5.1                                                      
 2021-05 ,2.36738E+18, CONVERTER_bam_to_bigwig_0                                                                                                              , CONVERTER_bam_to_bigwig_0                                                                                                              
 2021-05 ,2.15801E+18,lastz_wrapper_2,1.3.3                                                                       
 2021-05 ,2.13353E+18,bwameth,0.2.2                                                                                 
 2021-05 ,1.8779E+18,varscan,2.4.2                                                                   
 2021-05 ,1.81965E+18,deseq2,2.11.40.6+galaxy1                                                                       
 2021-05 ,1.80626E+18,gd_raxml,1.0.0                                                                
 2021-05 ,1.78379E+18,fastq_paired_end_interlacer,1.2.0.1+galaxy0                           
 2021-05 ,1.76647E+18,mothur_seq_error,1.39.5.0                                                            
 2021-05 ,1.72068E+18,rna_star,2.7.5b                                                                             
 2021-05 ,1.65848E+18,transdecoder,5.5.0+galaxy1                                                               
 2021-05 ,1.59488E+18, join1                                                                                                                                  , join1                                                                                                                                  
 2021-05 ,1.55363E+18,ncbi_acc_download,0.2.5+galaxy0                                                     
 2021-05 ,1.50699E+18,mothur_fastq_info,1.39.5.0                                                          
 2021-05 ,1.44816E+18,picard_SortSam,2.18.2.1                                                                    
 2021-05 ,1.41835E+18,dada2_learnErrors,1.18+galaxy0                                                      
 2021-05 ,1.41034E+18,bg_diamond,0.9.29.0                                                                     
 2021-05 ,1.36892E+18,pilon,1.20.1                                                                                    
 2021-05 ,1.36791E+18,bedtools_genomecoveragebed,2.30.0                                                            
 2021-05 ,1.31434E+18,mothur_pre_cluster,1.39.5.0                                                        
 2021-05 ,1.29653E+18,vcffilter2,1.0.0_rc3+galaxy3                                                            
 2021-05 ,1.27398E+18,deeptools_bam_compare,3.3.2.0.0                                           
 2021-05 ,1.08403E+18, __EXPORT_HISTORY_TO_URI__                                                                                                              , __EXPORT_HISTORY_TO_URI__                                                                                                              
 2021-05 ,1.02825E+18,shovill,1.0.4+galaxy1                                                                         
 2021-05 ,9.93763E+17,charts,1.0.1                                                                                   
 2021-05 ,9.71737E+17,fastp,0.19.5+galaxy1                                                                            
 2021-05 ,9.67719E+17,progressivemauve,2015_02_13.0                                                        
 2021-05 ,9.61914E+17, Grouping1                                                                                                                              , Grouping1                                                                                                                              
 2021-05 ,9.2042E+17,samtools_sort,2.0.3                                                                 
 2021-05 ,8.90424E+17,freebayes,1.1.0.46-0                                                                    
 2021-05 ,8.69865E+17,varscan_mpileup,2.4.3.1                                                               
 2021-05 ,8.37768E+17,snpEff,4.3+T.galaxy1                                                                           
 2021-05 ,7.87643E+17,fastq_dump,2.10.8+galaxy0                                                                   
 2021-05 ,6.95274E+17,qualimap_bamqc,2.2.2c                                                                  
 2021-05 ,6.79411E+17,bowtie_wrapper,1.2.0                                                              
 2021-05 ,6.43082E+17,lofreq_viterbi,2.1.5+galaxy0                                                           
 2021-05 ,6.3884E+17,pizzly,0.37.3.1                                                                                
 2021-05 ,6.16313E+17,kallisto_quant,0.46.0.4                                                                
 2021-05 ,6.02782E+17,umi_tools_extract,0.5.5.1                                                           
 2021-05 ,5.71975E+17,fastp,0.20.1+galaxy0                                                                            
 2021-05 ,5.62448E+17,cshl_fastx_trimmer,1.0.2+galaxy0                                                    
 2021-05 ,5.44354E+17, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  , CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
 2021-05 ,5.38325E+17,bamFilter,2.4.1                                                                   
 2021-05 ,5.33935E+17,unicycler,0.4.6.0                                                                           
 2021-05 ,5.31646E+17,samtools_merge,1.9
 2021-05 ,5.18068E+17,sam_dump,2.10.9+galaxy0                                                                     
 2021-05 ,5.13504E+17, CONVERTER_cram_to_bam_0                                                                                                                , CONVERTER_cram_to_bam_0                                                                                                                
 2021-05 ,5.09715E+17,trim_galore,0.4.3.1                                                                 
 2021-05 ,4.93125E+17,cshl_fastq_to_fasta,1.0.2                                                          
 2021-05 ,4.76135E+17,fastq_groomer,1.0.4                                                                 
 2021-05 ,4.69156E+17,ivar_removereads,1.2.2+galaxy1                                                       
 2021-05 ,4.50589E+17, __DATA_FETCH__                                                                                                                         , __DATA_FETCH__                                                                                                                         
 2021-05 ,4.34757E+17,cshl_fastq_quality_filter,1.0.2+galaxy0                                      
 2021-05 ,4.29947E+17, ebi_sra_main                                                                                                                           , ebi_sra_main                                                                                                                           
 2021-05 ,4.23584E+17,cuffmerge,0.0.5                                                                         
 2021-05 ,4.06375E+17,samtools_fastx,1.9+galaxy1                                                             
 2021-05 ,4.03704E+17,deeptools_plot_coverage,3.3.2.0.0                                       
 2021-05 ,3.90117E+17,fasterq_dump,2.10.8+galaxy0                                                                 
 2021-05 ,3.84556E+17,rna_star,2.6.0b-1                                                                           
 2021-05 ,3.8371E+17,bam_to_sam,2.0.1                                                                       
 2021-05 ,3.66697E+17,fastq_manipulation,1.1.5                                                       
 2021-05 ,3.65886E+17, CONVERTER_gz_to_uncompressed                                                                                                           , CONVERTER_gz_to_uncompressed                                                                                                           
 2021-05 ,3.44759E+17,varscan_copynumber,2.4.3.2                                                         
 2021-05 ,3.29308E+17,fastq_dump,2.10.4+galaxy1                                                                   
 2021-05 ,3.20519E+17,cuffdiff,2.2.1.3                                                                         
 2021-05 ,3.15185E+17,bowtie2,2.3.4.1                                                                           
 2021-05 ,2.91995E+17,bcftools_call,1.1
 2021-05 ,2.76387E+17,qualimap_bamqc,2.2.2d+galaxy3                                                          
 2021-05 ,2.66916E+17,mummer_nucmer,4.0.0beta2+galaxy1                                                        
 2021-05 ,2.53777E+17,featurecounts,2.0.1                                                                     
 2021-05 ,2.52857E+17, __SET_METADATA__                                                                                                                       , __SET_METADATA__                                                                                                                       
 2021-05 ,2.31886E+17,lofreq_indelqual,2.1.5+galaxy0                                                       
 2021-05 ,2.29833E+17,pathview,1.24.0+galaxy0                                                                      
 2021-05 ,2.20786E+17,deeptools_plot_heatmap,3.3.2.0.1                                         
 2021-05 ,2.09551E+17,hyphy_absrel,2.5.31+galaxy1                                                              
 2021-05 ,1.98721E+17,samtool_filter2,1.8+galaxy1                                                       
 2021-05 ,1.94367E+17,maxbin2,2.2.7+galaxy2                                                                      
 2021-05 ,1.91547E+17,kpca1,1.0.0                                                   
 2021-05 ,1.88278E+17,idba_ud,1.1.3+galaxy1                                                                         
 2021-05 ,1.80662E+17, CONVERTER_interval_to_bed_0                                                                                                            , CONVERTER_interval_to_bed_0                                                                                                            
 2021-05 ,1.80028E+17,mothur_screen_seqs,1.39.5.1                                                        
 2021-05 ,1.75959E+17,hyphy_fade,2.5.31+galaxy1                                                                  
 2021-05 ,1.68259E+17,diffbind,2.10.0                                                                        
 2021-05 ,1.65881E+17,deeptools_plot_enrichment,3.3.2.0.0                                   
 2021-05 ,1.61961E+17,bamleftalign,1.3.1                                                                      
 2021-05 ,1.61917E+17,fastq_to_fasta_python,1.1.5                                                          
 2021-05 ,1.35312E+17,sailfish,0.10.1.1                                                                      
 2021-05 ,1.34846E+17,seqtk_sample,1.3.2                                                                              
 2021-05 ,1.31122E+17, CONVERTER_interval_to_bedstrict_0                                                                                                      , CONVERTER_interval_to_bedstrict_0                                                                                                      
 2021-05 ,1.30136E+17,ngsutils_bam_filter,0.5.9                                                         
 2021-05 ,1.26257E+17,deeptools_multi_bigwig_summary,3.3.2.0.0                         
 2021-05 ,1.22188E+17,sam_to_bam,2.1.1                                                                       
 2021-05 ,1.20728E+17,qualimap_rnaseq,2.2.2d+galaxy1                                                        
 2021-05 ,1.19901E+17,meme_meme,5.0.5.0                                                                           
 2021-05 ,1.1693E+17,fasta_concatenate0,0.0.1                                             
 2021-05 ,1.16927E+17,rseqc_tin,2.6.4.1                                                                            
 2021-05 ,1.11451E+17,bwa,0.7.12.1                                                                                  
 2021-05 ,1.1081E+17,rna_star,2.7.2b                                                                             
 2021-05 ,1.08677E+17,cshl_fastx_clipper,1.0.3+galaxy0                                                    
 2021-05 ,1.07768E+17,cuffquant,2.2.1.1                                                                       
 2021-05 ,1.05728E+17,rna_star,2.7.7a                                                                             
 2021-05 ,1.03795E+17,bg_diamond_makedb,0.9.29                                                                
 2021-05 ,1.03518E+17,fargene,0.1+galaxy1                                                                           
 2021-05 ,1.01594E+17,kraken,1.3.1                                                                               
 2021-05 ,9.70567E+16,bowtie2,2.3.4.3                                                                           
 2021-05 ,9.27157E+16,rseqc_read_distribution,2.6.4.1                                                              
 2021-05 ,8.63808E+16,mothur_filter_seqs,1.39.5.0                                                        
 2021-05 ,7.80425E+16,mothur_make_contigs,1.39.5.0                                                      
 2021-05 ,7.54385E+16,kraken2,2.1.1+galaxy1                                                                         
 2021-05 ,7.2842E+16,EMBOSS: plotcon75,5.0.0.1                                                                
 2021-05 ,7.13338E+16, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         , CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
 2021-05 ,7.13136E+16,cshl_fastx_renamer,0.0.14+galaxy1                                                   
 2021-05 ,7.06743E+16,trimmomatic,0.36.5                                                                   
 2021-05 ,7.03109E+16,cshl_fastx_clipper,1.0.1                                                            
 2021-05 ,6.95765E+16,velvetg,1.2.10.2                                                                           
 2021-05 ,6.86466E+16,mothur_chimera_vsearch,1.39.5.2                                                
 2021-05 ,6.50485E+16,snpSift_extractFields,4.3+t.galaxy0                                                           
 2021-05 ,6.44393E+16,dada2_dada,1.18+galaxy0                                                                    
 2021-05 ,6.32268E+16,rseqc_bam2wig,2.6.4                                                                          
 2021-05 ,6.18872E+16,mimodd_sort,0.1.9                                                                       
 2021-05 ,6.02341E+16,ivar_trim,1.2.2+galaxy1                                                                     
 2021-05 ,5.93702E+16,unipept,4.3.0                                                                             
 2021-05 ,5.92242E+16,picard_ReorderSam,2.18.2.1                                                                 
 2021-05 ,5.78242E+16,abricate,1.0.1                                                                               
 2021-05 ,5.77334E+16,ncbi_makeblastdb,2.10.1+galaxy0                                                   
 2021-05 ,5.68321E+16,limma_voom,3.38.3+galaxy3                                                                  
 2021-05 ,5.67832E+16,fastq_quality_trimmer,1.0.0                                              
 2021-05 ,5.61273E+16,trimmomatic,0.36.6                                                                   
 2021-05 ,5.36278E+16,fasta-stats,1.0.1                                                                         
 2021-05 ,5.12585E+16,seqtk_dropse,1.3.1                                                                              
 2021-05 ,5.11435E+16,crossmap_bam,0.3.7+galaxy1                                                               
 2021-05 ,5.07793E+16,bowtie2,2.3.2.2                                                                           
 2021-05 ,5.06804E+16,busco,4.1.4                                                                                     
 2021-05 ,5.02513E+16,bowtie2,2.2.6.2                                                                           
 2021-05 ,5.00948E+16,bedtools_intersectbed,2.29.0                                                                 
 2021-05 ,4.76757E+16,mothur_summary_seqs,1.39.5.0                                                      
 2021-05 ,4.64079E+16,deg_annotate,1.1.0                                                                       
 2021-05 ,4.40444E+16,picard_FixMateInformation,2.18.2.1                                                         
 2021-05 ,4.26195E+16,exonerate,2.4.0+galaxy2                                                                     
 2021-05 ,4.24515E+16,picard_MarkDuplicates,2.7.1.1                                                              
 2021-05 ,4.22819E+16,meme_fimo,5.0.5.0                                                                           
 2021-05 ,4.15143E+16,ococo,0.1.2.6                                                                                   
 2021-05 ,4.10752E+16,bamSplit,2.4.0                                                                     
 2021-05 ,4.09156E+16,ggplot2_heatmap2,3.0.1                                                               
 2021-05 ,4.08211E+16,scpipe,1.0.0+galaxy2                                                                           
 2021-05 ,4.01923E+16,deeptools_bam_coverage,3.3.0.0.0                                         
 2021-05 ,4.01314E+16,samtools_split,1.9
 2021-05 ,3.84964E+16,multiqc,1.8+galaxy1                                                                           
 2021-05 ,3.82372E+16,bedtools_coveragebed,2.29.2                                                                  
 2021-05 ,3.77456E+16,EMBOSS: transeq101,5.0.0                                                                 
 2021-05 ,3.72179E+16,bedtools_bamtobed,2.30.0                                                                     
 2021-05 ,3.70765E+16,bacteria_tradis,1.4.5+galaxy2                                                               
 2021-05 ,3.66311E+16,hyphy_relax,2.5.31+galaxy1                                                                
 2021-05 ,3.63557E+16,cshl_fastx_quality_statistics,1.0.1                                      
 2021-05 ,3.63153E+16,bedtools_windowbed,2.30.0                                                                    
 2021-05 ,3.55836E+16,bamtools_split,2.4.0                                                               
 2021-05 ,3.47442E+16,fastq_dump,2.9.1.3                                                                          
 2021-05 ,3.42001E+16,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2021-05 ,3.33086E+16,fastq_to_tabular,1.1.5                                                           
 2021-05 ,3.32748E+16,sickle,1.33.2                                                                                  
 2021-05 ,3.25073E+16,rseqc_FPKM_count,2.6.4.1                                                                     
 2021-05 ,3.22481E+16,bedtools_bamtofastq,2.27.1                                                                   
 2021-05 ,3.21832E+16,hyphy_busted,2.5.31+galaxy1                                                              
 2021-05 ,3.20097E+16,mlst,2.19.0                                                                                      
 2021-05 ,3.1566E+16,trinotate,3.2.1                                                                             
 2021-05 ,2.97941E+16,samtools_calmd,2.0.2                                                               
 2021-05 ,2.96792E+16, ucsc_table_direct1                                                                                                                     , ucsc_table_direct1                                                                                                                     
 2021-05 ,2.93328E+16,bamtools,2.4.0.0                                                                         
 2021-05 ,2.93212E+16,gops_intersect_1,1.0.0                                                                  
 2021-05 ,2.89839E+16,chipseeker,1.18.0+galaxy1                                                              
 2021-05 ,2.78445E+16,mimodd_varextract,0.1.9                                                                 
 2021-05 ,2.73223E+16,picard_AddOrReplaceReadGroups,2.18.2.1                                                     
 2021-05 ,2.72654E+16,samtools_stats,2.0.2+galaxy2                                                       
 2021-05 ,2.71056E+16,bcftools_merge,1.1
 2021-05 ,2.66194E+16,deeptools_compute_matrix,3.3.0.0.0                                     
 2021-05 ,2.626E+16,bedtools_unionbedgraph,2.30.0                                                                
 2021-05 ,2.62302E+16,cuffmerge,2.2.1.1                                                                       
 2021-05 ,2.57319E+16,pipelign,0.2+galaxy0                                                                         
 2021-05 ,2.50709E+16,picard_MergeBamAlignment,2.18.2.1                                                          
 2021-05 ,2.49011E+16,macs2_predictd,2.1.1.20160309.1                                                                 
 2021-05 ,2.34929E+16,edger,3.24.1+galaxy1                                                                            
 2021-05 ,2.30068E+16,prinseq,0.20.4                                                                                
 2021-05 ,2.19493E+16,crossmap_wig,0.3.7+galaxy1                                                               
 2021-05 ,2.15979E+16,velveth,1.2.10.1                                                                           
 2021-05 ,2.1586E+16,anndata_inspect,0.7.5+galaxy0                                                         
 2021-05 ,2.14839E+16,EMBOSS: getorf42,5.0.0.1                                                                 
 2021-05 ,2.0713E+16,bamtools,0.0.2                                                                           
 2021-05 ,2.06677E+16,snpSift_annotate,4.3+t.galaxy1                                                                
 2021-05 ,2.05351E+16,idba_tran,1.1.3+galaxy0                                                                     
 2021-05 ,2.03672E+16,nanoplot,1.28.2+galaxy1                                                                      
 2021-05 ,2.03563E+16,t_test_two_samples,1.0.1                                                       
 2021-05 ,1.96579E+16,seqtk_seq,1.3.3                                                                                 
 2021-05 ,1.88457E+16,gops_subtract_1,1.0.0                                                                    
 2021-05 ,1.88066E+16,cuffnorm,2.2.1.3                                                                         
 2021-05 ,1.80066E+16,bcftools_isec,1.1
 2021-05 ,1.74723E+16,fasttree,2.1.10+galaxy1                                                                      
 2021-05 ,1.74093E+16,snpSift_filter,4.3+t.galaxy1                                                                  
 2021-05 ,1.72145E+16,bcftools_annotate,1.1
 2021-05 ,1.71873E+16,bcftools_plugin_counts,1.10+galaxy1                                            
 2021-05 ,1.65771E+16,tp_replace_in_line,1.1.2                                                        
 2021-05 ,1.63005E+16,cutadapt,1.16.1                                                                         
 2021-05 ,1.57748E+16,kc-align,1.0.2                                                                               
 2021-05 ,1.55169E+16,mothur_clearcut,1.39.5.0                                                              
 2021-05 ,1.53193E+16,jvarkit_wgscoverageplotter,20201223+galaxy0                                
 2021-05 ,1.44656E+16,bioext_bam2msa,0.19.7.0                                                                
 2021-05 ,1.40128E+16,bcftools_view,1.1
 2021-05 ,1.3889E+16,gatk4_mutect2,4.1.7.0+galaxy02                                                          
 2021-05 ,1.36145E+16,vcfsort,1.0.0_rc3+galaxy0                                                                 
 2021-05 ,1.34773E+16,snpfreqplot,1.0+galaxy3                                                                   
 2021-05 ,1.29562E+16,samtool_filter2,1.1.2                                                             
 2021-05 ,1.28502E+16,mimodd_convert,0.1.9                                                                    
 2021-05 ,1.18388E+16,fastq_join,1.1.2-806.1                                                                
 2021-05 ,1.14853E+16,jbrowse,1.16.11+galaxy0                                                                       
 2021-05 ,1.04402E+16,bamleftalign,1.1.0.46-0                                                                 
 2021-05 ,1.02687E+16,vcf2tsv,1.0.0_rc3+galaxy0                                                                 
 2021-05 ,1.0221E+16,hyphy_meme,2.5.31+galaxy2                                                                  
 2021-05 ,1.00712E+16,kallisto_pseudo,0.43.1.1                                                              
 2021-05 ,9.95864E+15,samtools_markdup,1.9+galaxy2                                                         
 2021-05 ,9.92572E+15, Cut1                                                                                                                                   , Cut1                                                                                                                                   
 2021-05 ,9.60523E+15,macs2_bdgdiff,2.1.1.20160309.1                                                                  
 2021-05 ,9.50853E+15,picard_MarkDuplicatesWithMateCigar,2.18.2.1                                                
 2021-05 ,9.40779E+15,rseqc_RPKM_saturation,2.6.4.1                                                                
 2021-05 ,9.20594E+15, sort1                                                                                                                                  , sort1                                                                                                                                  
 2021-05 ,9.16933E+15,samtools_flagstat,2.0.3                                                         
 2021-05 ,8.97119E+15,column_remove_by_header,0.0.1                                                 
 2021-05 ,8.85075E+15,picard_FastqToSam,2.18.2.1                                                                 
 2021-05 ,8.8105E+15, Count1                                                                                                                                 , Count1                                                                                                                                 
 2021-05 ,8.53503E+15,ivar_consensus,1.2.2+galaxy0                                                           
 2021-05 ,8.4756E+15,datamash_transpose,1.1.0                                                           
 2021-05 ,8.30602E+15,filter_tabular,3.1.2                                                                   
 2021-05 ,7.94551E+15,bedtools_subtractbed,2.30.0                                                                  
 2021-05 ,7.89483E+15,prokka,1.13
 2021-05 ,7.83802E+15, CONVERTER_fasta_to_tabular                                                                                                             , CONVERTER_fasta_to_tabular                                                                                                             
 2021-05 ,7.76648E+15,featurecounts,1.6.4+galaxy2                                                             
 2021-05 ,7.65465E+15, CONVERTER_fastq_to_fqtoc0                                                                                                              , CONVERTER_fastq_to_fqtoc0                                                                                                              
 2021-05 ,7.31618E+15,hyphy_cfel,2.5.31+galaxy1                                                                  
 2021-05 ,7.29819E+15,bcftools_concat,1.1
 2021-05 ,7.11998E+15,cshl_fastx_barcode_splitter,1.0.1                                          
 2021-05 ,7.09682E+15,ivar_variants,1.2.2+galaxy0                                                             
 2021-05 ,6.95762E+15, CONVERTER_fasta_to_bowtie_base_index                                                                                                   , CONVERTER_fasta_to_bowtie_base_index                                                                                                   
 2021-05 ,6.84955E+15,samtools_slice_bam,2.0.1                                                       
 2021-05 ,6.77812E+15, wig_to_bigWig                                                                                                                          , wig_to_bigWig                                                                                                                          
 2021-05 ,6.76267E+15,cshl_fastx_reverse_complement,1.0.2+galaxy0                              
 2021-05 ,6.73006E+15,intervene_upset,0.6.4                                                                       
 2021-05 ,6.71675E+15,table_annovar,0.2
 2021-05 ,6.71145E+15,samtools_view,1.9+galaxy1                                                               
 2021-05 ,6.68592E+15,picard_NormalizeFasta,2.18.2.1                                                             
