month_year,numusers,tool_name,tool_version
 2021-05 ,156, CONVERTER_fastq_to_fqtoc0                                                                                                              , CONVERTER_fastq_to_fqtoc0                                                                                                              
 2021-05 ,155, comp1                                                                                                                                  , comp1                                                                                                                                  
 2021-05 ,155,rseqc_infer_experiment,2.6.4.1                                                               
 2021-05 ,154,deeptools_compute_matrix,3.3.2.0.0                                     
 2021-05 ,151,samtools_flagstat,2.0.3                                                         
 2021-05 ,149,busco,5.0.0+galaxy0                                                                             
 2021-05 ,145, CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   , CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   
 2021-05 ,144, csv_to_tabular                                                                                                                         , csv_to_tabular                                                                                                                         
 2021-05 ,143,ggplot2_heatmap2,3.0.1                                                               
 2021-05 ,142,samtools_rmdup,2.0.1                                                               
 2021-05 ,142, CONVERTER_interval_to_bed_0                                                                                                            , CONVERTER_interval_to_bed_0                                                                                                            
 2021-05 ,142,annotatemyids,3.12.0                                                                    
 2021-05 ,141,vcffilter2,1.0.0_rc3+galaxy3                                                            
 2021-05 ,139,qualimap_bamqc,2.2.2c                                                                  
 2021-05 ,135, tabular_to_csv                                                                                                                         , tabular_to_csv                                                                                                                         
 2021-05 ,135,jbrowse,1.16.11+galaxy0                                                                       
 2021-05 ,133,deeptools_plot_heatmap,3.3.2.0.1                                         
 2021-05 ,130,velveth,1.2.10.2                                                                           
 2021-05 ,128, cat1                                                                                                                                   , cat1                                                                                                                                   
 2021-05 ,128, CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           , CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           
 2021-05 ,127,ncbi_blastn_wrapper,2.10.1+galaxy0                                                
 2021-05 ,125,mothur_make_contigs,1.39.5.1                                                      
 2021-05 ,124,volcanoplot,0.0.3                                                                         
 2021-05 ,117,fastq_to_fasta_python,1.1.5                                                          
 2021-05 ,116,charts,1.0.1                                                                                   
 2021-05 ,114,taxonomy_krona_chart,2.7.1                                                      
 2021-05 ,114,table_annovar,0.2
 2021-05 ,114,tp_sort_header_tool,1.1.1                                                       
 2021-05 ,113,mothur_summary_seqs,1.39.5.0                                                      
 2021-05 ,113,limma_voom,3.38.3+galaxy3                                                                  
 2021-05 ,112,mothur_unique_seqs,1.39.5.0                                                        
 2021-05 ,111,picard_AddOrReplaceReadGroups,2.18.2.1                                                     
 2021-05 ,111,salmon,1.3.0+galaxy1                                                                     
 2021-05 ,111,snpEff_download,4.3+T.galaxy2                                                                  
 2021-05 ,109,bam_to_sam,2.0.1                                                                       
 2021-05 ,108,shovill,1.1.0+galaxy0                                                                         
 2021-05 ,107,mothur_align_seqs,1.39.5.0                                                          
 2021-05 ,107,fastp,0.20.1+galaxy0                                                                            
 2021-05 ,107,cshl_fastq_quality_filter,1.0.2+galaxy0                                      
 2021-05 ,107,nanoplot,1.28.2+galaxy1                                                                      
 2021-05 ,107,picard_MergeSamFiles,2.18.2.1                                                              
 2021-05 ,106, Grep1                                                                                                                                  , Grep1                                                                                                                                  
 2021-05 ,106,samtools_view,1.9+galaxy3                                                               
 2021-05 ,106,trinity,2.9.1+galaxy1                                                                         
 2021-05 ,105,mothur_count_seqs,1.39.5.0                                                          
 2021-05 ,103,collection_column_join,0.0.3                                                   
 2021-05 ,103,mothur_screen_seqs,1.39.5.1                                                        
 2021-05 ,101, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         , CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
 2021-05 ,100,bandage_image,0.8.1+galaxy3                                                                   
 2021-05 ,99,stringtie_merge,2.1.1                                                                       
 2021-05 ,99,sam_dump,2.10.9+galaxy0                                                                     
 2021-05 ,98,Add_a_column1,1.6
 2021-05 ,97, CONVERTER_interval_to_bed12_0                                                                                                          , CONVERTER_interval_to_bed12_0                                                                                                          
 2021-05 ,92, CONVERTER_fasta_to_fai                                                                                                                 , CONVERTER_fasta_to_fai                                                                                                                 
 2021-05 ,91,gtftobed12,357
 2021-05 ,91,samtools_sort,2.0.3                                                                 
 2021-05 ,91,minimap2,2.17+galaxy4                                                                        
 2021-05 ,91,velveth,1.2.10.1                                                                           
 2021-05 ,90,lofreq_call,2.1.5+galaxy1                                                                 
 2021-05 ,88,tp_cat,0.1.0                                                                    
 2021-05 ,88,bcftools_mpileup,1.1
 2021-05 ,88, CONVERTER_ref_to_seq_taxomony                                                                                                          , CONVERTER_ref_to_seq_taxomony                                                                                                          
 2021-05 ,87,tp_easyjoin_tool,1.1.2                                                          
 2021-05 ,87,bedtools_intersectbed,2.30.0                                                                 
 2021-05 ,87,unicycler,0.4.8.0                                                                           
 2021-05 ,86,mothur_classify_seqs,1.39.5.0                                                    
 2021-05 ,86,chipseeker,1.18.0+galaxy1                                                              
 2021-05 ,86, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  , CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
 2021-05 ,85,mothur_filter_seqs,1.39.5.0                                                        
 2021-05 ,84,mothur_pre_cluster,1.39.5.0                                                        
 2021-05 ,84,picard_SortSam,2.18.2.1                                                                    
 2021-05 ,83,samtools_mpileup,2.1.4                                                           
 2021-05 ,83,fastq_paired_end_interlacer,1.2.0.1+galaxy0                           
 2021-05 ,83,ncbi_acc_download,0.2.5+galaxy0                                                     
 2021-05 ,82,kraken,1.3.1                                                                               
 2021-05 ,82,cuffmerge,0.0.5                                                                         
 2021-05 ,80,bcftools_call,1.1
 2021-05 ,80, Show beginning1                                                                                                                        , Show beginning1                                                                                                                        
 2021-05 ,80,mothur_cluster_split,1.39.5.0                                                    
 2021-05 ,79, __EXPORT_HISTORY__                                                                                                                     , __EXPORT_HISTORY__                                                                                                                     
 2021-05 ,79,fastq_quality_trimmer,1.1.5                                              
 2021-05 ,78,mothur_chimera_vsearch,1.39.5.2                                                
 2021-05 ,77,velvetg,1.2.10.2                                                                           
 2021-05 ,77,flye,2.6
 2021-05 ,76,mothur_remove_lineage,1.39.5.0                                                  
 2021-05 ,76,mothur_classify_otu,1.39.5.0                                                      
 2021-05 ,75,mothur_make_shared,1.39.5.0                                                        
 2021-05 ,74,fastqe,0.2.6+galaxy1                                                                           
 2021-05 ,74,mothur_remove_seqs,1.39.5.0                                                        
 2021-05 ,74,Kraken2Tax,1.2
 2021-05 ,74,samtools_idxstats,2.0.3                                                         
 2021-05 ,73,deeptools_multi_bam_summary,3.3.2.0.0                               
 2021-05 ,72,snippy,4.5.0                                                                                   
 2021-05 ,72,clustalw,2.1
 2021-05 ,71,mothur_count_groups,1.39.5.0                                                      
 2021-05 ,71,deeptools_plot_correlation,3.3.2.0.0                                 
 2021-05 ,70,cat_multiple,0.2
 2021-05 ,70,mothur_rarefaction_single,1.39.5.0                                          
 2021-05 ,69,fastq_paired_end_deinterlacer,1.1.5                                 
 2021-05 ,69,kraken2,2.1.1+galaxy1                                                                         
 2021-05 ,69, Convert characters1                                                                                                                    , Convert characters1                                                                                                                    
 2021-05 ,69,varscan_somatic,2.4.3.6                                                               
 2021-05 ,68,gops_intersect_1,1.0.0                                                                  
 2021-05 ,68,fasta-stats,1.0.1                                                                         
 2021-05 ,68,mothur_sub_sample,1.39.5.0                                                          
 2021-05 ,67, ebi_sra_main                                                                                                                           , ebi_sra_main                                                                                                                           
 2021-05 ,66,ncbi_makeblastdb,2.10.1+galaxy0                                                   
 2021-05 ,66,macs2_bdgpeakcall,2.1.1.20160309.0                                                              
 2021-05 ,66,qualimap_rnaseq,2.2.2d+galaxy1                                                        
 2021-05 ,66,picard_CleanSam,2.18.2.1                                                                   
 2021-05 ,65,rbc_mafft,7.221.3                                                                           
 2021-05 ,65,goseq,1.36.0+galaxy0                                                                            
 2021-05 ,65, CONVERTER_fasta_to_len                                                                                                                 , CONVERTER_fasta_to_len                                                                                                                 
 2021-05 ,64,tp_grep_tool,1.1.1                                                              
 2021-05 ,64,mothur_remove_groups,1.39.5.0                                                    
 2021-05 ,64,snpSift_extractFields,4.3+t.galaxy0                                                           
 2021-05 ,63,XY_Plot_1,1.0.2                                                                           
 2021-05 ,62,mothur_dist_shared,1.39.5.0                                                        
 2021-05 ,62,newick_display,1.6+galaxy1                                                               
 2021-05 ,61,deeptools_plot_profile,3.3.2.0.0                                         
 2021-05 ,61, CONVERTER_len_to_linecount                                                                                                             , CONVERTER_len_to_linecount                                                                                                             
 2021-05 ,60,velvetoptimiser,2.2.6                                                       
 2021-05 ,60, wig_to_bigWig                                                                                                                          , wig_to_bigWig                                                                                                                          
 2021-05 ,58,tab2fasta,1.1.1                                                                  
 2021-05 ,58, CONVERTER_bed_to_gff_0                                                                                                                 , CONVERTER_bed_to_gff_0                                                                                                                 
 2021-05 ,57, Remove beginning1                                                                                                                      , Remove beginning1                                                                                                                      
 2021-05 ,56, CONVERTER_gff_to_bed_0                                                                                                                 , CONVERTER_gff_to_bed_0                                                                                                                 
 2021-05 ,56,fasta2tab,1.1.1                                                                  
 2021-05 ,56,mothur_make_biom,1.39.5.0                                                            
 2021-05 ,56,bedtools_bamtobed,2.30.0                                                                     
 2021-05 ,55,porechop,0.2.3                                                                               
 2021-05 ,55,Extract genomic DNA 1,3.0.3+galaxy2                                               
 2021-05 ,54,gffread,2.2.1.2                                                                           
 2021-05 ,54,table_compute,0.9.2                                                                     
 2021-05 ,53,cshl_fastq_to_fasta,1.0.2                                                          
 2021-05 ,53, __EXTRACT_DATASET__                                                                                                                    , __EXTRACT_DATASET__                                                                                                                    
 2021-05 ,52,fastq_stats,1.1.5                                                                     
 2021-05 ,52,lofreq_viterbi,2.1.5+galaxy0                                                           
 2021-05 ,52,snpEff_databases,4.3+T.galaxy2                                                                 
 2021-05 ,52,mothur_heatmap_sim,1.39.5.0                                                        
 2021-05 ,52,bedtools_genomecoveragebed,2.30.0                                                            
 2021-05 ,51,cshl_fastx_trimmer,1.0.2+galaxy0                                                    
 2021-05 ,51,snpeff_sars_cov_2,4.5covid19                                                        
 2021-05 ,51,mothur_tree_shared,1.39.5.0                                                        
 2021-05 ,50,mothur_venn,1.39.5.0                                                                      
 2021-05 ,50,sam_merge2,1.2.0                                                                        
 2021-05 ,50,varscan_copynumber,2.4.3.2                                                         
 2021-05 ,49,mothur_summary_single,1.39.5.2                                                  
 2021-05 ,49,deeptools_bam_compare,3.3.2.0.0                                           
 2021-05 ,49,mothur_dist_seqs,1.39.5.0                                                            
 2021-05 ,48,bcftools_filter,1.1
 2021-05 ,47,lofreq_indelqual,2.1.5+galaxy0                                                       
 2021-05 ,47,cuffmerge,2.2.1.2                                                                       
 2021-05 ,47,mothur_cluster,1.39.5.0                                                                
 2021-05 ,47,iqtree,1.5.5.3                                                                                 
 2021-05 ,46,picard_FastqToSam,2.18.2.1                                                                 
 2021-05 ,46,collapse_dataset,5.1.0                                                           
 2021-05 ,46,ncbi_blastp_wrapper,2.10.1+galaxy0                                                
 2021-05 ,46,metaspades,3.9.0                                                                           
 2021-05 ,45, CONVERTER_bed_to_bgzip_0                                                                                                               , CONVERTER_bed_to_bgzip_0                                                                                                               
 2021-05 ,45,bedtools_getfastabed,2.30.0                                                                  
 2021-05 ,44,snpEff_build_gb,4.3+T.galaxy4                                                                  
 2021-05 ,44,mothur_seq_error,1.39.5.0                                                            
 2021-05 ,44,circos,0.69.8+galaxy7                                                                          
 2021-05 ,44, CONVERTER_bed_to_fli_0                                                                                                                 , CONVERTER_bed_to_fli_0                                                                                                                 
 2021-05 ,44,mothur_get_groups,1.39.5.0                                                          
 2021-05 ,44, Count1                                                                                                                                 , Count1                                                                                                                                 
 2021-05 ,43,samtools_fastx,1.9+galaxy1                                                             
 2021-05 ,43,tp_multijoin_tool,1.1.1                                                         
 2021-05 ,43,kallisto_quant,0.46.0.4                                                                
 2021-05 ,43,roary,3.13.0+galaxy1                                                                            
 2021-05 ,43, gff2bed1                                                                                                                               , gff2bed1                                                                                                                               
 2021-05 ,43,samtools_merge,1.9
 2021-05 ,43,fastq_trimmer,1.1.5                                                                 
 2021-05 ,42,snpSift_filter,4.3+t.galaxy1                                                                  
 2021-05 ,42, interactive_tool_rstudio                                                                                                               , interactive_tool_rstudio                                                                                                               
 2021-05 ,42,trinity_align_and_estimate_abundance,2.9.1+galaxy1               
 2021-05 ,42, ChangeCase                                                                                                                             , ChangeCase                                                                                                                             
 2021-05 ,42,bamtools,2.4.0.0                                                                         
 2021-05 ,41,tp_sorted_uniq,1.1.0                                                            
 2021-05 ,41,bedtools_multiintersectbed,2.30.0                                                            
 2021-05 ,41,maker,2.31.11                                                                                   
 2021-05 ,40, CONVERTER_fasta_to_2bit                                                                                                                , CONVERTER_fasta_to_2bit                                                                                                                
 2021-05 ,40,goenrichment,2.0.1                                                                       
 2021-05 ,40,samtools_depth,1.9
 2021-05 ,40,filter_tabular,3.1.2                                                                   
 2021-05 ,40,mothur_taxonomy_to_krona,1
 2021-05 ,40,varscan,2.4.2                                                                   
 2021-05 ,39,fasta_filter_by_length,1.2
 2021-05 ,39,mummer_nucmer,4.0.0beta2+galaxy1                                                        
 2021-05 ,39,picard_NormalizeFasta,2.18.2.1                                                             
 2021-05 ,39,sam_pileup,1.1.3                                                                       
 2021-05 ,39,ggplot2_heatmap,2.2.1                                                                 
 2021-05 ,38,abricate,1.0.1                                                                               
 2021-05 ,38,deeptools_plot_fingerprint,3.3.2.0.0                                 
 2021-05 ,38,gops_subtract_1,1.0.0                                                                    
 2021-05 ,38,ncbi_blastx_wrapper,2.10.1+galaxy0                                                
 2021-05 ,38,fasttree,2.1.10+galaxy1                                                                      
 2021-05 ,37,bamleftalign,1.3.1                                                                      
 2021-05 ,37,ncbi_tblastn_wrapper,2.10.1+galaxy0                                               
 2021-05 ,37,tp_replace_in_column,1.1.3                                                      
 2021-05 ,36,bcftools_norm,1.1
 2021-05 ,36,fasta_merge_files_and_filter_unique_sequences,1.2.0 
 2021-05 ,36,fastq_paired_end_joiner,2.0.1.1+galaxy0                                   
 2021-05 ,36,picard_MergeBamAlignment,2.18.2.1                                                          
 2021-05 ,36,fastq_filter,1.1.5                                                                   
 2021-05 ,36,diffbind,2.10.0                                                                        
 2021-05 ,35,meme_chip,4.11.2+galaxy1                                                                    
 2021-05 ,35,pilon,1.20.1                                                                                    
 2021-05 ,35,deeptools_plot_pca,3.3.2.0.0                                                 
 2021-05 ,35,macs2_predictd,2.1.1.20160309.1                                                                 
 2021-05 ,35,ivar_consensus,1.2.2+galaxy0                                                           
 2021-05 ,34,tp_replace_in_line,1.1.2                                                        
 2021-05 ,34, CONVERTER_bed_to_tabix_0                                                                                                               , CONVERTER_bed_to_tabix_0                                                                                                               
 2021-05 ,34,fasta_compute_length,1.0.3                                                   
 2021-05 ,34,pathview,1.24.0+galaxy0                                                                      
 2021-05 ,33,bandage_info,0.8.1+galaxy1                                                                    
 2021-05 ,33,sam_to_bam,2.1.1                                                                       
 2021-05 ,33,EMBOSS: needle56,5.0.0.1                                                                 
 2021-05 ,33,fastq_paired_end_splitter,1.1.5                                         
 2021-05 ,33,filter_by_fasta_ids,2.3
 2021-05 ,33,transdecoder,5.5.0+galaxy1                                                               
 2021-05 ,32, CONVERTER_gff_to_fli_0                                                                                                                 , CONVERTER_gff_to_fli_0                                                                                                                 
 2021-05 ,32,EMBOSS: getorf42,5.0.0.1                                                                 
 2021-05 ,32,bedtools_sortbed,2.30.0                                                                      
 2021-05 ,32,jvarkit_wgscoverageplotter,20201223+galaxy0                                
 2021-05 ,32,datamash_ops,1.1.0                                                                       
 2021-05 ,31,ggplot2_pca,2.2.1                                                                         
 2021-05 ,31,gffcompare,0.11.2                                                                          
 2021-05 ,31,deeptools_multi_bigwig_summary,3.3.2.0.0                         
 2021-05 ,31,table_annovar,0.1
 2021-05 ,31,fastq_join,1.1.2-806.1                                                                
 2021-05 ,31,augustus,3.3.3                                                                         
 2021-05 ,31,deeptools_bigwig_compare,3.3.2.0.0                                     
 2021-05 ,30,tp_find_and_replace,1.1.3                                                       
 2021-05 ,30, CONVERTER_gff_to_interval_index_0                                                                                                      , CONVERTER_gff_to_interval_index_0                                                                                                      
 2021-05 ,30,rseqc_bam_stat,2.6.4                                                                         
 2021-05 ,30,mummer_mummer,4.0.0beta2+galaxy1                                                        
 2021-05 ,30,fastq_groomer,1.1.1                                                                 
 2021-05 ,30,vcfallelicprimitives,1.0.0_rc3+galaxy0                                       
 2021-05 ,30,bowtie2,2.3.4.3+galaxy0                                                                   
 2021-05 ,29,tp_tail_tool,1.1.0                                                              
 2021-05 ,29,kraken-report,1.3.1                                                                 
 2021-05 ,29,gatk4_mutect2,4.1.7.0+galaxy02                                                          
 2021-05 ,29,bcftools_plugin_counts,1.10+galaxy1                                            
 2021-05 ,28,ivar_trim,1.2.2+galaxy1                                                                     
 2021-05 ,28,EMBOSS: geecee41,5.0.0                                                                   
 2021-05 ,28,pileup_parser,1.0.2                                                                 
 2021-05 ,28, addValue                                                                                                                               , addValue                                                                                                                               
 2021-05 ,28,snpSift_annotate,4.3+t.galaxy1                                                                
 2021-05 ,28,megablast_wrapper,1.2.0                                                         
 2021-05 ,27,varscan_mpileup,2.4.3.1                                                               
 2021-05 ,27,velvetg,1.2.10.1                                                                           
 2021-05 ,27,seqtk_sample,1.3.2                                                                              
 2021-05 ,27,seq_filter_by_id,0.2.7                                                           
 2021-05 ,26, CONVERTER_vcf_to_bgzip_0                                                                                                               , CONVERTER_vcf_to_bgzip_0                                                                                                               
 2021-05 ,26, CONVERTER_bedgraph_to_bigwig                                                                                                           , CONVERTER_bedgraph_to_bigwig                                                                                                           
 2021-05 ,26, __MERGE_COLLECTION__                                                                                                                   , __MERGE_COLLECTION__                                                                                                                   
 2021-05 ,26,prinseq,0.20.4                                                                                
 2021-05 ,25,snpsift_vartype,4.3+t.galaxy0                                                                 
 2021-05 ,25,bioext_bealign,0.19.7.0                                                                
 2021-05 ,25,samtools_bedcov,2.0.2                                                             
 2021-05 ,25,dexseq_count,1.28.1.0                                                                          
 2021-05 ,25,meme_meme,5.0.5.0                                                                           
 2021-05 ,25,ggplot2_point,2.2.1+galaxy2                                                             
 2021-05 ,25,megahit,1.1.3.5                                                                               
 2021-05 ,25,cshl_fastq_quality_boxplot,1.0.1                                            
 2021-05 ,24,vcfcombine,1.0.0_rc3+galaxy0                                                           
 2021-05 ,24,goslimmer,1.0.1                                                                             
 2021-05 ,24,bcftools_view,1.1
 2021-05 ,24,samtool_filter2,1.1.2                                                             
 2021-05 ,24,samtools_calmd,2.0.2                                                               
 2021-05 ,24, __FLATTEN__                                                                                                                            , __FLATTEN__                                                                                                                            
 2021-05 ,24,vcf2tsv,1.0.0_rc3+galaxy0                                                                 
 2021-05 ,23,gprofiler_gost,0.1.7+galaxy11                                                          
 2021-05 ,23,ivar_variants,1.2.2+galaxy0                                                             
 2021-05 ,23,trinity_abundance_estimates_to_matrix,2.9.1                     
 2021-05 ,23,varscan,0.1
 2021-05 ,23,bwa_mem,0.7.15.1                                                                              
 2021-05 ,23,picard_MarkDuplicates,2.7.1.1                                                              
 2021-05 ,23,bedtools_mergebed,2.30.0                                                                     
 2021-05 ,23,bedtools_intersectbed,2.29.0                                                                 
 2021-05 ,23,samtools_mpileup,2.1.3                                                           
 2021-05 ,23,rnaspades,3.9.0.2                                                                           
 2021-05 ,23,egsea,1.10.0                                                                                    
 2021-05 ,22,bwa_mem,0.1
 2021-05 ,22,mothur_merge_files,1.39.5.0                                                        
 2021-05 ,22,lofreq_filter,2.1.5+galaxy0                                                             
 2021-05 ,22,ngsutils_bam_filter,0.5.9                                                         
 2021-05 ,22,allele_counts_1,1.3.2                                                                  
 2021-05 ,22, hgv_david                                                                                                                              , hgv_david                                                                                                                              
 2021-05 ,21,naive_variant_caller,0.0.4                                               
 2021-05 ,21,rbc_splitfasta,0.4.0                                                                   
 2021-05 ,21,picard_AddOrReplaceReadGroups,1.126.0                                                      
 2021-05 ,21,bg_diamond_makedb,0.9.29                                                                
 2021-05 ,21,mothur_fastq_info,1.39.5.0                                                          
 2021-05 ,21,picard_MarkDuplicates,1.126.0                                                              
 2021-05 ,21, Paste1                                                                                                                                 , Paste1                                                                                                                                 
 2021-05 ,21,picard_MergeSamFiles,1.126.0                                                               
 2021-05 ,21,hifiasm,0.14+galaxy0                                                                    
 2021-05 ,21,vcfvcfintersect,1.0.0_rc3+galaxy0                                                 
 2021-05 ,21,bp_genbank2gff3,1.1
 2021-05 ,21,mlst,2.19.0                                                                                      
 2021-05 ,21,freebayes,0.4
 2021-05 ,21,EMBOSS: transeq101,5.0.0                                                                 
 2021-05 ,21,tp_awk_tool,1.1.2                                                               
 2021-05 ,21,umi_tools_extract,0.5.5.1                                                           
 2021-05 ,21, bed2gff1                                                                                                                               , bed2gff1                                                                                                                               
 2021-05 ,21,cshl_fastx_quality_statistics,1.0.1                                      
 2021-05 ,21,gd_raxml,1.0.0                                                                
 2021-05 ,21,multiqc,1.8+galaxy1                                                                           
 2021-05 ,20,bcftools_annotate,1.1
 2021-05 ,20, CONVERTER_vcf_to_tabix_0                                                                                                               , CONVERTER_vcf_to_tabix_0                                                                                                               
 2021-05 ,20, CONVERTER_interval_to_bigwig_0                                                                                                         , CONVERTER_interval_to_bigwig_0                                                                                                         
 2021-05 ,20,get_flanks1,1.0.0                                                                      
 2021-05 ,20,qualimap_bamqc,2.2.2d+galaxy3                                                          
 2021-05 ,20,heatmap_1,1.0.0                                                                       
 2021-05 ,20,fgsea,1.8.0+galaxy1                                                                             
 2021-05 ,20,progressivemauve,2015_02_13.0                                                        
 2021-05 ,20,fasplit,357
 2021-05 ,20,tximport,0.1
 2021-05 ,20,samtools_split,1.9
 2021-05 ,19,subtract_query1,0.1
 2021-05 ,19,picard_SamToFastq,2.18.2.2                                                                 
 2021-05 ,19,picard_CleanSam,1.126.0                                                                    
 2021-05 ,19,bg_diamond,0.9.29.0                                                                     
 2021-05 ,19,rseqc_geneBody_coverage,2.6.4.3                                                              
 2021-05 ,19,rseqc_read_distribution,2.6.4.1                                                              
 2021-05 ,19,lastz_wrapper_2,1.3.3                                                                       
 2021-05 ,19,EMBOSS: union105,5.0.0                                                                   
 2021-05 ,19,dexseq,1.28.1+galaxy1                                                                          
 2021-05 ,19,bedtools_bamtofastq,2.27.1                                                                   
 2021-05 ,18,tp_sed_tool,1.1.1                                                               
 2021-05 ,18,snpfreqplot,1.0+galaxy3                                                                   
 2021-05 ,18,uniprot,0.2
 2021-05 ,18,dada2_seqCounts,1.18+galaxy0                                                          
 2021-05 ,18,EMBOSS: pepstats71,5.0.0                                                                 
 2021-05 ,18,venn_list,0.1.1                                                                         
 2021-05 ,18,bamFilter,0.0.1                                                                   
 2021-05 ,18,fastqc,0.63
 2021-05 ,18,trimmomatic,0.36.5                                                                   
 2021-05 ,18,cshl_fastx_collapser,1.0.1                                                        
 2021-05 ,17,rna_starsolo,2.7.8a                                                                      
 2021-05 ,17,samtools_view,1.9+galaxy2                                                               
 2021-05 ,17,EMBOSS: cusp17,5.0.0                                                                     
 2021-05 ,17,sailfish,0.10.1.1                                                                      
 2021-05 ,17,trimmomatic,0.36.6                                                                   
 2021-05 ,17,staramr_search,0.5.1                                                                          
 2021-05 ,17,rgweblogo3,3.5.0                                                                         
 2021-05 ,16,jcvi_gff_stats,0.8.4                                                                   
 2021-05 ,16, __EXPORT_HISTORY_TO_URI__                                                                                                              , __EXPORT_HISTORY_TO_URI__                                                                                                              
 2021-05 ,16,cshl_fastx_barcode_splitter,1.0.1                                          
 2021-05 ,16,EMBOSS: wordcount109,5.0.0.1                                                             
 2021-05 ,16, interactive_tool_jupyter_notebook                                                                                                      , interactive_tool_jupyter_notebook                                                                                                      
 2021-05 ,16, liftOver1                                                                                                                              , liftOver1                                                                                                                              
 2021-05 ,16, mergeCols1                                                                                                                             , mergeCols1                                                                                                                             
 2021-05 ,16,rna_star,2.6.0b-1                                                                           
 2021-05 ,16,fastqc,0.72
 2021-05 ,16,mothur_make_group,1.39.5.0                                                          
 2021-05 ,16,bedtools_subtractbed,2.30.0                                                                  
 2021-05 ,16,snippy_core,4.5.0                                                                              
 2021-05 ,16,cuffdiff,2.2.1.3                                                                         
 2021-05 ,16,bcftools_convert_to_vcf,1.1
 2021-05 ,16,bcftools_consensus,1.10+galaxy1                                                    
 2021-05 ,15,vcfannotate,1.0.0_rc3+galaxy0                                                         
