month_year,totalmemory,tool_name,tool_version
 2020-1     ,26230565592,presto_parselog,0.5.4                                                                 
 2020-1     ,25835186216,prokka,1.14.5                                                                                 
 2020-1     ,25703318120,bedtools_sortbed,2.29.0                                                                      
 2020-1     ,25571506244, Show beginning1                                                                                                                        , Show beginning1                                                                                                                        
 2020-1     ,25439739416,rbc_mafft,7.221.3                                                                           
 2020-1     ,25307882424,picard_CASM,2.18.2.1                                                                       
 2020-1     ,25176070608,dexseq_count,1.28.1.0                                                                          
 2020-1     ,25176070576,stringtie_merge,1.3.6                                                                       
 2020-1     ,24780634944,taxonomy_krona_chart,2.6.1.1                                                    
 2020-1     ,24648823028,mothur_count_seqs,1.39.5.0                                                          
 2020-1     ,24517050668,deeptools_bigwig_compare,3.3.0.0.0                                     
 2020-1     ,23857951712, trimmer                                                                                                                                , trimmer                                                                                                                                
 2020-1     ,23857951696,sra_pileup,2.10.3                                                                           
 2020-1     ,23857951676,EMBOSS: transeq101,5.0.0                                                                 
 2020-1     ,23726139808,Kraken2Tax,1.2
 2020-1     ,23462516064, CONVERTER_bedgraph_to_bigwig                                                                                                           , CONVERTER_bedgraph_to_bigwig                                                                                                           
 2020-1     ,23330704172,tp_replace_in_column,1.1.3                                                      
 2020-1     ,23330704152,fastq_trimmer,1.1.1                                                                 
 2020-1     ,23330704148,cshl_fastq_quality_boxplot,1.0.1                                            
 2020-1     ,22935321252,cuffmerge,2.2.1.1                                                                       
 2020-1     ,22935268508,sam_bw_filter,1.0.0                                                       
 2020-1     ,22935268496, CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   , CONVERTER_bed_gff_or_vcf_to_bigwig_0                                                                                                   
 2020-1     ,22803456624,samtools_merge,1.9
 2020-1     ,22803456620,rseqc_geneBody_coverage,2.6.4.3                                                              
 2020-1     ,22539832848,cshl_fastx_reverse_complement,1.0.0                                      
 2020-1     ,22539832840,picard_MergeSamFiles,2.18.2.1                                                              
 2020-1     ,22539832836,bedtools_subtractbed,2.29.0                                                                  
 2020-1     ,22539832824,cshl_fastx_clipper,1.0.3                                                            
 2020-1     ,22539832816,sam_dump,2.10.4                                                                             
 2020-1     ,22012585280,ncbi_makeblastdb,0.3.3                                                            
 2020-1     ,21880773396,fastqc,0.69
 2020-1     ,21748991536,bowtie_wrapper,1.1.2                                                              
 2020-1     ,21617149620,bcftools_plugin_counts,1.9+galaxy1                                             
 2020-1     ,21485337704,mothur_taxonomy_to_krona,1
 2020-1     ,21353525852,mothur_cluster_split,1.39.5.0                                                    
 2020-1     ,21353525828,diffbind,2.10.0                                                                        
 2020-1     ,21221713904,picard_SortSam,2.18.2.1                                                                    
 2020-1     ,21089902080,fastq_paired_end_interlacer,1.2.0.1                                   
 2020-1     ,20826278296,gops_subtract_1,1.0.0                                                                    
 2020-1     ,20562654524,mothur_pre_cluster,1.39.5.0                                                        
 2020-1     ,20430842632,allele_counts_1,1.2
 2020-1     ,20167218860,vcfcombine,1.0.0_rc1+galaxy0                                                           
 2020-1     ,20167218848, CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           , CONVERTER_vcf_to_vcf_bgzip_0                                                                                                           
 2020-1     ,20035406868,seqtk_sample,1.3.1                                                                              
 2020-1     ,19903595084,snpEff,1
 2020-1     ,19903595068, CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         , CONVERTER_vcf_bgzip_to_tabix_0                                                                                                         
 2020-1     ,19639971312,rseqc_read_distribution,2.6.4.1                                                              
 2020-1     ,19639971296,bcftools_stats,1.9+galaxy1                                                             
 2020-1     ,19376347484,dunovo,2.14
 2020-1     ,18849099980,mothur_remove_seqs,1.39.5.0                                                        
 2020-1     ,18849099972,cshl_fastx_quality_statistics,1.0.1                                      
 2020-1     ,18849099924, wc_gnu                                                                                                                                 , wc_gnu                                                                                                                                 
 2020-1     ,18585476208,picard_ARRG,1.56.0                                                                         
 2020-1     ,18535655780,hisat2,2.1.0+galaxy3                                                                           
 2020-1     ,17926437408,deeptools_compute_matrix,3.1.2.0.0                                     
 2020-1     ,17926416732,snpEff_download,4.3+T.galaxy2                                                                  
 2020-1     ,17794604832,snpEff_build_gb,4.3+T.galaxy4                                                                  
 2020-1     ,17662792992,make_families,2.14
 2020-1     ,17662792992,mothur_chimera_vsearch,1.39.5.1                                                
 2020-1     ,17662792992,precheck,2.14
 2020-1     ,17003733540,macs2_predictd,2.1.1.20160309.1                                                                 
 2020-1     ,17003733524,vcfallelicprimitives,1.0.0_rc1+galaxy0                                       
 2020-1     ,16871921636, gff2bed1                                                                                                                               , gff2bed1                                                                                                                               
 2020-1     ,16476485996,tp_tail_tool,1.1.0                                                              
 2020-1     ,16476485988,charts,1.0.1                                                                                   
 2020-1     ,16476485980,samtools_depth,1.9
 2020-1     ,16344674096,sailfish,0.10.1.1                                                                      
 2020-1     ,16189882668,bowtie2,2.3.4.2                                                                           
 2020-1     ,16081050336,fastq_filter,1.0.0                                                                   
 2020-1     ,16081050332,bamleftalign,1.1.0.46-0                                                                 
 2020-1     ,16081050304,kraken-report,1.2.4                                                                 
 2020-1     ,15949238432,table_annovar,0.1
 2020-1     ,15817426552, CONVERTER_gff_to_bed_0                                                                                                                 , CONVERTER_gff_to_bed_0                                                                                                                 
 2020-1     ,15553802768,get_flanks1,1.0.0                                                                      
 2020-1     ,15421990892,deeptools_plot_pca,3.3.0.0.0                                                 
 2020-1     ,15158367112,fastq_manipulation,1.1.1                                                       
 2020-1     ,14762931456,correct_barcodes,2.14
 2020-1     ,14762931448,gatk_variant_select,0.0.3                                                          
 2020-1     ,14762931448,vcfannotate,1.0.0_rc1+galaxy0                                                         
 2020-1     ,14631119564, CONVERTER_fasta_to_fai                                                                                                                 , CONVERTER_fasta_to_fai                                                                                                                 
 2020-1     ,14631119564,sam_to_bam,1.1.2                                                                       
 2020-1     ,14499307664,snippy,4.4.5+galaxy1                                                                           
 2020-1     ,14367495792,featurecounts,1.6.2                                                                     
 2020-1     ,14235683904,bedtools_coveragebed,2.29.0                                                                  
 2020-1     ,14235683860,samtools_sort,2.0.2                                                                 
 2020-1     ,14103872016,lastz_wrapper_2,1.2.2                                                                       
 2020-1     ,13840248232,gops_merge_1,1.0.0                                                                          
 2020-1     ,13840248212,fasta_compute_length,1.0.2                                                   
 2020-1     ,13840248188,presto_parseheaders,0.5.4                                                         
 2020-1     ,13708436352,bedtools_slopbed,2.29.0                                                                      
 2020-1     ,13708436352,rseqc_read_GC,2.6.4                                                                          
 2020-1     ,13708436348,picard_SamToFastq,2.18.2.1                                                                 
 2020-1     ,13708436328,gffread,2.2.1.2                                                                           
 2020-1     ,13576624460, bed2gff1                                                                                                                               , bed2gff1                                                                                                                               
 2020-1     ,13313036504,deeptools_plot_fingerprint,3.3.0.0.0                                 
 2020-1     ,13313000688,bcftools_filter,1.9+galaxy1                                                           
 2020-1     ,13181188800, CONVERTER_wig_to_bigwig                                                                                                                , CONVERTER_wig_to_bigwig                                                                                                                
 2020-1     ,13181188792,bedtools_multiintersectbed,2.29.0                                                            
 2020-1     ,13049376892,snpSift_annotate,4.3+t.galaxy1                                                                
 2020-1     ,12917565024,bedtools_intersectbed,2.27.1                                                                 
 2020-1     ,12917565016,snpsift_vartype,4.3+t.galaxy0                                                                 
 2020-1     ,12917565008, CONVERTER_bed_to_gff_0                                                                                                                 , CONVERTER_bed_to_gff_0                                                                                                                 
 2020-1     ,12653941236,bcftools_norm,1.9+galaxy1                                                               
 2020-1     ,12653941216,cshl_fastx_reverse_complement,1.0.2                                      
 2020-1     ,12522129360,rseqc_bam_stat,2.6.4                                                                         
 2020-1     ,12522129356,cshl_fastx_clipper,1.0.1                                                            
 2020-1     ,12522129304,mimodd_vcf_filter,0.1.9                                                                 
 2020-1     ,12390317452,bcftools_mpileup,1.9+galaxy2                                                         
 2020-1     ,12126693696,cshl_fasta_formatter,1.0.1                                                        
 2020-1     ,12126693688,gatk_depth_of_coverage,0.0.2                                                    
 2020-1     ,12126693680,picard_FastqToSam,2.18.2.1                                                                 
 2020-1     ,12126693664,mothur_make_biom,1.39.5.0                                                            
 2020-1     ,11994881804,picard_CleanSam,2.18.2.1                                                                   
 2020-1     ,11994881780,ncbi_blastn_wrapper,0.3.0                                                         
 2020-1     ,11863069872,presto_filterseq,0.5.4                                                               
 2020-1     ,11731267368,dexseq,1.28.1+galaxy1                                                                          
 2020-1     ,11731258032,transit_gumbel,3.0.1+galaxy1                                                           
 2020-1     ,11731258028,gatk_realigner_target_creator,0.0.4                                      
 2020-1     ,11599446140,tp_uniq_tool,1.1.1                                                              
 2020-1     ,11599446132,ncbi_tblastn_wrapper,0.3.3                                                        
 2020-1     ,11335822368,samtools_markdup,1.9+galaxy2                                                         
 2020-1     ,11204010444,lofreq_call,2.1.3.1+galaxy0                                                               
 2020-1     ,11072198592,transit_gumbel,2.3.3+galaxy1                                                           
 2020-1     ,11072198572,bcftools_merge,1.9+galaxy1                                                             
 2020-1     ,10940411076,align_families,2.14
 2020-1     ,10940386704,mothur_heatmap_sim,1.39.5.0                                                        
 2020-1     ,10940386704,mothur_tree_shared,1.39.5.0                                                        
 2020-1     ,10808574808,vcfbedintersect,1.0.0_rc1+galaxy0                                                 
 2020-1     ,10808574776, CONVERTER_ref_to_seq_taxomony                                                                                                          , CONVERTER_ref_to_seq_taxomony                                                                                                          
 2020-1     ,10676762928,varscan,0.1
 2020-1     ,10544951032,bcftools_call,1.9+galaxy1                                                               
 2020-1     ,10413139132,deseq2,2.11.40.2                                                                               
 2020-1     ,10413139128,snpEff_databases,4.3+T.galaxy2                                                                 
 2020-1     ,10281327264,samtool_filter2,1.1.2                                                             
 2020-1     ,10281327224,mothur_fastq_info,1.39.5.0                                                          
 2020-1     ,10149515376, __DATA_FETCH__                                                                                                                         , __DATA_FETCH__                                                                                                                         
 2020-1     ,10149515372,gatk_indel_realigner,0.0.6                                                        
 2020-1     ,10149515372, CONVERTER_fasta_to_len                                                                                                                 , CONVERTER_fasta_to_len                                                                                                                 
