,month_year,avg_cpu_time,tool_name_version
29, 2021-05 ,  551471409799873683.77184466019417,deeptools_multi_bam_summary/3.3.2.0.0                               
30, 2021-05 ,  512344485375806685.50000000000000,microsatellite/1.0.0                                                       
31, 2021-05 ,  458327537404857708.71323529411765,rseqc_geneBody_coverage/2.6.4.3                                                              
32, 2021-05 ,  366561421447088936.50000000000000,rnaspades/3.9.0.1                                                                           
33, 2021-05 ,  349365402602786880.29194630872483,pileup_parser/1.0.2                                                                 
34, 2021-05 ,  314528537668613968.87500000000000,deeptools_compute_matrix/3.1.2.0.0                                     
35, 2021-05 ,  304789650154920515.14285714285714,bwameth/0.2.2                                                                                 
36, 2021-05 ,  302023935207293232.67550235143224,rna_star/2.7.8a                                                                             
37, 2021-05 ,  300755930241819769.08823529411765,rna_starsolo/2.7.8a                                                                      
38, 2021-05 ,  289570129278706972.44901669145596,bowtie2/2.4.2+galaxy0                                                                     
39, 2021-05 ,  284839461603740664.06666666666667, CONVERTER_sam_to_bigwig_0                                                                                                              / CONVERTER_sam_to_bigwig_0                                                                                                              
40, 2021-05 ,  281421655752801901.06521739130435,megahit/1.1.3.5                                                                               
41, 2021-05 ,  262199098450426555.08783783783784,iqtree/1.5.5.3                                                                                 
42, 2021-05 ,  249526198098875219.93269230769231,repeatmasker_wrapper/4.0.9                                                        
43, 2021-05 ,  249245372185315928.90909090909091,rbc_mafft/7.221.3                                                                           
44, 2021-05 ,  246618374118834165.20945945945946,roary/3.13.0+galaxy1                                                                            
45, 2021-05 ,  235639834067610883.33796296296296,busco/5.0.0+galaxy0                                                                             
46, 2021-05 ,  222977199732657565.91180758017493,bwa/0.7.17.4                                                                                  
47, 2021-05 ,  203727689583427205.53846153846154,trinity_align_and_estimate_abundance/2.9.1                       
48, 2021-05 ,  198482646471786214.82323232323232,cuffdiff/2.2.1.6                                                                         
49, 2021-05 ,  177605229930070599.68845315904139,sam_pileup/1.1.3                                                                       
50, 2021-05 ,  168414254933085134.96250000000000,maker/2.31.11                                                                                   
51, 2021-05 ,  155152276192880620.42702702702703,spaln/2.4.03+galaxy0                                                                            
52, 2021-05 ,  142317293412667993.06746532156368,bwa_mem/0.7.17.1                                                                              
53, 2021-05 ,  139833800660008255.88888888888889,plant_tribes_assembly_post_processor/1.0.3.0                    
54, 2021-05 ,  136941111454842673.09497206703911,velvetoptimiser/2.2.6                                                       
55, 2021-05 ,  126686491070135760.80538461538462,freebayes/1.3.1                                                                         
56, 2021-05 ,  115960498136671833.08163265306122,augustus_training/3.3.3                                                       
57, 2021-05 ,  112283970868219918.85882352941176,mothur_cluster_split/1.39.5.0                                                    
58, 2021-05 ,  104775653498275362.50000000000000,hyphy_absrel/2.5.31+galaxy1                                                              
59, 2021-05 ,  103713448900310957.24000000000000,hisat2/2.1.0+galaxy4                                                                           
60, 2021-05 ,  100568506094222493.74576271186441,dexseq/1.28.1+galaxy1                                                                          
61, 2021-05 ,   94807927831087244.07017543859649,meme_chip/4.11.2+galaxy1                                                                    
62, 2021-05 ,   94245507082963941.06784452296820,fasterq_dump/2.10.9+galaxy0                                                                 
63, 2021-05 ,   94139000997356143.50000000000000,idba_ud/1.1.3+galaxy1                                                                         
64, 2021-05 ,   89007412346145045.61788617886179,hisat2/2.1.0+galaxy5                                                                           
65, 2021-05 ,   86194979911133554.04938271604938,augustus/3.3.3                                                                         
66, 2021-05 ,   80382752678375566.38461538461538,minimap2/2.17+galaxy4                                                                        
67, 2021-05 ,   80093858144561175.62000000000000,bioext_bealign/0.19.7.0                                                                
68, 2021-05 ,   79135063210555861.03344481605351,fastq_paired_end_deinterlacer/1.1.5                                 
69, 2021-05 ,   76675108613336653.75088028169014,cufflinks/2.2.1.3                                                                       
70, 2021-05 ,   74857167020423557.52403343782654,lofreq_call/2.1.5+galaxy1                                                                 
71, 2021-05 ,   72870413695314253.61855670103093, __EXPORT_HISTORY__                                                                                                                     / __EXPORT_HISTORY__                                                                                                                     
72, 2021-05 ,   72653817052541024.94000000000000,dexseq_count/1.28.1.0                                                                          
73, 2021-05 ,   71694425315999392.97385620915033,fastq_quality_trimmer/1.1.5                                              
74, 2021-05 ,   71330433561473586.69444444444444,vsearch_chimera_detection/1.9.7.0                                                             
75, 2021-05 ,   66741893194881528.87500000000000,unicycler/0.4.6.0                                                                           
76, 2021-05 ,   65003190299416237.76363636363636,fastqe/0.2.6+galaxy1                                                                           
77, 2021-05 ,   63848942862118806.33333333333333,kpca1/1.0.0                                                   
78, 2021-05 ,   63036967774864441.40000000000000,bowtie2/2.3.4.1                                                                           
79, 2021-05 ,   62238376365091126.93396226415094,porechop/0.2.3                                                                               
80, 2021-05 ,   61886052971774435.47325102880658,fastq_paired_end_splitter/1.1.5                                         
81, 2021-05 ,   57054238063372999.42105263157895, __EXPORT_HISTORY_TO_URI__                                                                                                              / __EXPORT_HISTORY_TO_URI__                                                                                                              
82, 2021-05 ,   56653466883546803.43023255813953,naive_variant_caller/0.0.4                                               
83, 2021-05 ,   55891547276040972.92446043165468,shovill/1.1.0+galaxy0                                                                         
84, 2021-05 ,   54876940403895882.23170731707317,deeptools_plot_fingerprint/3.3.2.0.0                                 
85, 2021-05 ,   54383660390824090.70930232558140,fastq_stats/1.1.5                                                                     
86, 2021-05 ,   53272313508150486.88916378030678,prokka/1.14.5+galaxy0                                                                         
87, 2021-05 ,   51042857984035213.56954314720812,fastq_groomer/1.1.5                                                                 
88, 2021-05 ,   50971993968499099.17283950617284,fastq_paired_end_joiner/2.0.1.1+galaxy0                                   
89, 2021-05 ,   50123408241783714.87992750339828,ncbi_blastn_wrapper/2.10.1+galaxy0                                                
90, 2021-05 ,   50058215486302715.66666666666667, CONVERTER_bam_to_qname_sorted_bam                                                                                                      / CONVERTER_bam_to_qname_sorted_bam                                                                                                      
91, 2021-05 ,   48764634122869493.50000000000000,fasterq_dump/2.10.8+galaxy0                                                                 
92, 2021-05 ,   48077900135996213.41188318227593,clustalw/2.1                                                                             
93, 2021-05 ,   47613511626766658.30000000000000,fastq_groomer/1.0.4                                                                 
94, 2021-05 ,   46504941183775982.70270270270270,rna_star/2.7.5b                                                                             
95, 2021-05 ,   46145059364009035.90799882801055,fastq_dump/2.10.9+galaxy0                                                                   
96, 2021-05 ,   43989634956470614.50000000000000,hyphy_fade/2.5.31+galaxy1                                                                  
97, 2021-05 ,   43154893771200717.33414634146341,bowtie2/2.3.4.3+galaxy0                                                                   
98, 2021-05 ,   42806725568786689.10104529616725,fastq_filter/1.1.5                                                                   
99, 2021-05 ,   41130077003773089.76000000000000,shovill/1.0.4+galaxy1                                                                         
100, 2021-05 ,   40473836085792196.40909090909091,freebayes/1.1.0.46-0                                                                    
101, 2021-05 ,   40252317569514339.15625000000000,egsea/1.10.0                                                                                    
102, 2021-05 ,   38622308434325369.02715255448374,htseq_count/0.9.1                                                                    
103, 2021-05 ,   37150487130197529.33333333333333,bwa/0.7.12.1                                                                                  
104, 2021-05 ,   36974833894413662.22222222222222,varscan_somatic/2.4.3.6                                                               
105, 2021-05 ,   35613197285022522.77777777777778,cuffdiff/2.2.1.3                                                                         
106, 2021-05 ,   35458864366430012.20000000000000,dada2_learnErrors/1.18+galaxy0                                                      
107, 2021-05 ,   35155464855141243.00000000000000,cshl_fastx_clipper/1.0.1                                                            
108, 2021-05 ,   32477003256599264.74452554744526,quast/5.0.2+galaxy1                                                                             
109, 2021-05 ,   32352234810205482.33333333333333,bowtie2/2.3.4.3                                                                           
110, 2021-05 ,   31544017944180488.75000000000000,mothur_seq_error/1.39.5.0                                                            
111, 2021-05 ,   30496911353177655.16578969347699,hisat2/2.1.0+galaxy7                                                                           
112, 2021-05 ,   29538438724589690.45056179775281,volcanoplot/0.0.3                                                                         
113, 2021-05 ,   28605956431141915.94602012808783,gops_join_1/1.0.0                                                                            
114, 2021-05 ,   28391610301315740.00000000000000,fastq_quality_trimmer/1.0.0                                              
115, 2021-05 ,   26618343951141582.66666666666667,pizzly/0.37.3.1                                                                                
116, 2021-05 ,   26254769133256497.93333333333333,fastq_dump/2.10.8+galaxy0                                                                   
117, 2021-05 ,   26154554437674686.29729729729730,progressivemauve/2015_02_13.0                                                        
118, 2021-05 ,   25629234414377836.50000000000000,seqtk_dropse/1.3.1                                                                              
119, 2021-05 ,   24061548808847585.42727272727273,samtools_mpileup/2.1.4                                                           
120, 2021-05 ,   23985404793839697.07258064516129,split_file_to_collection/0.5.0                                         
121, 2021-05 ,   23347808805757172.77139484556364,trim_galore/0.6.3                                                                   
122, 2021-05 ,   22022206257223323.00000000000000,picard_FixMateInformation/2.18.2.1                                                         
123, 2021-05 ,   21635583046892011.21495327102804,mothur_classify_seqs/1.39.5.0                                                    
124, 2021-05 ,   20703672196468181.80000000000000,fargene/0.1+galaxy1                                                                           
125, 2021-05 ,   20535082470306768.00000000000000,idba_tran/1.1.3+galaxy0                                                                     
126, 2021-05 ,   20410566699553444.50000000000000,scpipe/1.0.0+galaxy2                                                                           
127, 2021-05 ,   20200561508403905.03902439024390,samtools_bedcov/2.0.2                                                             
128, 2021-05 ,   19511515321226760.14117647058824,transdecoder/5.5.0+galaxy1                                                               
129, 2021-05 ,   19371042527774270.05882352941176,fastq_dump/2.10.4+galaxy1                                                                   
130, 2021-05 ,   18658183397759082.48207171314741,mothur_align_seqs/1.39.5.0                                                          
131, 2021-05 ,   18315542544214048.50000000000000,hyphy_relax/2.5.31+galaxy1                                                                
132, 2021-05 ,   18086645922028429.48347107438017,samtools_rmdup/2.0.1                                                               
133, 2021-05 ,   18017777277815333.44196951934349,samtools_view/1.9+galaxy3                                                               
134, 2021-05 ,   17708450549754053.79411764705882,gd_raxml/1.0.0                                                                
135, 2021-05 ,   17372086519318965.00000000000000,fastq_dump/2.9.1.3                                                                          
136, 2021-05 ,   16004114781857939.93087557603687,samtools_depth/1.9                                                                     
137, 2021-05 ,   15829962967523587.57142857142857,rna_star/2.7.2b                                                                             
138, 2021-05 ,   15003578466321132.64893617021277,bg_diamond/0.9.29.0                                                                     
139, 2021-05 ,   14352321288110073.29523809523810,mothur_fastq_info/1.39.5.0                                                          
140, 2021-05 ,   13397448798094318.00000000000000,deeptools_bam_coverage/3.3.0.0.0                                         
141, 2021-05 ,   13216017956556249.12500000000000,rna_star/2.7.7a                                                                             
142, 2021-05 ,   11874040446199473.20000000000000,unipept/4.3.0                                                                             
143, 2021-05 ,   11801074079774257.41379310344828,pilon/1.20.1                                                                                    
144, 2021-05 ,   11327101848924859.90873533246415,bcftools_mpileup/1.10                                                                
145, 2021-05 ,   10798142785849597.66666666666667,maxbin2/2.2.7+galaxy2                                                                      
146, 2021-05 ,   10575128682894735.15789473684211,umi_tools_extract/0.5.5.1                                                           
147, 2021-05 ,   10120531555077469.43558282208589,picard_MergeSamFiles/2.18.2.1                                                              
148, 2021-05 ,   10071240389904000.00000000000000,kallisto_pseudo/0.43.1.1                                                              
149, 2021-05 ,    9991254193162357.71308016877637,deeptools_compute_matrix/3.3.2.0.0                                     
150, 2021-05 ,    9846532629660943.81159420289855,bowtie_wrapper/1.2.0                                                              
151, 2021-05 ,    9649910069798715.55263157894737,fastq_manipulation/1.1.5                                                       
152, 2021-05 ,    9290592885872149.03125000000000,fastq_paired_end_interlacer/1.2.0.1+galaxy0                           
153, 2021-05 ,    8446737896290892.66666666666667,busco/4.1.4                                                                                     
154, 2021-05 ,    8272695203745652.39647577092511,varscan/2.4.2                                                                   
155, 2021-05 ,    8045809748687872.25000000000000,hyphy_busted/2.5.31+galaxy1                                                              
156, 2021-05 ,    8008401812636753.92268041237113,ncbi_acc_download/0.2.5+galaxy0                                                     
157, 2021-05 ,    7994113872558355.50000000000000,snippy/4.5.0                                                                                   
158, 2021-05 ,    7928422084157481.49701492537313,salmon/1.3.0+galaxy1                                                                     
159, 2021-05 ,    7103251446628473.83333333333333,exonerate/2.4.0+galaxy2                                                                     
160, 2021-05 ,    7015038236306671.08870967741935,varscan_mpileup/2.4.3.1                                                               
161, 2021-05 ,    6954154506173184.05291005291005,mothur_pre_cluster/1.39.5.0                                                        
162, 2021-05 ,    6904349510637620.00000000000000,bamtools/0.0.2                                                                           
163, 2021-05 ,    6729053478566531.95280898876404,fastq_trimmer/1.1.5                                                                 
164, 2021-05 ,    6059529467112759.81097560975610,charts/1.0.1                                                                                   
165, 2021-05 ,    5942804063036349.91666666666667,cshl_fastx_renamer/0.0.14+galaxy1                                                   
166, 2021-05 ,    5845776087128473.21367521367521,bedtools_genomecoveragebed/2.30.0                                                            
167, 2021-05 ,    5667268949730990.32348703170029,deeptools_bam_coverage/3.3.2.0.0                                         
168, 2021-05 ,    5583473230475445.66666666666667,bowtie2/2.2.6.2                                                                           
169, 2021-05 ,    5464366596949173.96339362618432,stringtie/2.1.1                                                                             
170, 2021-05 ,    5351013339020962.80645161290323,deeptools_plot_enrichment/3.3.2.0.0                                   
171, 2021-05 ,    5343983639237848.73363431151242, CONVERTER_bam_to_bigwig_0                                                                                                              / CONVERTER_bam_to_bigwig_0                                                                                                              
172, 2021-05 ,    5246035282697034.20000000000000,cuffmerge/2.2.1.1                                                                       
173, 2021-05 ,    5157262576221430.75000000000000,mimodd_sort/0.1.9                                                                       
174, 2021-05 ,    4862537595619424.98473282442748,deeptools_bam_compare/3.3.2.0.0                                           
175, 2021-05 ,    4856132557585556.40000000000000,EMBOSS: plotcon75/5.0.0.1                                                                
176, 2021-05 ,    4779655689692946.37500000000000,bedtools_coveragebed/2.29.2                                                                  
177, 2021-05 ,    4763688093630722.85046728971963,trim_galore/0.4.3.1                                                                 
178, 2021-05 ,    4623011022662869.98260869565217,samtools_merge/1.9                                                                     
179, 2021-05 ,    4524185000177190.08235294117647,rna_star/2.6.0b-1                                                                           
180, 2021-05 ,    4504424671855898.14035087719298, CONVERTER_cram_to_bam_0                                                                                                                / CONVERTER_cram_to_bam_0                                                                                                                
181, 2021-05 ,    4497326271034019.96153846153846,fasta_concatenate0/0.0.1                                             
182, 2021-05 ,    4389853681248832.00000000000000,iterative_map_pipeline/1.0                                                             
183, 2021-05 ,    4364041823488857.86075949367089,varscan_copynumber/2.4.3.2                                                         
184, 2021-05 ,    4261961229341432.66666666666667,crossmap_bam/0.3.7+galaxy1                                                               
185, 2021-05 ,    4144913508210482.03846153846154,cuffquant/2.2.1.1                                                                       
186, 2021-05 ,    3992121261560983.26923076923077,bg_diamond_makedb/0.9.29                                                                
187, 2021-05 ,    3980180654863906.77996715927750,mothur_make_contigs/1.39.5.1                                                      
188, 2021-05 ,    3902123924602539.40000000000000,mothur_make_contigs/1.39.5.0                                                      
189, 2021-05 ,    3851490116459036.97606382978723,picard_SortSam/2.18.2.1                                                                    
190, 2021-05 ,    3392718919748815.50000000000000,t_test_two_samples/1.0.1                                                       
191, 2021-05 ,    3370592973212543.36363636363636,bacteria_tradis/1.4.5+galaxy2                                                               
192, 2021-05 ,    3327724774966660.15789473684211,rseqc_bam2wig/2.6.4                                                                          
193, 2021-05 ,    3327427561037925.12500000000000,deeptools_compute_matrix/3.3.0.0.0                                     
194, 2021-05 ,    3260099126241359.80000000000000,cutadapt/1.16.1                                                                         
195, 2021-05 ,    3135929240291224.00000000000000,rseqc_RPKM_saturation/2.6.4.1                                                                
196, 2021-05 ,    3102097909111564.49618320610687,samtools_fastx/1.9+galaxy1                                                             
197, 2021-05 ,    2933941845010034.07142857142857,bamSplit/2.4.0                                                                     
198, 2021-05 ,    2851874870307285.07317073170732,rseqc_tin/2.6.4.1                                                                            
199, 2021-05 ,    2834852264466807.44664959453692,cutadapt/1.16.6                                                                         
200, 2021-05 ,    2594644355941221.43750000000000,ococo/0.1.2.6                                                                                   
201, 2021-05 ,    2581725470589275.59024390243902,picard_MarkDuplicates/2.18.2.2                                                             
202, 2021-05 ,    2487170118290303.23529411764706,meme_fimo/5.0.5.0                                                                           
203, 2021-05 ,    2393615631590230.00000000000000,deeptools_bam_coverage/3.1.2.0.0                                         
204, 2021-05 ,    2368966345455980.92000000000000,picard_ReorderSam/2.18.2.1                                                                 
205, 2021-05 ,    2204934113690091.72593782264541,trimmomatic/0.38.0                                                                   
206, 2021-05 ,    2088035427795822.00000000000000,bamleftalign/1.1.0.46-0                                                                 
207, 2021-05 ,    2084069376957741.40682160533678,lofreq_call/2.1.5+galaxy0                                                                 
208, 2021-05 ,    2067942199027680.00000000000000,fastq_paired_end_joiner/2.0.1.1                                           
209, 2021-05 ,    2029319979080325.87242798353909,cshl_fastq_to_fasta/1.0.2                                                          
210, 2021-05 ,    1922402367503894.26190476190476,deeptools_plot_coverage/3.3.2.0.0                                       
211, 2021-05 ,    1901706885727993.60000000000000,picard_MarkDuplicatesWithMateCigar/2.18.2.1                                                
212, 2021-05 ,    1880664543435222.10000000000000,cuffnorm/2.2.1.3                                                                         
213, 2021-05 ,    1856874588831748.80645161290323,sam_dump/2.10.9+galaxy0                                                                     
214, 2021-05 ,    1835741706292764.85714285714286,mimodd_convert/0.1.9                                                                    
215, 2021-05 ,    1814913063780197.50000000000000,mothur_pairwise_seqs/1.39.5.0                                                    
216, 2021-05 ,    1787082019307635.63636363636364,seqtk_seq/1.3.3                                                                                 
217, 2021-05 ,    1776756290775145.66666666666667,hyphy_fel/2.5.31+galaxy1                                                                    
218, 2021-05 ,    1750668454475450.06666666666667,bedtools_unionbedgraph/2.30.0                                                                
219, 2021-05 ,    1739404360654342.25000000000000, CONVERTER_fasta_to_bowtie_base_index                                                                                                   / CONVERTER_fasta_to_bowtie_base_index                                                                                                   
220, 2021-05 ,    1703899465348785.75280351048269,macs2_callpeak/2.1.1.20160309.6                                                                 
221, 2021-05 ,    1694457754487351.85714285714286,bamtools_split/2.4.0                                                               
222, 2021-05 ,    1639620429669850.15662650602410, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  / CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
223, 2021-05 ,    1630021819216425.48936170212766,pathview/1.24.0+galaxy0                                                                      
224, 2021-05 ,    1627536734132152.39024390243902,mummer_nucmer/4.0.0beta2+galaxy1                                                        
225, 2021-05 ,    1571083820976547.00558659217877,cshl_fastx_trimmer/1.0.2+galaxy0                                                    
226, 2021-05 ,    1539309656497024.87878787878788,kraken/1.3.1                                                                               
227, 2021-05 ,    1513640752004822.94117647058824,pipelign/0.2+galaxy0                                                                         
228, 2021-05 ,    1463285752357265.53333333333333,crossmap_wig/0.3.7+galaxy1                                                               
229, 2021-05 ,    1445678467078925.37883959044369,cuffmerge/0.0.5                                                                         
230, 2021-05 ,    1393292278207220.19230769230769,cshl_fastx_clipper/1.0.3+galaxy0                                                    
231, 2021-05 ,    1387850750932375.00000000000000,transdecoder/3.0.1                                                                       
232, 2021-05 ,    1292060730511262.26415094339623,kallisto_quant/0.46.0.4                                                                
233, 2021-05 ,    1265660571419356.77272727272727,mimodd_varextract/0.1.9                                                                 
234, 2021-05 ,    1262389048707579.00000000000000,sam_dump/2.10.8+galaxy0                                                                     
235, 2021-05 ,    1230508028011017.70989304812834,samtools_sort/2.0.3                                                                 
236, 2021-05 ,    1127833173631018.42857142857143,prokka/1.13                                                                                   
237, 2021-05 ,    1092635393668485.00000000000000,freebayes/0.4.1                                                                         
238, 2021-05 ,    1061070680680320.58407079646018,meme_meme/5.0.5.0                                                                           
239, 2021-05 ,    1059004745379547.75471698113208,trimmomatic/0.36.6                                                                   
240, 2021-05 ,    1052201509967333.36666666666667,trinotate/3.2.1                                                                             
241, 2021-05 ,    1036367868672756.48484848484848,macs2_bdgcmp/2.1.1.20160309.0                                                                   
242, 2021-05 ,    1022101806450205.70000000000000,hyphy_meme/2.5.31+galaxy2                                                                  
243, 2021-05 ,    1002042120570973.15079365079365,deeptools_multi_bigwig_summary/3.3.2.0.0                         
244, 2021-05 ,    1001854576839558.03916449086162,bam_to_sam/2.0.1                                                                       
245, 2021-05 ,     930526529617247.66666666666667,duplex/0.3                                                                                    
246, 2021-05 ,     919447602773598.89071038251366,diffbind/2.10.0                                                                        
247, 2021-05 ,     914522250430921.12500000000000,hyphy_cfel/2.5.31+galaxy1                                                                  
248, 2021-05 ,     911711236229066.00000000000000,khmer_partition/3.0.0a3+galaxy1                                                       
249, 2021-05 ,     899319912638780.02702702702703,sickle/1.33.2                                                                                  
250, 2021-05 ,     857456402994695.80952380952381,bcftools_isec/1.10                                                                      
251, 2021-05 ,     847049898282957.34375000000000,bcftools_merge/1.10                                                                    
252, 2021-05 ,     821794149096783.43023255813953,trimmomatic/0.36.5                                                                   
253, 2021-05 ,     793463765479153.80434782608696,bcftools_call/1.10                                                                      
254, 2021-05 ,     791296757091272.04678362573099,sailfish/0.10.1.1                                                                      
255, 2021-05 ,     788740769276229.20000000000000,kc-align/1.0.2                                                                               
256, 2021-05 ,     775844370830514.70000000000000,mothur_clearcut/1.39.5.0                                                              
257, 2021-05 ,     727018353069896.90468227424749,cshl_fastq_quality_filter/1.0.2+galaxy0                                      
258, 2021-05 ,     723007530742650.20710059171598,sam_to_bam/2.1.1                                                                       
259, 2021-05 ,     715476821471069.33333333333333,EMBOSS: prettyplot79/5.0.0.1                                                             
260, 2021-05 ,     714906785392702.45019920318725,bamFilter/2.4.1                                                                   
261, 2021-05 ,     709260343252830.00273522975930,vcffilter2/1.0.0_rc3+galaxy3                                                            
262, 2021-05 ,     700743424810464.00000000000000,shovill/1.0.4+galaxy0                                                                         
263, 2021-05 ,     692521130134096.66261398176292, join1                                                                                                                                  / join1                                                                                                                                  
264, 2021-05 ,     688160548963442.77777777777778,samtools_idxstats/2.0                                                           
265, 2021-05 ,     686207034787443.98648648648649,bowtie2/2.3.2.2                                                                           
266, 2021-05 ,     672505143289682.29629629629630,bedtools_windowbed/2.30.0                                                                    
267, 2021-05 ,     645692110814146.00000000000000,hhsearch/3.2.0+galaxy0                                                                   
268, 2021-05 ,     644966227249380.13265306122449,qualimap_bamqc/2.2.2c                                                                  
269, 2021-05 ,     644932954407354.54811393379523,snpEff/4.3+T.galaxy1                                                                           
270, 2021-05 ,     637819156865907.91228070175439,cshl_fastx_quality_statistics/1.0.1                                      
271, 2021-05 ,     636151708754090.50000000000000, aggregate_scores_in_intervals2                                                                                                         / aggregate_scores_in_intervals2                                                                                                         
272, 2021-05 ,     633603871184068.37313432835821,picard_MarkDuplicates/2.7.1.1                                                              
273, 2021-05 ,     623404731375009.41607258587168, Grouping1                                                                                                                              / Grouping1                                                                                                                              
274, 2021-05 ,     615571211359054.19230769230769,mlst/2.19.0                                                                                      
275, 2021-05 ,     606515870410904.72727272727273,bedtools_coveragebed/2.30.0                                                                  
276, 2021-05 ,     583043535936667.06976744186047,picard_MergeBamAlignment/2.18.2.1                                                          
277, 2021-05 ,     580993344474800.00000000000000,megahit/1.1.3.4                                                                               
278, 2021-05 ,     555583946502078.00000000000000,deeptools_plot_coverage/3.3.0.0.0                                       
279, 2021-05 ,     544579778294828.16000000000000,vcfsort/1.0.0_rc3+galaxy0                                                                 
280, 2021-05 ,     533623732645169.50000000000000,macs2_bdgdiff/2.1.1.20160309.1                                                                  
281, 2021-05 ,     529137470227232.00000000000000,hisat2/2.1.0+galaxy3                                                                           
282, 2021-05 ,     520284334442262.00000000000000,cuffdiff/2.2.1.2                                                                         
283, 2021-05 ,     510770590666697.33333333333333,trinotate/3.1.1                                                                             
284, 2021-05 ,     509276698647777.55247691015953,deseq2/2.11.40.6+galaxy1                                                                       
285, 2021-05 ,     507926975438162.28125000000000,rseqc_FPKM_count/2.6.4.1                                                                     
286, 2021-05 ,     500550197717827.82733812949640,velvetg/1.2.10.2                                                                           
287, 2021-05 ,     457041120794838.72486772486772,mothur_filter_seqs/1.39.5.0                                                        
288, 2021-05 ,     444948964383160.20879120879121,bamleftalign/1.3.1                                                                      
289, 2021-05 ,     435556781181295.50000000000000,samtools_phase/2.0.1                                                               
290, 2021-05 ,     429041002360499.50000000000000,mothur_chimera_vsearch/1.39.5.2                                                
291, 2021-05 ,     425281753363518.10130718954248,ngsutils_bam_filter/0.5.9                                                         
292, 2021-05 ,     415801012281187.94084778420039,lastz_wrapper_2/1.3.3                                                                       
293, 2021-05 ,     414985212830364.00000000000000,crossmap_gff/0.3.7+galaxy1                                                               
294, 2021-05 ,     413940172716734.83870967741935,multiqc/1.8+galaxy1                                                                           
295, 2021-05 ,     409154225823849.74318181818182,mothur_screen_seqs/1.39.5.1                                                        
296, 2021-05 ,     408877696908702.00000000000000,cuffdiff/2.2.1.5                                                                         
297, 2021-05 ,     407473376000156.00000000000000,khmer_count_median/3.0.0a3+galaxy1                                                 
298, 2021-05 ,     391839285721482.40000000000000,bwa_wrapper/1.2.3                                                                    
299, 2021-05 ,     389945338216279.62711864406780,prinseq/0.20.4                                                                                
300, 2021-05 ,     389086273810723.15727002967359, CONVERTER_interval_to_bedstrict_0                                                                                                      / CONVERTER_interval_to_bedstrict_0                                                                                                      
301, 2021-05 ,     383122688424646.04545454545455,rseqc_read_distribution/2.6.4.1                                                              
302, 2021-05 ,     382203758792706.05714285714286,samtools_split/1.9                                                                 
303, 2021-05 ,     379020351281656.66666666666667,picard_MarkDuplicates/2.18.2.1                                                             
304, 2021-05 ,     374080273009873.66666666666667,transit_hmm/3.0.2+galaxy0                                                                 
305, 2021-05 ,     365191485341630.50000000000000,hyphy_bgm/2.5.31+galaxy2                                                                    
306, 2021-05 ,     359481504138533.93333333333333,EMBOSS: transeq101/5.0.0                                                                 
