month_year,total_cpu_time,tool_name,tool_version
 2020-1     ,1.01742E+19,rseqc_tin,2.6.4.1                                                                            
 2020-1     ,9.88821E+18,megahit,1.1.3.4                                                                               
 2020-1     ,9.87467E+18,iterative_map_pipeline,1
 2020-1     ,9.66828E+18,tophat2,0.9
 2020-1     ,9.57147E+18,velvetoptimiser,2.2.6                                                       
 2020-1     ,9.43127E+18,presto_buildconsensus,0.5.4                                                     
 2020-1     ,8.2381E+18, upload1                                                                                                                                , upload1                                                                                                                                
 2020-1     ,8.23176E+18,deeptools_multi_bam_summary,3.3.0.0.0                               
 2020-1     ,8.09404E+18, __SET_METADATA__                                                                                                                       , __SET_METADATA__                                                                                                                       
 2020-1     ,7.56221E+18,gatk_depth_of_coverage,0.0.2                                                    
 2020-1     ,7.49345E+18,transit_hmm,3.0.1+galaxy2                                                                 
 2020-1     ,7.15318E+18,hisat2,2.1.0+galaxy4                                                                           
 2020-1     ,6.96777E+18,lofreq_call,2.1.3.1+galaxy0                                                               
 2020-1     ,6.88864E+18,bwameth,0.2.2                                                                                 
 2020-1     ,6.71181E+18,fastqc,0.72+galaxy1                                                                        
 2020-1     ,6.6611E+18,presto_assemblepairs,0.5.4                                                       
 2020-1     ,6.20307E+18,mothur_make_contigs,1.39.5.0                                                      
 2020-1     ,5.92274E+18,dexseq_count,1.28.1.0                                                                          
 2020-1     ,5.84296E+18, Grouping1                                                                                                                              , Grouping1                                                                                                                              
 2020-1     ,5.7333E+18,cshl_fastq_quality_filter,1.0.2                                              
 2020-1     ,5.72224E+18,mothur_cluster_split,1.39.5.0                                                    
 2020-1     ,5.47109E+18,deeptools_plot_fingerprint,3.3.0.0.0                                 
 2020-1     ,5.44604E+18,gatk_unified_genotyper,0.0.6                                                    
 2020-1     ,5.3993E+18,deeptools_plot_coverage,3.3.0.0.0                                       
 2020-1     ,5.39667E+18,bowtie2,0.4
 2020-1     ,5.26066E+18,bowtie2,2.3.2.2                                                                           
 2020-1     ,5.05562E+18,macs2_callpeak,2.1.1.20160309.6                                                                 
 2020-1     ,4.97888E+18,tophat2,2.1.0                                                                             
 2020-1     ,4.7243E+18,bamtools,2.4.0                                                                           
 2020-1     ,4.70948E+18,fastq_paired_end_interlacer,1.2.0.1                                   
 2020-1     ,4.63815E+18,deeptools_multi_bigwig_summary,3.3.0.0.0                         
 2020-1     ,4.48664E+18,lastz_wrapper_2,1.3.2                                                                       
 2020-1     ,4.41378E+18,minimap2,2.17+galaxy0                                                                        
 2020-1     ,4.3402E+18,sam_merge2,1.2.0                                                                        
 2020-1     ,4.26926E+18,shovill,1.0.4+galaxy0                                                                         
 2020-1     ,3.99659E+18,varscan,2.4.2                                                                   
 2020-1     ,3.76404E+18, comp1                                                                                                                                  , comp1                                                                                                                                  
 2020-1     ,3.49387E+18,fastq_trimmer,1.1.1                                                                 
 2020-1     ,3.36438E+18,hisat2,2.1.0+galaxy3                                                                           
 2020-1     ,3.21791E+18,fastq_manipulation,1.1.1                                                       
 2020-1     ,3.0875E+18, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  , CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
 2020-1     ,3.03202E+18,salmon,0.14.1.2                                                                          
 2020-1     ,2.96149E+18,circos,0.69.8+galaxy1                                                                          
 2020-1     ,2.88826E+18,kraken,1.3.0                                                                               
 2020-1     ,2.81005E+18,picard_MarkDuplicates,2.18.2.2                                                             
 2020-1     ,2.45719E+18,augustus,3.3.3                                                                         
 2020-1     ,2.36938E+18,gatk_count_covariates,0.0.5                                                      
 2020-1     ,2.31428E+18,peakcalling_macs,1.0.1                                                                       
 2020-1     ,2.30794E+18,deeptools_bigwig_compare,3.3.0.0.0                                     
 2020-1     ,2.16136E+18,cutadapt,1.16.5                                                                         
 2020-1     ,2.13746E+18,sam_to_bam,2.1.1                                                                       
 2020-1     ,2.07025E+18,varscan_mpileup,2.4.3.1                                                               
 2020-1     ,2.0567E+18,bedtools_genomecoveragebed,2.29.0                                                            
 2020-1     ,1.8383E+18,charts,1.0.1                                                                                   
 2020-1     ,1.83558E+18,gd_raxml,1.0.0                                                                
 2020-1     ,1.78533E+18, sort1                                                                                                                                  , sort1                                                                                                                                  
 2020-1     ,1.77026E+18,samtools_fastx,1.9+galaxy1                                                             
 2020-1     ,1.74524E+18, ebi_sra_main                                                                                                                           , ebi_sra_main                                                                                                                           
 2020-1     ,1.73355E+18,gatk_table_recalibration,0.0.5                                                
 2020-1     ,1.6786E+18,ggplot2_heatmap2,3.0.1                                                               
 2020-1     ,1.66017E+18,cshl_fastx_barcode_splitter,1.0.0                                          
 2020-1     ,1.64593E+18,deeptools_bam_coverage,3.1.2.0.0                                         
 2020-1     ,1.60255E+18,ncbi_tblastx_wrapper,0.3.3                                                        
 2020-1     ,1.54291E+18,bamFilter,2.4.1                                                                   
 2020-1     ,1.43238E+18,dexseq,1.20.1                                                                                  
 2020-1     ,1.39647E+18,samtools_mpileup,0.0.1                                                           
 2020-1     ,1.26672E+18,samtools_sort,2.0.3                                                                 
 2020-1     ,1.20009E+18,bamSplit,2.4.0                                                                     
 2020-1     ,1.19387E+18,cshl_fastx_trimmer,1.0.2                                                            
 2020-1     ,1.10524E+18,deeptools_plot_enrichment,3.3.0.0.0                                   
 2020-1     ,1.0969E+18,samtools_view,1.9
 2020-1     ,1.06438E+18,picard_MergeSamFiles,2.18.2.1                                                              
 2020-1     ,1.05108E+18,sam_to_bam,2.1
 2020-1     ,9.97941E+17,gatk_indel_realigner,0.0.6                                                        
 2020-1     ,9.69421E+17,cshl_fastx_clipper,1.0.3                                                            
 2020-1     ,9.62257E+17, CONVERTER_interval_to_bgzip_0                                                                                                          , CONVERTER_interval_to_bgzip_0                                                                                                          
 2020-1     ,9.53426E+17,cshl_fastx_quality_statistics,1.0.1                                      
 2020-1     ,9.42099E+17,cshl_fastq_to_fasta,1.0.0                                                          
 2020-1     ,9.40017E+17,bcftools_mpileup,1.4.0.0                                                             
 2020-1     ,9.21717E+17,samtools_phase,2.0.1                                                               
 2020-1     ,8.76667E+17,cufflinks,2.2.1.0                                                                       
 2020-1     ,8.56516E+17,varscan,0.1
 2020-1     ,8.25737E+17,rgPicardMarkDups,1.56.0                                                                    
 2020-1     ,8.16353E+17,seqtk_sample,1.3.2                                                                              
 2020-1     ,8.05648E+17,pe_histogram,1.0.1                                                                       
 2020-1     ,7.70055E+17,deeptools_compute_matrix,3.1.2.0.0                                     
 2020-1     ,7.67262E+17,deeptools_multi_bam_summary,3.1.2.0.0                               
 2020-1     ,7.60969E+17,trimmomatic,0.36.5                                                                   
 2020-1     ,7.54555E+17,peakcalling_sicer,0.0.2                                                                     
 2020-1     ,7.39751E+17,deeptools_bam_compare,3.1.2.0.0                                           
 2020-1     ,7.08893E+17,ncbi_makeblastdb,0.3.3                                                            
 2020-1     ,7.01247E+17,mothur_pre_cluster,1.39.5.0                                                        
 2020-1     ,6.93513E+17,salmon,0.11.2                                                                            
 2020-1     ,6.5413E+17,bamleftalign,1.1.0.46-0                                                                 
 2020-1     ,6.34088E+17,sam_to_bam,1.1.3                                                                       
 2020-1     ,6.29081E+17,dunovo,2.14
 2020-1     ,6.28453E+17,trimmomatic,0.36.6                                                                   
 2020-1     ,6.22363E+17,trim_galore,0.4.3.1                                                                 
 2020-1     ,6.07692E+17,fastp,0.19.5+galaxy1                                                                            
 2020-1     ,5.64815E+17,kallisto_quant,0.46.0.4                                                                
 2020-1     ,5.58845E+17,vcffilter2,1.0.0_rc1+galaxy3                                                            
 2020-1     ,5.54614E+17,cuffnorm,2.2.1.2                                                                         
 2020-1     ,5.3461E+17,ncbi_blastp_wrapper,0.3.3                                                         
 2020-1     ,5.13305E+17,mothur_dist_seqs,1.39.5.0                                                            
 2020-1     ,5.06882E+17,picard_SortSam,2.18.2.1                                                                    
 2020-1     ,5.05239E+17,meme_chip,4.11.2+galaxy1                                                                    
 2020-1     ,5.04818E+17,rseqc_FPKM_count,2.6.4.1                                                                     
 2020-1     ,4.80987E+17,picard_MarkDuplicatesWithMateCigar,2.18.2.1                                                
 2020-1     ,4.62092E+17,stringtie,1.3.6                                                                             
 2020-1     ,4.48234E+17,varscan_somatic,2.4.3.5                                                               
 2020-1     ,4.47748E+17,gatk_realigner_target_creator,0.0.4                                      
 2020-1     ,4.38219E+17,metaspades,3.9.0                                                                           
 2020-1     ,4.36009E+17,rseqc_bam2wig,2.6.4                                                                          
 2020-1     ,4.11707E+17,sailfish,0.10.1.1                                                                      
 2020-1     ,4.0711E+17,samtools_rmdup,2.0.1                                                               
 2020-1     ,4.06949E+17,rseqc_RPKM_saturation,2.6.4.1                                                                
 2020-1     ,3.97183E+17,cshl_fastx_artifacts_filter,1.0.1                                          
 2020-1     ,3.92374E+17,bedtools_coveragebed,2.22.1                                                                  
 2020-1     ,3.54213E+17,correct_barcodes,2.14
 2020-1     ,3.36552E+17,fastq_stats,1.0.0                                                                     
 2020-1     ,3.30619E+17,tp_grep_tool,1.1.1                                                              
 2020-1     ,3.29319E+17,mothur_filter_seqs,1.39.5.0                                                        
 2020-1     ,3.28354E+17,cshl_fastq_to_fasta,1.0.2                                                          
 2020-1     ,3.23358E+17,cshl_fastx_barcode_splitter,1.0.1                                          
 2020-1     ,3.19283E+17,fastq_filter,1.0.0                                                                   
 2020-1     ,3.10761E+17,mothur_seq_error,1.39.5.0                                                            
 2020-1     ,2.88999E+17,snpEff,4.3+T.galaxy1                                                                           
 2020-1     ,2.80913E+17, CONVERTER_interval_to_bed_0                                                                                                            , CONVERTER_interval_to_bed_0                                                                                                            
 2020-1     ,2.67748E+17,samtools_slice_bam,2.0.1                                                       
 2020-1     ,2.65137E+17, CONVERTER_gz_to_uncompressed                                                                                                           , CONVERTER_gz_to_uncompressed                                                                                                           
 2020-1     ,2.58279E+17,picard_ARRG,1.56.0                                                                         
 2020-1     ,2.56122E+17,sam_to_bam,1.1.2                                                                       
 2020-1     ,2.50538E+17,abyss-pe,2.2.3                                                                                  
 2020-1     ,2.4697E+17,deeptools_multi_bigwig_summary,3.1.2.0.0                         
 2020-1     ,2.45545E+17,bowtie2,2.2.6.2                                                                           
 2020-1     ,2.39036E+17,deeptools_bam_pe_fragmentsize,3.3.0.0.0                           
 2020-1     ,2.33804E+17,sra_pileup,2.10.3                                                                           
 2020-1     ,2.31499E+17,bcftools_call,1.4.0                                                                     
 2020-1     ,2.29606E+17,fastq_paired_end_splitter,1.1.1                                         
 2020-1     ,2.26358E+17,mothur_screen_seqs,1.39.5.0                                                        
 2020-1     ,2.19419E+17,plant_tribes_kaks_analysis,1.0.3.0                                        
 2020-1     ,2.09174E+17,prinseq,0.20.4                                                                                
 2020-1     ,2.09044E+17,bowtie2,0.2
 2020-1     ,2.04212E+17,deeptools_compute_gc_bias,3.3.0.0.0                                   
 2020-1     ,2.04034E+17,fastq_to_tabular,1.1.1                                                           
 2020-1     ,1.99507E+17,cuffmerge,2.2.1.1                                                                       
 2020-1     ,1.8301E+17,samtool_filter2,1.8+galaxy1                                                       
 2020-1     ,1.80134E+17,fastq_quality_trimmer,1.0.0                                              
 2020-1     ,1.73857E+17,rseqc_geneBody_coverage,2.6.4.3                                                              
 2020-1     ,1.73671E+17,samtools_stats,2.0.2+galaxy2                                                       
 2020-1     ,1.72725E+17,fastq_trimmer,1.0.0                                                                 
 2020-1     ,1.71392E+17,bowtie2,2.3.4.1                                                                           
 2020-1     ,1.68521E+17, Count1                                                                                                                                 , Count1                                                                                                                                 
 2020-1     ,1.61219E+17,diffbind,2.6.6.4                                                                       
 2020-1     ,1.59372E+17,featurecounts,1.6.4+galaxy1                                                             
 2020-1     ,1.51593E+17,deseq2,2.11.40.6                                                                               
 2020-1     ,1.37031E+17,pilon,1.20.1                                                                                    
 2020-1     ,1.33102E+17,samtools_depth,1.9
 2020-1     ,1.32646E+17,crossmap_wig,0.3.7                                                                       
 2020-1     ,1.30295E+17,ngsutils_bam_filter,0.5.9                                                         
 2020-1     ,1.28628E+17,mothur_pairwise_seqs,1.39.5.0                                                    
 2020-1     ,1.28132E+17,mothur_summary_seqs,1.39.5.0                                                      
 2020-1     ,1.26356E+17,mothur_pcr_seqs,1.39.5.0                                                              
 2020-1     ,1.25978E+17,macs2_refinepeak,2.1.1.20160309.1                                                               
 2020-1     ,1.25944E+17,rbc_mafft,7.221.3                                                                           
 2020-1     ,1.22758E+17, maf_stats1                                                                                                                             , maf_stats1                                                                                                                             
 2020-1     ,1.18684E+17,qualimap_bamqc,2.2.2d+galaxy1                                                          
 2020-1     ,1.16559E+17,freebayes,0.4.1                                                                         
 2020-1     ,1.14992E+17,macs2_predictd,2.1.1.20160309.1                                                                 
 2020-1     ,1.11016E+17,samtools_bedcov,2.0.2                                                             
 2020-1     ,1.08446E+17,rnaspades,3.9.0.1                                                                           
 2020-1     ,1.06248E+17,bedtools_intersectbed,2.29.0                                                                 
 2020-1     ,9.71052E+16,diffbind,2.10.0                                                                        
 2020-1     ,9.18398E+16,flash,1.2.11.4                                                                                  
 2020-1     ,9.1523E+16,fastq_manipulation,1.0.1                                                       
 2020-1     ,9.11592E+16,make_families,2.14
 2020-1     ,8.96898E+16,samtools_merge,1.9
 2020-1     ,8.89091E+16,allele_counts_1,1.2
 2020-1     ,8.7745E+16, CONVERTER_sam_to_bigwig_0                                                                                                              , CONVERTER_sam_to_bigwig_0                                                                                                              
 2020-1     ,8.42422E+16,cuffdiff,2.2.1.3                                                                         
 2020-1     ,7.6461E+16, CONVERTER_interval_to_bedstrict_0                                                                                                      , CONVERTER_interval_to_bedstrict_0                                                                                                      
 2020-1     ,7.64585E+16,mothur_make_fastq,1.39.5.0                                                          
 2020-1     ,7.22204E+16,mimodd_varextract,0.1.9                                                                 
 2020-1     ,6.99986E+16,bwa_mem,0.7.12.1                                                                              
 2020-1     ,6.7592E+16,deeptools_plot_coverage,3.1.2.0.0                                       
 2020-1     ,6.72657E+16,rseqc_junction_annotation,2.6.4.1                                                            
 2020-1     ,6.3145E+16,fastq_to_fasta_python,1.1.1                                                          
 2020-1     ,6.14571E+16,fastq_dump,2.9.1.3                                                                          
 2020-1     ,5.74497E+16,align_families,2.15
 2020-1     ,5.57371E+16,varscan_copynumber,2.4.3.2                                                         
 2020-1     ,5.46306E+16,prokka,1.14.5                                                                                 
 2020-1     ,5.39805E+16,porechop,0.2.3                                                                               
 2020-1     ,5.29835E+16,gops_subtract_1,1.0.0                                                                    
 2020-1     ,5.24203E+16,ncbi_blastn_wrapper,0.3.0                                                         
 2020-1     ,5.04019E+16,kraken,1.2.3                                                                               
 2020-1     ,4.9175E+16,cshl_fastx_clipper,1.0.1                                                            
 2020-1     ,4.91337E+16,picard_ReorderSam,1.56.0                                                                   
 2020-1     ,4.76854E+16,picard_SamToFastq,2.18.2.1                                                                 
 2020-1     ,4.44745E+16,EMBOSS: supermatcher95,5.0.0.1                                                           
 2020-1     ,4.37799E+16,bwa,0.7.12.1                                                                                  
 2020-1     ,4.31151E+16,bg_diamond,0.9.21.0                                                                     
 2020-1     ,4.28659E+16,bedtools_multicovtbed,2.27.0.0                                                               
 2020-1     ,4.27169E+16,samtools_split,1.9
 2020-1     ,4.00504E+16,bam_to_sam,2.0.1                                                                       
 2020-1     ,3.95649E+16,hisat2,2.0.5.2                                                                                 
 2020-1     ,3.80605E+16,fastqc,0.72
 2020-1     ,3.70598E+16,rseqc_bam_stat,2.6.4                                                                         
 2020-1     ,3.70275E+16,vcfcombine,1.0.0_rc1+galaxy0                                                           
 2020-1     ,3.60788E+16,picard_MarkDuplicates,2.18.2.1                                                             
 2020-1     ,3.53529E+16,mothur_cluster,1.39.5.0                                                                
 2020-1     ,3.46041E+16,bedtools_bamtofastq,2.27.1                                                                   
 2020-1     ,3.40631E+16,cshl_fastx_clipper,1.0.2                                                            
 2020-1     ,3.37996E+16, cat1                                                                                                                                   , cat1                                                                                                                                   
 2020-1     ,3.37122E+16,gops_intersect_1,1.0.0                                                                  
 2020-1     ,3.29998E+16,bowtie_wrapper,1.1.2                                                              
 2020-1     ,3.28992E+16,picard_SortSam,1.126.0                                                                     
 2020-1     ,3.28437E+16,bedtools_bamtobed,2.29.0                                                                     
 2020-1     ,3.24822E+16,rseqc_read_GC,2.6.4                                                                          
 2020-1     ,3.15984E+16,rseqc_read_distribution,2.6.4.1                                                              
 2020-1     ,3.14774E+16,quast,5.0.2+galaxy0                                                                             
 2020-1     ,3.07067E+16,samtools_sort,2.0.2                                                                 
 2020-1     ,3.03251E+16,sam2interval,1.0.1                                                                   
 2020-1     ,3.00225E+16, Cut1                                                                                                                                   , Cut1                                                                                                                                   
 2020-1     ,2.75238E+16,tp_cut_tool,1.1.0                                                               
 2020-1     ,2.6479E+16,snpEff_build_gb,4.3+T.galaxy4                                                                  
 2020-1     ,2.58609E+16,mimodd_covstats,0.1.9                                                                   
 2020-1     ,2.53967E+16,deeptools_correct_gc_bias,3.3.0.0.0                                   
 2020-1     ,2.42736E+16,vcf2tsv,1.0.0_rc1+galaxy0                                                                 
 2020-1     ,2.31049E+16,vcfallelicprimitives,1.0.0_rc1+galaxy0                                       
 2020-1     ,2.31031E+16,annotatemyids,3.7.0+galaxy1                                                             
 2020-1     ,2.24361E+16,presto_pairseq,0.5.4                                                                   
 2020-1     ,2.2324E+16,table_annovar,0.2
 2020-1     ,2.22133E+16,transit_gumbel,3.0.1+galaxy1                                                           
 2020-1     ,2.20383E+16,samtools_rmdup,2
 2020-1     ,2.16473E+16,mimodd_delcall,0.1.9                                                                    
 2020-1     ,2.06905E+16,mimodd_convert,0.1.9                                                                    
 2020-1     ,2.03524E+16, hgv_add_scores                                                                                                                         , hgv_add_scores                                                                                                                         
 2020-1     ,1.95139E+16,fastqc,0.52
 2020-1     ,1.94946E+16,plotdexseq,1.28.1.0                                                                            
 2020-1     ,1.87675E+16,fastq_combiner,1.1.1                                                               
 2020-1     ,1.87311E+16,correct_barcodes,2.15
 2020-1     ,1.82127E+16,mothur_pca,1.39.5.0                                                                        
 2020-1     ,1.81194E+16,tp_tail_tool,1.1.0                                                              
 2020-1     ,1.74509E+16,meme_meme,4.11.1.0                                                                          
 2020-1     ,1.71206E+16,cufflinks,0.0.6                                                                         
 2020-1     ,1.71026E+16,limma_voom,3.38.3+galaxy3                                                                  
 2020-1     ,1.67009E+16,freebayes,0.4
 2020-1     ,1.61758E+16,chipseeker,1.18.0+galaxy1                                                              
 2020-1     ,1.57121E+16,samtools_fixmate,1.9
 2020-1     ,1.55615E+16,deeptools_compute_matrix,2.5.0.0                                       
 2020-1     ,1.50856E+16,microsatellite,1.0.0                                                       
 2020-1     ,1.45164E+16,picard_FastqToSam,2.18.2.1                                                                 
 2020-1     ,1.42112E+16,vcf2pgSnp,1.0.0                                                                         
 2020-1     ,1.41929E+16, ucsc_table_direct1                                                                                                                     , ucsc_table_direct1                                                                                                                     
 2020-1     ,1.40239E+16,vcfbreakcreatemulti,1.0.0_rc1+galaxy0                                         
 2020-1     ,1.4004E+16,picard_CleanSam,2.18.2.1                                                                   
 2020-1     ,1.38336E+16,multigps,0.74.0                                                                             
 2020-1     ,1.33671E+16,featurecounts,1.6.3+galaxy2                                                             
 2020-1     ,1.33534E+16,picard_FixMateInformation,2.18.2.1                                                         
 2020-1     ,1.30838E+16, wig_to_bigWig                                                                                                                          , wig_to_bigWig                                                                                                                          
 2020-1     ,1.28615E+16,fastq_to_tabular,1.1.0                                                           
 2020-1     ,1.27249E+16,kallisto_quant,0.43.1.3                                                                
 2020-1     ,1.2707E+16,sequence_content_trimmer,0.1
 2020-1     ,1.26584E+16,sam_pileup,1.1.2                                                                       
 2020-1     ,1.23463E+16, CONVERTER_sam_to_unsorted_bam                                                                                                          , CONVERTER_sam_to_unsorted_bam                                                                                                          
 2020-1     ,1.21027E+16, Interval_Maf_Merged_Fasta2                                                                                                             , Interval_Maf_Merged_Fasta2                                                                                                             
 2020-1     ,1.19215E+16,macs2_bdgdiff,2.1.1.20160309.1                                                                  
 2020-1     ,1.1899E+16,htseq_count,0.6.1galaxy3                                                             
 2020-1     ,1.17125E+16,trimmomatic,0.36.3                                                                   
 2020-1     ,1.1547E+16,samtools_flagstat,2.0.3                                                         
 2020-1     ,1.13686E+16, CONVERTER_bz2_to_uncompressed                                                                                                          , CONVERTER_bz2_to_uncompressed                                                                                                          
 2020-1     ,1.09486E+16,picard_AddOrReplaceReadGroups,2.18.2.1                                                     
 2020-1     ,1.07963E+16, mergeCols1                                                                                                                             , mergeCols1                                                                                                                             
 2020-1     ,1.06593E+16,sam_bw_filter,1.0.0                                                       
 2020-1     ,1.051E+16,genetrack,1.0.1                                                                             
 2020-1     ,1.04843E+16,mothur_fastq_info,1.39.5.0                                                          
 2020-1     ,1.04534E+16,tp_cat,0.1.0                                                                    
 2020-1     ,1.03697E+16,kallisto_pseudo,0.46.0.1                                                              
 2020-1     ,1.01445E+16,bg_find_subsequences,0.2
 2020-1     ,1.01159E+16,mothur_chimera_vsearch,1.39.5.1                                                
 2020-1     ,1.00751E+16,rseqc_read_quality,2.6.4                                                                     
 2020-1     ,1.00238E+16,macs2_callpeak,2.1.1.20160309.0                                                                 
 2020-1     ,9.86402E+15,bcftools_view,1.9+galaxy1                                                               
 2020-1     ,9.74484E+15,deeptools_plot_heatmap,3.3.0.0.1                                         
 2020-1     ,9.4752E+15,samtool_filter2,1.8
 2020-1     ,9.21814E+15, Summary_Statistics1                                                                                                                    , Summary_Statistics1                                                                                                                    
 2020-1     ,9.01491E+15,bcftools_call,1.9+galaxy1                                                               
 2020-1     ,8.87952E+15,diffbind,2.6.5.0                                                                       
 2020-1     ,8.80947E+15,rseqc_infer_experiment,2.6.4.1                                                               
 2020-1     ,8.66778E+15,picard_CollectWgsMetrics,2.18.2.1                                                          
 2020-1     ,8.46295E+15,deeptools_bigwig_compare,3.1.2.0.0                                     
 2020-1     ,8.31396E+15,table_annovar,0.1
 2020-1     ,8.15075E+15,picard_CollectInsertSizeMetrics,2.18.2.1                                                   
 2020-1     ,8.02452E+15,vcfselectsamples,1.0.0_rc1+galaxy0                                               
 2020-1     ,7.74464E+15,pileup_interval,1.0.2                                                             
 2020-1     ,7.60415E+15,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2020-1     ,7.37829E+15,macs2_callpeak,2.1.1.20160309.4                                                                 
 2020-1     ,7.26041E+15,fastq_join,1.1.2-806.1                                                                
 2020-1     ,7.09644E+15,cshl_fastx_reverse_complement,1.0.2                                      
 2020-1     ,6.86896E+15,deeptools_plot_correlation,3.3.0.0.0                                 
 2020-1     ,6.69891E+15,picard_SortSam,2.7.1.1                                                                     
 2020-1     ,6.69071E+15,hisat2,2.1.0                                                                                   
 2020-1     ,6.61389E+15,deseq2,2.11.40.2                                                                               
 2020-1     ,6.56701E+15, Filter1                                                                                                                                , Filter1                                                                                                                                
 2020-1     ,6.50341E+15, CONVERTER_fasta_to_bowtie_base_index                                                                                                   , CONVERTER_fasta_to_bowtie_base_index                                                                                                   
 2020-1     ,6.3418E+15,picard_DownsampleSam,2.18.2.1                                                              
 2020-1     ,6.00951E+15,kraken_taxonomy_report,0.0.2                                                   
 2020-1     ,5.85929E+15,picard_MarkDuplicates,1.136.0                                                              
 2020-1     ,5.7419E+15, Convert characters1                                                                                                                    , Convert characters1                                                                                                                    
 2020-1     ,5.7277E+15, MAF_To_Fasta1                                                                                                                          , MAF_To_Fasta1                                                                                                                          
