month_year,avg_cpu_time,tool_name,tool_version
 2020-1     ,5.41692E+16,deeptools_plot_fingerprint,3.3.0.0.0                                 
 2020-1     ,5.28801E+16,htseq_count,0.9.1                                                                    
 2020-1     ,5.21081E+16,cufflinks,2.2.1.2                                                                       
 2020-1     ,5.04509E+16,fastq_dump,2.10.4                                                                           
 2020-1     ,5.02381E+16,deeptools_plot_enrichment,3.3.0.0.0                                   
 2020-1     ,5.01947E+16,circos,0.69.8+galaxy1                                                                          
 2020-1     ,4.8691E+16,metaspades,3.9.0                                                                           
 2020-1     ,4.44745E+16,EMBOSS: supermatcher95,5.0.0.1                                                           
 2020-1     ,4.0003E+16,bamSplit,2.4.0                                                                     
 2020-1     ,3.85398E+16,fastq_quality_trimmer,1.1.1                                              
 2020-1     ,3.71762E+16,pileup_parser,1.0.2                                                                 
 2020-1     ,3.69743E+16,cuffnorm,2.2.1.2                                                                         
 2020-1     ,3.69137E+16,deeptools_multi_bam_summary,3.3.0.0.0                               
 2020-1     ,3.53225E+16,mothur_cluster_split,1.39.5.0                                                    
 2020-1     ,3.49117E+16,samtools_mpileup,0.0.1                                                           
 2020-1     ,3.3796E+16,deeptools_plot_coverage,3.1.2.0.0                                       
 2020-1     ,3.18163E+16,trim_galore,0.6.3                                                                   
 2020-1     ,3.10091E+16,dexseq_count,1.28.1.0                                                                          
 2020-1     ,3.08625E+16,fasterq_dump,2.10.4                                                                         
 2020-1     ,3.07439E+16,cshl_fastx_barcode_splitter,1.0.0                                          
 2020-1     ,3.06895E+16, maf_stats1                                                                                                                             , maf_stats1                                                                                                                             
 2020-1     ,2.94343E+16,fastq_paired_end_interlacer,1.2.0.1                                   
 2020-1     ,2.93481E+16,bedtools_multicovtbed,2.29.0                                                                 
 2020-1     ,2.88222E+16,sam_to_bam,1.1.3                                                                       
 2020-1     ,2.79818E+16,fastq_manipulation,1.1.1                                                       
 2020-1     ,2.50964E+16,hisat2,2.1.0+galaxy5                                                                           
 2020-1     ,2.46167E+16,trimmomatic,0.38.0                                                                   
 2020-1     ,2.45545E+16,bowtie2,2.2.6.2                                                                           
 2020-1     ,2.44391E+16, CONVERTER_bam_to_bigwig_0                                                                                                              , CONVERTER_bam_to_bigwig_0                                                                                                              
 2020-1     ,2.44136E+16,hisat2,2.1.0+galaxy4                                                                           
 2020-1     ,2.40494E+16,picard_MarkDuplicatesWithMateCigar,2.18.2.1                                                
 2020-1     ,2.24368E+16,fastq_stats,1.0.0                                                                     
 2020-1     ,2.08293E+16,fastq_filter,1.1.1                                                                   
 2020-1     ,2.0614E+16,deeptools_multi_bigwig_summary,3.3.0.0.0                         
 2020-1     ,1.99076E+16,hisat2,2.1.0+galaxy3                                                                           
 2020-1     ,1.97394E+16,fastq_trimmer,1.1.1                                                                 
 2020-1     ,1.95901E+16,gatk_unified_genotyper,0.0.6                                                    
 2020-1     ,1.95759E+16,pilon,1.20.1                                                                                    
 2020-1     ,1.94323E+16,meme_chip,4.11.2+galaxy1                                                                    
 2020-1     ,1.91821E+16,pe_histogram,1.0.1                                                                       
 2020-1     ,1.91499E+16,align_families,2.15
 2020-1     ,1.8532E+16,cutadapt,1.16.6                                                                         
 2020-1     ,1.82801E+16,mothur_seq_error,1.39.5.0                                                            
 2020-1     ,1.74509E+16,meme_meme,4.11.1.0                                                                          
 2020-1     ,1.73094E+16,deeptools_compute_matrix,3.3.0.0.0                                     
 2020-1     ,1.68518E+16,rgPicardMarkDups,1.56.0                                                                    
 2020-1     ,1.68164E+16,rseqc_junction_annotation,2.6.4.1                                                            
 2020-1     ,1.65582E+16,mothur_dist_seqs,1.39.5.0                                                            
 2020-1     ,1.65122E+16,salmon,0.11.2                                                                            
 2020-1     ,1.63413E+16,bowtie_wrapper,1.2.0                                                              
 2020-1     ,1.58401E+16,sam_merge2,1.2.0                                                                        
 2020-1     ,1.54923E+16,rnaspades,3.9.0.1                                                                           
 2020-1     ,1.54442E+16,cshl_fastq_to_fasta,1.0.0                                                          
 2020-1     ,1.53039E+16,mothur_classify_seqs,1.39.5.0                                                    
 2020-1     ,1.51833E+16,mothur_align_seqs,1.39.5.0                                                          
 2020-1     ,1.49393E+16,edger,3.24.1+galaxy1                                                                            
 2020-1     ,1.47376E+16,abyss-pe,2.2.3                                                                                  
 2020-1     ,1.47064E+16,charts,1.0.1                                                                                   
 2020-1     ,1.45865E+16,deeptools_compute_gc_bias,3.3.0.0.0                                   
 2020-1     ,1.42921E+16,mothur_pairwise_seqs,1.39.5.0                                                    
 2020-1     ,1.34349E+16,diffbind,2.6.6.4                                                                       
 2020-1     ,1.31883E+16,hisat2,2.0.5.2                                                                                 
 2020-1     ,1.31274E+16,rseqc_RPKM_saturation,2.6.4.1                                                                
 2020-1     ,1.29603E+16,gatk_indel_realigner,0.0.6                                                        
 2020-1     ,1.2412E+16,cshl_fastx_artifacts_filter,1.0.1                                          
 2020-1     ,1.24083E+16,deeptools_bigwig_compare,3.3.0.0.0                                     
 2020-1     ,1.22967E+16,bowtie2,0.2
 2020-1     ,1.21702E+16,peakcalling_sicer,0.0.2                                                                     
 2020-1     ,1.1899E+16,htseq_count,0.6.1galaxy3                                                             
 2020-1     ,1.10356E+16,gops_join_1,1.0.0                                                                            
 2020-1     ,1.0945E+16,bwa,0.7.12.1                                                                                  
 2020-1     ,1.07861E+16,bamtools,2.4.0                                                                           
 2020-1     ,1.06998E+16,cutadapt,1.16.5                                                                         
 2020-1     ,1.05743E+16,varscan,0.1
 2020-1     ,1.04078E+16,varscan,2.4.2                                                                   
 2020-1     ,9.95364E+15,cshl_fastq_quality_filter,1.0.2                                              
 2020-1     ,9.69058E+15,macs2_refinepeak,2.1.1.20160309.1                                                               
 2020-1     ,9.34223E+15,bedtools_coveragebed,2.22.1                                                                  
 2020-1     ,8.39121E+15,minimap2,2.17+galaxy0                                                                        
 2020-1     ,8.26912E+15,trimmomatic,0.36.6                                                                   
 2020-1     ,7.66345E+15,samtools_fastx,1.9+galaxy1                                                             
 2020-1     ,7.21326E+15,lastz_wrapper_2,1.3.2                                                                       
 2020-1     ,6.67163E+15,fastq_quality_trimmer,1.0.0                                              
 2020-1     ,6.66732E+15,cshl_fastx_quality_statistics,1.0.1                                      
 2020-1     ,6.36351E+15,bwa_mem,0.7.12.1                                                                              
 2020-1     ,6.25829E+15,deeptools_bam_coverage,3.1.2.0.0                                         
 2020-1     ,6.22447E+15,picard_MergeSamFiles,2.18.2.1                                                              
 2020-1     ,6.19301E+15,varscan_copynumber,2.4.3.2                                                         
 2020-1     ,6.15833E+15,kraken,1.3.0                                                                               
 2020-1     ,5.93026E+15,plant_tribes_kaks_analysis,1.0.3.0                                        
 2020-1     ,5.66913E+15,cshl_fastx_clipper,1.0.3                                                            
 2020-1     ,5.66217E+15,deeptools_compute_matrix,3.1.2.0.0                                     
 2020-1     ,5.61615E+15,cuffdiff,2.2.1.3                                                                         
 2020-1     ,5.60015E+15,fastq_paired_end_splitter,1.1.1                                         
 2020-1     ,5.54983E+15,peakcalling_macs,1.0.1                                                                       
 2020-1     ,5.45271E+15,sam_to_bam,2.1.1                                                                       
 2020-1     ,5.38371E+15,fastq_manipulation,1.0.1                                                       
 2020-1     ,5.36172E+15,bamleftalign,1.1.0.46-0                                                                 
 2020-1     ,5.294E+15, comp1                                                                                                                                  , comp1                                                                                                                                  
 2020-1     ,5.07935E+15,deeptools_correct_gc_bias,3.3.0.0.0                                   
 2020-1     ,5.05424E+15,mothur_pcr_seqs,1.39.5.0                                                              
 2020-1     ,5.04094E+15,bowtie2,2.3.4.1                                                                           
 2020-1     ,5.03088E+15,gatk_realigner_target_creator,0.0.4                                      
 2020-1     ,4.69989E+15,picard_SortSam,1.126.0                                                                     
 2020-1     ,4.58199E+15,kraken,1.2.3                                                                               
 2020-1     ,4.55317E+15,mothur_pca,1.39.5.0                                                                        
 2020-1     ,4.49517E+15,mothur_pre_cluster,1.39.5.0                                                        
 2020-1     ,4.4667E+15,picard_ReorderSam,1.56.0                                                                   
 2020-1     ,4.31015E+15,mimodd_covstats,0.1.9                                                                   
 2020-1     ,4.27946E+15,dunovo,2.14
 2020-1     ,4.24487E+15,ncbi_makeblastdb,0.3.3                                                            
 2020-1     ,4.16281E+15,freebayes,0.4.1                                                                         
 2020-1     ,4.02259E+15,prinseq,0.20.4                                                                                
 2020-1     ,3.91862E+15,deeptools_bam_pe_fragmentsize,3.3.0.0.0                           
 2020-1     ,3.66856E+15,samtools_view,1.9
 2020-1     ,3.66185E+15,salmon,0.14.1.2                                                                          
 2020-1     ,3.51532E+15,sam_to_bam,2.1
 2020-1     ,3.5098E+15, CONVERTER_sam_to_bigwig_0                                                                                                              , CONVERTER_sam_to_bigwig_0                                                                                                              
 2020-1     ,3.46521E+15, CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  , CONVERTER_bam_to_coodinate_sorted_bam                                                                                                  
 2020-1     ,3.43907E+15,mimodd_varextract,0.1.9                                                                 
 2020-1     ,3.38848E+15,macs2_callpeak,2.1.1.20160309.6                                                                 
 2020-1     ,3.33836E+15,picard_FixMateInformation,2.18.2.1                                                         
 2020-1     ,3.32022E+15,sailfish,0.10.1.1                                                                      
 2020-1     ,3.16262E+15,correct_barcodes,2.14
 2020-1     ,3.14834E+15,picard_SortSam,2.18.2.1                                                                    
 2020-1     ,3.14833E+15,samtools_rmdup,2
 2020-1     ,3.08955E+15,samtools_sort,2.0.3                                                                 
 2020-1     ,3.08658E+15, CONVERTER_sam_to_unsorted_bam                                                                                                          , CONVERTER_sam_to_unsorted_bam                                                                                                          
 2020-1     ,3.08458E+15,picard_MarkDuplicates,2.18.2.2                                                             
 2020-1     ,3.00409E+15, Grouping1                                                                                                                              , Grouping1                                                                                                                              
 2020-1     ,2.83859E+15,cshl_fastx_clipper,1.0.2                                                            
 2020-1     ,2.69903E+15,porechop,0.2.3                                                                               
 2020-1     ,2.61707E+15,fastq_filter,1.0.0                                                                   
 2020-1     ,2.4742E+15,diffbind,2.0.2                                                                         
 2020-1     ,2.45943E+15,macs2_callpeak,2.1.1.20160309.4                                                                 
 2020-1     ,2.36553E+15,ncbi_blastp_wrapper,0.3.3                                                         
 2020-1     ,2.34295E+15, sort1                                                                                                                                  , sort1                                                                                                                                  
 2020-1     ,2.30741E+15,sam_to_bam,1.1.2                                                                       
 2020-1     ,2.28424E+15,rseqc_FPKM_count,2.6.4.1                                                                     
 2020-1     ,2.27453E+15,ggplot2_heatmap2,3.0.1                                                               
 2020-1     ,2.03524E+15, hgv_add_scores                                                                                                                         , hgv_add_scores                                                                                                                         
 2020-1     ,2.02252E+15,mothur_make_contigs,1.39.5.0                                                      
 2020-1     ,1.99597E+15,seqtk_sample,1.3.2                                                                              
 2020-1     ,1.98979E+15,cshl_fastx_trimmer,1.0.2                                                            
 2020-1     ,1.96794E+15,mimodd_delcall,0.1.9                                                                    
 2020-1     ,1.94946E+15,plotdexseq,1.28.1.0                                                                            
 2020-1     ,1.91321E+15,bedtools_genomecoveragebed,2.29.0                                                            
 2020-1     ,1.90228E+15,cufflinks,0.0.6                                                                         
 2020-1     ,1.8488E+15, __SET_METADATA__                                                                                                                       , __SET_METADATA__                                                                                                                       
 2020-1     ,1.83177E+15,picard_ARRG,1.56.0                                                                         
 2020-1     ,1.74823E+15,htseq_count,0.6.1galaxy1                                                             
 2020-1     ,1.70795E+15,samtools_bedcov,2.0.2                                                             
 2020-1     ,1.67293E+15,bwa,0.7.15.1                                                                                  
 2020-1     ,1.67268E+15,hisat2,2.1.0                                                                                   
 2020-1     ,1.67063E+15,macs2_callpeak,2.1.1.20160309.0                                                                 
 2020-1     ,1.55203E+15,trim_galore,0.4.3.1                                                                 
 2020-1     ,1.54136E+15,bamFilter,2.4.1                                                                   
 2020-1     ,1.54135E+15,qualimap_bamqc,2.2.2d+galaxy1                                                          
 2020-1     ,1.47189E+15,trimmomatic,0.36.5                                                                   
 2020-1     ,1.47096E+15, CONVERTER_cram_to_bam_0                                                                                                                , CONVERTER_cram_to_bam_0                                                                                                                
 2020-1     ,1.39117E+15,kallisto_quant,0.46.0.4                                                                
 2020-1     ,1.35973E+15,mothur_cluster,1.39.5.0                                                                
 2020-1     ,1.34474E+15, Interval_Maf_Merged_Fasta2                                                                                                             , Interval_Maf_Merged_Fasta2                                                                                                             
 2020-1     ,1.33602E+15,fastq_dump,2.9.1.3                                                                          
 2020-1     ,1.29173E+15,sra_pileup,2.10.3                                                                           
 2020-1     ,1.2685E+15,diffbind,2.6.5.0                                                                       
 2020-1     ,1.26076E+15,bedtools_multicovtbed,2.27.0.0                                                               
 2020-1     ,1.2576E+15,multigps,0.74.0                                                                             
 2020-1     ,1.18481E+15,rseqc_bam2wig,2.6.4                                                                          
 2020-1     ,1.14659E+15,cuffmerge,2.2.1.1                                                                       
 2020-1     ,1.14401E+15,tp_grep_tool,1.1.1                                                              
 2020-1     ,1.12413E+15,samtools_split,1.9
 2020-1     ,1.07876E+15,vcfbreakcreatemulti,1.0.0_rc1+galaxy0                                         
 2020-1     ,1.06482E+15,samtools_depth,1.9
 2020-1     ,1.051E+15,genetrack,1.0.1                                                                             
 2020-1     ,1.04381E+15,freebayes,0.4
 2020-1     ,1.03453E+15,mimodd_convert,0.1.9                                                                    
 2020-1     ,1.00495E+15,rseqc_geneBody_coverage,2.6.4.3                                                              
 2020-1     ,9.36553E+14,correct_barcodes,2.15
 2020-1     ,9.33474E+14,fastp,0.19.5+galaxy1                                                                            
 2020-1     ,9.11923E+14,picard_ReplaceSamHeader,2.18.2.1                                                           
 2020-1     ,8.91413E+14,macs2_predictd,2.1.1.20160309.1                                                                 
 2020-1     ,8.87387E+14,microsatellite,1.0.0                                                       
 2020-1     ,8.24892E+14,cshl_fastx_barcode_splitter,1.0.1                                          
 2020-1     ,8.19599E+14,sam2interval,1.0.1                                                                   
 2020-1     ,8.03372E+14,fastq_trimmer,1.0.0                                                                 
 2020-1     ,7.69192E+14,vegan_rarefaction,2.4-3                                                             
 2020-1     ,7.43363E+14,bg_diamond,0.9.21.0                                                                     
 2020-1     ,7.36389E+14,macs2_bdgdiff,2.1.1.20160309.0                                                                  
 2020-1     ,7.22315E+14,picard_CollectWgsMetrics,2.18.2.1                                                          
 2020-1     ,6.86878E+14,bamtools,0.0.1                                                                           
 2020-1     ,6.80293E+14,make_families,2.14
 2020-1     ,6.62308E+14,macs2_bdgdiff,2.1.1.20160309.1                                                                  
 2020-1     ,6.53183E+14, Count1                                                                                                                                 , Count1                                                                                                                                 
 2020-1     ,6.52557E+14,rbc_mafft,7.221.3                                                                           
 2020-1     ,6.52117E+14,mothur_filter_seqs,1.39.5.0                                                        
 2020-1     ,6.50696E+14,trimmomatic,0.36.3                                                                   
 2020-1     ,6.16784E+14,deeptools_bam_coverage,3.0.2.0                                           
 2020-1     ,5.99415E+14,diffbind,2.10.0                                                                        
 2020-1     ,5.91219E+14, CONVERTER_fasta_to_bowtie_base_index                                                                                                   , CONVERTER_fasta_to_bowtie_base_index                                                                                                   
 2020-1     ,5.86914E+14,ngsutils_bam_filter,0.5.9                                                         
 2020-1     ,5.80541E+14,picard_SamToFastq,1.126.0                                                                  
 2020-1     ,5.76048E+14,ncbi_blastn_wrapper,0.3.0                                                         
 2020-1     ,5.73607E+14,allele_counts_1,1.2
 2020-1     ,5.73399E+14,picard_MergeSamFiles,1.136.0                                                               
 2020-1     ,5.68447E+14,vcf2pgSnp,1.0.0                                                                         
 2020-1     ,5.5113E+14,vcffilter2,1.0.0_rc1+galaxy3                                                            
 2020-1     ,5.43154E+14,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2020-1     ,5.32663E+14,picard_MarkDuplicates,1.136.0                                                              
 2020-1     ,5.31026E+14, CONVERTER_interval_to_bed_0                                                                                                            , CONVERTER_interval_to_bed_0                                                                                                            
 2020-1     ,5.18438E+14,samtools_merge,1.9
 2020-1     ,5.17632E+14,cshl_fastx_clipper,1.0.1                                                            
 2020-1     ,5.15982E+14,samtools_rmdup,2.0.1                                                               
 2020-1     ,5.08152E+14,picard_MarkDuplicates,2.18.2.1                                                             
 2020-1     ,5.05939E+14,cshl_fastq_to_fasta,1.0.2                                                          
 2020-1     ,4.96853E+14,featureCoverage1,2.0.0                                                             
 2020-1     ,4.86296E+14,deeptools_compute_matrix,2.5.0.0                                       
 2020-1     ,4.85005E+14,dada2_assignTaxonomyAddspecies,1.12+galaxy1                            
 2020-1     ,4.82702E+14,sickle,1.33.2                                                                                  
 2020-1     ,4.76125E+14,samtools_fixmate,1.9
 2020-1     ,4.71349E+14,kallisto_pseudo,0.46.0.1                                                              
 2020-1     ,4.71294E+14,kallisto_quant,0.43.1.3                                                                
 2020-1     ,4.67419E+14,presto_pairseq,0.5.4                                                                   
 2020-1     ,4.58514E+14,picard_SamToFastq,2.18.2.1                                                                 
 2020-1     ,4.43501E+14,fastq_to_tabular,1.1.0                                                           
 2020-1     ,4.33249E+14,samtools_slice_bam,2.0.1                                                       
 2020-1     ,4.33193E+14,fastq_to_tabular,1.1.1                                                           
 2020-1     ,4.32018E+14,samtools_stats,2.0.2+galaxy2                                                       
 2020-1     ,4.20658E+14,vcffixup,1.0.0_rc1+galaxy0                                                               
 2020-1     ,4.10744E+14,deeptools_bam_coverage,2.5.0.0                                           
 2020-1     ,4.07612E+14,pileup_interval,1.0.2                                                             
 2020-1     ,4.01996E+14,mothur_chimera_uchime,1.39.5.0                                                  
 2020-1     ,3.90731E+14,hisat2,2.0.3                                                                                   
 2020-1     ,3.90627E+14,flash,1.2.11.3                                                                                  
 2020-1     ,3.90103E+14,rseqc_bam_stat,2.6.4                                                                         
 2020-1     ,3.72162E+14,picard_SortSam,2.7.1.1                                                                     
 2020-1     ,3.49811E+14,bg_find_subsequences,0.2
 2020-1     ,3.35338E+14,gops_subtract_1,1.0.0                                                                    
 2020-1     ,3.32553E+14, ebi_sra_main                                                                                                                           , ebi_sra_main                                                                                                                           
 2020-1     ,3.2539E+14,fastqc,0.72+galaxy1                                                                        
 2020-1     ,3.23919E+14,mummer_mummer,4.0.0beta2                                                                
 2020-1     ,3.12329E+14,rseqc_read_GC,2.6.4                                                                          
 2020-1     ,3.1078E+14,td,1.0.0                                                              
 2020-1     ,3.10269E+14,flash,1.2.11.4                                                                                  
 2020-1     ,2.86334E+14,EMBOSS: palindrome65,5.0.0.1                                                             
 2020-1     ,2.86167E+14,kraken_taxonomy_report,0.0.2                                                   
 2020-1     ,2.84321E+14,samtools_sort,2.0.2                                                                 
 2020-1     ,2.82098E+14,deeptools_bigwig_compare,3.1.2.0.0                                     
 2020-1     ,2.78771E+14,fastqc,0.52
 2020-1     ,2.78728E+14,prokka,1.14.5                                                                                 
 2020-1     ,2.69631E+14,vcfdistance,1.0.0_rc1+galaxy0                                                             
 2020-1     ,2.6718E+14,transit_gumbel,3.0.1+galaxy2                                                           
 2020-1     ,2.54023E+14, CONVERTER_interval_to_bedstrict_0                                                                                                      , CONVERTER_interval_to_bedstrict_0                                                                                                      
 2020-1     ,2.49588E+14,transit_gumbel,3.0.1+galaxy1                                                           
 2020-1     ,2.4903E+14, MAF_To_Fasta1                                                                                                                          , MAF_To_Fasta1                                                                                                                          
 2020-1     ,2.4201E+14,vcfcombine,1.0.0_rc1+galaxy0                                                           
 2020-1     ,2.38894E+14,length_and_gc_content,0.1.1                                                     
 2020-1     ,2.22717E+14,samtools_idxstats,2
 2020-1     ,2.18195E+14,samtools_calmd,2.0.2                                                               
 2020-1     ,2.14143E+14,picard_FilterSamReads,2.18.2.1                                                             
 2020-1     ,2.1207E+14,rseqc_read_distribution,2.6.4.1                                                              
 2020-1     ,2.12033E+14,tp_replace_in_line,1.1.0                                                        
 2020-1     ,2.11324E+14, wiggle2simple1                                                                                                                         , wiggle2simple1                                                                                                                         
 2020-1     ,2.09897E+14,rseqc_read_quality,2.6.4                                                                     
 2020-1     ,2.055E+14,bcftools_view,1.9+galaxy1                                                               
 2020-1     ,1.99999E+14,bowtie_wrapper,1.1.2                                                              
 2020-1     ,1.974E+14,samtool_filter2,1.8
 2020-1     ,1.96202E+14,samtools_sort,2.0.1                                                                 
 2020-1     ,1.96141E+14,snpEff_build_gb,4.3+T.galaxy4                                                                  
 2020-1     ,1.95006E+14,snpEff,4.3+T.galaxy1                                                                           
 2020-1     ,1.79108E+14,vcfallelicprimitives,1.0.0_rc1+galaxy0                                       
 2020-1     ,1.72651E+14,samtool_filter2,1.8+galaxy1                                                       
 2020-1     ,1.70388E+14,stringtie,1.3.6                                                                             
 2020-1     ,1.6694E+14,mothur_make_fastq,1.39.5.0                                                          
 2020-1     ,1.6605E+14,macs2_randsample,2.1.1.20160309.1                                                               
 2020-1     ,1.64906E+14,mothur_summary_seqs,1.39.5.0                                                      
 2020-1     ,1.64654E+14,stringtie,1.3.4                                                                             
 2020-1     ,1.62409E+14, CONVERTER_bz2_to_uncompressed                                                                                                          , CONVERTER_bz2_to_uncompressed                                                                                                          
 2020-1     ,1.57787E+14,picard_FastqToSam,2.18.2.1                                                                 
 2020-1     ,1.5389E+14,picard_CleanSam,2.18.2.1                                                                   
 2020-1     ,1.46714E+14,lastz_d_wrapper,1.3.2                                                                       
 2020-1     ,1.44955E+14,tp_tail_tool,1.1.0                                                              
 2020-1     ,1.34415E+14,mothur_fastq_info,1.39.5.0                                                          
 2020-1     ,1.30973E+14,seqtk_trimfq,1.3.1                                                                              
 2020-1     ,1.23454E+14,vcfselectsamples,1.0.0_rc1+galaxy0                                               
 2020-1     ,1.23142E+14,macs2_filterdup,2.1.1.20160309.1                                                                
 2020-1     ,1.21291E+14, Summary_Statistics1                                                                                                                    , Summary_Statistics1                                                                                                                    
 2020-1     ,1.16337E+14,vcfcheck,1.0.0_rc1+galaxy0                                                               
 2020-1     ,1.14048E+14,quast,5.0.2+galaxy0                                                                             
 2020-1     ,1.12686E+14,bcftools_call,1.9+galaxy1                                                               
 2020-1     ,1.07722E+14,bedtools_slopbed,2.27.1                                                                      
 2020-1     ,9.60342E+13,bedtools_bamtobed,2.29.0                                                                     
 2020-1     ,9.51906E+13,vcf2tsv,1.0.0_rc1+galaxy0                                                                 
 2020-1     ,9.18796E+13,make_families,2.15
 2020-1     ,8.87306E+13, upload1                                                                                                                                , upload1                                                                                                                                
 2020-1     ,8.49219E+13,maxbin2,2.2.7+galaxy2                                                                      
 2020-1     ,8.37202E+13,deseq2,2.11.40.2                                                                               
 2020-1     ,8.10416E+13,bedtools_bamtobed,2.22.0                                                                     
 2020-1     ,7.87605E+13,mothur_screen_seqs,1.39.5.0                                                        
 2020-1     ,7.625E+13,rseqc_read_duplication,2.6.4                                                                 
 2020-1     ,7.57626E+13,samtools_sort,2
 2020-1     ,7.55607E+13,picard_ValidateSamFile,2.18.2.1                                                            
