,month_year,avgmemory,tool_name_version
46,2022-07,12,mothur_pcr_seqs/1.39.5.0
47,2022-07,12,orfipy/0.0.4+galaxy0
48,2022-07,12,wig_to_bigWig/wig_to_bigWig
49,2022-07,12,genrich/0.5+galaxy2
50,2022-07,12,hisat2/2.1.0+galaxy4
51,2022-07,11,bwa_mem/0.7.17.2
52,2022-07,11,minimap2/2.24+galaxy0
53,2022-07,11,cuffnorm/2.2.1.3
54,2022-07,11,bwa/0.7.17.4
55,2022-07,11,mothur_make_contigs/1.39.5.0
56,2022-07,10,correct_barcodes/3.0.2
57,2022-07,10,bg_diamond/2.0.15+galaxy0
58,2022-07,10,qualimap_bamqc/2.2.2c
59,2022-07,9,bwa_mem/0.7.12.1
60,2022-07,9,rnaspades/3.9.0.3
61,2022-07,9,scanpy_remove_confounders/1.7.1+galaxy0
62,2022-07,9,htseq_count/0.9.1
63,2022-07,9,pileometh/0.5.2+galaxy0
64,2022-07,9,peptide_shaker/2.0.33+galaxy1
65,2022-07,9,kallisto_quant/0.46.2+galaxy0
66,2022-07,9,alevin/1.5.1+galaxy0
67,2022-07,9,trinity_align_and_estimate_abundance/2.9.1+galaxy1
68,2022-07,8,bowtie2/2.4.2+galaxy0
69,2022-07,8,bowtie2/0.4
70,2022-07,8,megahit/1.2.9+galaxy0
71,2022-07,8,presto_parseheaders/0.6.2+galaxy0
72,2022-07,8,picard_MergeBamAlignment/2.18.2.1
73,2022-07,8,kallisto_quant/0.43.1.3
74,2022-07,8,jbrowse/1.16.11+galaxy0
75,2022-07,8,mimodd_convert/0.1.9
76,2022-07,8,make_families/2.15
77,2022-07,8,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
78,2022-07,8,cuffmerge/0.0.6
79,2022-07,8,plant_tribes_kaks_analysis/1.0.3.0
80,2022-07,8,bg_diamond_makedb/2.0.15+galaxy0
81,2022-07,7,exonerate/2.4.0+galaxy2
82,2022-07,7,peakcalling_sicer/1.1
83,2022-07,7,dexseq/1.28.1+galaxy1
84,2022-07,7,search_gui/4.0.41+galaxy1
85,2022-07,7,antismash/6.1.1+galaxy0
86,2022-07,7,picard_FilterSamReads/2.18.2.1
87,2022-07,7,bowtie2/2.3.4.3+galaxy0
88,2022-07,7,precheck/3.0.2
89,2022-07,7,trim_galore/0.6.7+galaxy0
90,2022-07,7,maxquant/1.6.10.43+galaxy3
91,2022-07,7,dada2_assignTaxonomyAddspecies/1.20+galaxy0
92,2022-07,7,shovill/1.1.0+galaxy1
93,2022-07,7,salmon/1.5.1+galaxy0
94,2022-07,6,samtools_fixmate/1.13
95,2022-07,6,mothur_screen_seqs/1.39.5.0
96,2022-07,6,sailfish/0.10.1.1
97,2022-07,6,velvetoptimiser/2.2.6
98,2022-07,6,rbc_mirdeep2_mapper/2.0.0.8.1
99,2022-07,6,trimmomatic/0.38.0
100,2022-07,6,cutadapt/3.5+galaxy1
101,2022-07,6,flye/2.6
102,2022-07,6,diffbind/2.6.6.4
103,2022-07,6,transit_tn5gaps/3.0.2+galaxy1
104,2022-07,6,khmer_abundance_distribution_single/3.0.0a3+galaxy2
105,2022-07,6,deeptools_multi_bam_summary/3.5.1.0.0
106,2022-07,6,snpSift_annotate/4.3+t.galaxy1
107,2022-07,6,macs2_bdgcmp/2.1.1.20160309.0
108,2022-07,6,snippy/4.6.0+galaxy0
109,2022-07,6,picard_CollectRnaSeqMetrics/2.18.2.2
110,2022-07,6,picard_MarkDuplicates/2.18.2.3
111,2022-07,6,__EXPORT_HISTORY_TO_URI__/__EXPORT_HISTORY_TO_URI__
112,2022-07,6,bcftools_cnv/1.10+galaxy1
113,2022-07,5,rseqc_insertion_profile/2.6.4
114,2022-07,5,cufflinks/2.2.1.3
115,2022-07,5,picard_ValidateSamFile/2.18.2.1
116,2022-07,5,racon/1.5.0+galaxy0
117,2022-07,5,merqury/1.3+galaxy1
118,2022-07,5,mmpbsa_mmgbsa/21.10+galaxy0
119,2022-07,5,shovill/1.1.0+galaxy0
120,2022-07,5,qualimap_rnaseq/2.2.2d+galaxy1
121,2022-07,5,samtool_filter2/1.8
122,2022-07,5,qualimap_bamqc/2.2.2d+galaxy3
123,2022-07,5,picard_MarkDuplicates/2.18.2.2
124,2022-07,5,bcftools_norm/1.10
125,2022-07,5,cutadapt/4.0+galaxy0
126,2022-07,5,kallisto_pseudo/0.46.2+galaxy0
127,2022-07,5,alleyoop/0.4.3+galaxy1
128,2022-07,5,repeatmasker_wrapper/4.0.9
129,2022-07,5,compress_file/0.1.0
130,2022-07,5,samtools_mpileup/2.0
131,2022-07,5,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
132,2022-07,5,get_read_pipeline/1.0
133,2022-07,5,gatk4_mutect2/4.1.7.0+galaxy1
134,2022-07,5,lofreq_call/2.1.5+galaxy1
135,2022-07,5,bamSplit/2.4.0
136,2022-07,5,picard_DownsampleSam/2.18.2.1
137,2022-07,5,egsea/1.20.0
138,2022-07,5,deeptools_plot_fingerprint/3.3.2.0.0
139,2022-07,5,unicycler/0.4.6.0
140,2022-07,5,deeptools_bam_compare/3.3.2.0.0
141,2022-07,5,bg_find_subsequences/0.2
142,2022-07,5,flye/2.8.3+galaxy0
143,2022-07,5,make_families/3.0.2
144,2022-07,5,fastq_paired_end_deinterlacer/1.1.5
145,2022-07,5,picard_CASM/2.18.2.1
146,2022-07,5,picard_AddOrReplaceReadGroups/2.18.2.1
147,2022-07,5,fsd/1.0.2
148,2022-07,5,react_cal_pipeline/1.0
149,2022-07,5,cuffmerge/2.2.1.1
150,2022-07,5,bwa_mem2/2.2.1+galaxy0
151,2022-07,5,bedtools_bamtobed/2.30.0+galaxy1
152,2022-07,5,seqtk_sample/1.3.2
153,2022-07,5,md_converter/1.9.6+galaxy0
154,2022-07,5,diffbind/2.10.0+galaxy0
155,2022-07,5,diffbind/2.10.0
156,2022-07,4,deeptools_bam_compare/3.5.1.0.0
157,2022-07,4,featureCoverage1/2.0.0
158,2022-07,4,yahs/1.1a.2+galaxy0
159,2022-07,4,cuffcompare/2.2.1.2
160,2022-07,4,CONVERTER_tar_to_directory/CONVERTER_tar_to_directory
161,2022-07,4,freebayes/1.1.0.46-0
162,2022-07,4,fastp/0.23.2+galaxy0
163,2022-07,4,align_families/3.0.2
164,2022-07,4,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
165,2022-07,4,fastq_trimmer/1.1.5
166,2022-07,4,trim_galore/0.6.3
167,2022-07,4,fastq_quality_trimmer/1.0.0
168,2022-07,4,crossmap_bam/0.5.2+galaxy0
169,2022-07,4,idba_ud/1.1.3+galaxy1
170,2022-07,4,bedtools_bamtobed/2.30.0+galaxy2
171,2022-07,4,dexseq_count/1.28.1.0
172,2022-07,4,tag_pileup_frequency/1.0.2
173,2022-07,4,stringtie/2.1.1
174,2022-07,4,sam_dump/2.11.0+galaxy0
175,2022-07,4,deseq2/2.11.40.6+galaxy1
176,2022-07,4,rseqc_junction_saturation/2.6.4.1
177,2022-07,4,scanpy_read_10x/1.8.1+2+galaxy0
178,2022-07,4,khmer_normalize_by_median/3.0.0a3+galaxy2
179,2022-07,4,spades_metaplasmidspades/3.15.4+galaxy0
180,2022-07,4,scanpy_find_markers/1.7.2+galaxy0
181,2022-07,4,snippy_core/4.6.0+galaxy0
182,2022-07,4,macs2_callpeak/2.1.1.20160309.6
183,2022-07,4,snippy/4.5.0
184,2022-07,4,pilon/1.20.1
185,2022-07,4,pretext_map/0.1.9+galaxy0
186,2022-07,4,seqtk_trimfq/1.3.1
187,2022-07,4,bowtie_wrapper/1.1.2
188,2022-07,4,picard_CleanSam/2.18.2.1
189,2022-07,4,picard_CollectHsMetrics/2.18.2
190,2022-07,4,_dropletBarcodePlot/1.6.1+galaxy2
191,2022-07,4,crossmap_wig/0.5.2+galaxy0
192,2022-07,4,samtools_rmdup/2.0
193,2022-07,4,samtools_mpileup/2.1.4
194,2022-07,4,mothur_lefse/1.39.5.0
195,2022-07,4,picard_MergeSamFiles/2.18.2.1
196,2022-07,4,deeptools_plot_fingerprint/3.5.1.0.0
197,2022-07,4,scanpy_remove_confounders/1.4.4.post1+galaxy3
198,2022-07,4,picard_SamToFastq/2.18.2.2
199,2022-07,4,picard_SortSam/2.18.2.1
200,2022-07,4,bwa_mem/0.7.17.1
201,2022-07,4,feelnc/0.2
202,2022-07,4,__EXPORT_HISTORY__/__EXPORT_HISTORY__
203,2022-07,4,fastqc/0.73+galaxy0
204,2022-07,3,qualimap_bamqc/2.2.2d+galaxy1
205,2022-07,3,sickle/1.33.2
206,2022-07,3,basil/1.2.0
207,2022-07,3,bacteria_tradis/1.4.5+galaxy2
208,2022-07,3,Summary_Statistics1/Summary_Statistics1
209,2022-07,3,deseq2/2.11.40.7+galaxy1
210,2022-07,3,deeptools_plot_coverage/3.5.1.0.0
211,2022-07,3,dada2_learnErrors/1.20+galaxy0
212,2022-07,3,stringtie/2.1.7+galaxy1
213,2022-07,3,racon/1.4.20+galaxy0
214,2022-07,3,merqury/1.3+galaxy2
215,2022-07,3,tp_cat/0.1.1
216,2022-07,3,samtools_flagstat/2.0.1
217,2022-07,3,raceid_trajectory/3.1
218,2022-07,3,seqtk_seq/1.3.3
219,2022-07,3,samtools_fastx/1.13
220,2022-07,3,featurecounts/2.0.1+galaxy1
221,2022-07,3,bowtie_wrapper/1.2.0
222,2022-07,3,samtools_split/1.9
223,2022-07,3,dropletutils/1.10.0+galaxy1
224,2022-07,3,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
225,2022-07,3,deeptools_plot_enrichment/3.5.1.0.0
226,2022-07,3,mothur_align_seqs/1.39.5.0
227,2022-07,3,seqtk_mergefa/1.3.1
228,2022-07,3,sequence_content_trimmer/0.2.3
229,2022-07,3,featurecounts/2.0.1
230,2022-07,3,hyphy_gard/2.5.36+galaxy1
231,2022-07,3,samtool_filter2/1.8+galaxy1
232,2022-07,3,mothur_classify_seqs/1.39.5.0
233,2022-07,3,picard_CollectInsertSizeMetrics/2.18.2.1
234,2022-07,3,sam_to_bam/2.1.1
235,2022-07,3,mothur_cluster_split/1.39.5.0
236,2022-07,3,fasta_nucleotide_color_plot/1.0.1
237,2022-07,3,cutadapt/3.4+galaxy0
238,2022-07,3,seacr/1.3+galaxy1
239,2022-07,3,mimodd_delcall/0.1.9
240,2022-07,3,picard_EstimateLibraryComplexity/2.18.2.1
241,2022-07,3,mothur_fastq_info/1.39.5.0
242,2022-07,3,bedtools_intersectbed/2.29.0
243,2022-07,3,picard_FastqToSam/2.18.2.2
244,2022-07,3,featurecounts/1.6.3+galaxy2
245,2022-07,3,picard_MarkDuplicates/2.18.2.1
246,2022-07,3,varscan_mpileup/2.4.3.1
247,2022-07,3,freebayes/1.3.1
248,2022-07,3,CONVERTER_wiggle_to_interval_0/CONVERTER_wiggle_to_interval_0
249,2022-07,3,filtlong/0.2.0+galaxy1
250,2022-07,3,cshl_fastx_trimmer/1.0.2
251,2022-07,3,seq_filter_by_id/0.2.7
252,2022-07,3,varscan/2.4.2
253,2022-07,3,spades_rnaviralspades/3.15.4+galaxy0
254,2022-07,3,spades_metaviralspades/3.15.4+galaxy0
255,2022-07,3,docking/1.2.3+galaxy0
256,2022-07,3,spades_biosyntheticspades/3.15.4+galaxy0
257,2022-07,3,mothur_pre_cluster/1.39.5.0
258,2022-07,3,samtools_merge/1.13
259,2022-07,3,snpSift_geneSets/4.3.0
260,2022-07,3,busco/4.1.4
261,2022-07,3,lofreq_viterbi/2.1.5+galaxy0
262,2022-07,3,cutadapt/1.16.6
263,2022-07,3,CONVERTER_mdconvert/CONVERTER_mdconvert
264,2022-07,3,macs2_bdgdiff/2.1.1.20160309.1
265,2022-07,3,presto_maskprimers/0.6.2+galaxy0
266,2022-07,3,mothur_make_contigs/1.39.5.1
267,2022-07,3,rseqc_read_NVC/2.6.4
268,2022-07,3,gd_calc_freq/1.2.0
269,2022-07,3,fastq_manipulation/1.1.5
270,2022-07,3,chipseeker/1.18.0+galaxy1
271,2022-07,3,salsa/2.3+galaxy3
272,2022-07,3,featurecounts/2.0.1+galaxy2
273,2022-07,3,bedtools_unionbedgraph/2.30.0
274,2022-07,3,fastq_dump/2.11.0+galaxy0
275,2022-07,3,purge_dups/1.2.5+galaxy4
276,2022-07,2,umi_tools_extract/1.1.2+galaxy2
277,2022-07,2,fastqc/0.69
278,2022-07,2,fastqc/0.72+galaxy1
279,2022-07,2,fastq_filter/1.1.1
280,2022-07,2,fastq_groomer/1.1.5
281,2022-07,2,circos_wiggle_to_scatter/0.69.8+galaxy7
282,2022-07,2,cshl_fastq_quality_filter/1.0.0
283,2022-07,2,dada2_dada/1.20+galaxy0
284,2022-07,2,dada2_plotComplexity/1.20+galaxy0
285,2022-07,2,dada2_plotQualityProfile/1.20+galaxy0
286,2022-07,2,deseq2/2.11.40.6
287,2022-07,2,deseq2/2.11.40.6+galaxy2
288,2022-07,2,Extract genomic DNA 1/3.0.3+galaxy2
289,2022-07,2,fastp/0.20.1+galaxy0
290,2022-07,2,featurecounts/1.6.2
291,2022-07,2,gffcompare/0.11.2
292,2022-07,2,goseq/1.44.0+galaxy2
293,2022-07,2,deeptools_bam_coverage/3.5.1.0.0
294,2022-07,2,deeptools_bam_pe_fragmentsize/3.5.1.0.0
295,2022-07,2,hyphy_summary/1.1.0
296,2022-07,2,deeptools_bigwig_compare/3.5.1.0.0
297,2022-07,2,deeptools_compute_gc_bias/3.5.1.0.0
298,2022-07,2,intervene_pairwise/0.6.5
299,2022-07,2,ivar_trim/1.2.2+galaxy1
300,2022-07,2,ivar_trim/1.3.1+galaxy2
301,2022-07,2,jbrowse/1.16.11+galaxy1
302,2022-07,2,length_and_gc_content/0.1.2
303,2022-07,2,macs2_bdgpeakcall/2.1.1.20160309.0
304,2022-07,2,macs2_refinepeak/2.1.1.20160309.1
305,2022-07,2,medaka_consensus/1.4.4+galaxy0
306,2022-07,2,meryl/1.3+galaxy6
307,2022-07,2,mixcr_analyze/3.0.5.0
308,2022-07,2,picard_CollectBaseDistributionByCycle/2.18.2.1
309,2022-07,2,mothur_dist_seqs/1.39.5.0
310,2022-07,2,mothur_filter_seqs/1.39.5.0
311,2022-07,2,picard_RevertSam/2.18.2.1
312,2022-07,2,mothur_merge_files/1.39.5.0
313,2022-07,2,CONVERTER_gff_to_interval_index_0/CONVERTER_gff_to_interval_index_0
314,2022-07,2,pileup_parser/1.0.2
315,2022-07,2,fastpca/0.9.1
316,2022-07,2,CONVERTER_Bam_Bai_0/CONVERTER_Bam_Bai_0
317,2022-07,2,sam_pileup/1.1.3
318,2022-07,2,samtools_bedcov/2.0.2
319,2022-07,2,mothur_screen_seqs/1.39.5.1
320,2022-07,2,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
321,2022-07,2,samtools_rmdup/2.0.1
322,2022-07,2,samtools_slice_bam/2.0.1
323,2022-07,2,bigwigtowig/bigwigtowig
324,2022-07,2,CONVERTER_bam_to_bigwig_0/CONVERTER_bam_to_bigwig_0
325,2022-07,2,datasets_download_genome/13.24.1+galaxy1
326,2022-07,2,tophat2/0.9
327,2022-07,2,ngsutils_bam_filter/0.5.9
328,2022-07,2,ococo/0.1.2.6
329,2022-07,2,pe_histogram/1.0.1
330,2022-07,2,pipelign/0.2+galaxy0
331,2022-07,2,exomedepth/1.1.0
332,2022-07,2,bamtools/0.0.2
333,2022-07,2,bamtools/2.4.0.0
334,2022-07,2,bamtools_split/2.4.0
335,2022-07,2,prinseq/0.20.4+galaxy1
336,2022-07,2,pygenomeTracks/3.6
337,2022-07,2,quast/5.0.2+galaxy3
338,2022-07,2,quast/5.0.2+galaxy5
339,2022-07,2,raceid_filtnormconf/0.2.3+galaxy0
340,2022-07,2,roary/3.13.0+galaxy2
341,2022-07,2,samtools_fastx/1.9+galaxy1
342,2022-07,2,samtools_markdup/1.13+galaxy1
343,2022-07,2,anndata_ops/1.7.2+galaxy0
344,2022-07,2,dropletutils_empty_drops/1.0.4+galaxy0
345,2022-07,2,_ensembl_gtf2gene_list/1.42.1+galaxy6
346,2022-07,2,_salmon_kallisto_mtx_to_10x/0.0.1+galaxy5
347,2022-07,2,scanpy_compute_graph/1.7.2+galaxy1
348,2022-07,2,scanpy_filter_cells/1.7.2+galaxy0
349,2022-07,2,scanpy_filter_genes/1.7.2+galaxy0
350,2022-07,2,snpEff/4.3+T.galaxy1
351,2022-07,2,scanpy_find_cluster/1.7.2+galaxy0
352,2022-07,2,scanpy_plot_embed/1.7.2+galaxy0
353,2022-07,2,scanpy_read_10x/1.6.0+galaxy0
354,2022-07,2,spades_coronaspades/3.15.4+galaxy0
355,2022-07,2,spades_plasmidspades/3.15.4+galaxy0
356,2022-07,2,scanpy_run_pca/1.7.2+galaxy0
357,2022-07,2,scanpy_run_tsne/1.7.2+galaxy0
358,2022-07,2,tb_profiler_profile/3.0.8+galaxy0
359,2022-07,2,scanpy_scale_data/1.7.2+galaxy0
360,2022-07,2,transdecoder/5.5.0+galaxy2
361,2022-07,2,fastq_info/0.25.1+Galaxy0
362,2022-07,2,trinity_super_transcripts/2.9.1
363,2022-07,2,custom_pro_db/1.22.0
364,2022-07,2,tximport/1.22.0
365,2022-07,2,varscan_somatic/2.4.3.6
366,2022-07,2,fasta_cli/4.0.41+galaxy1
367,2022-07,2,htseq_count/0.6.1galaxy3
368,2022-07,2,cuffmerge/0.0.5
369,2022-07,2,cuffmerge/2.2.1.2
370,2022-07,2,cuffquant/2.2.1.1
371,2022-07,2,anndata_export/0.7.5+galaxy0
372,2022-07,2,cat_multiple/0.2
373,2022-07,2,dunovo/3.0.2
374,2022-07,2,rseqc_geneBody_coverage/2.6.4.3
375,2022-07,2,rseqc_junction_annotation/2.6.4.1
376,2022-07,2,rseqc_read_distribution/2.6.4.1
377,2022-07,2,rseqc_read_duplication/2.6.4
378,2022-07,2,gfastats/1.2.0+galaxy0
379,2022-07,2,gfastats/1.2.2+galaxy0
380,2022-07,2,random_lines1/random_lines1
381,2022-07,2,bbtools_bbmap/1.0.0+galaxy4
382,2022-07,2,mimodd_varcall/0.1.9
383,2022-07,2,trimmer/trimmer
384,2022-07,2,bcftools_mpileup/1.10
385,2022-07,2,bedtools_bamtofastq/2.27.1
386,2022-07,2,bedtools_flankbed/2.30.0
387,2022-07,2,bedtools_genomecoveragebed/2.30.0
388,2022-07,2,bedtools_maskfastabed/2.30.0
389,2022-07,1,gmx_sim/2022+galaxy0
390,2022-07,1,samtools_stats/2.0.2+galaxy2
391,2022-07,1,samtools_split/1.1
392,2022-07,1,mothur_unique_seqs/1.39.5.0
393,2022-07,1,samtools_phase/2.0.1
394,2022-07,1,deeptools_plot_profile/3.5.1.0.0
395,2022-07,1,mothur_summary_seqs/1.39.5.0
396,2022-07,1,roary/3.13.0+galaxy1
397,2022-07,1,bcftools_query/1.10
398,2022-07,1,ruvseq/1.16.0+galaxy1
399,2022-07,1,ruvseq/1.26.0+galaxy0
400,2022-07,1,samtools_flagstat/2.0.3
401,2022-07,1,mothur_shhh_seqs/1.39.5.0
402,2022-07,1,samtools_depth/1.13
403,2022-07,1,samtools_calmd/2.0.2
404,2022-07,1,fastq_groomer/1.1.1
405,2022-07,1,mothur_reverse_seqs/1.39.5.0
406,2022-07,1,CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai
407,2022-07,1,deeptools_plot_pca/3.3.2.0.0
408,2022-07,1,samtools_view/1.13+galaxy1
409,2022-07,1,samtools_view/1.13+galaxy2
410,2022-07,1,samtools_view/1.9+galaxy1
411,2022-07,1,samtools_view/1.9+galaxy2
412,2022-07,1,deeptools_plot_heatmap/3.5.1.0.1
413,2022-07,1,mothur_merge_count/1.39.5.0
414,2022-07,1,scanpy_cluster_reduce_dimension/1.4.4.post1+galaxy3
415,2022-07,1,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
416,2022-07,1,scanpy_filter/1.4.4.post1+galaxy3
417,2022-07,1,scanpy_filter/1.7.1+galaxy0
418,2022-07,1,scanpy_inspect/1.4.4.post1+galaxy3
419,2022-07,1,scanpy_inspect/1.7.1+galaxy0
420,2022-07,1,scanpy_normalize/1.4.4.post1+galaxy3
421,2022-07,1,scanpy_normalize/1.7.1+galaxy0
422,2022-07,1,scanpy_plot/1.4.4.post1+galaxy3
423,2022-07,1,scanpy_plot/1.7.1+galaxy0
424,2022-07,1,scanpy_plot/1.7.1+galaxy1
425,2022-07,1,mothur_make_group/1.39.5.0
426,2022-07,1,picard_MarkDuplicatesWithMateCigar/2.18.2.2
427,2022-07,1,bcftools_roh/1.10
428,2022-07,1,mothur_deunique_seqs/1.39.5.0
429,2022-07,1,seqcomplexity/0.1.0
430,2022-07,1,seqtk_comp/1.3.1
431,2022-07,1,mothur_count_seqs/1.39.5.0
432,2022-07,1,Count1/Count1
433,2022-07,1,picard_BedToIntervalList/2.18.2.1
434,2022-07,1,dropletutils_read_10x/1.0.4+galaxy0
435,2022-07,1,seqtk_sample/1.2.0
436,2022-07,1,mlst/2.19.0
437,2022-07,1,minimap2/2.17
438,2022-07,1,bcftools_view/1.10
439,2022-07,1,miniasm/0.2+galaxy0
440,2022-07,1,seurat/4.0.5+galaxy0
441,2022-07,1,meme_fimo/5.0.5.0
442,2022-07,1,ncbi_makeblastdb/2.10.1+galaxy0
443,2022-07,1,medaka_variant/1.4.4+galaxy0
444,2022-07,1,medaka_variant/1.3.2+galaxy1
445,2022-07,1,medaka_consensus/1.0.3+galaxy2
446,2022-07,1,maker/2.31.11+galaxy1
447,2022-07,1,bedtools_annotatebed/2.30.0
448,2022-07,1,fastq_filter/1.1.5
449,2022-07,1,macs2_predictd/2.1.1.20160309.1
450,2022-07,1,macs2_filterdup/2.1.1.20160309.1
451,2022-07,1,bedtools_bamtobed/2.29.2
452,2022-07,1,macs2_bdgbroadcall/2.1.1.20160309.0
453,2022-07,1,split_file_to_collection/0.5.0
454,2022-07,1,CONVERTER_wig_to_bigwig/CONVERTER_wig_to_bigwig
455,2022-07,1,snpEff_build_gb/4.3+T.galaxy4
456,2022-07,1,augustus_training/3.4.0+galaxy1
457,2022-07,1,lofreq_indelqual/2.1.5+galaxy0
458,2022-07,1,scanpy_find_variable_genes/1.7.2+galaxy0
459,2022-07,1,snpEff_download/4.3+T.galaxy2
460,2022-07,1,snpEff_get_chr_names/4.3+T.galaxy2
461,2022-07,1,snpfreqplot/1.0+galaxy3
462,2022-07,1,scanpy_normalise_data/1.7.2+galaxy0
463,2022-07,1,deeptools_plot_correlation/3.5.1.0.0
464,2022-07,1,deeptools_multi_bigwig_summary/3.5.1.0.0
465,2022-07,1,cd_hit_dup/0.0.1
466,2022-07,1,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
467,2022-07,1,snpsift_vartype/4.3+t.galaxy0
468,2022-07,1,microsatellite/1.0.0
469,2022-07,1,socru/2.1.7
470,2022-07,1,lofreq_alnqual/2.1.5+galaxy0
471,2022-07,1,bedtools_bedtobam/2.30.0
472,2022-07,1,limma_voom/3.48.0+galaxy2
473,2022-07,1,limma_voom/3.48.0+galaxy1
474,2022-07,1,bedtools_bedtoigv/2.30.0
475,2022-07,1,deeptools_multi_bigwig_summary/3.3.2.0.0
476,2022-07,1,kraken_taxonomy_report/0.0.2
477,2022-07,1,deeptools_compute_matrix/3.5.1.0.0
478,2022-07,1,CONVERTER_uncompressed_to_gz/CONVERTER_uncompressed_to_gz
479,2022-07,1,deeptools_compute_matrix/3.3.2.0.0
480,2022-07,1,jvarkit_wgscoverageplotter/20201223+galaxy0
481,2022-07,1,fastq_dump/2.10.4
482,2022-07,1,lastz_d_wrapper/1.3.2
483,2022-07,1,kraken-translate/1.3.1
484,2022-07,1,jbrowse_to_standalone/1.16.11+galaxy1
485,2022-07,1,strelka_germline/2.9.10+galaxy0
486,2022-07,1,strelka_somatic/2.9.10+galaxy0
487,2022-07,1,kraken-report/1.3.1
488,2022-07,1,ivar_variants/1.3.1+galaxy2
489,2022-07,1,stringtie_merge/2.1.1
490,2022-07,1,stringtie_merge/2.1.7+galaxy1
491,2022-07,1,fastqc/0.72
492,2022-07,1,ivar_removereads/1.3.1+galaxy2
493,2022-07,1,tb_profiler_profile/2.8.14+galaxy1
494,2022-07,1,fastqc/0.71
495,2022-07,1,scanpy_run_umap/1.7.2+galaxy0
496,2022-07,1,bedtools_coveragebed/2.30.0
497,2022-07,1,sceasy_convert/0.0.5+galaxy1
498,2022-07,1,kraken-mpa-report/1.2.4
499,2022-07,1,ivar_consensus/1.3.1+galaxy0
500,2022-07,1,kraken-filter/1.3.1
501,2022-07,1,fastqc/0.64
502,2022-07,1,transit_gumbel/3.0.2+galaxy1
503,2022-07,1,transit_resampling/3.0.2+galaxy1
504,2022-07,1,Kraken2Tax/1.2
505,2022-07,1,indels_3way/1.0.3
506,2022-07,1,hyphy_meme/2.5.36+galaxy2
507,2022-07,1,CONVERTER_gz_to_uncompressed/CONVERTER_gz_to_uncompressed
508,2022-07,1,alphafold/2.1.2+galaxy0
509,2022-07,1,trinity_gene_to_trans_map/2.9.1
510,2022-07,1,bio_hansel/2.6.1+galaxy0
511,2022-07,1,bedtools_sortbed/2.30.0
512,2022-07,1,gffread/2.2.1.3+galaxy0
