id,history,state,tool_id,invocation_id,workflow_id,cpuacct.usage,galaxy_memory_mb,galaxy_slots,memory.limit_in_bytes,memtotal,processor_count,runtime_seconds
cb26f47b6a5f37fa,1e465419cecdc26a,ok,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,28c01b9d4cac3121,,780454634118.0000000,20401.0000000,5.0000000,20401094656.0000000,264126312.0000000,64.0000000,179.0000000
c21a4e8c7a5a01ab,1e465419cecdc26a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3648439755.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
693888b0edf45f16,1e465419cecdc26a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3705371743.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
96210314bba9cbf5,1e465419cecdc26a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3633518763.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
004f1b2deaa007eb,1e465419cecdc26a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3917855508.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
8a0ca220bc680fce,1e465419cecdc26a,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,28c01b9d4cac3121,,3886446298.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
ac1b3fcfe6d23504,28c01b9d4cac3121,paused,param_value_from_file,28c01b9d4cac3121,,,,,,,,
26f33a789aaa2c79,28c01b9d4cac3121,paused,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,28c01b9d4cac3121,,,,,,,,
6818142bb4b18f97,28c01b9d4cac3121,paused,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,28c01b9d4cac3121,,,,,,,,
123cddb8cb65c5c4,28c01b9d4cac3121,paused,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,28c01b9d4cac3121,,,,,,,,
e93d0cfb61f18a42,28c01b9d4cac3121,deleted,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,28c01b9d4cac3121,,,,,,,,
495251efe8b7cff0,28c01b9d4cac3121,paused,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,28c01b9d4cac3121,,,,,,,,
dead708034873d84,28c01b9d4cac3121,deleted,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,28c01b9d4cac3121,,,,,,,,
fe482beed95d0ff5,28c01b9d4cac3121,deleted,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,,,,,,,
ec2de4b03135bde8,28c01b9d4cac3121,deleted,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,,,,,,,
4a1a5afa04c928f9,28c01b9d4cac3121,deleted,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,,,,,,,
994a1d8e60438f6a,28c01b9d4cac3121,deleted,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,28c01b9d4cac3121,,,,,,,,
11c504789a1efdb8,28c01b9d4cac3121,error,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,,,,,,,
21b15fff23d6234a,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,28c01b9d4cac3121,,7241904444142.0000000,32212.0000000,6.0000000,32212254720.0000000,264126312.0000000,64.0000000,1836.0000000
625355528cc6845e,c9a595983f9d99ce,ok,wig_to_bigWig,28c01b9d4cac3121,,12336877695.0000000,10737.0000000,1.0000000,10737418240.0000000,264126312.0000000,64.0000000,13.0000000
e9f99685aecd23a8,c9a595983f9d99ce,ok,wig_to_bigWig,28c01b9d4cac3121,,11907897979.0000000,10737.0000000,1.0000000,10737418240.0000000,264126312.0000000,64.0000000,12.0000000
28e5d44c05f4d4d4,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,91742869841.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,92.0000000
3127b88aa9fc7f81,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,89410227511.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,89.0000000
9412d9cd018dd69b,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,28c01b9d4cac3121,,220638893702.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,222.0000000
dd1f50343677e73b,c9a595983f9d99ce,ok,wig_to_bigWig,28c01b9d4cac3121,,23877829169.0000000,10737.0000000,1.0000000,10737418240.0000000,264126312.0000000,64.0000000,25.0000000
8c1265cdc8dfbef2,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,120305865075.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,121.0000000
3eaf96458c4a4f7b,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,28c01b9d4cac3121,,342709113125.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,343.0000000
9f93899b4bc09472,c9a595983f9d99ce,ok,param_value_from_file,28c01b9d4cac3121,,3532656796.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,3.0000000
85584a83cc06377e,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,28c01b9d4cac3121,,9030762125.0000000,12240.0000000,1.0000000,12240654336.0000000,264126312.0000000,64.0000000,10.0000000
7d68ecfa1eaab126,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,28c01b9d4cac3121,,93141734.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,0E-7
2b0f1c4be506ab21,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,28c01b9d4cac3121,,318193821.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,1.0000000
9acd83d3708f0b60,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,28c01b9d4cac3121,,2617718148528.0000000,42949.0000000,8.0000000,42949672960.0000000,264126312.0000000,64.0000000,687.0000000
a26b76c2ddc0b1a3,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,28c01b9d4cac3121,,779186655476.0000000,20401.0000000,5.0000000,20401094656.0000000,264126312.0000000,64.0000000,177.0000000
20f3a6768c8ac92f,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3728234004.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
7944d0856360cc28,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,28c01b9d4cac3121,,4093860131.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
c2a0ac09fd9d0c0d,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3799799969.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
c23e2223396566f7,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3940096529.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
fa78fd9758a45712,c9a595983f9d99ce,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3762041540.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
a7cf22efe2fe04b3,a5976db51eb323ed,paused,wig_to_bigWig,28c01b9d4cac3121,,,,,,,,
fef53cc9ca1fe309,a5976db51eb323ed,paused,wig_to_bigWig,28c01b9d4cac3121,,,,,,,,
fe84608781daec80,a5976db51eb323ed,paused,wig_to_bigWig,28c01b9d4cac3121,,,,,,,,
f2c1bafe7a382314,a5976db51eb323ed,paused,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,,,,,,,
42c89196c6302c3e,a5976db51eb323ed,paused,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,,,,,,,
58180d04ecc0e6f7,a5976db51eb323ed,paused,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,,,,,,,
b86cf60332552e74,a5976db51eb323ed,paused,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,28c01b9d4cac3121,,,,,,,,
d51911118a109b20,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,28c01b9d4cac3121,,7246332404911.0000000,32212.0000000,6.0000000,32212254720.0000000,264126312.0000000,64.0000000,1834.0000000
9bb6dc40d2cb6253,a5976db51eb323ed,error,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,28c01b9d4cac3121,,,,,,,,
7594df657bcb3a32,a5976db51eb323ed,ok,param_value_from_file,28c01b9d4cac3121,,3775593612.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,3.0000000
af523e1eb13e1388,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,28c01b9d4cac3121,,315713386.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,0E-7
6cee5f80c93c62ca,a5976db51eb323ed,error,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,28c01b9d4cac3121,,,,,,,,
4398d7f10bdaf61a,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,28c01b9d4cac3121,,84326486.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,0E-7
4fc9aff85a9c3669,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,28c01b9d4cac3121,,2631000366283.0000000,42949.0000000,8.0000000,42949672960.0000000,264126312.0000000,64.0000000,698.0000000
337c96aee267532d,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,28c01b9d4cac3121,,779478183521.0000000,20401.0000000,5.0000000,20401094656.0000000,264126312.0000000,64.0000000,178.0000000
fe5f00af141dd23a,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3850033012.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,3.0000000
7717fec66342650c,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,28c01b9d4cac3121,,3846757129.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,3.0000000
b2480d7be9c91b49,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3582680114.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
4f4f0bbeac825da6,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3687951272.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,3.0000000
876ae03ac32c2573,a5976db51eb323ed,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,28c01b9d4cac3121,,3660870052.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
51ddbe7367ccdf96,924f17e17f696144,ok,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,28c01b9d4cac3121,,7221961095461.0000000,32212.0000000,6.0000000,32212254720.0000000,264126312.0000000,64.0000000,1822.0000000
bc60345a4d1164e3,924f17e17f696144,ok,wig_to_bigWig,28c01b9d4cac3121,,12830416041.0000000,10737.0000000,1.0000000,10737418240.0000000,264126312.0000000,64.0000000,13.0000000
6d54d9fba44ac945,924f17e17f696144,ok,wig_to_bigWig,28c01b9d4cac3121,,11891237701.0000000,10737.0000000,1.0000000,10737418240.0000000,264126312.0000000,64.0000000,12.0000000
90828de42d398b52,924f17e17f696144,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,90817275953.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,91.0000000
4d00dc6d4cde5302,924f17e17f696144,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,89686811995.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,90.0000000
9170faa31deb69c5,924f17e17f696144,ok,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,28c01b9d4cac3121,,219659089069.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,222.0000000
86e717b230324aa1,924f17e17f696144,ok,wig_to_bigWig,28c01b9d4cac3121,,24107967852.0000000,10737.0000000,1.0000000,10737418240.0000000,264126312.0000000,64.0000000,25.0000000
20c68fa125201007,924f17e17f696144,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,28c01b9d4cac3121,,120062451226.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,121.0000000
24697f181f482106,924f17e17f696144,ok,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,28c01b9d4cac3121,,346680191943.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,347.0000000
0ff5be085910bc98,924f17e17f696144,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,28c01b9d4cac3121,,302091071.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,0E-7
53811dd62ef44c95,924f17e17f696144,ok,param_value_from_file,28c01b9d4cac3121,,3457813185.0000000,4080.0000000,1.0000000,4080218112.0000000,264126312.0000000,64.0000000,4.0000000
