id,history,state,tool_id,invocation_id,workflow_id,cpuacct.usage,galaxy_memory_mb,galaxy_slots,memory.limit_in_bytes,memory.max_usage_in_bytes,memory.soft_limit_in_bytes,memtotal,processor_count,runtime_seconds
7b7746b0447d3f8c,82916be242fb7c02,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3846002624.0000000,4080.0000000,1.0000000,4080218112.0000000,165711872.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
301c242923db44bd,82916be242fb7c02,error,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,b2e63b07c0456517,,,,,,,,,,
26e1852434748dda,ea3efe5c6290addd,deleted,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,b2e63b07c0456517,,,,,,,,,,
6d7eb0f43d3ed597,ea3efe5c6290addd,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,b2e63b07c0456517,,3723302507.0000000,4080.0000000,1.0000000,4080218112.0000000,165470208.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,3.0000000
905bc28560cee486,ea3efe5c6290addd,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,4314626182.0000000,4080.0000000,1.0000000,4080218112.0000000,165720064.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
b4535f1b5712e755,ea3efe5c6290addd,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3958669576.0000000,4080.0000000,1.0000000,4080218112.0000000,165683200.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
70cae91e89acf186,ea3efe5c6290addd,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3791582350.0000000,4080.0000000,1.0000000,4080218112.0000000,165666816.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,3.0000000
b2cf0ea6e9ce4a4c,ea3efe5c6290addd,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3850853288.0000000,4080.0000000,1.0000000,4080218112.0000000,165703680.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
9c5959646d5fd454,ea3efe5c6290addd,paused,param_value_from_file,b2e63b07c0456517,,,,,,,,,,
8e362bbd823f4ed9,ea3efe5c6290addd,paused,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,,,,,,,,,
1d2255880499260b,ea3efe5c6290addd,paused,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,,,,,,,,,
579c732d2af60581,ea3efe5c6290addd,paused,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,b2e63b07c0456517,,,,,,,,,,
4733c2be6bb50d0f,ea3efe5c6290addd,error,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,b2e63b07c0456517,,207059803.0000000,20401.0000000,5.0000000,20401094656.0000000,12681216.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,0E-7
01dfdbf0f4c34685,ea3efe5c6290addd,paused,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,b2e63b07c0456517,,,,,,,,,,
0086ecd813193769,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,544910326839.0000000,4080.0000000,1.0000000,4080218112.0000000,4079882240.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,548.0000000
4bc0d8642c20d01e,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,b2e63b07c0456517,,830287497870.0000000,4080.0000000,1.0000000,4080218112.0000000,4079755264.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,830.0000000
5460a362b722f644,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,b2e63b07c0456517,,8808077681.0000000,12240.0000000,1.0000000,12240654336.0000000,121835520.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,9.0000000
d5847e790eadd350,3bda49087c9afc48,paused,param_value_from_file,b2e63b07c0456517,,,,,,,,,,
ccb006f1f3f2f35a,3bda49087c9afc48,error,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,,,,,,,,,
5d4695494892fa6b,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,b2e63b07c0456517,,5300578508844.0000000,68719.0000000,16.0000000,68719476736.0000000,68719386624.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,2411.0000000
4cfad82f85c647c3,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,b2e63b07c0456517,,1966017810689.0000000,20401.0000000,5.0000000,20401094656.0000000,9819799552.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,441.0000000
ac785738248a3440,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3941094612.0000000,4080.0000000,1.0000000,4080218112.0000000,165740544.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
d9bc54834f659d84,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3889015092.0000000,4080.0000000,1.0000000,4080218112.0000000,165912576.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
737dc1b448bd172b,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,4269971452.0000000,4080.0000000,1.0000000,4080218112.0000000,165593088.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
7abe6bf291162c99,3bda49087c9afc48,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3843589148.0000000,4080.0000000,1.0000000,4080218112.0000000,165437440.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,3.0000000
a21ac2abbf3c8fb0,3bda49087c9afc48,error,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,b2e63b07c0456517,,,,,,,,,,
5b977d450394f7ce,b2e63b07c0456517,deleted,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,b2e63b07c0456517,,,,,,,,,,
1c8d547d2dae37c8,b2e63b07c0456517,deleted,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,b2e63b07c0456517,,,,,,,,,,
e75e9e48bb2cc9d8,b2e63b07c0456517,deleted,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,,,,,,,,,
e2e58d0cb0979981,b2e63b07c0456517,deleted,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,,,,,,,,,
9d7b049441ccf102,b2e63b07c0456517,deleted,param_value_from_file,b2e63b07c0456517,,,,,,,,,,
45ad347f50e15ec0,b2e63b07c0456517,deleted,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,,,,,,,,,
6441e0a5e5728ac4,0e1d14f83c5ba869,deleted,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,,,,,,,,,
8c3e167c4da84c73,0e1d14f83c5ba869,deleted,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,b2e63b07c0456517,,,,,,,,,,
bc00d95b3f8042f4,0e1d14f83c5ba869,deleted,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,b2e63b07c0456517,,,,,,,,,,
57652d695a3266c7,0e1d14f83c5ba869,deleted,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,b2e63b07c0456517,,,,,,,,,,
6a4bbf6030f3da25,0e1d14f83c5ba869,deleted,wig_to_bigWig,b2e63b07c0456517,,,,,,,,,,
7522205dfe941bd2,0e1d14f83c5ba869,deleted,wig_to_bigWig,b2e63b07c0456517,,,,,,,,,,
31f044e65cdde3c4,0e1d14f83c5ba869,deleted,wig_to_bigWig,b2e63b07c0456517,,,,,,,,,,
b4d42ec5393977f4,2d16941ca673727a,deleted,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,b2e63b07c0456517,,,,,,,,,,
c9ba821ad01f1204,2d16941ca673727a,deleted,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,b2e63b07c0456517,,,,,,,,,,
883f0eefd9fe10ce,2d16941ca673727a,deleted,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,,,,,,,,,
89e50749fd6f2322,2d16941ca673727a,deleted,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,,,,,,,,,
95d4083c8dbf58e0,2d16941ca673727a,deleted,param_value_from_file,b2e63b07c0456517,,,,,,,,,,
334d97d0c05886e5,2d16941ca673727a,deleted,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,,,,,,,,,
1b974be4885a0c2e,2d16941ca673727a,deleted,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,b2e63b07c0456517,,,,,,,,,,
01d56afa252fb712,0e086c50330d01aa,deleted,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,b2e63b07c0456517,,,,,,,,,,
04165d2d22b8e5b7,0e086c50330d01aa,deleted,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,b2e63b07c0456517,,,,,,,,,,
e442f24e621c7a5c,0e086c50330d01aa,deleted,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,,,,,,,,,
1feb51fc3deceaed,0e086c50330d01aa,deleted,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,,,,,,,,,
0862fb2254b250d1,0e086c50330d01aa,deleted,param_value_from_file,b2e63b07c0456517,,,,,,,,,,
d0b84c09af9993c2,b2e63b07c0456517,deleted,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,b2e63b07c0456517,,,,,,,,,,
ad40b46edc9651cd,b2e63b07c0456517,error,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,b2e63b07c0456517,,76190232.0000000,68719.0000000,16.0000000,68719476736.0000000,4841472.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,0E-7
c98a901063d5c3e7,b2e63b07c0456517,ok,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,b2e63b07c0456517,,1961549749459.0000000,20401.0000000,5.0000000,20401094656.0000000,14511329280.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,443.0000000
18a0b7022afdbc26,b2e63b07c0456517,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3881556327.0000000,4080.0000000,1.0000000,4080218112.0000000,165752832.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
b87b438cd3c1546c,b2e63b07c0456517,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3518317120.0000000,4080.0000000,1.0000000,4080218112.0000000,166137856.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,3.0000000
e5d90a6554a5d1f5,b2e63b07c0456517,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,b2e63b07c0456517,,3693803541.0000000,4080.0000000,1.0000000,4080218112.0000000,165556224.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
6b6eafaf6d4c4282,b2e63b07c0456517,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3669026517.0000000,4080.0000000,1.0000000,4080218112.0000000,165601280.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
4fcbdba2bbcf2238,b2e63b07c0456517,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3528489474.0000000,4080.0000000,1.0000000,4080218112.0000000,165806080.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
c64990d06a661935,2d16941ca673727a,deleted,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,b2e63b07c0456517,,,,,,,,,,
79de6ae7e4270eb9,2d16941ca673727a,error,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,b2e63b07c0456517,,163338228.0000000,20401.0000000,5.0000000,20401094656.0000000,12677120.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,0E-7
6d5a5be207382a7b,2d16941ca673727a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,4046393955.0000000,4080.0000000,1.0000000,4080218112.0000000,165289984.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,5.0000000
5753a1f90f806090,2d16941ca673727a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3926532131.0000000,4080.0000000,1.0000000,4080218112.0000000,165748736.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
6b2fd302ce7bd809,2d16941ca673727a,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,b2e63b07c0456517,,3808759648.0000000,4080.0000000,1.0000000,4080218112.0000000,165494784.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
f3b84c2be0e2ac1c,2d16941ca673727a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3806127031.0000000,4080.0000000,1.0000000,4080218112.0000000,165470208.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
43e53ecc47bf9a82,2d16941ca673727a,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3512189724.0000000,4080.0000000,1.0000000,4080218112.0000000,165978112.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
92f2d24571743ea6,3df031907be1c363,ok,wig_to_bigWig,b2e63b07c0456517,,20268414839.0000000,10737.0000000,1.0000000,10737418240.0000000,1495937024.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,21.0000000
3d4c212065fb6b63,3df031907be1c363,ok,wig_to_bigWig,b2e63b07c0456517,,19420673187.0000000,10737.0000000,1.0000000,10737418240.0000000,1430065152.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,20.0000000
ceead021a6bf3b7e,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,b2e63b07c0456517,,184392518064.0000000,4080.0000000,1.0000000,4080218112.0000000,2313846784.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,185.0000000
18057edcd8391489,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,b2e63b07c0456517,,180519600828.0000000,4080.0000000,1.0000000,4080218112.0000000,3365732352.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,181.0000000
decf2d57d0163b92,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,537048604374.0000000,4080.0000000,1.0000000,4080218112.0000000,2359570432.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,540.0000000
848c1c24bc9aa2d4,3df031907be1c363,ok,wig_to_bigWig,b2e63b07c0456517,,39145423476.0000000,10737.0000000,1.0000000,10737418240.0000000,2811785216.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,40.0000000
20c8876213b3be6e,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.30.0,b2e63b07c0456517,,245653925491.0000000,4080.0000000,1.0000000,4080218112.0000000,4079751168.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,246.0000000
c4ee2965dd6fe7ed,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,b2e63b07c0456517,,11344618808103.0000000,137438.0000000,32.0000000,137438953472.0000000,3851374592.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,3299.0000000
5233005c62c4c42c,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,b2e63b07c0456517,,830724990915.0000000,4080.0000000,1.0000000,4080218112.0000000,4079747072.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,831.0000000
c5ae0c9700192580,3df031907be1c363,ok,param_value_from_file,b2e63b07c0456517,,3541222672.0000000,4080.0000000,1.0000000,4080218112.0000000,167055360.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
212d97a1c2c3631c,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,b2e63b07c0456517,,8661629483.0000000,12240.0000000,1.0000000,12240654336.0000000,117788672.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,10.0000000
057a23337d0e2d32,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,325906806.0000000,4080.0000000,1.0000000,4080218112.0000000,7229440.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,0E-7
ea7908b85f78acd8,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,90299277.0000000,4080.0000000,1.0000000,4080218112.0000000,5038080.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,0E-7
b3e7dc413ec29965,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,b2e63b07c0456517,,5708542660704.0000000,137438.0000000,32.0000000,137438953472.0000000,90212126720.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,925.0000000
bcf3c2e5dfdb574e,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,b2e63b07c0456517,,1954016614770.0000000,20401.0000000,5.0000000,20401094656.0000000,10188001280.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,443.0000000
c6089b463c9ee159,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3693452934.0000000,4080.0000000,1.0000000,4080218112.0000000,165564416.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
ef443df5cf19451e,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3717707446.0000000,4080.0000000,1.0000000,4080218112.0000000,165421056.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
65213a2195f8e658,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,b2e63b07c0456517,,3965779545.0000000,4080.0000000,1.0000000,4080218112.0000000,165457920.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
31fea8182240015e,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3930329797.0000000,4080.0000000,1.0000000,4080218112.0000000,165453824.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
bc259a10764a3b95,3df031907be1c363,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3764443866.0000000,4080.0000000,1.0000000,4080218112.0000000,165601280.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
2483af04c85b9918,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/lldelisle/revertr2orientationinbam/revertR2orientationInBam/0.0.2,b2e63b07c0456517,,220672872507.0000000,4080.0000000,1.0000000,4080218112.0000000,2039566336.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,222.0000000
ecf375633edbeb82,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.5.2+galaxy1,b2e63b07c0456517,,342231849873.0000000,4080.0000000,1.0000000,4080218112.0000000,2292338688.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,342.0000000
f49365fc86328d59,275c481c54f37fd8,ok,param_value_from_file,b2e63b07c0456517,,3733337394.0000000,4080.0000000,1.0000000,4080218112.0000000,166039552.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
1003af273cb144bf,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.11+galaxy1,b2e63b07c0456517,,9185101833.0000000,12240.0000000,1.0000000,12240654336.0000000,117555200.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,10.0000000
2c7ab8ffdd458876,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.2,b2e63b07c0456517,,84219939.0000000,4080.0000000,1.0000000,4080218112.0000000,4964352.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,0E-7
bf88644937e7dc99,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.7.8a+galaxy1,b2e63b07c0456517,,2689423479415.0000000,53687.0000000,10.0000000,53687091200.0000000,53686886400.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,638.0000000
00ea37a98b31ed3a,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/4.0+galaxy1,b2e63b07c0456517,,776591620465.0000000,20401.0000000,5.0000000,20401094656.0000000,3982852096.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,177.0000000
f8a77d291e1ac44a,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param/0.1.1,b2e63b07c0456517,,3698163655.0000000,4080.0000000,1.0000000,4080218112.0000000,165625856.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
3894c59f86b869f5,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,4031090785.0000000,4080.0000000,1.0000000,4080218112.0000000,165732352.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
fe149a2ece27f85e,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3899832264.0000000,4080.0000000,1.0000000,4080218112.0000000,165699584.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
f74be798bcc3b56b,275c481c54f37fd8,ok,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,3893236132.0000000,4080.0000000,1.0000000,4080218112.0000000,165756928.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,4.0000000
cfb11b623208b0e2,275c481c54f37fd8,error,toolshed.g2.bx.psu.edu/repos/iuc/map_param_value/map_param_value/0.1.1,b2e63b07c0456517,,,,,,,,,,
2b10c1ca77cbb7dc,aa788c94c8179b78,ok,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.3,b2e63b07c0456517,,7534005458487.0000000,68719.0000000,16.0000000,68719476736.0000000,3324243968.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,1292.0000000
23d985504f87ba43,aa788c94c8179b78,ok,wig_to_bigWig,b2e63b07c0456517,,13941428733.0000000,10737.0000000,1.0000000,10737418240.0000000,948019200.0000000,9223372036854771712.0000000,264126312.0000000,64.0000000,14.0000000
