tool_name_version,num_jobs
cuffdiff/2.2.1.6,562.8
multiqc/1.8+galaxy0,562.0
annotatemyids/3.7.0+galaxy1,553.3
fastq_quality_trimmer/1.1.5,552.4
fastqc/0.72,548.5882352941177
addName/0.1.2,547.7142857142857
minimap2/2.17+galaxy0,547.3333333333334
samtools_view/1.9+galaxy1,546.5
samtools_mpileup/2.1.4,545.8235294117648
dada2_filterAndTrim/1.16+galaxy0,540.5
gops_concat_1/1.0.1,539.6470588235294
velveth/1.2.10.2,538.7
minimap2/2.17+galaxy4,537.3333333333334
bedtools_getfastabed/2.29.0,535.3529411764706
annotatemyids/3.7.0+galaxy2,529.1666666666666
tp_easyjoin_tool/1.1.2,529.0666666666667
ncbi_blastn_wrapper/0.3.3,525.2666666666667
table_annovar/0.2,523.1764705882352
fasterq_dump/2.10.4+galaxy1,522.5454545454545
rna_star/2.7.2b,518.6428571428571
chipseeker/1.18.0+galaxy1,517.0588235294117
mothur_make_contigs/1.39.5.1,501.2
bedtools_genomecoveragebed/2.29.0,492.8235294117647
snpSift_filter/4.3+t.galaxy0,487.2352941176471
lofreq_call/2.1.3.1+galaxy0,484.85714285714283
tabular_to_csv/tabular_to_csv,483.0
dada2_dada/1.14+galaxy0,478.8333333333333
Remove beginning1/Remove beginning1,478.2352941176471
shovill/1.1.0+galaxy0,478.1
multiqc/1.7.1,476.8
fastq_dump/2.10.7+galaxy1,476.5
cat_multiple/0.2,475.0
rna_star/2.6.0b-1,472.3529411764706
Count1/Count1,471.70588235294116
Convert characters1/Convert characters1,470.29411764705884
tp_head_tool/1.1.0,470.1764705882353
fasta_filter_by_length/1.2,469.6666666666667
trimmer/trimmer,467.4117647058824
fastq_combiner/1.1.5,465.0625
fastq_paired_end_joiner/2.0.1.1+galaxy0,463.3125
tp_grep_tool/1.1.1,459.3529411764706
bowtie_wrapper/1.2.0,457.46666666666664
deeptools_bam_compare/3.3.2.0.0,454.26666666666665
deg_annotate/1.1.0,453.75
deeptools_bam_coverage/3.3.0.0.0,447.375
naive_variant_caller/0.0.4,447.1764705882353
ncbi_blastp_wrapper/2.10.1+galaxy0,446.0
CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular,441.6470588235294
vcfaddinfo/1.0.0_rc1+galaxy0,441.5
lastz_wrapper_2/1.3.1,439.0
EMBOSS: transeq101/5.0.0,434.29411764705884
ncbi_tblastn_wrapper/2.10.1+galaxy0,432.875
fastq_trimmer/1.1.5,429.4375
mothur_taxonomy_to_krona/1.0,424.1764705882353
mothur_classify_seqs/1.39.5.0,414.2352941176471
CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0,412.4117647058824
mothur_filter_seqs/1.39.5.0,409.52941176470586
bedtools_bamtobed/2.29.2,405.8333333333333
allele_counts_1/1.3.2,405.5
__EXPORT_HISTORY__/__EXPORT_HISTORY__,400.70588235294116
bamleftalign/1.3.1,397.75
fasterq_dump/2.10.7+galaxy2,397.5
fastq_dump/2.10.4,396.0
seurat/3.1.2,395.7142857142857
mothur_screen_seqs/1.39.5.1,394.6
tp_easyjoin_tool/1.1.1,391.85714285714283
deeptools_plot_heatmap/3.3.0.0.1,389.2352941176471
stringtie/1.3.6,387.4
Paste1/Paste1,384.2352941176471
peakcalling_macs/1.0.1,377.25
porechop/0.2.3,370.88235294117646
Extract genomic DNA 1/3.0.3+galaxy2,366.0
quast/5.0.2+galaxy1,365.875
salmon/0.14.1.2+galaxy1,364.1818181818182
tp_replace_in_column/1.1.3,362.6470588235294
samtools_fastx/1.9+galaxy1,362.3529411764706
mothur_trim_seqs/1.36.1.0,362.0
lofreq_call/2.1.4+galaxy2,361.2
spaln/2.4.03+galaxy0,358.8888888888889
picard_MergeSamFiles/2.18.2.1,357.29411764705884
iqtree/1.5.5.3,351.8125
CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0,346.52941176470586
__DATA_FETCH__/__DATA_FETCH__,346.11764705882354
deeptools_compute_matrix/3.3.0.0.0,345.70588235294116
nanoplot/1.28.2+galaxy1,345.0
mothur_fastq_info/1.39.5.0,344.8235294117647
qualimap_bamqc/2.2.2d+galaxy1,344.05882352941177
trinity/2.9.1,342.5
snpSift_annotate/4.3+t.galaxy1,339.94117647058823
sam_merge2/1.2.0,339.94117647058823
trinity_psc/0.0.1,339.8888888888889
picard_SortSam/2.18.2.1,338.88235294117646
ivar_consensus/1.2.2+galaxy0,338.3333333333333
bedtools_bamtobed/2.30.0,336.0
fasta_merge_files_and_filter_unique_sequences/1.2.0,327.2
seqtk_sample/1.3.2,326.7647058823529
picard_CollectInsertSizeMetrics/2.18.2.1,326.1764705882353
rseqc_read_distribution/2.6.4.1,326.11764705882354
fastq_to_fasta_python/1.1.1,325.4
fastq_paired_end_deinterlacer/1.1.5,325.375
collection_column_join/0.0.3,325.1764705882353
cuffmerge/2.2.1.2,325.1
deseq2/2.11.40.6,324.88235294117646
EMBOSS: water107/5.0.0.1,323.88235294117646
trinity/2.9.1+galaxy1,323.6666666666667
cshl_fastx_trimmer/1.0.2,323.4166666666667
bedtools_getfastabed/2.30.0,322.0
mothur_list_seqs/1.39.5.0,320.6875
addValue/addValue,320.1764705882353
vcftools_slice/0.1,318.5625
deeptools_plot_correlation/3.3.2.0.0,318.0
sam_dump/2.10.9+galaxy0,314.75
fastq_combiner/1.1.1,313.15384615384613
seq_filter_by_id/0.2.7,312.25
samtools_slice_bam/2.0.1,307.52941176470586
fastq_paired_end_joiner/2.0.1.0,306.7142857142857
lofreq_call/2.1.3.1+galaxy2,305.6666666666667
bcftools_mpileup/1.10,301.46666666666664
fastq_quality_trimmer/1.0.0,299.64285714285717
goseq/1.36.0+galaxy0,299.3529411764706
fasttree/2.1.10+galaxy1,298.94117647058823
dada2_mergePairs/1.14+galaxy0,291.14285714285717
jvarkit_wgscoverageplotter/20201223+galaxy0,288.0
mergeCols1/mergeCols1,287.5882352941176
mothur_make_shared/1.39.5.0,285.3529411764706
ncbi_acc_download/0.2.5+galaxy0,284.88235294117646
fastq_stats/1.1.5,282.125
fastq_paired_end_interlacer/1.2.0.1+galaxy0,281.375
tp_awk_tool/1.1.2,279.875
__EXTRACT_DATASET__/__EXTRACT_DATASET__,278.88235294117646
taxonomy_krona_chart/2.7.1,276.625
samtools_merge/1.9,275.11764705882354
rseqc_geneBody_coverage/2.6.4.3,274.0
varscan/2.4.2,269.2352941176471
picard_SamToFastq/2.18.2.2,268.25
cshl_fastq_quality_filter/1.0.2,268.2142857142857
dada2_mergePairs/1.16+galaxy0,268.0
wc_gnu/wc_gnu,267.4117647058824
mothur_pre_cluster/1.39.5.0,266.5882352941176
bedtools_sortbed/2.29.2,266.5
fasta-stats/1.0.1,265.5882352941176
__MERGE_COLLECTION__/__MERGE_COLLECTION__,265.4117647058824
stringtie_merge/2.1.1,265.375
sam_to_bam/2.1.1,265.2352941176471
velvetoptimiser/2.2.6,264.6470588235294
mothur_count_seqs/1.39.5.0,264.2352941176471
mothur_chimera_vsearch/1.39.5.1,261.5882352941176
bandage_image/0.8.1+galaxy3,261.25
pileup_parser/1.0.2,260.29411764705884
vcf2tsv/1.0.0_rc3+galaxy0,257.0
table_compute/0.9.2,254.88235294117646
picard_CleanSam/2.18.2.1,254.35294117647058
bedtools_genomecoveragebed/2.30.0,254.0
Show beginning1/Show beginning1,252.88235294117646
tp_sorted_uniq/1.1.0,252.8235294117647
rgweblogo3/3.5.0,252.1764705882353
lofreq_call/2.1.3.1+galaxy1,251.9
dexseq_count/1.28.1.0,249.41176470588235
bedtools_mergebed/2.29.2,245.83333333333334
freebayes/1.1.0.46-0,244.35294117647058
tp_find_and_replace/1.1.1,242.41666666666666
ncbi_makeblastdb/2.10.1+galaxy0,240.25
fasterq_dump/2.10.4,239.35294117647058
charts/1.0.1,238.7058823529412
Summary_Statistics1/Summary_Statistics1,237.76470588235293
deeptools_multi_bam_summary/3.3.2.0.0,236.66666666666666
cuffdiff/2.2.1.5,236.6
tabular_to_fastq/1.1.5,234.125
bedtools_multiintersectbed/2.30.0,234.0
deeptools_bigwig_compare/3.3.2.0.0,233.93333333333334
velveth/1.2.10.1,233.5625
fastq_paired_end_splitter/1.1.5,232.625
sam_dump/2.10.7+galaxy2,232.33333333333334
cshl_fastq_to_fasta/1.0.0,228.72727272727272
mothur_split_abund/1.39.5.0,228.72727272727272
__ZIP_COLLECTION__/__ZIP_COLLECTION__,226.52941176470588
fastqc/0.63,224.88235294117646
gatk_unified_genotyper/0.0.6,224.84615384615384
ngsutils_bam_filter/0.5.9,223.58823529411765
miniasm/0.3+galaxy0,223.1875
megahit/1.1.3.5,222.5
bedtools_multiintersectbed/2.29.0,220.66666666666666
bedtools_sortbed/2.30.0,218.0
trimmomatic/0.36.5,214.58823529411765
vsearch_chimera_detection/1.9.7.0,214.0
bandage_image/0.8.1+galaxy2,213.86666666666667
createInterval/createInterval,213.625
qualimap_rnaseq/2.2.2d+galaxy1,212.9375
mummer_nucmer/4.0.0beta2+galaxy0,211.8
bcftools_consensus/1.10+galaxy1,211.66666666666666
bcftools_call/1.10,211.375
cshl_fastx_reverse_complement/1.0.2+galaxy0,210.875
velvetg/1.2.10.2,210.8
mothur_cluster_split/1.39.5.0,208.8235294117647
bedtools_bamtobed/2.29.0,207.5625
shovill/1.0.4+galaxy1,204.88888888888889
cshl_fastx_artifacts_filter/1.0.0,203.83333333333334
sam_pileup/1.1.3,203.75
metaspades/3.9.0,203.1764705882353
mummer_mummer/4.0.0beta2+galaxy0,203.16666666666666
CONVERTER_vcf_bgzip_to_tabix_0/CONVERTER_vcf_bgzip_to_tabix_0,202.11764705882354
fastq_filter/1.1.1,202.06666666666666
__BUILD_LIST__/__BUILD_LIST__,201.64705882352942
gffread/2.2.1.2,201.0
kraken-report/1.3.1,200.75
newick_display/1.6+galaxy1,199.3125
snpEff_download/4.3+T.galaxy2,197.8235294117647
bedtools_mergebed/2.29.0,195.7
minimap2/2.17+galaxy3,195.5
mothur_make_biom/1.39.5.0,195.23529411764707
Kraken2Tax/1.2,195.1764705882353
tabular_to_fastq/1.1.1,194.7
collapse_dataset/5.1.0,194.375
mothur_heatmap_sim/1.39.5.0,194.23529411764707
bwa_mem/0.1,193.47058823529412
pipelign/0.2+galaxy0,193.35294117647058
dada2_filterAndTrim/1.18+galaxy0,192.0
trinity_align_and_estimate_abundance/2.9.1+galaxy1,190.0
bcftools_plugin_counts/1.10+galaxy1,189.125
fgsea/1.8.0+galaxy1,187.58823529411765
rseqc_bam_stat/2.6.4,186.8235294117647
prinseq/0.20.4,186.1764705882353
macs2_predictd/2.1.1.20160309.1,185.41176470588235
mothur_remove_seqs/1.39.5.0,185.1764705882353
gfa_to_fa/0.1.1,184.46153846153845
dada2_dada/1.16+galaxy0,184.375
scanpy_plot/1.7.1+galaxy0,184.0
bedtools_bedtobam/2.29.2,182.33333333333334
ivar_consensus/1.3.1+galaxy0,182.0
mummer_nucmer/4.0.0beta2+galaxy1,181.5
mothur_tree_shared/1.39.5.0,180.23529411764707
varscan_mpileup/2.4.3.1,179.94117647058823
tp_awk_tool/1.1.1,179.7058823529412
multiqc/1.7,179.2941176470588
mummer_mummer/4.0.0beta2+galaxy1,177.0
snpEff_build_gb/4.3+T.galaxy4,175.88235294117646
fasta_concatenate0/0.0.1,174.93333333333334
get_flanks1/1.0.0,174.88235294117646
mothur_classify_otu/1.39.5.0,174.76470588235293
busco/4.1.2,174.5
picard_AddOrReplaceReadGroups/1.126.0,174.35294117647058
cshl_fastx_reverse_complement/1.0.0,171.2
bedtools_sortbed/2.29.0,171.0909090909091
fasta_compute_length/1.0.3,169.86666666666667
trim_galore/0.4.3.1,168.58823529411765
jbrowse/1.16.11+galaxy0,168.33333333333334
diffbind/2.10.0,167.7058823529412
abricate/0.9.8,167.5
cshl_fastx_clipper/1.0.3+galaxy0,166.6875
collapse_dataset/4.1,166.11764705882354
meme_fimo/5.0.5.0,165.53333333333333
vcfvcfintersect/1.0.0_rc1+galaxy0,165.07692307692307
addName/0.2.0,164.875
roary/3.13.0+galaxy1,164.33333333333334
interactive_tool_rstudio/interactive_tool_rstudio,163.75
ggplot2_heatmap/2.2.1,162.0
circos/0.69.8+galaxy4,160.05882352941177
CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig,159.58823529411765
venn_list/0.1.1,158.23529411764707
fastq_dump/2.10.7+galaxy0,158.2
Extract genomic DNA 1/Extract genomic DNA 1,158.0
cshl_fastx_quality_statistics/1.0.1,155.8235294117647
fastq_to_tabular/1.1.5,155.5625
sam_dump/2.10.8+galaxy0,153.44444444444446
mothur_remove_lineage/1.39.5.0,153.1764705882353
ncbi_blastx_wrapper/2.10.1+galaxy0,152.875
kraken-report/1.2.3,152.83333333333334
bedtools_jaccard/2.29.2,152.54545454545453
hyphy_slac/2.5.14+galaxy0,152.0
jbrowse/1.16.9+galaxy0,152.0
bedtools_bamtofastq/2.27.1,151.64705882352942
vcfallelicprimitives/1.0.0_rc3+galaxy0,151.0
tp_tail_tool/1.1.0,150.11764705882354
bcftools_norm/1.10,148.25
taxonomy_krona_chart/2.6.1.1,148.05882352941177
dada2_plotQualityProfile/1.14+galaxy0,147.83333333333334
deeptools_plot_correlation/3.3.0.0.0,147.83333333333334
sailfish/0.10.1.1,147.41176470588235
ggplot2_pca/2.2.1,147.0625
picard_CASM/2.18.2.1,146.76470588235293
bwa_wrapper/1.2.3,146.47058823529412
augustus/3.3.3,146.47058823529412
vcfsort/1.0.0_rc3+galaxy0,146.125
cshl_fastq_quality_boxplot/1.0.1,146.0
histogram_rpy/1.0.4,145.7
sam_dump/2.10.4+galaxy1,144.83333333333334
goenrichment/2.0.1,144.35294117647058
mothur_chimera_vsearch/1.39.5.2,144.33333333333334
cshl_fastx_trimmer/1.0.0,143.3125
hyphy_meme/2.5.14+galaxy0,143.0
bedtools_jaccard/2.29.0,142.33333333333334
deeptools_multi_bigwig_summary/3.3.2.0.0,141.13333333333333
bp_genbank2gff3/1.1,140.0
snippy/4.4.5+galaxy0,139.6
bamleftalign/1.1.0.46-0,139.47058823529412
ncbi_tblastn_wrapper/0.3.3,138.9
tb_profiler_profile/2.8.4+galaxy1,138.78571428571428
bamleftalign/1.0.2.29-1,138.0
busco/4.1.4,137.0
bedtools_multiintersectbed/2.29.2,136.66666666666666
snpsift_vartype/4.3+t.galaxy0,136.1764705882353
flash/1.2.11.4,136.0
fastq_quality_trimmer/1.1.1,134.63636363636363
picard_CollectRnaSeqMetrics/2.18.2.1,134.5
samtools_depth/1.9,134.2941176470588
allele_counts_1/1.2,134.25
CONVERTER_interval_to_bed12_0/CONVERTER_interval_to_bed12_0,134.23529411764707
CONVERTER_fasta_to_fai/CONVERTER_fasta_to_fai,133.7058823529412
bg_diamond/0.9.29.0,133.4
deeptools_bam_compare/3.3.0.0.0,132.83333333333334
deeptools_plot_fingerprint/3.3.2.0.0,132.66666666666666
bcftools_view/1.10,132.6
sickle/1.33.2,132.58823529411765
rseqc_bam2wig/2.6.4,132.11764705882354
CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0,131.76470588235293
fastq_manipulation/1.1.5,131.25
mothur_dist_seqs/1.39.5.0,130.7058823529412
meme_meme/5.0.5.0,130.46666666666667
cshl_fastx_artifacts_filter/1.0.1+galaxy0,130.3125
maker/2.31.11,130.25
hyphy_gard/2.5.7+galaxy0,130.0
cuffmerge/2.2.1.1,129.375
deeptools_plot_profile/3.3.0.0.0,128.72727272727272
bedtools_closestbed/2.29.0,128.47058823529412
gops_coverage_1/1.0.0,127.70588235294117
fastqc/0.65,127.33333333333333
tp_uniq_tool/1.1.1,126.58823529411765
mothur_sub_sample/1.39.5.0,125.70588235294117
bioext_bam2msa/0.19.7.0,125.0
trinity_align_and_estimate_abundance/2.9.1,124.2
fastq_to_tabular/1.1.1,123.72727272727273
XY_Plot_1/1.0.2,123.70588235294117
gff2bed1/gff2bed1,122.94117647058823
gatk_realigner_target_creator/0.0.4,122.0
dada2_plotComplexity/1.14+galaxy0,122.0
jbrowse/1.16.10+galaxy0,122.0
tp_sort_header_tool/1.1.0,122.0
vcffilter2/1.0.0_rc1+galaxy3,121.82352941176471
picard_MarkDuplicatesWithMateCigar/2.18.2.1,121.52941176470588
filter_tabular/3.1.0,121.0
roary/3.13.0+galaxy0,120.9090909090909
cuffmerge/0.0.5,120.58823529411765
shovill/1.0.4+galaxy0,120.21428571428571
snpEff/1.0,118.93333333333334
table_annovar/0.1,118.23529411764706
liftOver1/liftOver1,116.94117647058823
anndata_manipulate/0.7.5+galaxy0,116.66666666666667
bedtools_coveragebed/2.29.0,116.33333333333333
kraken/1.2.3,116.125
gatk4_mutect2/4.1.7.0+galaxy02,116.0
sam_dump/2.10.7+galaxy1,116.0
bedtools_multicovtbed/2.29.2,115.75
tp_replace_in_line/1.1.1,115.125
bedtools_mergebed/2.30.0,115.0
bcftools_stats/1.10,114.8
dada2_filterAndTrim/1.12+galaxy1,114.5
gtftobed12/357,114.0
kraken/1.3.0,113.875
kc-align/0.1.4,113.5
mummer_dnadiff/4.0.0beta2+galaxy0,113.25
rnaspades/3.9.0.2,113.0
bcftools_filter/1.10,112.3125
featurecounts/1.6.3+galaxy2,112.23529411764706
CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0,111.88235294117646
bcftools_annotate/1.10,111.75
cummeRbund/2.16.0+galaxy1,111.5
megahit/1.1.3.4,111.46666666666667
anndata_inspect/0.7.5+galaxy0,111.33333333333333
sam_dump/2.10.4,111.33333333333333
gatk_variant_select/0.0.3,110.38461538461539
snippy/4.4.5+galaxy2,109.16666666666667
meme_chip/4.11.2+galaxy1,109.05882352941177
fastqe/0.2.6+galaxy1,109.0
sam_dump/2.10.7+galaxy0,109.0
bedtools_windowbed/2.29.0,108.82352941176471
CONVERTER_ref_to_seq_taxomony/CONVERTER_ref_to_seq_taxomony,108.58823529411765
samtool_filter2/1.1.2,108.11764705882354
velvetg/1.2.10.1,107.4375
deeptools_plot_pca/3.3.2.0.0,107.33333333333333
rnaspades/3.9.0.1,106.6875
pygenomeTracks/3.6,106.5
mothur_rarefaction_single/1.39.5.0,106.29411764705883
bioext_bealign/0.19.7.0,106.0
bowtie2/2.3.4.2,106.0
mothur_count_groups/1.39.5.0,105.88235294117646
ncbi_blastx_wrapper/0.3.3,105.72727272727273
pilon/1.20.1,105.47058823529412
prokka/1.13,105.35714285714286
ivar_trim/1.2.2+galaxy0,105.28571428571429
egsea/1.10.0,105.125
samtools_bedcov/2.0.2,104.82352941176471
bedtools_multicovtbed/2.29.0,104.53846153846153
ggplot2_point/2.2.1+galaxy2,103.23076923076923
__RELABEL_FROM_FILE__/__RELABEL_FROM_FILE__,103.05882352941177
gffcompare/0.11.2,101.88235294117646
vcfbedintersect/1.0.0_rc3+galaxy0,101.6875
picard_DownsampleSam/2.18.2.1,101.6470588235294
gops_basecoverage_1/1.0.0,101.52941176470588
ncbi_makeblastdb/0.3.3,100.4375
sequence_content_trimmer/0.1,100.41176470588235
gatk_depth_of_coverage/0.0.2,100.23076923076923
abyss-pe/2.2.3,100.07692307692308
samtools_flagstat/2.0,99.75
umi_tools_extract/0.5.5.1,99.5
picard_FastqToSam/2.18.2.1,99.47058823529412
